Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Kinzo,"""Tenente Yamamoto. Gli italiani non vogliono che raccontiamo dell'oro alla madrepatria."""
,"""... Aha. Quindi non vogliono che il nostro paese ne entri in possesso."""
Beatrice,"""{p:0:＜}Che cosa ha detto?{p:0:＞}"""
Ushiromiya Kinzo,"""{p:0:＜}Sta dicendo che probabilmente il tuo gruppo non vuole che lo riferiamo perché avete paura che il Giappone si impadronisca dell'oro. {p:0:＞}"""
Beatrice,"""{p:0:＜}In realtà, l'alfiere Angelo teme maggiormente che sia l'Italia a trovarlo. Secondo noi, l'attuale governo della nostra madrepatria è solo un burattino disposto dagli alleati. Se scoprono l'oro, gli verrà restituito. Tuttavia, significherebbe consegnare l'oro ai nostri nemici. {p:0:＞}"""
,Erano venuti sin qui per assicurarsi che l'oro non cadesse nelle mani nemiche.
,Avevano bisogno di nasconderlo dal governo-burattino finché la loro madrepatria sarebbe stata ristabilita...
,"""Ushiromiya. Fai una proposta agli italiani. Di' loro che desideriamo offrire la nostra assistenza."""
Ushiromiya Kinzo,"""Che tipo di assistenza...?"""
,"""Capisco ciò che gli italiani stanno cercando di dire. Vogliono che quell'oro venga nascosto così che la madrepatria non lo scopra. Tuttavia, avrebbero almeno bisogno di una nave da carico se hanno intenzione di prenderlo da quest'isola. Ma se ci provassero, la madrepatria lo scoprirebbe, così come il governo italiano."""
Ushiromiya Kinzo,"""Ha ragione. ... In altre parole, non c'è più alcun modo di portare via quell'oro da Rokkenjima."""
,La loro missione deve essere stata quella di nascondere l'oro in assoluta segretezza fino al giorno della restaurazione della loro madrepatria.
,"In seguito, sarebbero circolate diverse dicerie di come anche la Germania nazista avesse trasferito molte delle sue risorse segrete in certe aree nascoste del Sud America poco prima del suo collasso. Era una conclusione molto facile da raggiungere."
,"Quel sottomarino era il loro unico modo di trasportare l'oro in segretezza, e ora è divenuto inutile. Non riescono a fermare del tutto l'acqua che vi entra, e probabilmente affonderà presto."
,Non hanno più alcuna possibilità di trasportare l'oro in segretezza.
,"Ovvero, la loro missione si è conclusa con un fallimento qui, nell'estremo oriente."
,"Perciò, in che modo il tenente Yamamoto ha intenzione di assisterli...?"
,"""La base di Rokkenjima è top-secret, nessuno ne è a conoscenza. Gli abitanti delle isole vicine credono che sia nefasta e deserta, perciò non si avvicinano. Capisci che intendo, Ushiromiya?"""
Beatrice,"""{p:0:＜}Cosa ha detto?{p:0:＞}"""
Ushiromiya Kinzo,"""{p:0:＜}Come vi abbiamo detto prima, nessuno sa di questa base. E, come potete vedere, non ha uno scopo strategico, perciò gli ufficiali se ne sono già dimenticati. ... Sembra che il tenente Yamamoto stia suggerendo di nascondere l'oro in quest'isola. {p:0:＞}"""
,"Beatrice tradusse ciò alla svelta, riferendolo all'alfiere Angelo."
,L'alfiere iniziò a discuterne rapidamente con i suoi subordinati.
,Non sembravano felici.
,"Il Giappone poteva essere anche loro alleato, ma probabilmente non volevano che l'oro per ricostruire la propria madrepatria venisse affidato agli asiatici."
,"Tuttavia, è difficile immaginare un'altra opzione per loro."
Beatrice,"""{p:0:＜}... C'è una discussione intensa. Qualcuno dice che non c'è altra scelta, mentre altri pensano che dovremmo rimanere fedeli alla nostra madrepatria, a qualunque costo. ... L'alfiere Angelo si trova tra l'incudine e il martello. {p:0:＞}"""
,"L'ultimo ordine dato loro dalla madrepatria era quello di nascondere l'oro. Tuttavia, ora era impossibile eseguire quell'ordine con successo."
,"Se il governo della loro madrepatria lo scoprisse, probabilmente l'oro verrebbe confiscato e dato alle persone sbagliate, dal loro punto di vista."
,Se volevano eseguire sul serio gli ordini della madrepatria con fedeltà... la proposta del tenente Yamamoto era estremamente ragionevole...
,"Sebbene il tenente non potesse capire le loro parole, sembrava che si fosse reso conto di quanto fossero divisi."
,"""Heheheh, se vi diamo una mano, riusciremo a nascondere l'oro in assoluta segretezza. Fortunatamente, c'è un tunnel abbandonato che si estende per tutta l'isola."""
