Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Jessica,"""Eeeeeeeeeh?! Cosa intendi con camere separate?! Allora, Shannon, tu e George nii-san stavate in camere separate di proposito?!"""
Shannon,"""S... Sì... voglio dire... è strano...?"""
,"Siccome le guance di Jessica erano piene di chinsukou ricoperto di cioccolato che Shannon aveva portato come regalo da Okinawa, era schizzato tutto su Shannon quando Jessica urlò..."
Ushiromiya Jessica,"""... Sh-Shannon, perché sei persino andata in un viaggio a Okinawa...? E persino da sola con George nii-san!"""
Shannon,"""È che, ecco... siccome c'è un grande acquario a Okinawa, sono stata invitata e... mi... piacciono i pesci e cose del genere..."""
Ushiromiya Jessica,"""No, non è questo!! Questa è una giovane coppia che fa un viaggio pernottando, no?! E stai dicendo che non ci sono stati abbracci e baci?! Senza parlare del fatto che il ragazzo e la ragazza erano in stanze diverse!!"""
Shannon,"""Per i ba-baci, no comment. Ah, ma ci siamo abbracciati... il petto di George-san era caldo..."""
Ushiromiya Jessica,"""Non è questo il punto!! Aah, dai! Perché esistono coppie del genere?! Aaah, ti prego!! È così irritante!"""
,"Molte cose erano successe a Shannon e sembrava essere stato un viaggio molto felice, ma sembrava che Jessica lo trovasse molto irritante."
,"Per un attimo, Jessica masticò il suo regalo, lamentandosi del romanticismo e fingendo di svenire in agonia sul letto."
,Shannon e George avevano scelto di andare a Okinawa perché c'era un grande acquario lì.
,E lo avevano usato come scusa per trovarsi insieme.
,"Siccome la loro relazione era iniziata in un acquario, averci trascorso la loro prima notte del viaggio dev'essere stato qualche valore commemorativo."
Ushiromiya Jessica,"""Che momento critico! È stato il vostro primo viaggio!! Non dovrebbero esserci stati molti progressi?!"
Ushiromiya Jessica,"Ma anche così, camere separate per il ragazzo e la ragazza?! Una coppia che prende due camere singole?! Aah, ti prego, davvero, che c'è di sbagliato in te!"""
Shannon,"""... Err, umm... ma siamo entrambi single... George-san dice che mostrare un limite sia una buona maniera per una coppia..."""
Ushiromiya Jessica,"""Come ho detto, questo viaggio serviva affinché voi possiate superare quella fase. no?! Siete già al livello di cose come baci e abbracci, giusto?!"""
Shannon,"""M-Milady, non so cosa intendete con ciò... G-George-sama è stato un vero gentiluomo con me fino alla fine."
Shannon,"Ecco, voglio dire... anch'io... mi sono chiesta se quelle cose sarebbero successe, sapete... ma noi, sebbene usciamo, voglio dire, non è che siamo sposati o cosa..."""
Shannon,"""Quel che Milady sembra aspettarsi... ecco, dobbiamo fare così solo dopo che avremo fatto un proprio giuramento dinanzi Dio, umm... n-n-noi dobbiamo... au."""
,"La faccia di Shannon arrossì. Fece un cerchio con entrambe le mani, attorcigliandole nervosamente, separandole e facendoci segni a forma di cuore."
,"Apparentemente, il drammatico progresso che Jessica aspettava non era accaduto, ma sembrava essere stata un'esperienza molto importante per Shannon, a modo suo."
,"... Così alla fine, sia che Jessica fosse gelosa di Shannon o che l'avrebbe acclamata non sarebbe cambiato il fatto che Shannon aveva un grande vantaggio su di lei."
Ushiromiya Jessica,"""Aah, voglio un ragazzo anch'ioooo!! Non posso credere che Shannon mi abbia superata!! Sebbene avessimo promesso di trovare un fidanzato insieme, mi hai battuta, Aarrrrrrgh!"""
Shannon,"""U-Uumm... Milady è una persona meravigliosa, quindi sono sicura che una persona meravigliosa apparirà presto..."""
Ushiromiya Jessica,"""Non cercare di consolarmi!! Shannon, traditrice, vai vi-a, stai zit-ta! *cough*cough*, *cough*cough*cough*!!"""
,"Jessica le tirò diversi cuscini. Ma improvvisamente, ebbe un attacco di asma e iniziò a tossire piuttosto gravemente."
,Shannon corse in fretta verso un tavolo vicino e iniziò a cercare sopra di esso.
,Un amorevole cestino era posto lì e dentro c'era il broncodilatatore di Jessica.
,Shannon lo prese e lo porse a Jessica.
,"Gli attacchi di asma di Jessica capitavano sempre improvvisamente. Per questo, portava sempre con se quella medicina."
,"Inspirò la medicina e, dopo un po', riuscì a vincere la sua tosse mentre il suo asma finalmente si calmava."
,Shannon pensò che questa fosse una buona opportunità per andarsene e provò ad uscire dalla stanza dopo aver fatto un cortese inchino...
,"Mentre lo faceva, un altro piccolo cuscino arrivò volando e colpì Shannon sulla testa."
,"Notò che Jessica era sul punto di scoppiare in lacrime, metà della faccia affondata nel suo ultimo cuscino, il suo preferito. Quel volto era rosso docile..."
Shannon,"""... M-Milady...?"""
Ushiromiya Jessica,"""Sha... Shannon... sii onesta con me... la mia... acconciatura o qualcos'altro... è strana...?"""
Shannon,"""Cosa sta dicendo... io penso che i suoi capelli siano davvero bellissimi."""
Ushiromiya Jessica,"""Allora... allora, allora, i miei occhi sono strani, o forse il mio naso? ... O è il modo in cui parlo...? È per questo che non riesco ad avere un ragazzo...?"""
Shannon,"""Certo che no. Milady, lei é meravigliosa così com'é. E credo che il suo fascino continuerà ad aumentare sempre di più d'ora in poi."""
Ushiromiya Jessica,"""... Ma, solo io non riesco a trovare un ragazzo... Saku e Hina ci sono riuscite, ma solo io no... è perché non ho per niente fascino...? Sai, tutte porteranno i loro ragazzi al festival culturale..."
Ushiromiya Jessica,"Ero così sicura che avrei avuto un ragazzo prima di quel giorno e l'ho detto in maniera plateale... non riesco a trovare un ragazzo. Solo io, solo io..."""
,"Prima ancora di accorgersene, Jessica stava versando enormi lacrime."
,"Jessica davvero non voleva piangere, e ovviamente, voleva supportare i progressi in amore di Shannon come un'amica."
,"... Tuttavia, mentre incoraggiava Shannon, i suoi veri sentimenti si erano improvvisamente immischiati, e non poté evitare di versare lacrime..."
,... Shannon capì l'innocente e facilmente ferito cuore di Jessica.
,"L'ordinario rozzo modo di parlare di Jessica, era solo un tentativo di proteggere il suo cuore facilmente ferito."
,"... Come figlia e successore della famiglia Ushiromiya, e come ragazza isolata su Rokkenjima, l'unica persona a cui poteva rivelare i suoi veri sentimenti era Shannon."
,Shannon lo capiva. Quindi... rimpianse fortemente persino di essere leggermente di buon umore.
Ushiromiya Jessica,"""... S... Scusa... piangere in questo modo, sono, strana. Scusa... *sniffle*."""
Shannon,"""È una persona meravigliosa, Milady. È impossibile che non ci sia un uomo meraviglioso per lei..."""
Ushiromiya Jessica,"""... Sh-Shannon, è quasi ora, giusto? Se non vai velocemente, Genji-san e Mamma si arrabbieranno. Sto benissimo, quindi vai veloce...! Heheh, scusa per aver pianto in questo modo. ... Sono un'idiota."""
,"Jessica si voltò, comportandosi come se davvero non volesse far preoccupare Shannon, agitando la mano come per cacciare Shannon."
,"Shannon lo prese come un segno che nient'altro sarebbe stato spiacevole, piegò la testa, e lasciò la stanza..."
,"Quando i suoi passi sparirono in lontananza, Jessica si sdraiò sul suo letto, ancora abbracciando un cuscino."
,"... La sua espressione era ancora un po' docile, con lacrime negli occhi... ma per la prima volta dopo molto tempo, aveva fatto una calma, calma e onesta conversazione con il suo cuore."
Ushiromiya Jessica,"""Anch'io... voglio, innamorarmi..."""
,"Mentre Shannon innaffiava le aiuole nel giardino con buonumore, percepì la presenza di qualcuno."
,"Si voltò, pensando che se fosse stato qualcuno della famiglia venuto per vederla, avrebbe dovuto salutarlo... e ciò che vide fu quella strega."
Shannon,"""B... Beatrice-sama..."""
{f:5:Beatrice},"""È passato un po' di tempo. Come stai? La relazione con la tua persona speciale è progredita dall'ultima volta?"""
,"Mentre Beatrice si sedeva sull'arco di rose, soffiò felicemente nella sua pipa."
,"Sedere in un posto del genere ti farebbe pungere dalle rose, e sarebbe stato pericoloso se cadessi dall'arco... ma dopotutto, questa era una strega."
,Sicuramente non c'era da preoccuparsi troppo.
Shannon,"""... S-Si. Grazie a lei... sta andando tutto liscio."""
{f:5:Beatrice},"""Naturalmente, la mia magia è istantanea. Magari potresti pensare che il tuo incontro fosse voluto dal fato. Ma questo non è corretto, non credere che questo abbia niente a che vedere con il destino."""
Shannon,"""... Io... io lo capisco."""
,"La strega stava chiamando l'attenzione verso qualcosa. Due cose, in realtà."
,"Originariamente, la sua relazione con George era stata completamente impossibile. ... E il potere della magia era così grande che la poteva distorcere."
,"Shannon era stata appena avvolta da quei dolci giorni, così che iniziò a credere all'illusione del fato che girava intorno a lei."
,... Ma si ricordò le parole della strega.
,"Originariamente, la sua relazione con George era stata impossibile... anzi, sarebbe potuta rimanere impossibile anche nel futuro..."
{f:5:Beatrice},"""... *cackle*cackle*, scusa, scusa. È proprio come un dottore. Sebbene ti fidi di loro quando ti preoccupi della tua salute, dopo che ti sei curato, ti dimentichi persino di ringraziarli. ... Non sono mai stata ringraziata come strega, quindi non posso far altro che agire un po' rudemente. Perdonami."""
Shannon,"""... Non ho mai dimenticato i miei sentimenti di gratitudine. ... Sono stata in grado di ottenere la felicità grazie al suo potere, Beatrice-sama. ... E senza quel potere, il destino che ha portato me e George insieme non sarebbe arrivato. ... Non l'ho mai dimenticato."""
{f:5:Beatrice},"""Scusa, scusa. Non è che sono venuta per darti fastidio. Parlare così è solo la mia personalità. Perdonami."
{f:5:Beatrice},"... Piuttosto, ho sentito, ho sentito! Del tuo viaggio da sola con lui. Sono sicura che sia stato abbastanza divertente."""
Shannon,"""S-Sì! È stato molto, umm... divertente."""
,"La faccia di Shannon divenne improvvisamente radiosa. La strega sorrise leggermente, come se quella trasformazione valesse oro."
{f:5:Beatrice},"""La persona dei tuoi pensieri non è più oggetto di un amore unilaterale. {n}Siete una coppia di amanti ora. ... Per una coppia piena di amore, quello è tutto ciò di cui hanno bisogno nel mondo. È un meraviglioso, mondo ideale? Heheheheheh! Anche le streghe sarebbero gelose."""
,"Beatrice rise piacevolmente. Quel sorriso la fece sembrare come se avesse benedetto l'appuntamento degli amanti dal profondo del suo cuore, senza una traccia di malizia."
,"Dopo quel giorno, Beatrice si mostrò ogni tanto dinanzi a Shannon."
,"Anche ora, Shannon pensa ancora di lei come una creatura spaventosa."
,"... Tuttavia, era anche in debito con questa persona per averle donato la magia che aveva permesso la sua relazione con George."
,Così Shannon provò con tutta la sua volontà di non essere sorpresa o spaventata.
Shannon,"""G... Giusto. ... Umm, Beatrice-sama. Ho portato alcuni dolci come souvenir dal nostro viaggio. ... Ne vuole, umm... un po'?"""
{f:5:Beatrice},"""Hoh??? Un souvenir per una strega...?"""
,Sembrava che perfino una strega che si vantava di aver vissuto per mille anni non era stata in grado di predire che avrebbe ricevuto un souvenir da una coppia di dolci amanti.
,"Quando vide quell'espressione sorpresa, Shannon, per la prima volta, pensò della strega come un'amica."
{f:5:Beatrice},"""Hohoh, un biscotto orientale fatto di farina di grano tenero e strutto. Avvolgerlo in cioccolata occidentale è davvero una miscela di stile giapponese e occidentale, la strada di seta dei dolci."""
{f:5:Beatrice},"""... Cosa? Cosa c'è di tanto divertente?"""
Shannon,"""N... Niente. Le mie scuse."""
,"Questa strega, che di sicuro possedeva un terrificante potere, stava masticando tutti i dolci uno dopo l'altro, facendo un rumore simile a quello degli scoiattoli che si riempiono la bocca di noci. Dopo un po', Shannon non riuscì a nascondere la sua risata."
{f:5:Beatrice},"""Hmmm, un ottimo pasto. ... Dovrei servirti un po' di Dolce Vita da Nero uno di questi giorni. Le rose sono il simbolo dell'amore eterno. Credo che un dolce di rose sia appropriato in questo momento."""
,"La strega era di ottimo umore, gustandosi a pieno quelle caramelle moderne."
Shannon,"""Umm... ecco. Vorrei davvero ringraziarla tanto. Penso abbia fatto più del dovuto per me, quindi le restituisco questo."""
,"La cosa che Shannon aveva gentilmente appoggiato sul tavolo, era una spilla dorata a forma di farfalla."
{f:5:Beatrice},"""Non c'è bisogno di restituirla. Se continui a tenerla, la tua relazione rimarrà solida in eternità."""
Shannon,"""... Forse mi è stata data la possibilità di incontrarlo grazie al potere della magia. Ma penso che lo sforzo che farà rimanere eterno questo incontro dipenda dalla cooperazione di noi due insieme."""
{f:5:Beatrice},"""Mmmh. ... L'amore e le rose sono uguali. Troppo fertilizzante fa marcire le radici. Alcuni fiori non possono crescere senza un arduo lavoro. In quel caso, fai come desideri. Puoi indossarlo o tenerlo in una scatola. È la mia buona volontà, data a te. Non mi farebbe piacere se me lo restituissi."""
Shannon,"""Ah... l-le mie scuse...! Non è quello che..."""
{f:5:Beatrice},"""*cackle*cackle*. Non è stato fatto alcun danno. Quella spilla è già tua. {n}Se custodisci quella prova della nostra amicizia, mi conforterebbe un po'."""
{f:5:Beatrice},"""Puoi tenerlo, e ottenere i suoi benefici. Potresti anche tenerlo in una scatola. {n}Se lo desideri, puoi anche darla a un'altra persona preoccupata dall'amore. ... Ma dovresti considerarla un oggetto importante. Naturalmente, mi addolorerebbe il cuore se tu lo gettassi."""
,"Secondo quello che Beatrice diceva, molte volte in passato, era stata chiamata dalle persone e aveva dato loro un oggetto infuso di una qualche energia magica."
,"... In ogni caso, quando la maggior parte delle persone usò quel potere per risolvere i loro problemi, arrivarono velocemente a pensare che quel potere fosse spaventoso, e, dimenticando ogni sentimento di gratitudine, buttavano via con disprezzo l'oggetto che gli era stato donato."
{f:5:Beatrice},"""Così non mi è capitato spesso di ricevere ringraziamenti per la mia buona volontà. ... Vediamo, è la prima volta questa? *cackle*cackle* *cackle*cackle*."""
,"La strega rise di gusto, ma negli occhi di Shannon quella sembrava una triste risata."
,"Lei stessa era stata così in passato... no, forse lei era così anche in quel momento."
,"Beatrice era senza dubbio una strega, con uno strano e terrificante potere."
,"Molto probabilmente, nessuno le darebbe retta se potesse evitarlo."
,"Sicuramente, anche se contavano su quello strano potere, alcune volte le persone provavano paura invece che gratitudine."
,... Il fatto che questo si ripetesse ancora e ancora deve aver ferito molto profondamente la strega.
,Sin dal momento in cui aveva cominciato a pensare in quella maniera... Shannon aveva provato a fermarsi dall'avere paura di Beatrice.
,Quello era sicuramente ciò che l'aveva tormentata per più di mille anni...
,"Magari le piacevano davvero i dolci. Beatrice, che normalmente parlava in tono aggressivo, elogiò il tè nero che Shannon le aveva servito, e sembrava essere estremamente di buon umore."
,"Dopo aver fatto quello per un po', la strega e la domestica cominciarono a parlare vivacemente del viaggio con George."
,Shannon non conosceva molto di Beatrice.
,"Innanzitutto, lei era come un essere spettrale che appariva inaspettatamente in luoghi inaspettati. E sembrava che non tutti potessero percepire la sua presenza."
,"Sembrava che ogni persona avesse qualcosa chiamato lunghezza d'onda, e che l'abilità di percepirla variava incredibilmente da persona a persona."
,Solo Shannon e Kanon potevano interagire con lei quanto bastava per scambiare due parole.
,"... C'erano poche persone che potevano sentire la sua presenza, ma la maggior parte delle persone non riusciva a sentirla nemmeno così tanto."
,"Secondo ciò che aveva detto Beatrice, soprattutto Krauss e sua moglie avevano talento zero nella magia. E non importava quanto li seguisse, loro non l'avrebbero mai notata."
,"In precedenza, quando Shannon aveva fatto casino e Natsuhi si era davvero arrabbiata con lei, Beatrice aveva cominciato a giochicchiare, colpendo Natsuhi in testa con la sua pipa."
,"... Capisco, Natsuhi non aveva notato assolutamente nulla per davvero. {n}Ma Shannon, guardando ciò, era scoppiata a ridere senza pensarci, ed era stata sgridata ancora di più."
Shannon,"""Allora... che cosa mi dice del Padrone? Ho sentito che ha fatto ricerche di magia, quindi sono sicuro che sarebbe in grado di vederla, Beatrice-sama."""
{f:5:Beatrice},"""... Kinzo è uguale. Non c'è nessuno con più grande mancanza di talento magico di lui. ... È il sangue. Ha così poco talento che mi spiace per lui."""
Shannon,"""...?"""
,"Non appena avevano cominciato a parlare di Kinzo, sembrò che l'atmosfera intorno a Beatrice cambiasse."
,"Aveva parlato della mancanza di talento magico di Krauss e degli altri come se li guardasse dall'alto in basso, ma aveva parlato di Kinzo in maniera differente."
,"Chiunque connesso alla famiglia Ushiromiya sa della leggenda di Kinzo riguardo l'oro. ... Secondo questa leggenda, Kinzo aveva evocato la strega Beatrice, e gli era stato consegnato l'oro."
,"... In altre parole, questa significa che aveva qualche tipo di legame con Kinzo."
{f:5:Beatrice},"""Questo era perché... anche se non aveva un briciolo di talento, ha avuto successo. ... Ha continuato a studiare da solo come un matto, e ha raggiunto il livello di stregone."""
Shannon,"""Questo è... qualcosa di veramente incredibile, vero...?"""
{f:5:Beatrice},"""... Hmm."""
,"La strega, che di solito guardava dall'alto in basso le persone, stava inaspettatamente tessendo le lodi qualcuno."
,"... Mentre lo bastonava, dicendo che non aveva talento, lodava gli sforzi di Kinzo."
Shannon,"""E allora... il Padrone ha evocato Beatrice-sama con il potere della magia..."""
{f:5:Beatrice},"""Hmm. ... Beh, ho solo risposto all'evocazione per capriccio. Di questi tempi dove la magia è stata a lungo negata, quelli senza un briciolo di talento ce la mettono tutta. È stata solo la sua fortuna che mi ha fatto decidere di venire a ridergli in faccia. *cackle*cackle*cackle*."""
,Le parole ‘solo la sua fortuna’... mostravano che ciò era stato un disastro per lei.
,"Shannon esitò chiedendosi se fosse possibile continuare questa discussione, ma Beatrice continuò per conto suo, ignorando Shannon."
{f:5:Beatrice},"""Erano stato riunite delle regole e un formato. Diverse convenzioni si erano mischiate, ma, beh, per rispetto al suo entusiasmo, creammo un contratto accomodante. ... Allora gli diedi una montagna d'oro."""
Shannon,"""Allora il Padrone... usò quell'oro ed ebbe successo in affari, e accrebbe il suo patrimonio fino a renderlo ciò che è oggi."""
{f:5:Beatrice},"""Hmm. Il suo talento nelle arti magiche era nullo, ma sembra che avesse talento nel fare affari e nel gioco d'azzardo. ... O era per il suo coraggio e pazzia di scommettere tutto in scommesse irragionevoli. ... La pazzia a volte fa scaturire la magia. Capisco, se la vedi in questo modo, forse non posso del tutto dire che Kinzo non avesse alcun talento magico. *cackle*cackle*..."""
,Shannon si sentì come se stesse sognando ad occhi aperti.
,"Mentre tutti nella famiglia Ushiromiya conoscevano la storia riguardante il modo in cui Kinzo aveva idolatrato la magia nera, evocato una strega, e donatogli l'oro, in realtà nessuno ci credeva."
,E ora lei stava sentendo che era tutto vero direttamente dalla strega stessa... Shannon si sentì un po' agitata da questo folle segreto che solo lei conosceva.
{f:5:Beatrice},"""Poi Kinzo, che aveva ottenuto un vasto patrimonio, poteva realizzare del tutto qualsiasi sogno che una persona può ottenere con oggetti del mondo umano. E alla fine, lui cercò la verità del mondo."""
Shannon,"""La verità... del mondo?"""
{f:5:Beatrice},"""... Il singolo elemento che compone il mondo. Kinzo, che aveva ottenuto qualsiasi cosa nel mondo umano, voleva quello che è il desiderio finale che gli uomini cercano di conquistare."""
,Il singolo elemento. ... Lei sentì come se avesse udito prima questa parola dalla strega.
,"Quando Beatrice vide che Shannon stava provando a ricordare quando era stato, rise amaramente, muovendo la mano e dicendo che non c'era bisogno di ricordarlo."
{f:5:Beatrice},"""... Sottovalutai un pochino Kinzo. Io non avevo veramente mai pensato che potesse disporre di un così grande potere."""
{f:5:Beatrice},"""... E grazie a quello, ora sono in questo stato. Sono rimasta isolata in questa isola per molti decenni, senza neanche un amico con cui bere il tè. ... Non importava con chi provassi a parlare, la mia voce non li raggiungeva, e non importava dove andassi, non potevo fare niente. Che decenni noiosi."""
,"Come rise nel prendersi in giro da sola, lei diede un colpetto alla sua tazza da tè col dito. Produsse il delicato suono della ceramica."
,... Shannon non sapeva se la definizione ‘prendersi in giro da sola’ era davvero un modo accurato per descrivere l'espressione sulla faccia della strega.
,"Shannon non aveva capito tutto, ma poté più o meno farsi un'idea della situazione. ... Ed era probabilmente un argomento su cui poteva incalzare la strega così facilmente, a meno che lei stessa non iniziasse a parlarne."
,Per riassumere tutto quello che aveva detto fino a quel momento...
,"Beatrice, che era stata evocata dalla magia di Kinzo, non poteva lasciare quest'isola per qualche ragione. E aveva perso il suo potere e la sua forma, vivendo i suoi giorni con noia."
,"Durante quel periodo, le sue parole avevano raggiunto Shannon, che non aveva mai dimenticato di rispettare fortemente la strega. E lei aveva aiutato la strega a riottenere il suo potere, anche se solo di poco."
,"... Come risultato, lei era diventata capace di bere il tè con Shannon proprio come stava facendo ora..."
Shannon,"""... Beatrice-sama, cos'era quello specchio che mi ha detto di rompere?"""
{f:5:Beatrice},"""Aaah, quella storia. Pare che molto tempo fa, nelle isole di questa zona ne siano successe di tutti i colori. Per quel motivo, cose cattive si radunarono, attirate verso una distorsione maligna. Pare che un mago orientale errante o qualcosa del genere costruì un tempio per il riposo delle anime e le avesse sigillate lì."""
{f:5:Beatrice},"""... Questa questione in sé non ha niente a che fare con me, ma sfortunatamente le fondamenta di quel potere magico erano diverse. Creò una forte interferenza col mio potere magico, e fu estremamente fastidioso."""
Shannon,"""E quindi...? Pensavo che l'avessero sigillata, Beatrice-sama..."""
{f:5:Beatrice},"""Non ero io il suo obiettivo. Ma quello era uno specchio divino. Come risultato, il mio potere fu sigillato."
{f:5:Beatrice},"... Se si dovesse usare il cibo come esempio, forse sarebbe qualcosa del genere. Diciamo che il cibo occidentale che avevo ordinato sta venendo preparato in cucina. Tuttavia, quando provano ad apparecchiare il tavolo, l'area in cui i clienti si devono sedere è in stile giapponese con piatti tipici giapponesi."
{f:5:Beatrice},"Quindi la cucina sarebbe incapace di portar fuori un piatto che sarebbe fuori posto, e non importa quanto a lungo io aspetti, la mia pietanza occidentale non arriverà mai... qualcosa del genere."""
{f:5:Beatrice},"""Perciò tu hai distrutto quel posto per i clienti in stile giapponese, e fatto ritornare vuota per un po' quell'area. Perciò, il pasto che ho ordinato mi è stato finalmente consegnato, e il mio potere è tornato, si potrebbe dire così. Tuttavia, per ora, è arrivato solo l'aperitivo."
{f:5:Beatrice},"Ci vorrà ancora qualche tempo per la portata principale. Per come sono ora, sono perfino più debole di una fata in un negozio di scarpe."""
Shannon,"""... Pu... ahahahahahahaha."""
{f:5:Beatrice},"""Mh. Cosa c'è di così divertente?"""
Shannon,"""Niente... pensavo che l'esempio dell'onorevole strega fosse così interessante. Non avrei mai pensato che potesse usare una storia sul cibo come analogia per una storia sulla magia."""
{f:5:Beatrice},"""Se lo dovessi dire da me, pensavo fosse un'espressione colta, ma ero sicura che non ci fosse niente da ridere. È un po' inaspettato."""
,Un'espressione leggermente imbronciata si formò sul volto della strega. {n}Non era per niente una espressione strana da veder apparire sulla faccia di qualche amico mentre si gustano il loro tè.
{f:5:Beatrice},"""... Anche se può non sembrare così, sono conosciuta per aver fatto cose estremamente brutali in passato. ... Mi sono rammollita. Ora posso avere anche una discussione sciocca con un umano mentre bevo del tè."""
,"Stava probabilmente parlando fra sé e sé. Come Beatrice guardò gli uccelli marini tracciare l'orizzonte, portò ancora una volta il tè alle sue labbra."
{f:5:Beatrice},"""... Si è fatto nuvoloso. Quando l'oceano perde il suo colore brillante, non è niente di più che una grigia pozzanghera."""
Shannon,"""Lo pensa davvero? ... Credo che l'oceano sia un bellissimo blu profondo, anche se diventa nuvoloso."""
{f:5:Beatrice},"""... Hmph."""
,Forse la strega notò il significato profondo dietro le parole di Shannon.
,... Rise leggermente e poggiò la sua tazza vuota.
{f:5:Beatrice},"""... Sembra che quelle cose sotterrate nei tuoi occhi non siano più ciottoli neri. Com'è? ... Ora capisci l'emozione di un mobile rinato come umano?"""
Shannon,"""... Sì. ... Non sapevo che il mondo fosse così gentile."""
,"Dato che la sua relazione con George era iniziata, il volto di Shannon spesso si faceva sempre più luminoso."
,"Il suo sorriso aveva fatto andare tutto liscio, e aveva perfino cambiato la sua fortuna."
,"... Shannon faceva meno errori nel suo lavoro di quanto ne faceva prima, e l'opinione dei membri della famiglia aveva iniziato a poco a poco a cambiare."
,"Proprio l'altro giorno, Krauss, che raramente scambiava qualche parola con lei, aveva improvvisamente iniziato a parlarle, sorprendendola."
