Speaker,Italian (Ars Magica) (Old) (ITA)
,I membri della famiglia Ushiromiya si stavano rilassando in giro per la sala d'attesa.
,"Era stato allestito un piccolo buffet, ma non era particolarmente attraente."
,"Nonostante ciò, quei voraci ragazzini lo trovavano particolarmente interessante."
,"I cugini vi si erano piazzati intorno, con Maria al centro. Anche gli adulti avevano formato un gruppo in un altro angolo."
,"Sembravano tutti un po' più tranquilli, forse a causa dell'assenza di Kinzo."
Ushiromiya Natsuhi,"""... Lion. Dov'eri? ... E chi è lui?"""
Ushiromiya Lion,"""Madre, stavo intrattenendo questo nostro ospite. Will, mia Madre, Natsuhi."""
Willard H. Wright,"""Non c'è bisogno di presentazioni. Fammi solo sentire che hai da dire."""
Ushiromiya Natsuhi,"""Uh? Hai detto qualcosa?"""
Ushiromiya Lion,"""No, non ha detto nulla. Lui è Will-san. Sembra che conoscesse la defunta."""
,"Sorridendo, Lion coprì le parole di Will con noncuranza."
Ushiromiya Lion,"""Vorrebbe sapere di più su Beatrice. ... Sai niente su di lei, Madre?"""
Ushiromiya Natsuhi,"""... Lion. La defunta è una donna con cui il capofamiglia ha un gran debito. Niente di più, niente di meno. Questo funerale è una cerimonia che il capofamiglia ha allestito per ripagare il debito che aveva con lei mentre era in vita. Questo è ciò che ho sentito, quindi non c'è altro."""
Ushiromiya Lion,"""... Grazie, Madre. Will, questo è tutto ciò che mia Madre conosce."""
,Natsuhi aveva negato completamente lo scandalo riguardo Beatrice come amante di Kinzo.
,"Tuttavia, aveva abbastanza buonsenso da capire che ciò era probabilmente vero."
,"Capendo che Natsuhi era di cattivo umore e non voleva parlare più di questo argomento, Lion pose fine alla conversazione prima che Will potesse dire di nuovo qualcosa di sgarbato."
Ushiromiya Lion,"""Will. Questa cappella appartiene alla famiglia."""
Willard H. Wright,"""Quindi mi stai dicendo di attenermi alle regole di famiglia?"""
Ushiromiya Lion,"""Parla in maniera appropriata a un ospite della famiglia. Lascia che ti faccia da mediatore per le tue conversazioni. Ti chiedo di seguire queste due regole."""
Willard H. Wright,"""Ci proverò."""
Ushiromiya Lion,"""... Questo problema in cui ci ha trascinati la strega Bernkastel o qualunque sia il suo nome, è davvero allucinante. Per questo ho intenzione di aiutarti. Tuttavia, siamo nella stessa situazione, quindi assicurati di non dimenticarlo."""
Willard H. Wright,"""E io che pensavo fossi solamente uno di quei ricchi mocciosi viziati. Hai del fegato."""
Ushiromiya Lion,"""Devo essere in grado di sobbarcarmi il futuro della famiglia Ushiromiya, dopotutto."""
Willard H. Wright,"""... Capito. Risolviamo questo caso insieme, Watson."""
Ushiromiya Lion,"""Felice di poter aiutare. Non vorrei far aspettare troppo la tua cara gatta Diana. Non devi darle da mangiare?"""
Willard H. Wright,"""Le ho dato una razione extra oggi, quindi dovrebbe essere a posto per un po'. ... Sono sorpreso che tu abbia capito che Diana è un gatto."""
Ushiromiya Lion,"""Ho pensato che una donna che graffia il divano quando la fai attendere troppo, fosse un po' troppo eccentrica."""
Willard H. Wright,"""... Hmph."""
Ushiromiya Lion,"""Allora? Con chi vuoi parlare prima?"""
Willard H. Wright,"""Chiunque. Tutti. ... Quelli laggiù sono i parenti di Krauss, giusto?"""
Ushiromiya Lion,"""Da destra verso sinistra, ci sono Eva oba-san, Hideyoshi oji-san,"
Ushiromiya Lion,"laggiù c'è Rudolf oji-san, Kyrie oba-san,"
Ushiromiya Lion,"e laggiù c'è -"""
Willard H. Wright,"""Ushiromiya Rosa. ... Quando era una ragazza, si perse nella foresta e incontrò una donna che diceva di chiamarsi Beatrice, in una villa nascosta."""
Ushiromiya Lion,"""... So che non dovrei più sorprendermi, ma sai davvero tutto, non è così?"""
Willard H. Wright,"""Quindi anche tu sei a conoscenza di quella storia?"""
Ushiromiya Lion,"""Ne ho sentito parlare oggi da lei. ... Sembrava che la infastidisse, quindi ho fatto finta di non sentire."""
Willard H. Wright,"""Sei davvero impeccabile. ... Presentaci. Voglio parlarne con lei."""
Ushiromiya Lion,"""Lo stai chiedendo alla persona impeccabile, che ha fatto finta di non sentire, perché poteva trattarsi di un argomento doloroso?"""
,Anche quest'arroganza assurda era niente paragonata a Kinzo.
,"Dopo averci pensato a lungo, Lion fece spallucce e annuì a Will."
Ushiromiya Eva,"""Oh eccoti, successore-sama. E lui è...?"""
Ushiromiya Lion,"""Oh, Eva oba-san. Lui è Will-san. È venuto ad offrire dei fiori alla defunta."""
Willard H. Wright,"""Ma chissenefrega. Dimmi tutto quello che sai di Beatrice ... nngah-"""
Ushiromiya Lion,"""Dice che vuole sapere che relazione c'era tra la famiglia Ushiromiya e la defunta."""
,Lion parlò con un sorriso radioso dopo aver pizzicato il sedere di Will.
,"Will protestò in silenzio, come per dire ‘magari era una gag, ma fa male’ , ma Lion si limitò a far finta di nulla e sorrise ad Eva come una persona impeccabile."
Ushiromiya Eva,"""Beh... anche se dici ‘relazione con la famiglia Ushiromiya’..."""
Ushiromiya Hideyoshi,"""Probabilmente è più corretto dire ‘la sua relazione con nostro Padre’."""
Ushiromiya Rudolf,"""Possiamo essere onesti su questo. Era l'amante di nostro Padre."""
Ushiromiya Kyrie,"""Se la chiami così, Natsuhi Nee-san ti sgriderà di nuovo. Ha un ‘debito’ con lei, giusto? *giggle*"""
Ushiromiya Hideyoshi,"""Sì, certo. Wahahahaha."""
Ushiromiya Lion,"""... Beh, ecco a te."""
Willard H. Wright,"""Non mi interessa nessuno oltre Rosa, gghh-"""
Ushiromiya Lion,"""Credo... che tu abbia detto di aver incontrato Beatrice, Rosa oba-san."""
Ushiromiya Rosa,"""..."""
,"Per tutto questo tempo, Rosa aveva tenuto il capo chino. Le parole di Lion la scossero."
Ushiromiya Eva,"""Ne ha parlato all'improvviso oggi. È un po' difficile da credere."""
Ushiromiya Rosa,"""È la verità...! Io ho ucciso Beatrice!"""
Willard H. Wright,"""Grandioso, il nostro lavoro qui è finito."""
Ushiromiya Lion,"""Non correre troppo."""
,Rosa scoppiò a piangere e poggiò la testa sul tavolo. Kyrie e Hideyoshi provarono a consolarla...
Ushiromiya Eva,"""Rokkenjima è ricoperta da una fitta foresta. Ne conosciamo solo una piccola parte. Solo la villa, il giardino di rose, e il piccolo sentiero che giunge al molo."""
Ushiromiya Rudolf,"""da molto tempo, circolano storie su come Papà, avesse costruito una villa nascosta da qualche parte in questa foresta, di cui nessuno fosse a conoscenza. e che lì vivesse la sua amante."""
Ushiromiya Hideyoshi,"""Probabilmente Rosa-san finì per caso in quella villa..."""
Ushiromiya Lion,"""Tuttavia, cosa ha a che fare questo con l'aver ucciso Beatrice...?"""
Ushiromiya Rosa,"""Se non l'avessi portata fuori, non sarebbe mai morta...! Era così innocente, come un pulcino. L'ho portata all'esterno, quindi mi ha semplicemente obbedito seguendomi! Stava proprio dietro di me, fidandosi ciecamente...! E poiché le ho fatto prendere una strada così pericolosa...!!"""
Willard H. Wright,"""Le hai fatto prendere quella strada perché speravi che scivolasse e cadesse giù dalla scogliera?"""
Ushiromiya Rosa,"""Non lo avrei mai fatto! Ho solo pensato che le sarebbe piaciuto vedere l'oceano...! No, è solo che il sentiero sembrava difficile da percorrere, e pensai che sarebbe stato più facile andarci se fossimo passate dalla scogliera...!!"""
Willard H. Wright,"""Questo non significa uccidere qualcuno. È stato un incidente."""
Ushiromiya Rosa,"""Un incidente che non sarebbe mai avvenuto se non l'avessi portata con me, giusto?! È colpa mia!! E allora, la abbandonai mentre era coperta di sangue e corsi a casa!!"""
Willard H. Wright,"""Non è colpa tua. Beatrice non aveva mai visto prima l'oceano. ... Glielo hai mostrato per la prima volta. Probabilmente era così eccitata che ha fatto un passo falso."""
Ushiromiya Rosa,"""... C-Come puoi...?"""
Willard H. Wright,"""Beatrice ti è grata per ciò che hai fatto. Ovviamente non ti odia per questo."""
Ushiromiya Rosa,"""... Davvero? ... È... vero sul serio...?"""
Willard H. Wright,"""È lei che ti ha pregato di mostrarle il mondo oltre lo steccato, giusto? Anche se solo per un po', hai realizzato quel sogno. Se fossi Beatrice, ti ringrazierei per quei momenti. Se sapesse che hai sofferto tutto questo tempo a causa sua, probabilmente sarebbe triste per te."""
Willard H. Wright,"""... Beatrice ti è grata per ciò che hai fatto. Sei tu ad averle insegnato che il mare è blu."""
