Speaker,Italian (Ars Magica) (Old) (ITA)
,Nella stanza VIP aleggiava un dolce odore di tè alla zucca... ed era piena di risate e sorrisi.
Ushiromiya Kinzo,"""Ahhahahahahahahahahaha!! Davvero splendido. Sono felice di vedervi tutti così allegri...!"""
{f:5:Beatrice},"""Potrei dire lo stesso di te. Quale idiota ha detto che stai per raggiungere i tuoi ultimi anni?"""
Ushiromiya Kinzo,"""Prendo solo in prestito da te un po' del tuo entusiasmo. Non appena sarò tornato nel mio studio tornerò ad essere poco più di un vecchio uomo."""
{f:5:Beatrice},"""Basta con le tue bugie! Lascia perdere e giura che vivrai abbastanza fino a raggiungere i 100 anni."""
Ushiromiya Battler,"""Infatti. Non ti vedo da sei anni, ma sono rimasto scioccato dal vedere che non sei cambiato quasi per nulla."""
Ushiromiya Kinzo,"""Wahahahaha, moccioso. Quindi sembra che tu abbia imparato ad adulare, in questi sei anni! Mi dispiace contraddirti, ma non sei un giudice serio. {n}Sono decisamente vecchio."""
{f:5:Beatrice},"""Scommetto 100 yen che Kinzo starà ancora benone quando raggiungerà i 100 anni."""
Ushiromiya Battler,"""Sì, anch'io. Il Nonno non cambierà per niente a 100 anni."""
Ushiromiya Kinzo,"""Wahhahahaha! Non pensate di ricevere altri regali per avermi adulato!"""
,"Kinzo rise di gusto. Anche Beato, che sedeva al fianco di Battler, rideva felicemente."
,Ange stava tutta sola accanto alla finestra... guardando gli altri e cercando di immaginare che razza di relazione avessero la strega del ritratto e suo Nonno.
,Qualcuno bussò alla porta.
Ushiromiya Kinzo,"""Sei tu, Genji? Entra!"""
Ronoue Genji,"""... Chiedo scusa per l'interruzione. Krauss-sama e Natsuhi-sama sono qui."""
Ushiromiya Krauss,"""Padre... oh, c'è anche Battler-kun."""
Ushiromiya Natsuhi,"""È passato un bel po', Beatrice-san. Ci sono novità?"""
{f:5:Beatrice},"""Niente di nuovo. Avanti, sedetevi. E Ange, perché stai lì tutta sola alla finestra? Vieni a sederti qui."""
Ushiromiya Battler,"""Ange. Vieni qui."""
Ushiromiya Ange,"""... Guardo da qui."""
,"Ange strinse la caramella ricevuta da Beato, e con sguardo diffidente continuò ad osservare."
,"Genji le offrì una sedia, ma Ange scosse la testa."
