Speaker,Italian (Ars Magica) (Old) (ITA)
,... Tutti le pedine della scacchiera erano riunite.
,"Tutti gli umani, i mobili, le streghe e anche le streghe di un livello superiore... erano radunati in un solo luogo."
,"Quel posto somigliava ad una solenne cattedrale, con un soffitto incredibilmente alto."
,Pietre bianche. Ornamenti dorati.
,"Anche se c'erano finestre, non c'erano entrate o uscite. Era un posto molto, molto strano."
,"Ma per qualche ragione, nessuno si chiedeva dove si trovasse questo strano luogo."
,... Poiché non era stato loro concesso di pensare che questo posto fosse strano.
{f:5:Lambdadelta},"""Pedine. Si sono radunati tutti?"""
Chiester00,"""Sì."""
{f:5:Lambdadelta},"""Ben fatto. ... Che spettacolo. Mi chiedo quante persone ci siano qui."""
{f:5:Bernkastel},"""... Non importa quanti ne vediamo, chiunque oltre i 18 è un fantasma."""
{f:5:Beatrice},"""Lo scopo del mio gioco è far sì che vengano riconosciute. *cackle*cackle*!"""
,Le tre streghe erano sedute su speciali troni posti su un'alta balconata.
,"Al centro sedeva il Game Master, Lambdadelta, e su entrambi i lati della balconata semicircolare sedevano Bernkastel e Beatrice, faccia a faccia."
,"Erika corse verso di loro dal basso, alzò gli angoli della gonna e si inchinò rispettosamente."
Furudo Erika,"""Grande Lady Lambdadelta, vi ringraziamo per aver accettato la nostra richiesta di assemblea. ... E grande Lady Bernkastel, mia padrona. La prego di prestare attenzione. Anche se potrà essere solo per poco, farò di certo in modo che la mia padrona dimentichi il veleno che la tormenta."""
{f:5:Bernkastel},"""Sì, non vedo l'ora. ... Non mi aspetterei di meno dal mio doppio, mia pedina."""
,Erika e Bernkastel si scambiarono sorrisi crudeli che avrebbero fatto voltare chiunque dall'altra parte.
{f:5:Lambdadelta},"""Ascoltate streghe, umani!! Annuncio ufficialmente che con questa assemblea di streghe, la Corte delle Illusioni prende ora luogo!!"""
,Il padrone del gioco parlò con parole autorevoli.
,"Anche se le sue parole si diffondevano in uno spazio così ampio, risuonavano con la forza di una campana in un campanile..."
{f:5:Lambdadelta},"""Le vostre vite e i vostri ruoli in questo gioco sono terminati! Il quinto gioco è ora concluso, e la sessione di risposte di mezzanotte inizierà! ... Beh, mi piacerebbe iniziare rapidamente, ma perché prima non lasciamo che tutti si presentino al volo? Dopotutto, ci sono così tante persone qui."""
{f:5:Lambdadelta},"""Eheheheheh! Io sono Lambdadelta! La Strega della Certezza e nuova padrona di questo gioco!"""
{f:5:Bernkastel},"""... Bernkastel. Strega dei Miracoli. ... Il mio obiettivo è distruggere l'Illusione della Strega di Beatrice."""
{f:5:Beatrice},"""Io sono la Strega dell'Infinito, Beatrice. Il mio obiettivo è far riconoscere la mia esistenza e proteggere Natsuhi e Kinzo."""
Ushiromiya Battler,"""..."""
Chiester00,"""... Battler-sama. Lei è il prossimo."""
Ushiromiya Battler,"""... Sono Ushiromiya Battler. Combatto con Beato... no, con le streghe. ... Tutto qui."""
Chiester00,"""Come credo sappia, si è unito al gioco mentre era già in corso. Nel momento in cui questa assemblea di streghe si apre, lei deve ancora aspettare per partecipare. Capisce...?"""
Ushiromiya Battler,"""Capito. ... Probabilmente vuoi dire che non ho il diritto di parlare per un po', giusto?"""
Chiester00,"""Grazie per la comprensione."""
,"Anche se Battler come grado si avvicinava alle streghe, sedeva su una delle tante panche divise con gli altri parenti, tutto solo ad un'estremità."
,"Incrociò lo sguardo di Beato, che era sulla balconata."
{f:5:Beatrice},"""Avresti potuto dire che sei il mio arcinemico."""
Ushiromiya Battler,"""... Beh, non sei necessariamente la mia unica nemica."""
{f:5:Beatrice},"""Hmph... riprendiamoci questo gioco. Appartiene a noi."""
Ushiromiya Battler,"""... Già."""
,"Stavo quasi per dire che combattevo contro l'Illusione della Strega di Beato. ... Sin dall'inizio, Beato è stata la mia unica nemica."
,"Ma... in questo momento, Erika e quelle streghe che hanno iniziato a giocare con la storia di Beato... sono anch'esse mie nemiche."
,Chi dovrei combattere ora? Forse è una buona cosa non avere il diritto di parlare per un po'.
,Mi calmerò e guarderò con disinvoltura quello che accade...
Furudo Erika,"""Io sono il detective e colei che ha richiesto questa assemblea di streghe, Furudo Erika. Svelerò il colpevole del quinto gioco e piazzerò un'affascinante sentenza alla fine di questa storia."""
,Erika salutò nuovamente le streghe sopra di lei e gli umani alle sue spalle.
{f:5:Lambdadelta},"""Anche io non vedo l'ora. Ok, pedine rimanenti, presentatevi in un qualunque ordine."""
Chiester45,"""Umani! Presentatevi, tutti...!"""
,"Quando 45 lo spinse a presentarti, Kinzo si alzò."
Ushiromiya Kinzo,"""... Sono Ushiromiya Kinzo. Sono fuggito dalla finestra dello studio e mi sto nascondendo da qualche parte su Rokkenjima."""
Ushiromiya Krauss,"""Ushiromiya Krauss. Al momento, sono stato catturato e sono tenuto prigioniero da qualche parte."""
Ushiromiya Eva,"""Sono Ushiromiya Eva. Sono viva."""
Ushiromiya Rudolf,"""Sono Rudolf. ... Anche tutti noialtri siamo Ushiromiya, quindi lascerò perdere il cognome."""
Ushiromiya Rosa,"""Sono Ushiro-... Rosa. Sono stata uccisa al primo crepuscolo."""
Ushiromiya Jessica,"""Jessica. Anch'io sono morta al primo crepuscolo."""
Ushiromiya George,"""Sono George. ... Anche io sono morto al primo crepuscolo."""
Ushiromiya Maria,"""Maria. Sono morta, ma guardate, sono qui a parlare. Vedete? Morire non è un grosso problema, vero? Kihihihihihihihihihihihihihi..."""
Ushiromiya Natsuhi,"""Sono Ushiromiya Natsuhi. ... Sono viva."""
Furudo Erika,"""... Eheheheheheheheh."""
Ushiromiya Natsuhi,"""... Gah..."""
