Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Jessica,"""... Maria non è ancora tornata. ... Mi chiedo se sia stata rimproverata un'altra volta da Rosa oba-san."""
,"Fin da quando avevano incontrato Maria all'aeroporto, lei aveva strepitato tutto il tempo per Halloween."
,"... Ma forse aveva esagerato un po' troppo facendo baccano sull'aereo, sulla barca, e durante il pranzo, per questo Rosa l'aveva richiamata più volte."
,"In momenti come quelli, Rosa oba-san raramente la rimprovera di fronte alle persone. ... Più normalmente, la chiama da una parte, e la rimprovera quando sono sole."
,"Quindi dato che Maria era stata chiamata da una parte, loro pensarono che la Madre la stesse sgridando."
,"Quando guardarono l'orologio, realizzarono che erano quasi le 6:00. {n}Non riuscivano davvero a immaginare che Maria fosse stata rimproverata per tutto questo tempo."
,Forse era l'ora in cui iniziava qualche anime che lei guardava ogni settimana. Probabilmente era stata nel salotto della villa tutto il tempo.
Shannon,"""Forse, Battler-sama si è svegliato e stanno giocando insieme."""
Ushiromiya George,"""Questo è perché Maria-chan pensa a Battler-kun come a un nuovo amico. ... Sono sicuro che si sia divertita un sacco quando ha giocato a Halloween con lui all'aeroporto."""
Ushiromiya Jessica,"""Anche Battler stava facendo un sacco di confusione. Nonostante quel ragazzo sia cresciuto, non è cambiato di una virgola."""
Shannon,"""È vero. ... Ho la sensazione che Battler-sama sia rimasto lo stesso di sei anni fa."""
Ushiromiya George,"""Shannon, ti ricordi qualcosa del Battler-kun di sei anni fa?"""
Shannon,"""Sì. Lui era, beh, energico. *giggle*."""
Ushiromiya George,"""Anche io ricordo che noi quattro giocavamo insieme, sei anni fa. Shannon si comportava come una sorella maggiore."""
Ushiromiya Jessica,"""Esatto. Ho la sensazione che lei era persino più equilibrata di quanto non lo sia ora. Ahahahaha!"""
Shannon,"""T... Tempo fa io, umm... non avevo un comportamento adatto al mio ruolo, quindi... umm, ho fatto alcune cose maleducate..."""
Ushiromiya George,"""... È giusto comportarsi così. Dimenticati di quando lavori, quando fai una pausa, come ora, voglio che tu stia amichevolmente con noi."""
Ushiromiya Jessica,"""Giusto. ... Considera la domestica Shannon e la Sayo non in servizio in maniera diversa. ... Tu non sei una schiava, stai solo lavorando come domestica, no?"
Ushiromiya Jessica,"... Io ti considero, Shannon... no, Sayo, come la mia più vecchia amica."""
Shannon,"""... Molte grazie, Milady."""
