Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Rosa,"""Il dottor Nanjo e Kumasawa-san?! Cosa significa tutto ciò?!"""
Ushiromiya George,"""Aaah, Shannon! Grazie al cielo, sei salva...! Se ti fosse capitato qualcosa, io...!"""
Shannon,"""... George-sama... uuuuu..."""
Ushiromiya Rosa,"""George-kun, fai silenzio per un po'! È accaduto un omicidio sotto i tuoi occhi, vero?! Hai visto il colpevole?! O no?!!"""
Gohda Toshiro,"""E... Ecco, ehm... come lo dovrei spiegare...?! G-Genji-san."""
Ronoue Genji,"""... Nemmeno noi riusciamo a spiegare bene cosa è accaduto."""
Gohda Toshiro,"""Di sicuro, ehm... è successo davanti a noi! Era proprio di fronte ai miei occhi! Tuttavia... quello, ehm... cos'era... non lo capisco nemmeno io!"""
Ushiromiya Rosa,"""Ma cosa dici?! Non potete aver incontrato nessuno oltre alla strega, Beatrice, che non sappiamo dove sia finita da ieri, o Kanon-kun, che è disperso! Era un uomo o una donna?! Almeno questo lo avete capito, no?!"""
Ushiromiya Battler,"""Rosa oba-san, calmati un attimo...! Chiunque sarebbe confuso se delle persone venissero uccide di fronte a loro! Gohda-san, Genji-san. Non c'è bisogno che vi affrettiate. Diteci cosa è successo, uno alla volta."""
Gohda Toshiro,"""... Riguardo a quello... come dovrei dirlo..."""
Ushiromiya George,"""..."""
,Il dottor Nanjo e Kumasawa-san erano stati uccisi. Questo lo capimmo.
,"... E sembrava che fosse successo di fronte a queste tre persone. Ciò nonostante, parlavano in modo maldestro."
,"Ammisero che avevano sicuramente visto il delitto con i loro occhi. Ma quando veniva chiesto loro di dire cosa avessero visto, chiudevano subito la bocca."
,Capii perché Rosa oba-san era così irritata e furiosa...
Ushiromiya George,"""... Shannon. Tu l'hai visto? Quando il dottor Nanjo è stato attaccato."""
Shannon,"""S... Sì."""
Ushiromiya George,"""Dimmelo. ... Solo cosa hai capito. Cosa è accaduto?"""
Shannon,"""... È venuto... dalla porta del retro."""
Gohda Toshiro,"""... G-Già. È venuto qualcuno dalla porta del retro. Poi ho aperto la porta, chiedendomi chi fosse..."""
Ushiromiya Rosa,"""Qualcuno da quella porta? Chi era?!"""
Ushiromiya Battler,"""Lasciali finire! E dopo questo?!"""
Gohda Toshiro,"""... Quella persona... era macchiata di sangue, e aveva una grossa ferita. ... Abbiamo portato quella persona nella stanza dei domestici, e il dottor Nanjo ha cominciato ad assisterlo. ... Era una ferita veramente profonda."""
Ushiromiya Rosa,"""Come ho detto poco fa, di chi state parlando?!"""
Gohda Toshiro,"""... Non lo so! Certamente... all'inizio, ho pensato che fosse lui. No, lo penso ancora! {n}Ma... che cosa poteva essere!! ... Non lo capisco... non lo so!!"""
,"In un modo che non si abbinava al suo grande corpo, Gohda si prese la testa e si grattò..."
,"Non capivo se era confuso perché non riusciva a ricordare, o se era confuso perché aveva visto qualcosa di terrificante, e non riusciva ad accettarlo."
,E anche Shannon aveva un comportamento simile.
,"Se avesse abbassato la guardia, ciò che aveva visto solo momenti prima si sarebbe subito sciolto come un'illusione, e non sarebbe riuscita a ricordare quello che aveva visto."
,... Ecco come appariva.
,Solo Genji sembrava composto come sempre.
,... Quindi le nostre domande di concentrarono su di lui.
,"Comunque, persino a Genji servì del tempo prima di aprire la bocca, e doveva radunare i suoi pensieri."
Ushiromiya Rosa,"""Genji-san. L'hai vista, no? Chi era la persona che è venuta dalla porta del retro?!"""
Ronoue Genji,"""... All'inizio... credevamo che quella persona, fosse Kanon."""
Ushiromiya Rosa,"""Vedi!! Alla fine era ancora vivo! Il mio ragionamento era corretto!!"""
Ushiromiya George,"""... Con ‘all'inizio’, vuoi dire che la vostra impressione è cambiata dopo, giusto...?"""
Ronoue Genji,"""È così. ... Non posso spiegare a parole cosa è accaduto dopo quello. ... Ha ucciso il Dottor Nanjo e Kumasawa... ed è scomparso. In quel momento, non era assolutamente Kanon..."""
Gohda Toshiro,"""Già! È giusto! È proprio come dice Genji-san!! Non si può veramente spiegare a parole!"""
Ushiromiya George,"""... Anche tu la pensi così?"""
Shannon,"""... Sì... anche io... non posso che dire la stessa cosa..."""
Ushiromiya Battler,"""..."""
,... Se avessimo interpretato in modo favorevole ciò che stavano dicendo... la conclusione a cui Rosa oba-san era arrivata sarebbe stata corretta dall'inizio.
,Kanon era comparso di fronte alla porta del retro nella cucina con una grave ferita. Poi fu portato nella stanza dei domestici e fu aiutato.
,... In seguito accadde qualcosa di terribile.
,"Poiché queste persone non riuscivano a immaginare che l'avesse fatto Kanon-kun, iniziarono a sospettare se fosse veramente Kanon-kun o no. Le cose stanno così?"
,"In altre parole significa che... Kanon-kun era ricomparso. Non importa quanto erano confusi, non importa quanto balbettavano, alla fine volevano dire questo."
,"Quindi proprio come pensava Rosa oba-san, Kanon-kun aveva usato un trucco per scappare da quella stanza mentre era chiusa a chiave?! No, quello non ha più importanza."
,Il vero problema è che il Dottor Nanjo e Kumasawa-san sono stati uccisi.
,Rosa oba-san aveva immaginato che Kanon-kun fosse dietro tutto questo sin dall'inizio.
,Per quanto fossero confusi e per quanto cercassero di negare ciò... stavano quasi dicendo che era la verità.
,"... Ciò nonostante, per qualche ragione, sentii che il loro imbarazzo non poteva essere spiegata solo dalla confusione..."
,... Cosa avevano visto?
,"Proprio come dicevano, avevano veramente visto qualcosa di inspiegabile a parole...?"
,"Rosa oba-san, che decise che non avremmo fatto alcun progresso se avessimo domandato loro più cose, concluse l'interrogazione, e disse che voleva controllare i due corpi."
,Anch'io ero interessato nel controllarli.
,"Anche se queste persone non avevano capito cosa stesse succedendo in confusione... se noi, che non avevamo visto il delitto, guardassimo in modo calmo i cadaveri, potremmo trovare qualcosa."
,"... Ma era sorprendente che anche Rosa oba-san era preoccupata per i corpi, proprio come me."
,"Persino a quel punto, volevo trovare da solo il colpevole e la verità, se avessi potuto trovare delle prove."
,Ma Rosa oba-san dovrebbe aver agito in modo differente. ... Il suo piano non doveva essere quello di fare in modo che tutti stessero al sicuro invece di trovare il colpevole?
,Non riuscivo a capire perché Rosa oba-san avrebbe voluto lasciare la barricata nel salotto per controllare i cadaveri.
Ushiromiya Rosa,"""Andremo nella stanza dei domestici tutti insieme. Se ci muoviamo uniti, andrà tutto bene. Maria, smettila di scarabocchiare!"""
Ushiromiya Maria,"""Uu-. Non sono scarabocchiii. Risolvo il problema di Beatriceeee. Uu-..."""
Ushiromiya Battler,"""Il problema di Beatrice? Che cos'è, dillo anche a me."""
Ushiromiya George,"""... Rosa oba-san. Vuoi... ehm, portare anche Maria-chan?"""
,Sembrò che George-aniki fosse contro l'idea di far vedere a Maria la scena del crimine.
,"... Ma prendendo in considerazione il fatto che Maria sarebbe rimasta qui da sola, sarebbe stato sicuramente più sicuro prenderla con noi."
,"... Alla fine, era solo l'irresponsabile sensibilità di Aniki. Decidemmo che tutti noi, inclusa Maria, saremmo andati nella stanza dei domestici."
,Il letto era macchiato di sangue rosso vivo.
,"... No, non solo il letto. L'intera stanza era coperta da un dipinto con interminabili macchie di sangue."
,Quella spaventosa scena bastava per darci un'idea della vista ripugnante che cercavano di descriverci...
Ushiromiya Maria,"""... Uu-. Anche Maria vuole guardareee!"""
Ushiromiya George,"""Maria-chan, aspettiamo insieme qui."""
,"George-aniki stava davanti all'entrata, coprendo gli occhi di Maria, con la sua schiena verso la stanza."
,... Probabilmente non voleva sporcare le retine di una bambina innocente con il sangue ripugnante di questa stanza.
,Fu sicuramente la decisione migliore.
,"... Stavo agendo in modo duro, quindi non mi colpiva... ma per il resto della mia vita, quando vedrò della vernice rossa sparsa per terra, probabilmente ricorderò questa stanza e inizierò a vomitare."
,"... Questa stanza era già stata impressa nei miei occhi. ... In altre parole, per me era troppo tardi..."
Shannon,"""... Huh..."""
Gohda Toshiro,"""D... Dove sono...!"""
,"Subito dopo essere entrati nella stanza dei domestici, Gohda-san e Shannon-chan tremarono."
,"... Ci sorprendemmo, chiedendoci quale nuova e orribile situazione fosse comparsa per farli tremare di nuovo."
Ushiromiya Rosa,"""Che è successo? Che c'è?"""
,"Anche Rosa oba-san rabbrividì, alzò in alto la sua pistola, e cercò la cosa che li aveva fatti tremare."
,... Ma non riuscì a trovarla. ... Era naturale. ... Stavano tremando perché non riuscivano a trovarli.
Ushiromiya Battler,"""Ehi, ma cosa sta succedendo..."""
Ronoue Genji,"""... I due corpi, non sono qui."""
Ushiromiya Rosa,"""Che cosa significa questo?"""
Shannon,"""... N-Non può essere...! Quei due erano sicuramente, qui...!"""
Ushiromiya Battler,"""... Aspetta, aspetta, aspetta. Che diavolo, stai dicendo che i corpi se ne sono andati in giro da qualche parte? Non può succedere, giusto? Voglio dire, la stanza dei domestici non era chiusa? Non hai aperto la porta quando sei entrato proprio adesso, Gohda-san?!"""
Ushiromiya Battler,"""... Che cosa significa questo? ... Non è proprio come è accaduto nella stanza di Jessica?! Sono di nuovo spariti dall'interno di una stanza chiusa?! È ridicolo!!"""
Gohda Toshiro,"""Neanch'io ne so niente di quello che è successo!! Quando abbiamo lasciato questa stanza, l'abbiamo sicuramente chiusa...!! Non capisco più cosa sta succedendo...!!"""
,C'era un timido e pietoso sorriso sul volto di Gohda-san che sicuramente non avrebbe mostrato normalmente.
,Lo stesso valeva per Shannon.
Ushiromiya Battler,"""Due corpi sono scomparsi! E oltretutto, sono spariti mentre la porta era chiusa! Anche se Kanon-kun fosse il colpevole, non dovrebbe avere più un passepartout!!"""
Shannon,"""Non è così...! Kanon-kun non è il colpevole...!!"""
Ushiromiya George,"""... Shannon... ci credo Shannon. Kanon-kun non è il colpevole. Questo è sicuramente il lavoro di qualcuno che gli assomiglia molto."""
Ushiromiya Rosa,"""No. Kanon-kun non ha un passepartout. ... Dopotutto, il suo passepartout è stato trovato nella tasca del cadavere di Jessica-chan. ... E, chi ha preso quella chiave?"""
