Speaker,Italian (Ars Magica) (Old) (ITA)
,Una tetra brezza soffiò attraverso il giardino di rose dorate...
,"Shannon e Kanon avevano ormai finito di compiere 19 passi, rivolgendo ancora la propria schiena l'uno all'altra."
,"... Quando i demoni che avevano impartito la prova avrebbero dato il segnale, entrambi si sarebbero voltati... e avrebbero risolto tutto."
,Ognuno di loro aveva nelle proprie mani una delle pistole da duello donate loro dai demoni.
,"I proiettili... promettevano morte certa, qualunque parte del corpo avrebbero colpito."
,Questo duello non sarebbe terminato... finché uno dei due non sarebbe morto...
Ushiromiya George,"""..."""
Ushiromiya Jessica,"""..."""
,George e Jessica... guardavano in silenzio coloro che amavano...
,Avevano già affidato loro i propri pensieri... e i propri destini.
,Tenere semplicemente d'occhio i propri partner... era l'unico modo in cui potevano dimostrare la propria fiducia.
Shannon,"""..."""
Kanon,"""..."""
,"Shannon e Kanon... stavano tranquillamente in piedi, con le loro schiene girate."
,Ormai avevano messo fine ai pensieri che avevano raccolto in tutti quei giorni.
,La prossima volta che poseranno lo sguardo l'uno sull'altra... non verrà chiesto loro altro che premere il grilletto.
,Beato era l'unica che non aveva ancora alcuna determinazione o risolutezza riguardo a questo duello.
,Più quel momento si avvicinava... meno lei capiva.
,"L'amore tra George e Shannon non ostacolava l'amore tra Jessica e Kanon, e viceversa."
,"... Perché, sebbene entrambe le coppie potessero trovare la felicità... erano costretti ad uccidersi...?"
{f:5:Beatrice},"""... Non capisco. ... Non capisco... affatto...!"""
{f:5:Beatrice},"""... Sorellina... a noi non è permesso fare altro che guardare..."""
{f:5:Beatrice},"""Zepar-san, Furfur-san...! Perché... perché questo duello?! Questa non è una prova d'amore! Siete davvero dei demoni! Volete solo divertirvi nel guardare una delle due coppie crollare, non è così...?!!"""
Zepar,"""Silenzio."""
Furfur,"""Ostacolerai gli amanti."""
{f:5:Beatrice},"""Siete voi che li state ostacolando!! Una persona tra loro cadrà! Colui che ama quella persona ne sarà addolorato!! Se solo voi due non ci foste, nessuno si rattristerebbe!!"""
,"""""Non è vero."""""
Zepar,"""Se non avessimo preparato questo duello-"""
Furfur,"""Entrambe le coppie sarebbero crollate. Questo duello è necessario."""
{f:5:Beatrice},"""Io... non sono stata capace di accettarlo sin dall'inizio...!! Dite che il loro amore non può avere successo senza un miracolo magico?! Di cos'altro ha bisogno l'amore, oltre che di una coppia che si ama?! Questo duello è insensato!!"""
{f:5:Beatrice},"""Quindi smettetela, voi due!! Shannon, Kanon!! Perché dovete combattere l'uno contro l'altra fino alla morte, se un tempo eravate vicini come dei veri fratelli?! Non riesco... a capire!!!"""
,Tutti avrebbero dovuto sentire le urla di Beato. ... Ma nessuno cambiò la propria espressione.
Zepar,"""... È così. È sorprendente che te ne sia resa conto."""
Furfur,"""Questa è la verità dell'amore."""
{f:5:Beatrice},"""... Quale...?!!"""
Zepar,"""normalmente, l'amore non ha bisogno d'altro che di due persone che si amano."""
Furfur,"""Perciò, quando non ci sono ‘due persone’... dobbiamo sfruttare un duello per rendere quel numero ‘due’."""
{f:5:Beatrice},"""Potrei anche capire se si trattasse di un duello tra due persone che combattono per una donna! Se fosse un duello per diminuire quelle tre persone a due...!! {n}Ma qui ci sono due coppie di persone!! Il mondo formato da ogni coppia è completo, no?!! Non c'è nulla che li costringe a combattere!!"""
Zepar,"""Il numero minimo di persone che possono creare un mondo è due."""
Furfur,"""Un mondo può nascere, l'amore può essere soddisfatto... solo se due persone si uniscono."""
Zepar,"""Ecco perché questo duello è necessario."""
Furfur,"""Perché possano raggiungere quel numero di persone."""
{f:5:Beatrice},"""S-State dicendo che i mobili stanno al di sotto degli umani, perciò non contano come un umano unico...?!"""
,"""""Esattamente. Il mobilio è subumano. Ecco perché un mobile e un umano non possono arrivare a due persone."""""
{f:5:Beatrice},"""Questa è una pazzia! La condizione di una persona non ha niente a che vedere con ciò se entrambi si amano!!"""
,"""""Ed invece sì!!"""""
Zepar,"""Credi seriamente che la condizione sociale di una coppia di amanti non conti nulla?!"""
Furfur,"""Ad un uomo sposato è consentito amare un'altra persona? Ad una donna sposata è consentito amare un'altra persona?"""
Zepar,"""Ci si può innamorare dei propri genitori? Ci si può innamorare dei propri figli? Esistono svariate situazioni in cui la condizione sociale rende l'amore inammissibile!!"""
{f:5:Beatrice},"""A-Allora cosa significa essere mobili?!! Perché il mobilio non può innamorarsi?!!!"""
,"""Perché non posseggono un'anima completa!"""""
Zepar,"""Shannon, Kanon, tu in versione pedina!!"""
Furfur,"""Tutti voi siete mobili! Esseri subumani che non possiedono un'anima completa!!"""
Zepar,"""Per amare un umano è necessaria una sola cosa! È il possedimento di un'anima completa!! Ecco perché una coppia che si ama può creare un mondo!!"""
Furfur,"""Per esempio, pensi che un uomo sposato abbia il diritto di amare un'altra donna?"""
{f:5:Beatrice},"""... Ovviamente no. Se amasse due donne, nessuna delle due otterrebbe l'amore di una persona completa. ... Un uomo di quel genere non si merita l'amore."""
Furfur,"""Vedi? Ci sono tantissime condizioni sociali e tantissimi umani che non hanno il diritto di amare una persona!! Finché entrambe le persone provano amore, nient'altro importa? Questa è solo l'ipocrisia dell'amore ingenuo!!"""
Zepar,"""Non possiamo perdonare gli umani che fanno ingiustamente finta di avere il diritto d'amare!! Non possiamo perdonare l'amore di esseri al di sotto degli umani, di coloro che non raggiungono il numero minimo di persone per creare un mondo!!"""
,"""""È questo lo scopo della nostra prova...!! Fare in modo che le anime peccatrici ottengano nuovamente un'anima completa e diventino capaci di provare il vero amore!!"""""
Shannon,"""... Zepar-sama, Furfur-sama."""
Kanon,"""I nostri cuori... sono pronti."""
,"""""Vi preghiamo di darci il segnale per iniziare il duello."""""
,I due che si dicevano addio chiesero quietamente che venisse dato loro il segnale.
,"Zepar, in silenzio, fece un cenno con il capo, e camminò verso un posto che poteva essere visto da entrambi."
,Furfur parlò con una voce abbastanza tranquilla da evitare di distrarre i duellanti.
Furfur,"""... Stai a guardare."""
{f:5:Beatrice},"""Guardare il duello per vedere quale amante crollerà...?"""
Furfur,"""No, questo non è un duello per vedere chi cadrà. ... È un duello per fare in modo che il vero amore abbia successo."""
{f:5:Beatrice},"""... Io... non capisco... cosa voi due stiate dicendo...!"""
Furfur,"""No, devi capire. Tutto ciò segnerà... la nascita di un umano che può veramente amare un suo simile."""
{f:5:Beatrice},"""Io non... comprendo...!!!"""
Furfur,"""Chiunque sia il vincitore... per favore, appoggialo. ... In questo momento... i loro giorni da mobili avranno fine."""
Zepar,"""Il segnale è semplice. ... Conterò fino a tre. Raggiunto il tre, il duello avrà inizio."""
Kanon,"""Ho capito."""
Shannon,"""... Anche io."""
Zepar,"""Se entrambi mancherete il bersaglio, il duello verrà temporaneamente sospeso. Vi saranno dati altri proiettili e si ricomincerà daccapo, con le vostre schiene rivolte l'una verso l'altra."""
Ushiromiya Jessica,"""... Credo che si ripeta finché non si sistemerà tutto..."""
Ushiromiya George,"""Zepar. Quante volte hai visto questo genere di duello in passato?"""
Zepar,"""Ovviamente, l'ho visto molte volte."""
Ushiromiya George,"""... Di solito, quante volte hanno bisogno di fronteggiarsi prima che tutto finisca?"""
Zepar,"""Nella maggior parte dei casi, finisce tutto al primo round."""
Ushiromiya Jessica,"""Devono essere stati tutti dei bravi tiratori..."""
Ushiromiya George,"""Non proprio. ... Se una persona manca il bersaglio, l'altra può metterla all'angolo come le pare e le piace e spararle. ... Se il primo proiettile non va a segno, si perde la possibilità di vincere."""
Kanon,"""Tuttavia, se ci si mette troppo tempo, si perde ancora prima di poter premere il grilletto."""
Shannon,"""... Se devi proprio perdere, vorresti almeno premere il grilletto per primo."""
Zepar,"""Avete una buona determinazione, voi due. ... Bene... cominciamo."""
Zepar,"""Uno."""
Furfur,"""Due."""
,"""""Tre."""""
,Nel giardino di rose dorate... quando venne pronunciato il numero tre... il rumore di uno sparo risuonò una sola volta...
,"Nemmeno le persone che guardavano non riuscirono a capire se fosse stato il fuoco di una singola pistola... o il rumore di entrambe, avendo sparato nello stesso momento..."
,"In mezzo al tanfo della polvere da sparo e al fumo bianco... là, con la pistola verso l'alto e il fumo che percorreva la canna... vi era Kanon. ... E, accasciata a terra... c'era Shannon..."
{f:5:Beatrice},"""... Sh... Shannon ... san..."""
{f:5:Beatrice},"""... No. ... Shannon è caduta prima che la pistola facesse fuoco..."""
Ushiromiya Jessica,"""Nn... gah..."""
,L'espressione angosciata di Jessica... era sufficiente per spiegare cosa fosse successo...
,... Lentamente... Shannon... si alzò.
,Nel suo corpo non c'era alcuna ferita per il proiettile.
,"... Al momento del segnale, Shannon si era buttata a terra... schivandolo."
,Era una scommessa.
,Se Kanon si fosse voltato e avesse atteso per mirare con attenzione e sparare... l'avrebbe colpita non appena si fosse accasciata.
,Tuttavia... se le avesse sparato non appena si fosse girata... lei sarebbe stata capace di schivare il colpo.
,Anche Kanon aveva fatto una scommessa.
,Non sottovalutava le abilità di Shannon con un'arma da fuoco.
,"Era perfettamente conscio che sperare che Shannon fosse stata abbastanza timida da lasciare che egli avrebbe sparato per primo... avrebbe significato la sua sconfitta, ancora prima di premere il grilletto."
,"Perciò, aveva deciso di sparare immediatamente."
,"E aveva predetto che, una volta che aveva sparato, anche Shannon avrebbe riflessivamente fatto la stessa cosa."
,"Dato che aveva già deciso di sparare da subito, era sicuro che la sua prontezza gli avrebbe permesso di sparare con precisione."
