Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Natsuhi,"""... Siamo riusciti a superare il primo giorno."""
,Nello studio si poteva scorgere Natsuhi.
,"Quando parve mormorare tra sè e sè, si materializzarono farfalle dorate che andarono a formare la sagoma di una persona..."
{f:5:Beatrice},"""Non possiamo essere ottimisti. ... Non credere che domani potremo farcela semplicemente standocene seduti qui."""
Ushiromiya Natsuhi,"""... Dunque, il solo dire che nostro Padre è di pessimo umore e si rifiuta di uscire non li trarrà in inganno, dopotutto."""
{f:5:Beatrice},"""Già... sembra che l'anno scorso si siano insospettiti notevolmente. E così, la tossina si è moltiplicata e si sta raccogliendo attorno a questo studio, facendosi ancora più densa..."""
Ronove,"""Con ogni probabilità, ciò non è dovuto meramente alle persone che nutrono dubbi dall'anno passato."""
{f:5:Virgilia},"""... Esatto. La tossina si è fatta troppo densa perché quella sia l'unica spiegazione. ... Dev'esserci una grande forza di volontà che ha sospettato la morte di Kinzo-sama sin dall'anno scorso... e sta cercando di portarla alla luce durante la conferenza di quest'anno."""
Ushiromiya Natsuhi,"""Questo significa che... l'anno scorso non sono stati ingannati del tutto?"""
Ronove,"""... Sfortunatamente, sarebbe bene presumere che le cose stiano così, nella situazione attuale. L'indomani il tifone sarà ancora qui, e l'imbarcazione non giungerà a prelevare gli ospiti prima di dopodomani. In parole povere, dobbiamo resistere per almeno altre 36 ore..."""
{f:5:Beatrice},"""... I tuoi occhi probabilmente non sono in grado di vederlo, Natsuhi, ma la barriera da stanza chiusa che una volta sigillava questo studio era molto resistente. Stanotte, tuttavia, essa è stata indebolita al punto che sta quasi per sbriciolarsi, come foglie morte in attesa della tempesta."""
{f:5:Virgilia},"""No, la tempesta è già qui. ... Natsuhi-sama. Propongo di passare dalla barriera da stanza chiusa a qualcos'altro."""
Ushiromiya Natsuhi,"""Cosa intendi con qualcos'altro...? Hai intenzione di cambiare i nostri piani...?"""
Ronove,"""Corretto. ... Virgilia-sama e io ricostruiremo una barriera simile a quella dell'anno scorso."""
{f:5:Beatrice},"""In altre parole, porteremo Kinzo fuori dallo studio e lo faremo camminare come un equilibrista di ombra in ombra, dove la tossina non può raggiungerlo, proprio come l'anno scorso."""
Ushiromiya Natsuhi,"""Cosa dite...? Volete modificare il piano ora che siamo già a questo punto...?!"""
{f:5:Virgilia},"""Quando ci si rende conto di non essere in grado di resistere ad un assedio, si deve considerare l'idea di abbandonare il castello..."""
Ronove,"""... In questo istante, questa stanza è come un castello circondato da truppe nemiche, le cui mura sono sul punto di crollare. Se restare al proprio posto significa morte certa, allora resta perlomeno la possibilità di uscire all'esterno per un ultimo scontro e una sconfitta onorevole. ... Dopotutto, la resa non pare essere un'opzione in questa battaglia."""
Ushiromiya Natsuhi,"""Proteggerò il segreto di nostro Padre fino alla fine! Se venisse scoperto, non avremmo alcun modo di cavarcela con le parole! L'appropriazione indebita di cui è colpevole mio marito verrebbe esposta alla luce del sole, e l'onore della famiglia Ushiromiya sarebbe distrutto! Dobbiamo continuare ad essere tenaci e impedire che ciò accada a qualsiasi costo...!"""
{f:5:Beatrice},"""... Calmati, ho capito. ... Presto l'alchimia di Krauss darà grandi risultati. {n}Se riusciamo a superare quest'anno, saremo in grado di risolvere tutto. {n}Quindi non ti agitare."""
Ushiromiya Natsuhi,"""Ma avevamo pianificato questo assedio perché utilizzare lo stesso trucco dell'anno scorso non avrebbe funzionato, giusto? Non sarebbe il pinnacolo della stoltezza, ritornare su un piano abbandonato in precedenza perché impossibile...?! Che tipo di piano potremmo mai escogitare a questo punto...?!"""
{f:5:Virgilia},"""Ce ne occuperemo Ronove e io. Lasci fare a noi, poiché creare illusioni è il mestiere delle streghe. ... Tutto ciò che lei deve fare è darci il suo permesso, Natsuhi-sama."""
{f:5:Beatrice},"""... La Maestra e Ronove sono davvero affidabili in momenti come questo...! Inoltre, i domestici che portano l'aquila monoalata sono mobili eccellenti. {n}Se la Maestra e Ronove ricostruiranno la magia, loro si daranno da fare per proteggerla senza dubbio. ... Non è ancora troppo tardi. Facciamo uscire Kinzo dallo studio e portiamo quell'illusione a farsi una passeggiata nei dintorni...!"""
Ushiromiya Natsuhi,"""Avete dimenticato che abbiamo optato per la nostra strategia attuale perché avevamo preso in considerazione piani di quel genere e non avevamo trovato nulla che potesse funzionare?! Agitarsi in una situazione d'emergenza e scartare imprudentemente il piano principale è semplicemente da sciocchi!"""
{f:5:Virgilia},"""Ma Natsuhi-sama...! Trovandosi proprio al centro della tossina, lei deve sapere meglio di chiunque altro che non saremo in grado di resistere oltre a questo assedio...!"""
Ushiromiya Natsuhi,"""... Propongo che tentiamo di elaborare un altro piano senza abbandonare lo scopo di difendere la fortezza. ... In ogni caso, fintanto che riusciremo a mantenere questa stanza sigillata, nessuno potrà negare l'esistenza di nostro Padre. Dopotutto, non si possono determinare i contenuti di una scatola del gatto che non può essere aperta, anche se si hanno molte persone dalla propria parte...!"""
{f:5:Beatrice},"""... Hm, questo è vero... ma gli esseri umani sono irrazionali. È possibile per loro farsi strada in una scatola del gatto perfettamente sigillata ed entrarvi come formiche che circondano la scatola di una torta. ... Inoltre la pedina di Lady Bernkastel mi preoccupa."""
