Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Eva,"""... Da questa parte? ... Andare da questa parte...? Mi sta... invitando a prendere questa strada..."""
,...!!!
,Il mio cuore balzò. ... Perché lì... spalancata... c'era una bocca aperta nella raccapricciante oscurità.
Ushiromiya Eva,"""C... Cos'è... cos'è questa...?!"""
,"Concentrando gli occhi nell'oscurità, vidi qualcosa di simile ad un interruttore per la luce. ... In più, c'era un interruttore con su scritto ‘aperto’ e ‘chiuso’."
,"Quando spinsi l'interruttore con determinazione, delle luci, come quelle che si possono trovare in una miniera di carbone, si accesero sporadicamente, mostrandomi una scala che si estendeva sottoterra..."
,"Era spaventoso il fatto che ora, con le luci accese, sembrasse ancora più deprimente."
,"Oltre all'interruttore della luce, ce n'era uno con su scritto aperto e chiuso."
,"... Probabilmente apre o chiude questa cosa, ma considerato il fatto che potrebbe essere rotto, potrei trovarmi chiusa in questa raccapricciante area sottoterra per tutta l'eternità..."
,"Quindi, da quel momento, non toccai l'interruttore aperto/chiuso... e tenendo nuovamente pronto il fucile, scesi lentamente le scale."
,"Poiché il soffitto era molto alto, non mi sentii ristretta. Al contrario, sembrò che una brezza fredda soffiasse verso l'alto, e sembrava quasi un'aura..."
,"Come approntai il fucile, e guardai avanti attentamente... scesi giù per le scale..."
,"I muri, le scale, le luci... tutto era all'antica. ... È facile sospettare che questo posto fosse stato fatto nello stesso periodo in cui la residenza veniva costruita su quest'isola."
,"C'erano aperture sul soffitto, e l'acqua fuoriusciva dalle pareti, gocciolando costantemente."
,"Quell'acqua cadde in una grondaia che era stata messa lungo le scale, poi scorse velocemente e silenziosamente nell'oscurità. Come se mi stesse dicendo di andare più veloce..."
,"Le scale continuarono a girare su loro stesse. Non so quanto lontano sia andata, ma penso che sia molto più profondo di un piano."
,E alla fine... una dura porta di metallo si mostrò.
,"E là, vi erano scritti dei caratteri con una tinta rosso scura. ... Probabilmente sono stati scritti molto tempo fa."
,"‘{p:1:Al decimo crepuscolo, il viaggio avrà fine, e raggiungerai la capitale ove l'oro risiede. }’"
,"Il mio cuore, che stava quasi per esplodere, balzò ancora di più non appena riconobbi quei caratteri di color rosso vivo..."
,Non mi posso sbagliare... questa è l'ultima fermata. ... La Terra Dorata... di mio Padre...!!
,"Calmai il mio cuore sobbalzante, ripresi la mia compostezza in qualche modo, e tenni pronta ancora una volta la mia pistola."
,"... Ma poiché, alla fine, non riuscivo ad aprire la porta con il fucile in entrambe le mani... lo abbassai, celai il mio respiro cautamente, e aprii la porta..."
Ushiromiya Eva,"""... Q... Questo posto... è...?!"""
,La mia prima impressione quando vidi la stanza... era che potesse essere collegata a una delle stanze nella residenza.
,"Giusto, aveva la stessa identica atmosfera della stanza per gli ospiti di riguardo chiusa a chiave del secondo piano."
,"Ma questa era sottoterra, quindi non c'erano finestre. C'era solo la luce solenne di un grande lampadario."
,"Ma anche se era a malapena illuminata dalla luce fioca, la qualità dell'interno era più che abbastanza per mozzare il fiato."
,"Un letto a baldacchino, e una sedia a dondolo che sembrò comoda. Un sofà e un tappeto stravaganti."
