Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya George,"""... Non riesco a crederci. ... Stai... dicendo che è la verità?"""
Shannon,"""... Sì. ... Abbiamo descritto ogni cosa come l'abbiamo vista."""
,George incrociò le braccia e iniziò a mormorare di nuovo. ... E la cucina fu ancora una volta assorbita da un lungo silenzio.
Gohda Toshiro,"""George-sama, capisco bene che lei non è in grado di crederci così all'improvviso. ... Tuttavia... anche se l'ho visto coi miei stessi occhi, non sono ancora sicuro di cosa ho visto..."
Gohda Toshiro,"Sono certo di averlo visto. E sono sicuro di aver lottato! Eppure... mi sembra quasi che sia stata tutta un'illusione..."""
Ushiromiya George,"""... Capisco. ... Così è per questo che non hai potuto spiegare i dettagli davanti a Rosa oba-san."
Ushiromiya George,"... Se quel che hai detto è vero, allora siamo in guai ancora più grossi. ... Capisco, capisco che Genji-san ha gestito tutto con compostezza."""
Ronoue Genji,"""... Se solo fossi in grado di spiegare."""
,"George non aveva visto niente, e anche quando lo esortavano a credere, non riusciva proprio ad immaginarselo."
,... Era naturale. Perché anche le persone che l'avevano visto avevano rinunciato a chiedersi di cosa si fosse trattato...
Ushiromiya George,"""... Torniamo un attimo indietro. ... Shannon, tu hai detto che quando hai pensato che Kanon-kun fosse un impostore, hai raccolto delle ragnatele e sei tornata indietro, giusto? Perché hai fatto questo?"""
Gohda Toshiro,"""... Già, ci stavo pensando anche io. Perché delle ragnatele?"""
Shannon,"""In passato, mi è capitato di sentirlo da Kumasawa-san. ... Molto tempo fa, spiriti maligni abitavano Rokkenjima e loro, umm, temevano le ragnatele. E si dice in una leggenda che le persone tenevano in gran considerazione le ragnatele come amuleti."
Shannon,"... E, umm... proprio in quel momento... P-Penso che anche io fossi un po' confusa..."""
Ronoue Genji,"""... Quando si trattava di queste vecchie storie... Kumasawa conosceva molte cose."""
Ushiromiya George,"""È perché i ragni sono utili. ... Certo, l'esistenza di una simile tradizione non è affatto strana."""
Shannon,"""... Ne sono certa. ... Penso che quel tempio stesse contenendo il potere di quelle entità malvagie. ... E, dato che lo specchio degli spiriti è andato in pezzi, quel potere si è rinvigorito... non ho dubbi che sia diventato il potere che ha permesso a Beatrice-sama di tornare in vita..."
Shannon,"... Se io... debole come sono... non avessi osato fare una cosa simile... Whaaaaaaa...!!"""
Ushiromiya George,"""... Shannon. Non te ne devi più preoccupare. ... Non te ne do la colpa."""
,"Da molto tempo prima, Shannon aveva accennato ad una certa influenza occulta nel suo incontro con George."
,"Dopo averla ascoltata, George aveva tratto la conclusione che era normale per una ragazza, associare l'amore col destino, le possibilità, e i miracoli."
,"... George pensava che avesse un po' esagerato quando aveva rotto lo specchio degli spiriti che era un'offerta al tempio, ma aveva sorriso e l'aveva perdonata, considerandola solo una piccola marachella che aveva compiuto perché desiderava dal profondo stare con lui."
