Speaker,Italian (Ars Magica) (Old) (ITA)
,"""Sì, davvero. Non solo Yasu imparava lentamente, ma perdeva anche le cose di continuo."""
,"""Ma anche così, Yasu aveva sempre quell'espressione, come se qualcun altro avesse preso qualunque cosa fosse sparita. Mi dava davvero fastidio!"""
,"""Non sapeva proprio come concentrarsi. Se si fanno le cose senza pensare, non è una sorpresa che le azioni si fanno sbadatamente."""
Shannon,"""Ma era così solo all'inizio, giusto...? Dopo un po' di tempo, iniziò a concentrarsi e tutte quelle cose brutte smisero di accadere..."""
,"""Hmm, davvero? Beh, era tutta roba che chiunque sarebbe capace di fare."""
Kumasawa Chiyo,"""Imparare cose che tutti sono capaci di fare fa parte della crescita. Dubito che il resto di voi fosse così capace di tutto la prima volta che avete iniziato, no?"""
,"""... Stai scherzando? Se non fossimo state capaci, non saremmo mai state selezionate per lavorare per la famiglia Ushiromiya."""
,"""Noi dovremmo essere il meglio!! Il fatto che Yasu sia giovane non è una scusa."""
,"""Esatto. ... Se Yasu avesse imparato ad essere capace crescendo, allora quella è una cosa che avrebbe dovuto fare prima di venire a lavorare per la famiglia Ushiromiya."""
Shannon,"""Dai... ha lavorato davvero duramente per equilibrare scuola e lavoro... penso che voi tutte siate troppo dure..."""
,"""Noi siamo state scelte perché siamo riuscite a passare una selezione molto dura, giusto? Non abbiamo bisogno di viziare Yasu."""
,"""Sono stanca di questo. Non capisco perché una persona ottusa come Yasu sia stata scelta!"""
Clair,"""Essere selezionati come domestici della famiglia Ushiromiya era un risultato che tutti i giovani della Fukuin rispettavano. I domestici più vecchi avevano raggiunto la gloria riuscendo a superare il severo processo di selezione. {n}Per via dell'evidente goffaggine di Yasu, tutte loro si chiedevano come avesse fatto a superare la selezione."""
Clair,"""... Ovviamente, Yasu stava lavorando molto duramente per la sua giovane età. Tuttavia, presto le domestiche più vecchie non soddisfatte iniziarono ad essere cattive con Yasu ogni volta che ne avevano la possibilità. Persino dopo averci preso l'abitudine con la vita su Rokkenjima, Yasu non riuscì a farsi un solo amico. Almeno, non un amico umano..."""
Kumasawa Chiyo,"""Hohohohoho. Sì, qualche volta può succedere, sempre quando si è impegnati. Forse una fata ti fa degli scherzi."""
,"""... È una strega quella che mi fa gli scherzi. Voglio dire, so di averla messa proprio lì, e avevo appena guardato attorno... quando è sparita..."""
,La strega mi aveva ancora fatto uno scherzo.
,"Avevo lasciato indietro il mio passepartout, Madame l'aveva scoperto e io avevo passato parecchi guai."
,"... Perché, visto che metto sempre il mio passepartout nella mia tasca quando lo uso... perché era in un posto del genere...?"
,E questa era la terza volta che succedeva.
,"Le passate due volte, realizzai che non era nella mia tasca e riuscii a trovarlo prima che qualcuno lo scoprisse."
,"Ma la terza volta, Madame l'ha trovato."
,Me l'ero davvero presa parecchio con quella strega in abito rosso.
Kumasawa Chiyo,"""Hohoho, gli scherzi di Beatrice-sama possono essere piuttosto problematici. {n}Ma se hai a che fare con una strega, non dovresti esser capace di usare qualche tipo di amuleto?"""
,"""Un amuleto...?"""
,"Kumasawa-san iniziò a rovistare tra le credenze in cucina, dicendo ‘ora dov'è finito’."
,La cosa che alla fine trovò e mi diede... era un filo di aquilone.
,"Lo tese per farmelo vedere, poi usò un coltello per tagliarne un pezzo di 50 centimetri."
Kumasawa Chiyo,"""Prova a legare questo capo alla chiave... poi lega l'altro capo al bottone della tua tasca o a qualche altro posto su cui rimanga attaccato. ... Questo è l'amuleto ragnatela."""
,"""Ragnatela? Come quelle che temono gli spiriti maligni di Rokkenjima?"""
Kumasawa Chiyo,"""Bene, sono felice che te lo ricordi. Si dice che le ragnatele su quest'isola siano imbevute di potere magico e che siano molto efficaci nel respingere il potere magico. Vedi? Se lo tendi in questo modo, sembra una ragnatela, no? Hohoho, in questo modo, quella Beatrice che odia i ragni non sarà più capace di farti scherzi."""
,Questo... ha senso.
,"Sembra davvero un filo di un ragno se viene tirato forte. ... Dato che Kumasawa-san dice così, deve aver qualche potere piuttosto forte che respinge il male."
,"Posso chiedere di fare molti di questi fili di aquilone per me, e poi posso legarli a tutto ciò che non voglio perdere."
,"... Ma, chiaramente, non sarebbe molto pratico."
,Avrei fili ovunque su di me.
,"""E per le cose che non posso legare a me... come matite e gomme?"""
Kumasawa Chiyo,"""Hohoho, per momenti come quelli, c'è un amuleto diverso. Tutto quello che devi fare è fare una casa per Mr. Matita e Mr. Gomma."""
,"Fare una casa...? Intendi, costruire un tetto e un letto e roba del genere?"
Kumasawa Chiyo,"""Tu non stai costruendo davvero una casa, ne stai dando una a loro. {n}Per esempio, prendi il coltello con cui ho tagliato il filo. ‘Voglio andare a ca{p:0:～}sa!’ Eheheheh, è un ragazzo così solo che vuole andare a casa subito. Perciò, se lo lasci da qualsiasi altra parte, si perderà e inizierà a piangere."""
Kumasawa Chiyo,"""... Vedi, se tu lasci Mr. Coltello da una parte, si sentirà solo e piangerà."""
,"""... Poveretto. Dobbiamo portare Mr. Coltello a casa..."""
Kumasawa Chiyo,"""Ecco la casa di Mr. Coltello. Vedi, la sua intera famiglia di coltelli lo stava aspettando. ‘Mamma{p:0:～}, sono a ca{p:0:～}sa. ’ ‘Bentorna{p:0:～}to. ’ Vedi?"""
,Kumasawa-san fece tornare il coltello nel porta-coltelli sotto il lavabo.
,"Nonostante avesse fatto qualcosa di così ordinario, fu come se mi sentissi toccare leggermente nel profondo, come se il piccolo coltello perso avesse finito la sua avventura e fosse finalmente tornato a casa."
,"Una volta scivolato nel posto in cui doveva essere, tutti i coltelli sarebbero stati insieme e avrebbero fatto una festa..."
,"Poi, Kumasawa-san disse che avrebbe dovuto dar loro un po' di privacy, e chiuse la porta..."
Kumasawa Chiyo,"""Le povere cose nascoste dalla strega devono sentirsi sole facilmente. {n}Quindi, quando la strega dice loro che li porterà in qualche posto divertente, loro sono felici di andare con lei. Che puoi fare per fermarli?"""
,"""Portarli subito a casa..."""
Kumasawa Chiyo,"""Esattamente. Loro sono piccoli bambini cattivi, quindi andranno con la strega se ne hanno la possibilità. Quindi devi sempre portarli subito a casa."""
Kumasawa Chiyo,"""... Guarda quel Mr. Chiave che hai appena legato ad un filo. È là tutto solo, piangendo e chiedendo di riportarlo nella sua casa nella tua tasca."""
,*sob*sob*... Sono così solo.
,La voce del passepartout solo finalmente raggiunse le mie orecchie.
,"Mi sbrigai a raccoglierlo, presi l'altro capo del filo e lo legai al bottone della mia tasca, e misi la chiave dentro quest'ultima."
Kumasawa Chiyo,"""Vedi, ‘Sono a ca{p:0:～}sa’. Mr. Chiave diventa solo così facilmente, quindi riportiamolo a casa subito dopo che lo usiamo, ok? Se continui a farti piccoli amici in questo modo, persino Beatrice-sama non sarà capace di farti più degli scherzi..."""
,*clink*!!
,"Quando la pausa terminò e io mi alzai per vedere cosa avrei dovuto fare dopo, sentii un tonfo e l'anello delle chiavi con il passepartout cadde sul pavimento."
,"... Ancora una volta, avevo lasciato il passepartout sul fianco del divano e avevo dimenticato che fosse lì."
,"Nell'istante in cui mi alzai, il filo lo tirò e cadde sul pavimento."
,"Senza l'amuleto ragnatela di Kumasawa-san, probabilmente avrei lasciato lì quel passepartout ancora una volta."
,Lasciato lì tutto solo sarebbe stato portato via dalla strega e sarebbe scomparso...
,"Whew, c'è mancato poco..."
,"E, ancora una volta, sentii il passepartout, che era quasi stato lasciato da solo, piangere e dirmi che voleva andare a casa..."
,"""... Mi spiace. Dai, torna a casa nella mia tasca..."""
,"Yay, sono a casa! Finalmente di ritorno!"
,......
,... Grazie al cielo. ... La strega mi stava quasi per fare un altro scherzo...
,"""Oh, questo cos'è...?! Bel trucco, usare il filo in quel modo!"""
,"All'improvviso, sentii una voce selvaggia e scioccata da sopra le mie spalle."
,"Era una voce senza voce. La voce di una strega, il tipo che non puoi sentire a meno che non ci provi."
,"""... Beatrice...?"""
{f:5:Beatrice},"""Sono io, amico mio. Avevi dimenticato ancora la tua chiave, quindi stavo per sedermi lì e ridere di te...!"""
,"""È un amuleto ragnatela che Kumasawa-san mi ha mostrato. Apparentemente, funziona molto bene."""
{f:5:Beatrice},"""Sì. Odio ammetterlo, ma è vero. Non vorrei toccarlo. Dopotutto, tu non vorresti mettere il tuo dito su una lametta e poi farlo scivolare sopra, no?"""
,"""... Uwa... è un esempio spaventoso... mi fa male il dito solo a pensarci..."""
{f:5:Beatrice},"""Ma buon per te. Nonostante tu abbia perso ancora la tua chiave, Natsuhi non ti sgriderà. *cackle*cackle*, dovresti ringraziarmi!"""
,"""Perché?"""
{f:5:Beatrice},"""Dato che ti ho infastidito, tu hai imparato l'amuleto, no? Grazie a quell'amuleto, hai fatto in modo di rimediare alla sbadataggine che ti faceva lasciare in giro le chiavi. In altre parole, è tutto grazie a me. Wahahahaha, non merito un po' di gratitudine?"""
,"""Nn... nnnnn..."""
,"Non mi piace per niente, ma ha ragione."
,"Per via di tutti i guai che Beatrice mi ha causato, io l'ho detto a Kumasawa-san e imparato da lei l'amuleto."
,"Anche senza lo scherzo della strega... se non avessi avuto l'amuleto, avrei proseguito al prossimo lavoro e lasciato lì il passepartout."
,Se fosse successo... allora di sicuro non avrei potuto trovare la chiave e sarebbe stato un bel problema.
{f:5:Beatrice},"""Questo è ciò che chiamano punizione per insegnare una lezione a qualcuno. Ingigantendo i tuoi errori, ti ho mostrato quali erano, come un'amica! Non vedi i tuoi miglioramenti?"""
,"""... Nn, nnnn... ho la sensazione che sia Kumasawa-san quella che dovrei ringraziare, non tu."""
{f:5:Beatrice},"""Oh, cielo. Che compito ingrato che abbiamo noi streghe. *cackle*."""
,"""Ad ogni modo, ho vinto io questa volta. Ok, ora devo tornare al lavoro."""
{f:5:Beatrice},"""Molto bene, amico mio. Definiamola pure una tua vittoria."""
{f:5:Beatrice},"""Tuttavia, non sono brava ad arrendermi. Continuerò a guardarti, ora anche più attentamente, fino a quando potrò pareggiare. Preparati. Ci sono ancora parecchi piccoli oggetti che una persona come te tende a dimenticare. Non puoi attaccare fili a tutti. *cackle*cackle*...!"""
,"""L'amuleto ragnatela non è l'unico che ho. ... Ho anche imparato l'amuleto ‘riportali a casa’. Non ti farò più fare ciò che vuoi."""
{f:5:Beatrice},"""Hmph. Vediamo quanto riuscirai a farlo bene. Anche così, è un sorriso piuttosto radioso quello che hai. Quando arriva una strega, è un momento per piangere, non per ridere. La tua pausa è finita. Vedi se riesci a fare il tuo compito oggi senza rallentare le domestiche più vecchie."""
,"""Certo. Oggi è Domenica, e il tempo è meraviglioso. Farò del mio meglio."""
{f:5:Beatrice},"""Vai a fare quello che puoi. Oh, giusto. Sanon è stata di cattivo umore tutta la mattina. Farai meglio a provare ad evitare il suo sguardo. Inoltre, la tua predizione per oggi è ‘pericolo acqua’. Assicurati di fare attenzione quando sei nelle vicinanze di secchi d'acqua. ... Stiamo parlando di te, d'altronde. {n}Ti aspetterò quando rovescerai un secchio e ti beccherai un rimprovero come sempre."""
,"""*giggle*. ... Ti ringrazio, Beatrice."""
