Speaker,Italian (Ars Magica) (Old) (ITA)
,"Senza neanche poter aspettare il dessert, fummo cacciati dalla stanza."
,"Avevo sentito che, alla fine, i nostri genitori non sono riusciti a far rispondere il Nonno."
,"... Beh, sembra che il Nonno si senta bene."
,"Probabilmente era soddisfatto di come quella strana lettera abbia dato ai suoi figli uno shock, poiché erano tutti esaltati dalla distribuzione dell'eredità mentre il Nonno era ancora vivo."
,Anche io ebbi la sensazione che i nostri genitori ebbero ciò che si meritavano in tutta questa confusione.
,... Ma non potevo proprio dire di sentirmi bene. Ero imbronciato.
,"Apparentemente, il Nonno non era sembrato preoccupato della cosa, ma non negò nemmeno nulla sulla lettera."
,"Parlando della lettera della strega, era sempre saltato fuori il nome del Nonno."
,"Se il capofamiglia avesse saputo che qualcuno stava rubando il suo nome, considerando il suo carattere, sarebbe andato in collera, furibondo."
,"Ma il Nonno conosceva i contenuti della lettera, e li aveva freddamente ignorati."
,"In questo caso, poteva contare come un ‘sì’ silenzioso?"
,"Eva oba-san e mio Padre stavano cercando di interpretare la lettera a loro favore, la loro avidità era chiaramente visibile."
,"Se fosse stato tutto non sarebbe importato molto, ma gli adulti avevano iniziato a concentrarsi su Maria, che aveva ricevuto la lettera. Continuavano a martellarla con domande su colei che le aveva dato quella lettera."
,"Maria ripeté più e più volte che l'aveva ricevuta da Beatrice, ma in nessun modo una persona così misteriosa si sarebbe potuta introdurre nell'isola."
,"... In ogni caso, questa è solo una piccola isola in cui nessuno oltre alla famiglia Ushiromiya vive."
,Maria continuò a ribadire che l'aveva presa da Beatrice per quante volte glielo chiedessero.
,"Sembrava che gli adulti pensassero che volesse prenderli in giro, quindi non si posero freni e le fecero domande finché non scoppiò a piangere..."
,"Quando Maria fu lasciata in pace, singhiozzò, esausta dal pianto."
,"Dopo che i nostri genitori ci ordinarono di andare alla casa degli ospiti insieme a Maria, si rinchiusero nella sala da pranzo, e iniziarono a parlare sempre più forte discutendo sull'eredità."
,"Sembrava che, a causa di quella strana lettera, Krauss potesse perdere la possibilità di diventare il prossimo capofamiglia, e affinché lo accettassero come tale, mio Padre e gli altri stavano cercando di estorcergli un mucchio di denaro... o qualcosa di questo tipo."
,"Esterrefatti, io e Jessica eravamo felici di andare nella casa degli ospiti."
,"Non volevamo stare sotto lo stesso tetto di quegli sporchi adulti, con le loro teste piene di pensieri sui soldi."
,"George-aniki ci supplicò, dicendo che voleva che capissimo i nostri genitori."
,"... Capivo il suo ragionamento. Non importa quanto questi discorsi sui soldi fossero ripugnanti, non se ne sarebbero andati via se avessimo semplicemente chiuso gli occhi."
,"Ma comunque, come potevano scendere così in basso da lottare sui soldi di un morto..."
,"Maria era esausta dal pianto, e si stava nascondendo nel suo letto. Non si era neanche mossa per un po' di tempo, quindi forse stava dormendo..."
Ushiromiya George,"""... Chi avrà mai dato quella lettera a Maria-chan?"""
Ushiromiya Jessica,"""George nii-san, non puoi chiederglielo. Non va bene dire che Maria l'ha ricevuta da Beatrice senza discutere...?"""
Ushiromiya Battler,"""Perché non vogliamo farla piangere più di così."""
,"... Anche se avevamo detto che, non potevamo mandar via i nostri sentimenti cupi."
Ushiromiya George,"""Ci sono solo 18 persone in quest'isola. L'ipotesi che, da qualche parte sotto la pioggia, una diciannovesima persona abbia dato a Maria-chan quella lettera e che si stia nascondendo, non sembra affatto realistica."""
Ushiromiya Jessica,"""Forse... Shannon o qualcun altro ha indossato il vestito del dipinto, e aveva premeditato tutto questo con Maria."
Ushiromiya Jessica,"... Ovviamente, l'aver visto quell'abito potrebbe essere stato abbastanza per convincere Maria che fosse Beatrice."""
Ushiromiya Battler,"""O forse non importa veramente chi abbia dato la lettera. La cosa più importante è chi l'ha spedita."
Ushiromiya Battler,"... Il punto è che il Nonno voleva causare un tumulto prendendo il nome della strega. Seriamente, quel vecchietto è bravo ad infastidire le persone."""
