Speaker,Italian (Ars Magica) (Old) (ITA)
,"Noi quattro ci stavamo divertendo con le nostre storie, semplicemente chiacchierando."
,"Comunque, ci sono sia ragazze che ragazzi qui. Inoltre, c'è un adulto, due liceali e una studentessa delle elementari; persone di tutte le età insieme."
,"Sebbene ognuno stesse solo raccontando la sua storia personale, gli altri tre ascoltavano attentamente."
Ushiromiya Battler,"""Credo di essermi finalmente abituato a tutto questo. Jessica e Maria sono cresciute più di quel che pensassi negli ultimi sei anni. Ad essere onesti, mi sentivo un po' a disagio, ma parlando in questo modo, immagino che dentro, niente sia realmente cambiato da allora."""
Ushiromiya Jessica,"""Concordo. Battler, anche dopo sei anni non sei cambiato per niente. Sebbene il tuo corpo si sia ingigantito, sei ancora un bambino dentro."""
Ushiromiya Maria,"""Uu-! Anche Maria è una bambina! Anche Maria è una bambina!"""
Ushiromiya Battler,"""Beh, anche tu non sarai una bambina per sempre, no, Maria? Voglio dire, stai per diventare da una bambina ad una giovane signorina, no? E quando accade, quel seno piatto-quanto-un-piano sarà al livello di quello di Jessica, eh~?"
Ushiromiya Battler,"Quando accadrà, fammelo massaggiare, ok? Promesso-!!"""
Ushiromiya Maria,"""Uu-! Faccio massaggiare! Promesso! Uu-!"""
Ushiromiya George,"""N-No, Maria-chan! Non puoi fare una promessa del genere, questo è sbagliato, sbagliato, sbagliato!"""
Ushiromiya Maria,"""Uu-? Maria ha promesso, quindi gli farà massaggiare! Maria manterrà la sua promessa! La manterrà sicuramente, uu-!!"""
Ushiromiya Battler,"""... Maria, sei proprio un ragazza brava e seria... l'uomo che sposerai sarà davvero fortunato."""
Ushiromiya Jessica,"""Solo un... tornando all'argomento di prima, non manterrai quella promessa! Maria-chan, quella promessa non è mai stata fatta! Mai!"""
Ushiromiya Maria,"""Uu-. La promessa è cancellata? Uu-..."""
Ushiromiya George,"""Come pensavo, senza Battler-kun nel nostro piccolo quartetto, non sembra come se tutti i cugini siano qui. Questi sei anni sono stati abbastanza tristi."""
Ushiromiya Jessica,"""... È vero. Non siamo mai riusciti a oziare in questo modo. Inoltre, abbiamo avuto delle conversazioni abbastanza costruttive, non pensi? Roba riguardo a prepararci per il nostro futuro, dare esami o trovare un lavoro."""
Ushiromiya Battler,"""Oo~ooh, mi spiaa-aace! Ora che sono qui, ci sono solo stupide chiacchierate~!"""
Ushiromiya Maria,"""Però, Maria si sta divertendo quest'anno. Uu- uu-!"""
Ushiromiya George,"""È vero. Sono d'accordo, quest'anno è il più divertente."""
