Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Kinzo,"""... Beatrice. È da un po' che ti chiamo. Non mi hai sentito...?"""
{f:5:Beatrice},"""... Hmm. Ah sì? Chiedo scusa. Ero persa nei miei pensieri. Scusami."""
Ushiromiya Kinzo,"""Il tempo è incantevole. ... Capisco, riesco a capire perché il tuo cuore ne sia stato rapito. Vuoi prendere il tuo tè nero qui...?"""
{f:5:Beatrice},"""... Chi... sono io?"""
Ushiromiya Kinzo,"""... Adesso ti porterò il tè. Aspettami qui."""
{f:5:Beatrice},"""Lascia stare il tè. Parlami."""
Ushiromiya Kinzo,"""... D'accordo."""
,Kinzo aveva utilizzato la scusa di andare a prendere del tè nero per interrompere la conversazione per il momento. ... Ma era stato facile vedere oltre questo suo tentativo.
,"Sedetti su una sedia da giardino, e invitai Kinzo a fare lo stesso. Kinzo si sedette con movimenti pesanti, mettendo esageratamente in risalto la sua età."
,"Per qualche minuto, restammo seduti, apprezzando il silenzio..."
{f:5:Beatrice},"""... Chi sono io? Fino ad oggi, nessuno ha risposto a questa mia domanda. {n}Per qualche motivo, tutti distolgono lo sguardo ed evadono la domanda."""
Ushiromiya Kinzo,"""..."""
{f:5:Beatrice},"""... Ti conosco da molto tempo. Penso a te come al mio migliore amico, o addirittura come ad un Padre. ... È per questo che desidero così tanto che me lo dica tu. Tu dovresti sapere. ... Chi sono io..."""
Ushiromiya Kinzo,"""... Perché ti preoccupi di una cosa simile? Tu sei Beatrice. La Padrona di questa villa, non è forse così? ... Che altro vorresti mai sapere?"""
{f:5:Beatrice},"""... Non lo so."""
Ushiromiya Kinzo,"""Come? ... Nemmeno tu stessa capisci cos'è che vuoi sapere? È sorprendente. Quando ero giovane, talvolta mi piaceva giocare in quel labirinto di pensieri che non ha uscita. Forse anche le tue preoccupazioni sono di questa natura..."""
,"Kinzo rise come se si fosse trattato di una questione da nulla. ... Tuttavia, non potevo fare a meno di sentire che questo suo comportamento fosse un altro tentativo per evitare che ponessi altre domande."
{f:5:Beatrice},"""... Hmph. ... Quindi non me lo dirai... dopotutto."""
Ushiromiya Kinzo,"""Non c'è nulla da dire. Tu sei Beatrice. Non è più che sufficiente, questo?"""
{f:5:Beatrice},"""... No, non è questo. ... Ciò che desidero sapere non è il mio nome. {n}Ma... chi sono... io."
{f:5:Beatrice},"... Chi sono io, cosa sono io? ... Da quanto tempo sono qui... e per quanto tempo sarò in grado di continuare i miei giorni in questo luogo?"""
Ushiromiya Kinzo,"""... Dovrei proprio andare a prendere del tè nero. Non trovi che così stiamo sprecando questo tempo splendido?"""
{f:5:Beatrice},"""..."""
Ushiromiya Battler,"""... E questo cos'è...? Mi sembra quasi il racconto del tuo passato, è così?"""
{f:5:Beatrice},"""Qualcosa del genere. ... Non avrei mai pensato di tornare così indietro nel tempo..."""
Ushiromiya Battler,"""Domandarti chi fossi... pare che anche allora le tue preoccupazioni fossero di natura alquanto elevata."""
{f:5:Beatrice},"""... È naturale. A quel tempo, ero incapace di capire chi fossi, o perché fossi viva."""
Ushiromiya Battler,"""Beh, durante la pubertà, tutti si fanno prendere da quegli interrogativi filosofici, chiedendosi, almeno una volta, che significato abbia la loro vita. Non significa semplicemente che anche tu sei passata per questa fase affascinante, ad un certo punto della tua vita?"""
{f:5:Beatrice},"""... Ero stata in quella villa sin da quando ero nata. E vivevo solo all'interno della villa. Ovviamente, uscivo in giardino, ma l'area attorno alla villa era circondata da un recinto molto alto. Non avevo modo di superarlo, e mi veniva detto severamente che non dovevo lasciare quel posto."
{f:5:Beatrice},"... Potevo camminare liberamente per la villa e il giardino, ma a parte questo, il mio desiderio di poter fare anche solo due passi fuori quando lo volessi, non fu mai realizzato."""
Ushiromiya Battler,"""... E con questo che intendi? ... Stai cercando di dire che, per quel che ricordi, sei sempre stata come un uccello in gabbia?"""
{f:5:Beatrice},"""... La vedevo così. Ad ogni modo, quando acquisii coscienza di me stessa, vivevo già a quel modo. Non mi passò neppure per la testa di pensare che fosse strano."""
Ushiromiya Battler,"""Cosa diavolo... sei tu?"""
{f:5:Beatrice},"""È proprio questo. È questo che anch'io speravo di poter conoscere."""
Ushiromiya Battler,"""... Heh. Sono sicuro che adesso dirai qualcosa tipo ‘Non ero un essere umano, ero una strega’, vero?"""
{f:5:Beatrice},"""No, è sbagliato. Quello, anche quello sarebbe sbagliato. ... O forse dovrei dire che in passato sarebbe stato sbagliato. ... Fui creata da Kinzo, un essere umano costruito da un altro essere umano. ... No, forse dovrei chiamarla una gabbia fatta di carne."""
Ushiromiya Battler,"""Questo che significa...? ... Questa faccenda inizia a suonarmi strana."""
{f:5:Beatrice},"""... Probabilmente, tu comunque non ci crederai. Innanzitutto ascolta. ... Ero una grande strega che aveva vissuto per mille anni. Ma ad un certo punto, fui invocata da Kinzo... e con quella stessa arte oscura, fui intrappolata come sua prigioniera per tutta l'eternità."""
Ushiromiya Battler,"""... Mai sentita questa storia prima d'ora. Da quel che ci viene detto nella famiglia Ushiromiya, sei stata invocata dal Nonno, hai stipulato una specie di contratto diabolico con lui, e gli hai dato l'oro."""
{f:5:Beatrice},"""Hmm. Tutto ciò è corretto. ... Dopodiché non mi sarei dovuta mostrare fino al termine del contratto. Ma... beh, è dura essere una donna popolare. ... Per una certa serie di circostanze, Kinzo si innamorò di me."""
Ushiromiya Battler,"""... La miopia del Nonno doveva essere proprio peggiorata. E doveva soffrire anche di astigmatismo, ihihi. Per andare ad innamorarsi proprio di te."""
{f:5:Beatrice},"""... Hmph. Beh, per me è stato seccante a dir poco."
{f:5:Beatrice},"... Però, il potere degli esseri umani è una cosa spaventosa. Lui fece sfoggio di quel potere terrificante e mi incatenò a questo posto. ... Disse che non mi avrebbe liberata fino a quando non avessi piegato la testa in un cenno di assenso. ... Che uomo tracotante."""
Ushiromiya Battler,"""Ma tu guarda un po', che forza. Che il Nonno fosse ossessionato dall'occulto lo sapevano tutti, ma... che avesse il potere di intrappolare la Grande Strega Beatrice..."
Ushiromiya Battler,"... Heh, ridicolo. Chi crederebbe ad una storia così bizzarra?"""
{f:5:Beatrice},"""... Come pensavo, non ci credi."""
Ushiromiya Battler,"""Tutto ciò in cui credo è il fatto che vivevi in questa villa nascosta nel bel mezzo della foresta. Tu sei la diciannovesima persona su Rokkenjima, giusto?!"""
{f:5:Beatrice},"""... Esatto. Proprio come immagini, questo luogo è nelle profondità della foresta di Rokkenjima. Una villa nascosta che non può essere scoperta dal mondo esterno. Il suo nome è Kuwadorian (Ritiro dei Nove Uccelli)."""
Ushiromiya Battler,"""... A pensarci bene, ho sentito che il vero nome della casa per gli ospiti fosse Toraian (Ritiro dell'Ospite). ... Vedo, lo stile dei nomi è simile. ... Dunque, tu eri l'amante del Nonno, e vivevi qui in segreto. Non è così?!"""
{f:5:Beatrice},"""Amante non è la parola corretta da usare qui. ... Probabilmente faresti meglio a definirlo l'amore non corrisposto di Kinzo. Ne ho appena parlato, non è così? {n}Si innamorò di me di sua spontanea volontà. Poi mi corteggiò, ma io lo rifiutai."""
{f:5:Beatrice},"""... E poi, venni rinchiusa in questa villa nascosta. ... No, non dovrei dire che fui rinchiusa nella villa. ... Sarebbe più corretto dire che fui rinchiusa in questo corpo."""
Ushiromiya Battler,"""... Non ho la minima idea di cosa tu abbia appena detto alla fine del discorso."""
{f:5:Beatrice},"""Te ne prenderesti soltanto gioco e non ascolteresti, vero? Dopotutto, dici di non credere nelle streghe e nella magia. Se non hai orecchie per sentire quello che ti dico, parlarne sarebbe l'apice dell'idiozia."""
Ushiromiya Battler,"""... Deciderò da me se ci credo o no. ... Alla fine, se non faccio domande, la storia non continuerà. Raccontamela. ... La storia del tuo passato."""
