Speaker,Italian (Ars Magica) (Old) (ITA)
,"... Alla fine, Kanon-kun non riprese conoscenza."
,"Nonostante il Dottor Nanjo e gli altri avessero fatto il possibile per curarlo... No, in primo luogo, c'era davvero poco che si poteva fare su quest'isola senza medicine o strutture adeguate..."
,"Tuttavia, lui è stato l'unico umano ad essersi mai confrontato con il colpevole. {n}Se solo avesse potuto darci qualche indizio..."
,"Tuttavia, sin dal momento in cui abbiamo portato Kanon qui, era già ... troppo tardi."
Nanjo Terumasa,"""... Le mie più sincere scuse. In quelle gravi condizioni, senza attrezzature, non c'era nulla che io potessi fare..."""
Ushiromiya Natsuhi,"""... No, è perfettamente comprensibile. Grazie per aver fatto tutto il possibile."""
,"La camicia del Dottor Nanjo era stata spruzzata da un violento schizzo di sangue, quindi era facile immaginare la devozione con cui aveva provato fino all'ultimo secondo a salvare Kanon."
,"Jessica era accovacciata nel corridoio, piangendo nell'angoscia. {n}Lei probabilmente si era presa cura di Kanon fino al momento della sua morte."
,"George-aniki provò ad approcciarla con parole di conforto, ma quando Jessica lo spinse via, lui smise di provare a forzarla a parlare e la lasciò sola."
Kumasawa Chiyo,"""... Se solo non avessi lasciato andare Kanon da solo... ooohhhh..."""
Ronoue Genji,"""... Non preoccupartene. ... Se tu fossi stata con lui, probabilmente saresti stata attaccata anche tu. ... È scioccamente andato avanti e ha ottenuto ciò che si meritava."""
Ushiromiya Jessica,"""Come puoi dire una cosa simile?! Kanon-kun ha visto il colpevole e coraggiosamente gli si è opposto!! Se solo Kumasawa-san fosse andata con lui, il colpevole avrebbe potuto esitare e scegliere di scappar via!!"""
,Parole accorate che non avrei mai pensato potessi sentire uscir fuori dalla bocca di Jessica vennero fuori.
,"... Kumasawa, sembrando davvero dispiaciuta, non poteva far altro che chinare la testa..."
Ushiromiya Battler,"""Jessica..."""
Ushiromiya George,"""... Non avresti dovuto dirlo. ... Anche io... e probabilmente anche Battler-kun, ok? Non sappiamo cosa sta succedendo, e ci sentiamo come se i nostri cuori stiano per aprirsi in due..."""
,C'erano ancora una volta lacrime negli occhi di Aniki. ... Vedere Jessica crollare a piangere probabilmente riportò di nuovo in mente il dolore di aver perso i suoi genitori.
,... Io ho già pianto fino a finire le lacrime. ... Quindi non volevo farlo ancora.
,"... Tuttavia, capivo l'aumentare del dolore nei loro petti."
Ushiromiya Maria,"""... Va tutto bene, Jessica. ... Presto potrai incontrare Kanon ancora."""
Ushiromiya Jessica,"""... Smettila! Non ho bisogno di questo tipo di conforto...!"""
Ushiromiya Maria,"""Beatrice resusciterà i morti, e perfino l'amore perduto. ... Quindi potrai di certo incontrarlo molto presto. E allora tutti potranno vivere pacificamente."""
Ushiromiya Jessica,"""È Beatrice, quella che ha dato la lettera a Maria ieri, la persona che ha ucciso Kanon?! Dov'è?! Dove si sta nascondendo?!"
Ushiromiya Jessica,"La troverò e la farò a pezzi!!! Dimmelo! Tu lo sai, vero? Tu sai chi è veramente il colpevole!! Cosa sai e cosa stai nascondendo?!! Dimmelo, dannazione!!!"""
Ronoue Genji,"""M... Milady, per favore si fermi...!"""
Ushiromiya Maria,"""Uu-! Uu-! Beatrice esis-te! ‘Esis-te’!! Uu-uu-uu-!!"""
Ushiromiya Jessica,"""Dannazione, lasciami andare, Genji-san!! Maria sa chi è il colpevole!! {n}E ci sta nascondendo quello che sa! Sicuramente gli sta dicendo cosa stiamo facendo, guidandolo per ucciderci!!"""
Ushiromiya Natsuhi,"""Jessica, fai silenzio!!"""
,Jessica corse da Maria e la afferrò...
,"Genji provò a fermarla, ma Jessica non si riusciva a calmare. ... Ciò che ho sentito subito dopo era il suono di Natsuhi oba-san che le schiaffeggiava il viso."
,"Dopo di che, la triste voce singhiozzante di Jessica risuonò per tutta la sala..."
Ushiromiya George,"""... Maria-chan. ... So che di certo tu non sei la colpevole. ... Tu sei stata con noi dall'inizio, e non c'è stato tempo per te di comunicare con alcun colpevole."
Ushiromiya George,"... Quindi, voglio che tu mi dica una cosa. ... Chi era la Beatrice che ti ha dato la lettera ieri?"""
,... Nonostante quelle parole sembrassero essere gentili... indicarono in modo chiaro dei dubbi irremovibili nei confronti di Maria.
,"... Non aveva afferrato Maria. Tuttavia, si sentiva esattamente come Jessica."
Ushiromiya Battler,"""... Aniki. Le ho già chiesto la stessa cosa. ... E anche la risposta è stata la stessa."""
Ushiromiya George,"""Voglio sentirlo dalla bocca di Maria. ... Chi è Beatrice?"""
Ushiromiya Maria,"""... Anche se te lo dicessi, tu non... mi crederesti comunque."""
Ushiromiya George,"""Che vuoi dire con questo?! ... È possibile che il colpevole sia qualcuno che conosco bene, e che tu lo stai, per qualche ragione, coprendo rimanendo in silenzio?! Chi ti ha dato quella lettera?!"""
Ushiromiya Maria,"""... L'ho ricevuta da Beatrice. Continuerò a dirlo tutte le volte che me lo chiederete. L'ho ricevuta da Beatrice. ... Kihihihihihihihihi. George Onii-chan, tu rifiuti di credere in Beatrice perché è un avversario che non puoi colpire?"
Ushiromiya Maria,Vuoi trasformare il tuo senso di impotenza in violenza e picchiare qualcuno. Quindi non sarai soddisfatto a meno che il tuo avversario non sia un umano che puoi colpire.
Ushiromiya Maria,"... Pertanto, anche se ti dicessi la verità, tu non la accetteresti. Quindi è inutile anche se te lo dicessi. Tu non ci crederesti."
Ushiromiya Maria,... Ma Maria continuerà a dirlo. Lo dirà perché è vero. ... Beatrice ‘esiste’! Kihihihihihihihihihihihihihihi...! La porta per la Terra Dorata sarà presto aperta. Maria ci andrà. Beatrice l'ha promesso!
Ushiromiya Maria,"In quel mondo, Mamma è buona, Papà è con noi ed è buono anche lui. {n}Maria vuole andarci in fretta. ... Tutti sono spaventati da Beatrice. Ma è solo naturale. Quindi calmati. ... Beatrice l'ha detto."
Ushiromiya Maria,"Quando il tifone sarà passato, io avrò fatto finire tutto. Kihihihi— ... Ouch."""
Ushiromiya Battler,"""... Maria, non m'interessa che tu sia loquace, ma lasciamo perdere quell'argomento per ora. ... Immagino che questa situazione sia piacevole ai tuoi occhi, che hai sempre sostenuto l'esistenza delle streghe, ma tieniti le tue considerazioni per te. Lascia tutti all'oscuro di ciò."""
Ushiromiya Maria,"""Uu-."""
