Speaker,Italian (Ars Magica) (Old) (ITA)
,"Dopo aver corso nella sua camera, Jessica rispose alla chiamata che era stata trasferita là."
Ushiromiya Jessica,"""Ah, pronto?! Scusa per averti fatto aspettare! Battle{p:0:～}r! Non ci hai contattato per sei anni, cosa pensavi di fare?! Come vaaaaaaa?! Oh, sul serio? Come diavolo facevo a saperlo?! Sta' zitto! Ahhahahahahahaha! Quindi verrai alla riunione di famiglia di quest'anno, giusto? Sono passati sei anni!"""
,"Cinque uomini d'affari con degli abiti costosi erano in visita nel salotto, dando a Krauss e a Natsuhi un rapporto sui progressi dei loro affari."
,"Sparsi sul tavolo, vi erano i progetti e i modelli per un palazzo, insieme a documenti legati alle spese e affini... talmente stipati che persino una tazza di tè sarebbe stata d'intralcio."
,"Ufficialmente, erano là per dare a Krauss un rapporto sui progressi... ma in realtà, Krauss li aveva convocati addirittura su Rokkenjima affinché Natsuhi potesse sentirli direttamente."
,"Ciò perché Natsuhi aveva bisogno di sentire qualcun altro, oltre a suo marito, che spiegasse in che condizioni erano i loro affari."
,"... In pratica, anche se si stava avvicinando un'altra riunione familiare senza Kinzo, i loro affari non avevano procurato loro alcun guadagno."
,"Dopo aver detto agli ospiti di aspettare per un momento, Krauss portò Natsuhi fuori nell'atrio e riassunse un'altra volta la situazione..."
Ushiromiya Krauss,"""... In parole povere, stanno dicendo che gli affari stanno procedendo molto meglio di quanto avevamo immaginato. Ora l'amicizia tra me e il governatore ci sta davvero ripagando! In questo momento, è davvero impossibile che questa possibilità ci sfugga. Al contrario, sta crescendo così tanto che in un sol colpo potremo riottenere non solo quei documenti di procura, ma anche tutto ciò che abbiamo perso sino a questo punto!"""
,Krauss parlò ardentemente.
,"... Ciò fece sembrare le cose ancora più sospette per Natsuhi, ma questa volta, almeno, doveva ammettere che tutto sembrava andare bene sul serio."
,"Certamente, questo affare di cui Krauss si vantava si era espanso in portata nell'ultimo anno, e stava promettendo una ricompensa ancora più grande di quanto era stato anticipato all'inizio."
,"Nonostante potesse provare di essere un vincitore o meno, degli investitori si erano riuniti attorno ad esso, e stavano rapidamente ottenendo fondi."
,Questo dev'essere ciò che significa quando si dice che i soldi chiamano altri soldi.
,"Probabilmente, era il più grande successo nella vita di Krauss fino a quel momento. ... No, forse sarebbe diventato il suo più grande successo."
,Era quello il punto in cui giacevano i dubbi di Natsuhi.
,"Di sicuro, era una cosa certa, e come aveva detto Krauss, non avrebbero lasciato ora la presa."
,Ciononostante... il pesce che aveva abboccato era diventato troppo grande.
Ushiromiya Krauss,"""Riusciremo sicuramente a catturare questo pesce. Non c'è bisogno di affrettarsi. È un tale successo che vorrei poterlo mostrare a mio Padre per essere lodato, se fosse ancora vivo...!"""
Ushiromiya Natsuhi,"""Sì, lo so. Comunque, credo che tu mi abbia fatto una promessa l'anno scorso. Hai detto di essere sicuro di poter sistemare qualcosa entro un anno...!"""
,Sul volto di Krauss affiorò un'espressione addolorata. Avevano certamente preso all'amo un grosso pesce che avrebbe garantito un grande successo.
,"Però, ci sarebbe stato bisogno di un'appropriata quantità di tempo per ottenerlo..."
,"Natsuhi fece pressione su Krauss, chiedendogli se esistesse un modo per guadagnare prima della riunione familiare di quell'anno, ma Krauss continuò a dire che gli serviva un altro anno..."
,Krauss intendeva usare questo successo senza precedenti per catapultarli in nuove sfide in futuro.
,"A causa di ciò, non voleva fare qualcosa che avrebbe sollevato sospetti facendo sembrare che si stessero affrettando per avere soldi..."
,"Di certo, la fortuna tende a girare contro le persone che la danno per scontata, anche di pochissimo. Come nel chiedere soldi ansiosamente..."
,"In molte occasioni prima di questa, Krauss si era intimidito e aveva venduto affari che gli avrebbero sicuramente portato un profitto se avesse aspettato, e aveva, effettivamente, regalato le sue scelte vincenti."
,Anche Natsuhi lo sapeva. Sapeva che ciò che mancava di più a suo marito era il fegato.
,Ecco perché non era riuscita a rifiutare quando Krauss aveva detto di voler aspettare prudentemente un altro anno...
Ushiromiya Kinzo,"""... Hahahahahahahaha. È splendido che le cose stiano andando bene. {n}E ciò significa che dovrò star seduto qui come un fantasma ancora per un po'."""
{f:5:Beatrice},"""Non sembri tanto deluso. La tua vita è destinata ad esser fatta a pezzi dai demoni non appena te ne andrai da questo mondo."""
Ushiromiya Natsuhi,"""... Le mie scuse, Padre. ... Può essere che per un altro anno... non vi sarà concessa la pace."""
Ushiromiya Kinzo,"""Va bene. Non preoccuparti, Natsuhi. Non sono più il capo della famiglia Ushiromiya. Il fantasma dello studio dovrebbe seguire obbedientemente gli ordini del capo attuale. ... Ho dato un'occhiata alle carte di Krauss, e non sono affatto male."""
Ushiromiya Natsuhi,"""Persino dalla vostra prospettiva, Padre?"""
{f:5:Beatrice},"""... Hm. Sono piuttosto valide persino dalla mia prospettiva. Tutti confidano nella vittoria e stanno concentrando una quantità significativa di potere magico. Come risultato, quella vittoria sta diventando sempre più profonda, raccogliendo sempre più persone e forza magica, e iniziando a creare oro. Una perfetta incarnazione delle scorciatoie dell'alchimia."""
Ushiromiya Kinzo,"""Hoh. Se ti sei guadagnata perfino l'approvazione della Strega Dorata, ciò è molto rassicurante. Siine soddisfatta, Natsuhi. Gli affari di Krauss salveranno sicuramente la famiglia Ushiromiya dalla crisi."""
Ushiromiya Natsuhi,"""G... Grazie infinite. ... E, se volesse ancora..."""
{f:5:Beatrice},"""Hmmm. È necessario oltrepassare un'altra riunione familiare, non è così...?"""
