Speaker,Italian (Ars Magica) (Old) (ITA)
,"La sedia di Erika era al posto più basso della gerarchia. In altre parole, era all'altro capo della tavola."
,"Poiché la sedia di Kinzo all'altra estremità era vuota, rigirando la cosa sembrava che fosse Erika ad offrire quella cena..."
Gohda Toshiro,"""Bene signori. sarei lieto di dare il via alla cena di stasera, se mi è consentito."""
,"Dopo l'annuncio di Gohda, la cena iniziò con l'ormai consueto applauso."
,Era quello l'inizio dell'orchestra serale condotta da Toshiro Gohda.
,"Fatta eccezione per la famiglia di Krauss, sedere ad una tavolata del genere non era una cosa da tutti i giorni per queste persone."
,"Tuttavia, vi erano tutti abituati e agivano come se fosse normale."
,"... Ancora una volta, se qualcuno avrebbe dovuto essere sorpreso, era Erika."
,"Eppure, non mostrò alcuna sorpresa per quella cena comportandosi con compostezza, a suo agio con tutti."
,... Non mostrava nemmeno un po' della paura che uno si aspetterebbe da qualcuno che stava vagando lì come un cucciolo smarrito.
Ushiromiya Natsuhi,"""... è una strana ragazza. Non sembra nemmeno un po' sconvolta sedendo al più grande banchetto dell'anno della famiglia Ushiromiya."""
Ushiromiya Kyrie,"""I ragazzi di oggi hanno nervi d'acciaio. ... Niente da disprezzare."""
Nanjo Terumasa,"""Furudo-san è abituata a cene del genere...? Sembra piuttosto composta."""
Ushiromiya Hideyoshi,"""Davvero. Sembra davvero esperta. Cavolo, io ancora mi confondo con quale forchetta usare dopo. Già... questa o quest'altra...? Wahahahahaha!"""
,"Senza mostrare alcuna confusione per la lunga linea di posate di fronte a lei, Erika finì con grazia i suoi hors d'oeuvres."
,"Hideyoshi aveva iniziato a scherzare con lei, prendendo una forchetta per mano."
,"Ovviamente, il presidente di una compagnia alimentare come Hideyoshi sapeva benissimo come comportarsi a tavola."
,"Tuttavia, pensando che Erika doveva essere nervosa, parlava con un tono di voce comico volontariamente."
Furudo Erika,"""... Basta iniziare dall'esterno e proseguire verso l'interno. ... Se è una seccatura, allora chieda delle bacchette. ... Se è giapponese, deve amare le bacchette."""
Furudo Erika,"""Sono fantastiche. Un paio di quelle e puoi gestire ogni tipo di cibo!"""
,"Appena iniziò a parlare delle bacchette, i suoi occhi iniziarono a brillare."
,... Il sorriso che mostrava ora per la prima volta era di gran lunga diverso dall'aria di dignità mostrata prima e molto più adatta a qualcuno della sua età.
Ushiromiya Kyrie,"""*giggle*. Ma useresti un cucchiaio per il curry, no?"""
Furudo Erika,"""Basta prepararlo come donburi. C'è qualcuno che mangia il gyuudon col cucchiaio? Certo che no. Per un giapponese, le bacchette sono assolutamente, certamente il massimo! Allora, Gohda-san. Potrebbe portarmi delle bacchette? Voglio mostrare a tutti come un vero giapponese dovrebbe mangiare, senza vergogna!"""
Furudo Erika,"""... Comunque, qual è il prossimo piatto?"""
Gohda Toshiro,"""Sfortunatamente, è zuppa."""
,"Facendo spallucce, Erika ammiccò a tutti."
,"""""""Wahhahahahahahahahahahahahahahaha...!!"""""""
,Ovviamente nessuno la stava deridendo.
,Sapeva di certo che in un pasto completo dopo l'hors d'oeuvres seguiva la zuppa.
,"Inoltre, Erika si era accorta che stava agendo in maniera troppo perfetta, creando della tensione... e per questo Hideyoshi aveva provato a rompere il ghiaccio."
,"Per questo aveva iniziato a comportarsi più da ragazzina e con disinvoltura, recitando la parte dell'ospite che partecipa ad un felice banchetto..."
,"Quasi subito non solo Kyrie, ma anche gli altri si lasciarono coinvolgere."
,"Anche se non era stata invitata, apparentemente era degna di partecipare ad una cena della famiglia Ushiromiya."
Ushiromiya Eva,"""Che ragazza intelligente. ... Davvero è finita qui per caso? Non dirmi che hai portato qui in segreto la tua figlia illegittima alla riunione di famiglia, Nii-san?"""
Ushiromiya Krauss,"""Sembra che non sia solo intelligente, ma sappia anche come tenere alto l'umore. E i suoi modi sono splendidi. Non sarebbe per nulla male averla come figlia."""
Ushiromiya Rudolf,"""Hihihihi. Sei crudele. E dove metteresti Jessica-chan?"""
Ushiromiya Rosa,"""*giggle*. Un colpo basso, Rudolf Nii-san."""
Ushiromiya George,"""Che c'è, Jessica-chan? Mal di testa?"""
Ushiromiya Jessica,"""Uuuu... sento che la mia reputazione si sta inabissando..."""
Ushiromiya Battler,"""Beh, come figlia della famiglia più importante, dubito che possa andarti peggio. Prova a usare quelle buone maniere e la dignità con cui ti ha sempre addestrata Natsuhi oba-san e reagisci!"""
Ushiromiya Maria,"""Voglio vedere, voglio vedere! Voglio vedere le buone maniere! Uu-!"""
Ushiromiya George,"""Ehi, saltare in giro è da maleducati. Avanti, Jessica-chan. Facci vedere come si fa."""
Ushiromiya Jessica,"""... S-Sì, certo..."""
,Jessica si irrigidì come se qualcuno l'avesse colpita alla schiena con un bastone.
,"... Certo aveva una buona postura, ma in qualche modo mancava di eleganza. Sembrava... beh... un po' come una squadretta."
,"Sedeva sull'attenti con lo sguardo fisso davanti a lei, cercando di portare il cibo alla sua bocca nonostante ciò... fallendo miseramente."
,"Il Padre, che sedeva al suo fianco, si accorse all'improvviso che qualcosa non andava."
Ushiromiya Rudolf,"""Hm? Che c'è, Jessica-chan? Ti fa male lo stomaco??"""
,"Jessica arrossì. ... Ah, mi dispiace, non posso farci nulla..."
,"Ridemmo tutti di gusto. Jessica protestò, ancora rossa in volto. Natsuhi oba-san ci rimproverò per essere stati inopportuni."
,"Beh, non importa quanto cerchiamo di nasconderlo, siamo quelli che siamo. Non possiamo comportarci in modo diverso."
,Eppure quella risata ci aveva davvero aiutati a rilassarci.
,Eravamo così preoccupati del nervosismo dell'ospite da diventare noi stessi nervosi.
,"Il nostro chiacchierare dal centro della lunga tavola si diffuse a entrambe le estremità, e alla fine, la cena andò avanti più tranquillamente del solito..."
,La nostra tranquilla cena finì con del delizioso formaggio e un caffè.
,Gohda ricevette complimenti per le sue abilità da tutti i presenti...
,"Dopo un breve periodo di tranquillità dopo cena, si decise di farci tornare alla casa degli ospiti."
,"In genere, le cene tendevano a svolgersi in un'atmosfera cupa, e gli adulti passavano alla conferenza nella stessa atmosfera."
,"Comunque, forse a causa della strana tranquillità della cena di quest'anno, decisero tutti di concedersi una pausa, adulti compresi."
,"Dopo aver mangiato, essersi fatti un bagno ed essersi rilassati guardando la TV, mi chiedo se si riuniranno di nuovo alla villa nel mezzo di questa tempesta per riprendere la loro conferenza piena di tensione... meglio se non ci penso."
,"Apparentemente, Eva oba-san aveva fatto di tutto per convincere gli altri ad iniziare subito la riunione, ma non sembrava che molti fossero d'accordo con lei. Probabilmente era finita per quella sera."
,"Poiché erano di servizio alla casa degli ospiti, Gohda-san e Kumasawa-san furono scelti per accompagnarci."
,Doveva essere dura per Gohda-san.
,"Dopo aver preparato una simile cena e aver riordinato tutto, aveva anche il turno di notte alla casa degli ospiti."
,"Ho sentito dire che Kumasawa-san, essendo anziana, sarebbe andata a dormire presto."
,Sembra che avesse una stanza a parte nella casa degli ospiti.
Gohda Toshiro,"""Permettetemi di farvi da guida. Erika-sama, anche la sua stanza è stata preparata."""
Furudo Erika,"""... Grazie mille."""
Ushiromiya George,"""Perché non riposi un po'? Sicura di sentirti bene?"""
Ushiromiya Battler,"""... è vero. Me ne ero completamente dimenticato, sei quasi affogata prima di arrivare qui, non è così, Erika-chan? È meglio se per oggi ti riposi e vai presto a letto."""
Furudo Erika,"""... Sto benissimo. ... Al contrario, sono così nervosa ed eccitata che dubito di riuscire ad addormentarmi."""
