Speaker,Italian (Ars Magica) (Old) (ITA)
,Erika era tornata nella stanza del primo piano della casa degli ospiti che le era stata data.
,La stanza vicino a quella era vuota. C'era molto silenzio là dentro...
,"Anche se stava appoggiando l'orecchio al muro, non riusciva ad ascoltare le voci della stanza dei cugini."
,Probabilmente sarebbe impossibile udire qualcosa persino con l'udito potenziato dall'autorità del detective.
,"Quella stanza era la più lontana alla fine del corridoio, ed era molto distante dalla stanza dei cugini..."
Furudo Erika,"""E la scorsa volta la mia stanza era attaccata alla loro. ... Capisco... quindi stavolta ha posizionato la mia stanza più lontano."""
Dlanor,"""È una modifica dell'arrangiamento iniziale ben protetta dai poteri dell'autorità data al Game MASTER. Probabilmente, è una prima mossa davvero SENSATA."""
Furudo Erika,"""Beh, anche per me va meglio così. Non ho assolutamente voglia di sentire le voci stridule di quei mocciosi che giocano a carte."""
Dlanor,"""..."""
,"Per tutto questo tempo, Erika era rimasta di fronte alla scrivania e stava giocherellando con qualcosa. ... Stava preparando un po' di quei sigilli di nastro adesivo, gli stessi dell'altra volta."
,Aveva chiesto a Kumasawa il nastro più appiccicoso che ci potesse essere.
,"Ci disegnò sopra, con un pennarello indelebile, una complicata firma che non potesse essere falsificata, e in seguito cominciò a dentellarlo."
,"In questo modo, poteva appiccicarlo ad un posto che voleva dimostrare che era stato chiuso, creando un potente sigillo, pari in forza alla verità rossa."
,Quei sigilli minacciosi avevano messo Natsuhi completamente in difficoltà nel gioco precedente...
Furudo Erika,"""... Nn... fantastico..."""
Dlanor,"""Qualcosa non VA?"""
Furudo Erika,"""... Mi ha fregato. ... Quel Battler non si fa abbindolare facilmente, eh?"""
,Erika fece spallucce e mostrò a Dlanor il pezzo di nastro adesivo che aveva strappato.
,"A prima vista, Dlanor non riusciva a capire cosa aveva infastidito Erika. {n}Ma non appena lo prese in mano, si accorse subito della differenza."
Dlanor,"""... In questo modo non andrà bene per NIENTE."""
Furudo Erika,"""Già. Non è affatto appiccicoso. Non si avvicinerà nemmeno alla verità rossa."""
,"Persino il nastro adesivo può essere di bassa qualità, e talvolta si indebolisce col tempo."
