Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Kinzo,"""... Capisco. Quindi è iniziata."""
Ronoue Genji,"""... Sì."""
Shannon,"""..."""
,"Nonostante Kinzo avesse saputo delle sei morti, le sue emozioni non vacillavano."
,"L'espressione sul suo volto mentre guardava fuori dalla finestra... era un sorriso, come se il suo avversario in una partita a scacchi avesse fatto una mossa spettacolare."
,... Era impensabile che una simile espressione potesse apparire sul volto di un Padre che aveva perso così tanti figli in una volta sola.
Ronoue Genji,"""... Sotto gli ordini di Rosa-sama, Gohda e Kanon stavano chiamando la polizia. Dopo di che, lei ci ha ordinato di seguire i suoi ordini, Padrone... cosa dobbiamo fare?"""
Ushiromiya Kinzo,"""... Quest'isola è già stata tagliata fuori dal mondo reale. Telefoni e cose simili sono inutili."""
Ronoue Genji,"""Devo fermarli?"""
Ushiromiya Kinzo,"""... Fino a quando la roulette non finisce, quello che fanno per passare il tempo è affar loro. Lasciali fare ciò che più li aggrada."""
Ronoue Genji,"""... Sì."""
Shannon,"""... Umm... c'è qualcosa che dovrei dire a Rosa-sama?"""
Ushiromiya Kinzo,"""Non ho forse detto che possono passare il tempo come vogliono?!! Possono cantare se lo vogliono, ballare se lo desiderano! Sono persino liberi di impiccarsi o gettarsi in una pentola bollente!! Fino a quando non muoiono 13 persone, possono trascorrere il loro tempo come vogliono. Se quello è troppo noioso, allora possono preoccuparsi del tempo{c:86EF9C: 6{p:0:ｘ}9{p:0:＝}42}, o qualcosa di simile!! Ecco la risposta al mistero dell'uomo e dell'universo!!"""
Shannon,"""S-Sì...! M-Mi scusi...!"""
,Shannon si rannicchiò per la paura di questa rabbia improvvisa. ... Genji fece un gesto come per dirle di non parlare di più.
,Shannon non poteva far altro che pentirsi di averlo fatto...
Ushiromiya Kinzo,"""Tuttavia. ... Anche voi siete liberi di fare come desiderate. ... Genji. E Shannon. Mi avete servito bene fino ad oggi."""
Shannon,"""L... Le vostre parole sono troppo buone per me... ma, umm..."""
Ronoue Genji,"""... Noi siamo mobili che hanno giurato di servire il Padrone. ... Non importa cosa succede, noi aspetteremo al vostro fianco. ... Fino alla fine."""
Ushiromiya Kinzo,"""... Voglio raccontarvi... tutto. ... Shannon. Sto scrivendo un testamento. {n}Per favore trascrivi quel che dico. ... Per cortesia Genji, la mia solita bevanda."""
Shannon,"""Huh... s... sì...!"""
,"Nanjo spesso raccomandava a Kinzo di scrivere un testamento per via della sua salute, ma ogni volta, lui si arrabbiava."
,"... Da quel momento, si sarebbe potuto pensare che ‘testamento’ fosse la parola che Kinzo più non sopportasse."
,"E dato che quella parola era uscita proprio dalla sua bocca, Shannon non poté far altro che dubitare di ciò che aveva sentito per un istante."
,"Shannon preparò in fretta il tavolino e qualche foglio per scrivere. Anche Genji iniziò a preparare la solita malvagia bevanda verde, proprio come gli era stato ordinato..."
Shannon,"""Sono pronta."""
Ushiromiya Kinzo,"""... Hmm. ... Da dove dovrei iniziare? ... Dovrei anche parlare della mia vita? ... Sarebbe divertente lasciare una testimonianza dei miei memorabili giochi."
