Speaker,Italian (Ars Magica) (Old) (ITA)
,"Il giardino di rose era davvero splendido quell'anno. Le rose stavano sbocciando all'impazzata, come gareggiando l'una con l'altra."
,"In quel giardino di rose c'erano Kinzo, Kanon, e Natsuhi..."
Ushiromiya Kinzo,"""Anche quest'anno i fiori sono cresciuti meravigliosamente. Dev'essere merito della tua cura verso di loro."""
Kanon,"""... Grazie mille. È capitato solo che il tempo sia stato bello quest'anno."""
Ushiromiya Natsuhi,"""Grazie al tuo impegno, il giardino è persino più bello del solito. Hai fatto un buon lavoro."""
Kanon,"""Grazie infinite..."""
Ushiromiya Kinzo,"""Se quest'oggi non fosse così speciale... avremmo potuto ammirare le rose gustando un po' di tè nero."""
,Kinzo scrollò le spalle. Era il giorno della riunione di famiglia.
,"... A proposito degli affari degli altri fratelli, non avevano mai sentito nulla di buono."
,"Al contrario, proprio quei fratelli avevano pianificato di incentrare la conversazione su quanto Kinzo avrebbe potuto vivere ancora, e di tenere una piccola disputa sull'eredità."
Ushiromiya Kinzo,"""... Quelle persone sono piuttosto fastidiose. A proposito, cosa mi dici di Krauss? Il suo piano per ripagare i debiti sta procedendo bene?"""
Ushiromiya Natsuhi,"""Sembra essere un progetto attuabile. ... Tuttavia, l'estensione dei suoi progetti sembra essere piuttosto vasta e non mi sembra che stia dando i frutti che lui si aspettava."""
Ushiromiya Kinzo,"""Se possibile, avrei sperato di vedere qualche risultato prima della riunione di oggi."""
Ushiromiya Natsuhi,"""... Sì. Le mie più sentite scuse."""
{f:5:Beatrice},"""Sei sicuro che vada bene così, Kinzo? Passeggiare spensieratamente in un posto come questo."""
,"Come era arrivata fin qua? ... Beh, è abbastanza inutile rimuginare su certe cose quando hai a che fare con una strega."
,"Beatrice stava tranquillamente sedendo sul tetto del pergolato, quasi come se si stesse crogiolando al sole."
{f:5:Beatrice},"""Quei parenti sono come un immenso ammasso di tossina anti-magia, e si introdurranno tra noi. Se ti imbatterai in uno di loro, la tua anima svanirà all'istante."""
Ushiromiya Kinzo,"""Hmph. Sono già morto. Perfino svanire non mi arrecherebbe alcun danno."""
Ushiromiya Natsuhi,"""... Non possiamo permettere che accada. Ti prego, per il bene della famiglia Ushiromiya, prestaci il tuo potere ancora per un altro po'."""
{f:5:Beatrice},"""Natsuhi. Sembra che la barca con gli altri membri della famiglia abbia lasciato il molo. Sarebbe una buona idea porre fine alla vostra passeggiata."""
Ushiromiya Natsuhi,"""... Ah è così? Grazie. ... Vi prego Padre, tornate nel vostro studio."""
Ushiromiya Kinzo,"""Perfetto... è un peccato che debba tornare dentro mentre c'è un tempo così splendido."""
{f:5:Beatrice},"""Non lamentarti Kinzo. Per ora tu non sei altro che un fantasma a cui io ho dato vita. Sarebbe problematico per me e Natsuhi se tu venissi spazzato via dalle tossine. Fai il il bravo bambino, chiuditi nello studio, e copriti con un lenzuolo o roba simile. *cackle*cackle*!"""
Ushiromiya Kinzo,"""Hmph. ... Già solo la possibilità di rivedere le rose dopo la morte mi rende estremamente fortunato. Capisco. Ritornerò nel mio studio."""
Ushiromiya Kinzo,"""Ma vorrei del tè nero. Kanon, dì a Genji di prepararmene un po'. Un po' di Marco Polo sarebbe perfetto quest'oggi."""
Kanon,"""... Certamente."""
Ushiromiya Kinzo,"""Allora qui ci separiamo. Natsuhi. ... Voglio che tu conduca una splendida conferenza di famiglia anche senza di me."""
Ushiromiya Natsuhi,"""Certo, Padre. Non può dirlo di fronte a loro, ma mio marito è già il capofamiglia degli Ushiromiya. E io faro tutto ciò che posso per non recargli imbarazzo in quanto sua moglie."""
Ushiromiya Kinzo,"""... In confronto a Krauss, che ha mal di stomaco da stamattina, sei davvero tranquilla, Natsuhi. ... Mio figlio è proprio senza speranza."""
Ushiromiya Natsuhi,"""Mio marito è talentuoso alla sua maniera. Colmare i suoi punti deboli è mio compito in quanto sua moglie."""
Ushiromiya Kinzo,"""Hmm. Fai del tuo meglio. Io farò in modo di rimanere isolato così da non partecipare a questa farsa."""
Ushiromiya Natsuhi,"""Kanon. Accompagnalo nello studio. E fagli portare del tè da Genji."""
Ushiromiya Kinzo,"""Non sono così vecchio da avere bisogno del tuo aiuto. Un piccolo sforzo..."""
,"Rifiutando l'offerta d'aiuto di Kanon, Kinzo si alzò dal letto di fiori su cui stava sedendo."
,Il vecchio capofamiglia lasciò tutto nelle mani di Natsuhi e si avviò con passo tranquillo verso il suo studio...
{f:5:Beatrice},"""... Ti vedo tranquilla. Possiedi un senso di dignità simile a quello della defunta moglie di Kinzo."""
Ushiromiya Natsuhi,"""Nella remota possibilità che la tossina anti-magia lo colpisca... la magia si dissolverebbe all'istante?"""
{f:5:Beatrice},"""Sì. In un batter d'occhio. ... Io posso anche scomparire, ma se qualcuno già morto come Kinzo perdesse la sua forma, verrebbe spazzato via dalla luce del sole in pochi minuti e scomparirebbe come spazzatura. Devi stare attenta."""
Ushiromiya Natsuhi,"""Sì. Capisco."""
{f:5:Beatrice},"""... Potresti avere talento come strega. La tossina anti-magia si è rinforzata nel tuo corpo con l'andare degli anni, eppure sei ancora in grado di comprendere la magia. ... Se ci fossimo incontrate nel periodo della tua giovinezza, adesso tu potresti essere una potente strega."""
Ushiromiya Natsuhi,"""Io sono la moglie di Ushiromiya Krauss, la moglie del capofamiglia. {n}Potrei diventare una strega o anche un demone pur di proteggere il suo onore. {n}Ti sono davvero grata per la tua magia. Non sarei stata in grado di proteggere l'onore della famiglia Ushiromiya senza di te."""
{f:5:Beatrice},"""Parliamone un'altra volta. Vorrei godermi questi bei momenti tra donne sorseggiando del tè."""
Ushiromiya Natsuhi,"""Un mio amico che è andato in Sri Lanka mi ha mandato del tè nero con una fragranza di rose."""
{f:5:Beatrice},"""Hoh, parli del Dimbula. Non è male. Dovresti servirlo con del patis a fianco. Se riuscirò a ingannare tutti alla conferenza di famiglia me ne dovrai preparare un po' come ricompensa. È una promessa."""
Ushiromiya Natsuhi,"""Ricevuto. Lo prometto. Allora ci vediamo dopo."""
