Speaker,Italian (Ars Magica) (Old) (ITA)
,"La cerimonia di matrimonio terminò senza alcun problema, e il ricevimento fu tenuto all'interno della cattedrale..."
,"Mentre i demoni caproni facevano festa raucamente, si poteva scorgere Dlanor appoggiata contro una colonna, che cercava di sfuggire al chiasso."
,"Poi, Gertrude apparve e le sussurrò un qualche tipo di rapporto."
Dlanor,"""... Ciò corrisponde al VERO?"""
Gertrude,"""Consentitemi di parlare. L'Assistente Cornelia si sta attualmente dirigendo verso la scena. ... Suggerisco che anche Lady Erika venga contattata."""
Dlanor,"""Ho CAPITO. Lo dirò io a LEI. ... Gertrude, contatta il capo della sicurezza della CERIMONIA. ... Preparatevi per la BATTAGLIA."""
Gertrude,"""Come desidera."""
Chiester00,"""Mi scuso per aver interrotto il vostro discorso. Io sono incaricata della sicurezza per questa cerimonia."""
{f:5:Lambdadelta},"""Huh? Per me?! Oh, cosa sta succedendo?"""
{f:5:Bernkastel},"""... Te l'avevo detto che stavi esagerando. Lo Champagne Tower Bowling è sempre stata una cattiva idea. Tempo di rimproveri. *giggle*giggle*..."""
{f:5:Lambdadelta},"""Ehi, Beeeeeeern!! Ehi, che sta succedendo, ho fatto qualcosa di sbagliato?!"""
Chiester00,"""La reception ha ricevuto una lettera da un mittente anonimo indirizzata a Lady Lambdadelta."""
{f:5:Lambdadelta},"""Io ignoro sempre le chiamate e le lettere anonime. Gettala via e basta."""
Chiester00,"""Ma... la prego di guardarla..."""
{f:5:Lambdadelta},"""... Che cos'è? ... Hai detto a qualcuno che l'hai ricevuta...?"""
Chiester00,"""No, solo le due Sorelle al banco della reception e io lo sappiamo. È già stato ordinato loro di mantenere il silenzio."""
,"Nell'istante in cui lei vide quella busta, Lambdadelta la strappò di mano e abbassò la voce."
,... Bernkastel era andata via e apparentemente stava prendendo in giro Erika.
,"Bern e ovviamente, Erika, erano entrambe ubriache. Se fossero rimaste sole, se ne sarebbero probabilmente dimenticate."
,È vero che questa lettera non ha alcun mittente.
,"... Tuttavia, il sigillo di lamina dorata su di essa... ne ha lo stesso scopo."
,... Questo sigillo è...
,"Lambdadelta si nascose dietro una colonna, aprì la busta, ne tirò fuori il contenuto e lo lesse."
,I suoi occhi iniziarono subito a luccicare... e sorrise come una bambina che aveva appena pensato ad un brutto scherzo...
