Speaker,Italian (Ars Magica) (Old) (ITA)
,"Vidi un'ombra, che apparentemente era l'autista, aprire un ombrello e avvicinarsi a me..."
,"""... Questo è il tuo giardino?"""
,"L'ombra mi fece una domanda. Ovviamente, non potevo risponderle..."
,"""... Se lo è, debbo porre le mie scuse. Già, in un giorno con un tempo tanto sereno, chiunque vorrebbe riposare in un giardino splendido come questo. Eppure, a meno che la memoria non mi inganni..."""
,L'ombra si rannicchiò e guardò il mio volto. ... Era una donna.
,"""Quella su cui stai riposando è un'autostrada pubblica. Vuoi diventare carne tritata? ... O forse lo sei già. Ebbene, di quale delle due si tratta?"""
,Io... mi afferrai il petto.
,Sentii il bisogno di rispondere in qualche modo e di comunicare le mie intenzioni.
,"Perciò, alla fine... riuscii a far scappare un piccolo gemito dalle mie labbra."
,"""... Capisco. Allora non sei ancora carne tritata."""
,E questo... fu il mio incontro con Ikuko.
,"""... Il suo corpo è in una condizione molto fragile. Inoltre, è probabile che ci siano defezioni della memoria. Non lo sapremo per certo fino all'esito della TAC, ma anche i danni cerebrali sono una possibilità."""
,"""È una fortuna che tutto ciò di cui ci dobbiamo occupare sia il danno. Spendendo più tempo in un punto come quello, probabilmente le cose sarebbero andate in modo peggiore."""
,"""... Giusto. Ad ogni modo, consiglio di farlo visitare in un grande ospedale."""
,"""Grazie, dottore. ... Che rimanga tra noi, la prego. Potrebbe non essere molto, ma ecco dei soldi per il disturbo."""
,"""Non vedo il motivo di parlare di ciò per niente, ma... no, no, non potrei accettarne così tanti..."""
,"Alla fine, il dottore prese i soldi e giurò di non proferire parola riguardo a ciò."
,"E infine, Hachijo tornò."
,"""Oh, hai aperto gli occhi. Come ti senti...?"""
,"Feci un debole cenno, facendole sapere che per ora non stavo molto male."
,"... Però... dove mi trovo? Una stanza di cui non ho alcun ricordo... in una casa che non ricordo affatto. E, prima di tutto, ecco una donna che non ho mai visto..."
,"""Come prima cosa, lascia che mi presenti. Sono Hachijo Ikuko. Che tu mi chiami Ikuko in modo informale, o che voglia essere formale e chiamarmi Hachijo-san, non ha importanza."""
,... Hachijo... Ikuko.
Hachijo Ikuko,"""La famiglia Hachijo è una grande proprietaria terriera piuttosto nota nei dintorni. ... A differenza dei miei fratelli, che si sono affermati, io potrei essere definita un tantino eccentrica. Dopo essermi cacciata in qualche guaio in più di quanto potesse essere accettabile, alla fine i miei genitori hanno perso la pazienza e mi hanno cacciato via. Ora sono confinata in questa casa."
