Speaker,Italian (Ars Magica) (Old) (ITA)
Willard H. Wright,"""..."""
,"""... Questa forma è..."""
{f:5:Bernkastel},"""Te la concedo in prestito. Dopotutto, odio gli idioti. ... *giggle*giggle*. {n}Chiamati Clair, come nome temporaneo. O preferiresti Beato?"""
Clair,"""... Hai la mia gratitudine. In questo modo, non dovrò esporre il mio patetico aspetto."""
,Bernkastel aveva dato a Clair un aspetto fittizio.
,"Era una forma temporanea, per la persona che recitava il ruolo di Beatrice. {n}Un falso per ingannare quelli che ancora non avevano scoperto la vera identità di Beatrice..."
Ushiromiya Lion,"""... Quindi... questa è una storia... su di me in un altro mondo?"""
Clair,"""Lion. ... Questa è una tua storia in un altro mondo, e anche la mia. ... La storia di un mondo in cui vivo come strega, non come essere umano..."""
Ushiromiya Lion,"""... Sono in grado di immaginare degli scenari ipotetici per la mia vita. {n}Tuttavia, la storia che racconti... è oltre ogni mia immaginazione..."""
Willard H. Wright,"""Nonostante ciò... è la vita condotta da un differente ‘te’."""
Ushiromiya Lion,"""Ma comunque! Questo non significa che possa accettarla così facilmente."""
,Lion urlò all'improvviso fissando il pavimento. Lion lo sapeva già.
,"Grazie ai Frammenti mostrati da Bernkastel, Lion sapeva."
,"Questo era un mondo diverso, dove la stessa persona viveva come la Strega Dorata Beatrice."
,E in questo mondo... alla fine... nel giorno della riunione di famiglia dell'ottobre 1986... questa persona avrebbe commesso un crimine terribile.
Ushiromiya Lion,"""... Anche se questo è un mondo diverso... stai dicendo, che coinvolgerò la mia intera famiglia e tutti i domestici, in un terribile crimine di cui io sono la mente! Come potrei accettarlo?!"""
Willard H. Wright,"""... Rimani in silenzio, ascolta, e capiscilo da te."""
Ushiromiya Lion,"""In una vita diversa, divento un domestico! E come se non bastasse, divento all'improvviso una strega! E poi, compio diversi delitti terrificanti...! Cosa dovrei capire?!"""
Clair,"""..."""
Willard H. Wright,"""Sì, capisco cosa intendi. ... Dubito che qualcuno possa capire. ... Questa persona qui presente pensava che nessuno potesse mai comprenderla. È per questo che sei qui. ... È per questo che Bernkastel ha fatto incontrare voi due, due persone che non avrebbero mai dovuto incontrarsi, in questo modo."""
