Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Ange,"""Qualcunoooooooooo!! Non c'è nessuno?! Onii-chaaaaaaaan!! Waaaaaahh!!"""
,"Ange balzò fuori dalla casa degli ospiti, singhiozzando."
,C'è qualcuno ancora vivo su quest'isola?
,"Quando prima controllò la stanza dei cugini, era completamente vuota."
,"Tuttavia, si ricordò di non aver visto i corpi di Battler, George, o Maria."
,Ciò che ignorava era se ciò significasse che erano al sicuro... o se si stesse per riunire a loro come cadavere.
Ushiromiya Ange,"""Dove siete?! Doveeeeeeeee?!! Rispondetemiiiiiiiiiii!!"""
,Correva attraverso la pioggia.
,Dove stava andando? In nessun posto in particolare.
,"La Sorellina, che si era persa, correva in circolo, cercando suo Fratello."
,Bagnata fradicia dalla pioggia e tutta sola...
,"... Infine, pensai di aver sentito la voce di mio Fratello venire da dietro un cespuglio."
,"No, non era solo la sua voce. Sentii anche quelle di George Onii-chan e di Maria Onee-chan."
,"Li chiamai con tutte le mie forze, ma non risposero."
,Ma non fa niente. Sono proprio qui. Dall'altra parte della recinzione.
,Potevo persino vederli attraverso essa.
,"Correndo intorno alla recinzione, mi trovai davanti ad un capanno, o qualcosa del genere."
,Dev'essere un capanno in cui depositano utensili per il giardino delle rose.
,Loro tre stavano in piedi davanti al capanno.
Ushiromiya Ange,"""Onii-chan...!!"""
,"Urlai, ma la mia voce non li raggiunse. Nonostante abbia gridato così forte?"
,Sembrava che ci fosse qualcosa di strano in tutto questo.
,"... Quando le persone sentono una voce, anche se fingono di non averla sentita, i loro corpi tendono a mostrare che se ne sono accorti tramite dei segni."
,"Tuttavia, non ve n'era nessuna traccia in loro tre."
,Sebbene stessi gridando così forte... non raggiungeva affatto le loro orecchie.
,Nel momento in cui lo capii... la mia corsa verso di loro rallentò e alla fine si fermò.
,Nonostante sembrassimo essere nello stesso mondo... in realtà eravamo in mondi completamente diversi.
,"Era come una TV. O piuttosto, erano dei fantasmi...?"
,"Potevo vederli chiaramente... ma dal loro punto di vista, io non esistevo."
,"... Dopotutto, ecco."
,Anche se sto in piedi proprio davanti a loro... i loro occhi non possono vedermi.
,"Se provassi a toccarli, ci riuscirei veramente? ... E se la mia mano non facesse altro che passare attraverso...?"
,"Ero talmente spaventata al pensiero... che non potei fare nient'altro che stare ferma dallo shock, anche se ero tanto vicina a loro..."
Ushiromiya Battler,"""Dannazione...!! Non ci capisco più nulla...! In fin dei conti, qualcuno dev'essersi intrufolato dall'esterno dell'isola!! E quella persona ha massacrato la famiglia Ushiromiya!"""
Ushiromiya Maria,"""... Per quanto ci chiudiamo dentro, viene sempre ucciso qualcuno. ... Uu-! Dopotutto è l'opera di una strega!"""
Ushiromiya George,"""Calmatevi tutti...! Calmiamoci e pensiamo. ... Non esiste nessuno in quest'isola eccetto coloro con un legame diretto con la famiglia Ushiromiya."""
Ushiromiya Battler,"""Questo non ha senso...! In fin dei conti, abbiamo appena visto diversi omicidi che sarebbero impossibili per ognuno di noi!"""
Ushiromiya George,"""... Beh, è vero... ma lo è sul serio? Forse ci è solo sfuggito qualcosa."""
Ushiromiya Maria,"""Sfuggito qualcosa?"""
Ushiromiya George,"""Ad esempio... giusto, forse qualcuno faceva finta di essere morto! {n}Siccome siamo gli unici su quest'isola, il colpevole dev'essere uno di noi. {n}Ciò significherebbe che qualcuno che credevamo morto stava in realtà fingendo...!"""
Ushiromiya Battler,"""Ma Aniki, è impossibile! Tutti i cadaveri sono stati controllati da qualcuno! Non è possibile che uno qualunque tra di loro stesse fingendo!"""
