Speaker,Italian (Ars Magica) (Old) (ITA)
,"Come al solito, la riunione di famiglia annuale stava iniziando ad impantanarsi."
,"Tutti avevano deciso di calmarsi un po' momentaneamente, e avevano concordato per una piccola pausa..."
,"I quattro fratelli potevano dire tutto ciò che volevano, ma Natsuhi e Kyrie, per esempio, erano delle estranee e trovavano difficile parlare liberamente in quel tipo di atmosfera."
,Una riunione in cui non è permesso dire ciò che si vuole può essere stancante anche se si rimane seduti in silenzio.
,Persino Kyrie non riuscì a trattenere un profondo sospiro...
Ushiromiya Kyrie,"""..."""
,Questo era il corridoio del primo piano della villa.
,"Rudolf aveva richiesto di stare da solo durante la pausa, perciò si era sentita di fare lo stesso... ed era salita per le scale fino a raggiungere questo posto."
,"La sua espressione era meno controllata di quanto lo era quando suo marito stava insieme a lei. ... Kyrie aveva un aspetto stanco, che non mostrava spesso."
,Premette la sua guancia contro il freddo vetro della finestra.
,Ho bisogno di riprendermi e di sostenere mio marito. Anche se non mi è permesso parlare.
,... Questo è il compito che ho ottenuto.
Ushiromiya Kyrie,"""... Chi va là?"""
,"Percepì improvvisamente la presenza di un'altra persona, si girò, e vide Jessica che stava dall'altra parte del corridoio."
Ushiromiya Jessica,"""..."""
Ushiromiya Kyrie,"""Oh, sei tu, Jessica-chan. ... Non eri andata alla casa degli ospiti?"""
Ushiromiya Jessica,"""... Beh... ho solo deciso di tornare per un po' nella mia stanza, per prendere un libro."""
Ushiromiya Kyrie,"""Capisco. Stavi per tornare alla casa degli ospiti?"""
Ushiromiya Jessica,"""S-Sì. È così..."""
Ushiromiya Kyrie,"""Non sopporto questa pioggia. Il vento è molto forte...?"""
Ushiromiya Jessica,"""In questo momento è relativamente debole..."""
,Mentre Kyrie era rivolta verso la finestra... Jessica guardava la sua schiena con aria agitata...
Ushiromiya Jessica,"""... Kyrie oba-san... scusami, credo che abbia avuto semplicemente sfortuna..."""
Furfur,"""Ah, Zepar! La roulette del fato di Jessica ha scelto Kyrie!"""
Zepar,"""Che cosa farai, Jessica?! La roulette ha scelto Kyrie, ma puoi rifiutare quella scelta e girare nuovamente la roulette se lo desideri!"""
,"""""Per questa prova non importa quale vita verrà sacrificata...!!"""""
,Jessica non era come George.
,"George aveva scelto spontaneamente Eva come sacrificio, implicando la separazione dalla sua vecchia vita in modo da poter camminare verso una nuova vita sposato con Shannon."
,"Jessica, però, non aveva scelto un bersaglio particolare."
,"... Perciò, aveva lasciato fare tutto alla roulette del fato."
,Non è un'esagerazione.
,"... Aveva girato a caso, imponendosi la regola che la prima persona che avrebbe incontrato sarebbe stata scelta come sacrificio."
,E così... la roulette del fato l'aveva condotta a Kyrie...
,"Ovviamente, nulla la costringeva a mantenere quella regola."
,Ma Jessica non voleva infrangere una regola che si era imposta.
,"... Ora che aveva preso parte al gioco dei demoni, questo era l'unico briciolo di giustizia a cui si poteva aggrappare..."
,In questo momento poteva attaccare quella schiena indifesa... ma Jessica non riusciva ancora a convincersi del tutto.
Ushiromiya Kyrie,"""... Cosa c'è? Devi dirmi qualcosa...?"""
,"Notando lo strano silenzio di Jessica, Kyrie si voltò. ... Quella schiena indifesa se n'era già andata."
,Jessica si rese conto che la sua esitazione le era costata la sua prima chance...
,... Stava partecipando a questo gioco dei demoni per dimostrare il suo amore per Kanon.
,Ciononostante... sarebbe veramente una buona cosa vendere l'anima al diavolo... ... per il bene dell'amore...?
,"Non volendo che George, che aveva già preso un punto di vista lungimirante della situazione, avanzasse ancora di più rispetto a lei, aveva accettato energicamente questo gioco, ma..."
,... Il suo cuore non era ancora pronto...
Ushiromiya Jessica,"""Ehm... forse non dovrei chiedertelo, Kyrie oba-san..."""
Ushiromiya Kyrie,"""... Che cosa c'è? È raro che mi chieda qualcosa, Jessica-chan. Spero di poterti rispondere."""
Ushiromiya Jessica,"""In realtà ehm... c'è... qualcuno che mi piace."""
Ushiromiya Kyrie,"""Oh, davvero? È splendido, *giggle*. Allora volevi parlare d'amore...?"""
Ushiromiya Jessica,"""E... Eheheh... già... più o meno."""
Ushiromiya Kyrie,"""... Molto bene. Ti aiuterò, se posso."""
Ushiromiya Jessica,"""G-Grazie mille... ecco, ehm..."""
Ushiromiya Kyrie,"""È ancora non corrisposto?"""
Ushiromiya Jessica,"""No... credo che si possa dire che è appena diventato reciproco... ma, beh... c'è questa prova... per poterci unire..."""
Ushiromiya Kyrie,"""Una prova? Di che stai parlando?"""
Ushiromiya Jessica,"""... Ci siamo noi due e un'altra coppia di amanti... e dobbiamo combattere gli uni contro gli altri."""
Ushiromiya Kyrie,"""Una relazione a triangolo? O forse a quadrato...? Sembra complicato. ... E poi?"""
Ushiromiya Jessica,"""Solo la coppia che vince può stare insieme. È molto complicato. In altre parole-"""
Ushiromiya Kyrie,"""... Sembra orrendo. ... Un amore che può prosperare solo usando gli altri come poggiapiedi."""
Ushiromiya Jessica,"""Sì... se noi ci uniamo... i nostri avversari si separeranno. ... E viceversa."""
Ushiromiya Kyrie,"""... Penso di capire dove tu voglia arrivare. ... Qualcosa del genere, no? {n}‘Fin quanto ad una persona è permesso approfittare degli altri per ottenere la felicità’... giusto?"""
Ushiromiya Jessica,"""..."""
,Già... Kyrie è molto intelligente.
,Aveva già indovinato la domanda che Jessica voleva farle di più...
Ushiromiya Kyrie,"""Se non combatti, loro vincono automaticamente, e tu perdi. ... Ma se combatti e vinci, allora loro si separeranno. ... In ogni caso, è una brutta situazione. {n}Però la risposta è ovvia."""
Ushiromiya Jessica,"""... Sì..."""
,Kyrie ridacchiò.
,"... Se non voleva tener fede al suo amore, ciò mostrerebbe quanto sarebbe profonda la loro relazione. Se quello fosse il caso, dovrebbe semplicemente lasciare che l'altra coppia vinca."
,Ma se questo è un amore che non può abbandonare... non può nemmeno abbandonare le sue possibilità di vincere.
,Perciò... non aveva altre possibilità eccetto quella di combattere.
