Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""Gyaaaaaaaaaaaaaahhhhh!! Cado, cado, caaaaaaadooooooooo!!!"""
,"Ancora una volta, la barca del capitano Kawabata diretta su Rokkenjima sfrecciava sulla superficie del mare in perfetto stato."
,Sì. Il racconto del 4 Ottobre 1986 inizia sempre con le grida di Battler.
,"Ma questa volta c'era qualcosa di diverso. Si potevano sentire le grida di un'altra persona, assieme a quelle di Battler."
,Battler stava urlando. L'altra stava... ridendo?
Ushiromiya Battler,"""Cado, cado, caaaaaadoooooo!! Nooooooooooooooooooooooo...!!"""
Ushiromiya Ange,"""È divertente, divertente, diverteeeeeenteeeee!! *giggle*, *giggle*giggle*giggle*!!"""
Ushiromiya Maria,"""Battler è divertente, Battler è divertente!! *giggle*, *giggle*giggle*!!"""
,"Accanto al Fratello maggiore, che stava aggrappato alla ringhiera e che gridava in un modo che non si addiceva alla sua età, c'era la Sorellina, anche lei aggrappata alla ringhiera, che saltava come se si trovasse in gita al luna park. George e gli altri non riuscivano a trattenere le loro risate vedendo la differenza tra i due."
Ushiromiya George,"""Mi chiedo se Battler-kun sia cambiato molto in questi sei anni. È energico come al solito."""
Ushiromiya Jessica,"""Oltretutto, Ange e Maria sembrano molto più vivaci del solito quest'anno."""
Ushiromiya George,"""Potrebbe essere questa la prima volta che tutti e cinque i cugini sono riuniti?"""
Ushiromiya Jessica,"""Oh, davvero? Hai ragione. Allora, quest'anno dovrebbe essere più movimentato di tutti gli altri."""
Ushiromiya Battler,"""G-George-anikiiiiiiiii!! Stiamo andando troppo veloci, vero?! Ti supplico, chiedi al capitano di rallentare prima che sia troppo taaaardi!!"""
Ushiromiya Maria,"""Kihihahahahahahahaha! Questo sarebbe troppo veloce? Battler è così patetico!"""
Ushiromiya Ange,"""Voglio andare più veloce!! Più veloce, più veloce! *giggle*giggle*!!"""
Ushiromiya Battler,"""Se andiamo più veloce di così, il tuo Onii-chan cadrà fuori dalla barca!! {n}È questo quello che vuoi?! Sto per cadeeeeeeeereeeeeeeeeee!!!"""
Ushiromiya George,"""Hahaha. A giudicare dai voti, direi che la proposta di Battler-kun è-"""
Ushiromiya Jessica,"""Respinta! Ahahahahahahaha."""
Ushiromiya Ange,"""Ehi ehi, Onii-chan. Guarda, stai per cadere! Ahhahahahahahahaha!!"""
Ushiromiya Maria,"""Battler è un fifone, deve essere punito!! È l'ora del solletico! Kihihihihi-!!"""
Ushiromiya Battler,"""A-Aspetta, fermati Maria!! Anche tu, Ange! N-Noooooooooooooooooooo!!"""
Ushiromiya Kyrie,"""Menomale. Ero un po' preoccupata per la salute di Ange."""
Ushiromiya Rudolf,"""Sarebbe stato un vero peccato lasciarla a casa. Sono contento che abbiamo deciso di portarla con noi."""
Ushiromiya Eva,"""Non stava davvero male poco prima che partiste?"""
Ushiromiya Kyrie,"""Stamattina si è improvvisamente sentita meglio. I bambini sanno essere incredibili certe volte."""
Ushiromiya Hideyoshi,"""È quel tipo di persona che non riesce a nascondere quando è sotto pressione! Non è così strano per loro sentirsi improvvisamente meglio quando finalmente arriva il grande giorno."""
Ushiromiya Rosa,"""Non vedeva davvero l'ora di giocare assieme a tutti gli altri cugini."""
Kumasawa Chiyo,"""Hohoho. Basta guardarli mentre giocano insieme per sentirsi pieni di energia, non trovate?"""
,Gli adulti sorrisero mentre guardavano i ragazzi divertirsi.
,"Ange, che era stata davvero male, e che si supponeva dovesse essere assente a un certo punto, si era miracolosamente ripresa."
,"In parte grazie al suo forte desiderio di andare, era venuta alla conferenza di famiglia assieme a tutti gli altri."
