Speaker,Italian (Ars Magica) (Old) (ITA)
,Shannon e Kanon facevano guardia davanti alla porta della Terra Dorata.
,Fissavano silenziosamente e senza paura l'inquietante flotta di navi attraverso l'orizzonte.
,Shannon alzò lentamente le sue mani.
,"Anche Kanon alzò la sua mano destra, e lì vi apparve una lama rossa."
Shannon,"""Fermi dove siete. Vi proibisco di avvicinarvi ulteriormente."""
Kanon,"""... Se lo fate... vi ucciderò."""
,Potevano vedere una sola barca a remi che lasciava la flotta e si avvicinava. {n}Non sapevano dire se fosse un messaggero o la prima ondata.
,Shannon e Kanon la guardarono con cautela...
,A capo della barca piena di caproni... vi era Erika.
,"... Da dove l'aveva presa? Forse sta cercando di fare la parte del capo della flotta. ... Erika li osservava e sorrideva in modo aggressivo, con quello che sembrava essere un cappello da pirata sulla sua testa."
Furudo Erika,"""Sono venuta per dare le nostre condizioni. Ci sarà spazio per negoziare. {n}Per favore aprite il cancello."""
,Shannon e Kanon si guardarono.
,Erika era colei che offriva questo patto. Probabilmente non era nulla di accettabile.
,"Tuttavia, se l'avessero mandata via, l'attacco sarebbe probabilmente iniziato subito."
,"Dato che erano in una posizione decisamente inferiore, volevano prendere del tempo con tutti i mezzi possibili."
,"Al cenno col capo di Shannon, Kanon cancellò la sua spada..."
,La Terra Dorata era riempita da un leggero acquazzone con qualche tuono occasionale.
,"Erika, che aveva capito che questo clima parlava per le loro emozioni, sorrise anche più sfacciatamente."
,Al centro della Terra Dorata... vi era il pergolato circondato dal giardino di rose dorate.
,"C'era un grande numero di umani e creature fantastiche lì, che discutevano riguardo a qualcosa."
,"Anche senza chiedere, era facile indovinare la natura del dibattito dalle loro espressioni angosciate."
,"Dopotutto, in questa situazione di vita o di morte, non avevano molta scelta..."
,"Nella direzione verso cui Erika veniva guidata, Beato era lì ad aspettare, accompagnata dalle Truppe Sorelle Siesta."
,"Quando Erika, seguita dalle sue guardie caproni, la vide, fece una riverenza che sembrava solo aggraziata."
,Beato seguì l'esempio e fece una di quelle riverenze aggraziate che erano raramente fatte da lei.
{f:5:Beatrice},"""... Io sono Beatrice, padrona della Terra Dorata e la strega Dorata e dell'Infinito. ... Si annunci."""
,"Come a suggerire che era più che pronta per affrontare questa farsa, Beato si introdusse audacemente e richiese a Erika di fare lo stesso."
Furudo Erika,"""Siamo stati mandati dalla Nobile Cittadella dei Libri Attentamente Selezionati della Grande Strega dell'Opera, dei Drammi e dello Spettacolo. Io sono la Strega della Verità, la comandante della Flotta della Biblioteca, che è impegnata a conferire onore e protezione ai libri. Il mio nome è Furudo Erika. È un piacere fare la sua conoscenza."""
{f:5:Beatrice},"""Dovremmo occuparci degli affari?"""
Furudo Erika,"""Dovreste festeggiare. Noi della Flotta della Biblioteca, che ci impegniamo a offrire onore e protezione ai libri, siamo qui per portare buone notizie a tutti voi. Per prima cosa, vorrei annunciare che, dopo un'attenta selezione, la Città dei Libri ha riconosciuto e accettato il campo da gioco creato dalla Strega dell'Infinito Beatrice, come un grande e onorabile libro."""
{f:5:Beatrice},"""Hoh. È davvero un grande onore."""
Furudo Erika,"""Quel campo da gioco è un capolavoro di intrattenimento profondamente originale, degno di studio accurato. Merita di essere rilasciato per essere esposto a tutti. E quindi, la Città dei Libri ci ha ordinato di concedere eterni onore e protezione a questo campo da gioco."""
{f:5:Beatrice},"""Tutto ciò è piuttosto lungo e noioso. Va' al punto."""
Furudo Erika,"""Le chiediamo di devolvere la totalità di questo campo da gioco all'onorevole Città dei Libri. Facendo in questo modo darà a questa scacchiera e ai suoi pezzi i più grandi onore e protezione immaginabili."""
{f:5:Beatrice},"""E se rifiutassimo?"""
Furudo Erika,"""Sarà perseguitata per il crimine di monopolio di un grande artefatto culturale che dovrebbe essere condiviso con tutti. Siamo qui per avvisarla dell'imminente assalto, che sarà intrapreso da noi per proteggere i benefici che sono la giusta proprietà di tutti, non solo sua."""
{f:5:Beatrice},"""Non siete preoccupati che la proprietà condivisa a tutti potrebbe venire distrutta in questo vostro assalto?"""
Furudo Erika,"""In base alle Norme Protettive della Grande Biblioteca, quando un criminale colpevole di monopolio di un artefatto culturale solleva quell'obiezione come ha fatto lei, la flotta esecutiva potrebbe dare la proprietà all'arresto rispetto ai suoi doveri di protezione, fintanto che ottengano il permesso dalla Grande Corte. ... Ovviamente, abbiamo già ottenuto l'autorizzazione scritta della Grande Corte."""
{f:5:Beatrice},"""Immagino che la parola ‘arresto’ sia seguita in scritte piccole da ‘vivo o morto’. Ho ragione?"""
Furudo Erika,"""Perbacco. Sono stupita che possa leggere quelle piccole lettere. Ora, bando alle ciance. ... Sentiamo la sua risposta."""
{f:5:Beatrice},"""Cosa abbiamo da guadagnare accettando le vostre condizioni?"""
Furudo Erika,"""Entrambe ci risparmieremo un compito fastidioso. Inoltre, i suoi coraggiosi e nobili atti verranno scritti come un magnifico capitolo finale nella Città dei Libri."""
Furudo Erika,"""... Capisce, vero? Non ha possibilità di vincere. Questa non è neanche una battaglia. È solo lei, seduta in fondo a un pozzo, e guardare in alto verso le pietre che le vengono lanciate contro."""
{f:5:Beatrice},"""... Quindi, affermate che la mia unica opzione è decidere come le streghe della biblioteca scriveranno i miei ultimi momenti. *cackle*cackle*..."""
Furudo Erika,"""Il resto sta a lei. Se ama questo campo da gioco, dovrebbe arrendersi. {n}I pezzi verranno sempre custoditi da tutti, e potranno continuare i loro ruoli in eterno."""
{f:5:Beatrice},"""Hmph. ... In altre parole, le tragedie che ho creato continueranno per sempre."""
Furudo Erika,"""Cambia qualcosa da quello che ha fatto finora?"""
{f:5:Beatrice},"""... No. ... C'è dell'altro? Se no, mi permetta di darle la mia risposta."""
Furudo Erika,"""Vada avanti."""
,"Erika si irrigidì leggermente. Dopotutto, stava facendo i conti con la grande Lady Beatrice."
,Potrebbe gridare ‘ecco la mia risposta’ in modo teatrale e fare qualcosa di folle.
,Si dice che un ratto circondato sia il più pericoloso.
,"Inoltre, Erika aveva informazioni che dicevano che la grande Lady Lambdadelta, strega del Senato, ha trascorso del tempo nella Terra Dorata, anche se solo come spettatrice."
,"Erika doveva portare a compimento questo nobile compito che la sua padrona le aveva assegnato, e doveva farlo in modo perfetto."
,"Se fosse stata onesta... avrebbe voluto fare in modo che Beato alzasse una bandiera bianca, anche con l'inganno se necessario."
,"Quindi, anche se questa era una farsa, si trattenne dal dare qualsiasi provocazione non necessaria."
,Deglutì e cercò di studiare Beato.
,E dopo... con una patetica espressione sul volto... Beato sospirò.
