Speaker,Italian (Ars Magica) (Old) (ITA)
,Dopo che li cacciammo fuori... nessuno voleva parlare.
,"... Tutti i sospetti erano stati mandati via. Sebbene sapevamo che potrebbero esserci stati degli innocenti tra loro, li avevamo fatti uscire tutti."
,... Li avevamo cacciati da questo paradiso dove le persone non dovevano sospettarsi a vicenda.
,"Ma il nostro motivo per cacciarli è stato sospetto per gli altri, il peggior tipo di crimine per un umano."
,"... Se avessimo accettato l'esistenza di una diciannovesima persona, della strega... avremmo potuto continuare a parlare faccia a faccia, fidandoci l'un l'altro."
,"In quel momento, decidemmo di cacciare tutte le persone sospette."
,... Ma è stata davvero la cosa migliore da fare?
,"... Durante quel silenzio senza fine, non potevamo fare altro che essere lentamente tormentati da quel peccato..."
,"Natsuhi oba-san si girò verso la porta, senza lasciar andare il suo fucile per nemmeno un istante, sedendosi sul divano."
,"... Potrebbe, probabilmente, trascorrere la notte fissando la porta senza un cenno di sonno."
,"George-aniki guardò attraverso una fessura delle tende della finestra, guardando sul cortile e la villa che lo circondava."
,... Non sapevo se stava controllando se qualche ombra sospetta divenisse visibile attraverso la finestra... o se si stava domandando qualcosa.
,Jessica era seduta sul lato del divano accanto a Natsuhi oba-san... con un'espressione tombale sulla faccia.
,"... E ogni tanto, come se avesse appena ricordato qualcosa, tirava fuori l'inalatore che aveva usato durante il suo attacco d'asma e lo inseriva nella sua bocca."
,"... Lo ho appena sentito da Aniki, ma... apparentemente a Jessica piaceva Kanon-kun."
,Sembra che fosse una cosa vaga che lei non era riuscita ancora a realizzare.
,... Sai. È quel genere di cose che le altre persone tendono a notare prima che la persona in questione lo realizzi.
,... In quel caso... potrebbe aver capito i suoi sentimenti quando la persona che amava era morta.
,... Era veramente triste...
,Pensandoci... è stato proprio Kanon-kun a passarle quell'inalatore. ... Forse si sta ricordando quello.
,Stavo perquisendo la zona intorno allo studio del Nonno... pensando di cercare il significato del cerchio magico sul secondo foglio della lettera.
,"Sebbene fossimo chiusi qui in una posizione difensiva, la mia natura ribelle mi faceva venir voglia di cercare qualche chiave, qualche modo per resistere."
,"... Dopotutto, avevamo molto tempo fino alla mattina dell'indomani. Non importa cosa avessi fatto con quel tempo, nessuno me ne avrebbe dato colpa."
,Nessuno sembrava mostrare tanto interesse per quel cerchio magico.
,"... Il suo significato era sconosciuto, e una volta capito, eravamo sicuri di trovare qualche messaggio che avesse causato un'angoscia superflua."
,... Anch'io ero d'accordo con ciò.
,"... Tuttavia, non potevo semplicemente ignorarlo, così passai il tempo facendo finta di cercarlo..."
Ushiromiya George,"""... Sei così entusiasta. ... Hai trovato qualcosa che possa servire come indizio...?"""
Ushiromiya Battler,"""... Niente. Prima di tutto, cosa molto difficile, devo trovare un libro scritto in giapponese. ... Quante lingue poteva leggere il Nonno? È incredibile."""
Ushiromiya George,"""Non sei stanco, Battler-kun? ... Dovresti prenderti una pausa mentre qualcun altro resta sveglio. Natsuhi oba-san ci disse di stare vigili per tutta la notte, ma non c'è modo che i nostri corpi possano riuscirci. Dovremmo fare i turni per dormire."""
Ushiromiya Battler,"""Allora dormi prima tu, Aniki. ... Io continuerò a cercare finché non mi viene sonno."""
Ushiromiya George,"""... Quel cerchio magico di poco fa?"""
Ushiromiya Battler,"""... Anche. Abbiamo molto tempo da passare. Ho pensato che potrebbe rivelarsi interessante scoprire che tipo di messaggio Beatrice-sama ci ha messo."""
Ushiromiya Jessica,"""... Prenditi una pausa. Se fai così, inizierai a ossessionarti con tutta questa roba strana."""
Ushiromiya Battler,"""Non preoccuparti. Sono stato assicurato da Maria. ... Ha detto che ho a malapena qualche talento spirituale... Ihihi...!"""
Ushiromiya Jessica,"""... Siamo forse stati troppo... crudeli, verso Maria?"""
Ushiromiya Natsuhi,"""... Jessica. ... Non devi pensarci ora."""
Ushiromiya Jessica,"""Ma Mamma... se Maria non fosse stata coinvolta, e ci fosse un colpevole oltre a lei... sarebbe sicuramente un obiettivo facile per il colpevole. ... Se fosse uccisa a causa di questo... allora la avremmo... semplicemente lasciata morire..."""
,Un cupo silenzio si stabilì nuovamente. ... Sembrava che Jessica si fosse pentita di essersi fatta prendere dalle sue emozioni e di essersela presa con Maria.
,... È sempre stata così. ... Sempre ad agire duramente e a pentirsene dopo.
Ushiromiya Natsuhi,"""... Capisco come ti senti, ma Maria era a stretto contatto con il colpevole, e sarebbe potuta stare dalla loro parte, parlando in quel modo di altre cose occulte. ... Sono sollevata di averli cacciati."""
Ushiromiya Battler,"""... Questo è duro da parte tua, Natsuhi oba-san. ... Non potrebbero essere state semplicemente le sciocchezze di una bambina di nove anni?"""
,"Probabilmente non era una cosa molto convincente detta da me... io stesso ho pensato che Maria fosse spaventosa in diverse occasioni, e ho dubitato della sua vera natura."
,"... E quando Maria è stata cacciata da questa stanza, non potevo negare di sentire qualche sorta di sollievo..."
Ushiromiya Natsuhi,"""... Se è così, allora domani, ci scuseremo per quel che abbiamo fatto. ... Mi prenderò la completa responsabilità di averli cacciati da qui... non è una cosa di cui voi altri dovete preoccuparvi."""
,"Riuscivo a sentire una tragica determinazione dalle parole di Natsuhi oba-san. Per proteggere sua figlia, aveva risolutamente cacciato tutte le persone sospette."
,"... E, se come risultato, dovesse veder morire le persone che erano state viste come sospetti, così sia. ... Era pronta a prendersi la piena responsabilità."
Ushiromiya Battler,"""... Perché Maria continua a dire tutte quelle strane cose? Si sta rovinando da sola..."""
Ushiromiya George,"""... Penso che la ragione per cui Maria-chan adora tanto le streghe e la magia... sia colpa di Rosa oba-san."""
Ushiromiya Battler,"""Colpa di Rosa oba-san? Che cosa c'entra lei?"""
Ushiromiya George,"""... Nemmeno tu lo capisci, Battler-kun? ... Il vero Padre di Maria-chan è scappato da qualche parte molto tempo fa. ... Sebbene lei abbia cercato di confonderla dicendo che è partito per un viaggio di lavoro all'estero."""
Ushiromiya Natsuhi,"""... Parlare della famiglia di Rosa-san è diventato una specie di tabù nella famiglia Ushiromiya.."""
Ushiromiya George,"""Credo che oba-san abbia pensato a risposarsi. ... Ma credo anche che Maria-chan possa diventarle un ostacolo e renderle la cosa difficile. ... Dopotutto, qualche volta... le emozioni prendono il sopravvento su di lei e picchia Maria-chan."""
Ushiromiya Jessica,"""... Sono d'accordo. ... Sembrerebbe che Rosa oba-san stesse cercando di farsi piacere Maria."
Ushiromiya Jessica,"... Il che significa... che non la ama veramente. ... Potrebbe aver considerato Maria come un ostacolo per il matrimonio..."""
Ushiromiya George,"""... Penso che il rifiuto sentimentale di sua Madre abbia lasciato qualche profonda ferita sul suo giovane cuore. ... Così ha imparato cose riguardanti questo hobby dell'occulto da qualche parte, e ci si è immersa tanto da poter coprire i buchi nel suo cuore."
Ushiromiya George,"... Lo sapevi? Per Maria-chan, l'immagine di una strega non è affatto negativa. Ricordi, ieri, alla spiaggia, quando ci ha mostrato il suo quaderno...?"""
Ushiromiya Battler,"""... Sì. ... Era pieno di tutti quegli scarabocchi divertenti."""
,"Ieri, quando eravamo giù in spiaggia, a dubitare della strega... Maria si è arrabbiata e ha iniziato a parlarci delle streghe."
,E nessuna pagina mostrava un figura di una strega brutta.
,"Erano tutte streghe carine, colorate in modo vivace che sembravano divertirsi."
,"Non c'era assolutamente nulla di sinistro in essi, come un ragazzo potrebbe aver immaginato. ... Erano esseri adornati da abiti bellissimi, che possono esaudire i sogni di ognuno con la loro misteriosa magia e che fa tutti felici."
,... Il dolore di non essere amata da sua Madre.
,"... Maria si è salvata da ciò, cercando aiuto nelle streghe che potevano darle la felicità?"
,"Un giorno, un strega sarebbe venuta, e usando la sua meravigliosa magia, avrebbe portato a Maria la felicità."
,"... Sebbene lei lo credesse, come sarebbe cresciuta, avrebbe dovuto affrontare la realtà di come i suoi sogni sarebbero stati ridotti in frantumi uno ad uno."
,"... Se davanti a una bambina del genere, qualcuno che dichiarasse di essere la strega di Rokkenjima apparisse, e sussurrasse che avrebbe portato Maria alla Terra Dorata, dove Maria potrebbe essere felice..."
Ushiromiya George,"""... Io... arrivati a questo punto, voglio confessare cosa sento nel mio cuore. Forse cacciare fuori Maria-chan... anzi... anche Genji-san e gli altri... non è stata probabilmente... la cosa giusta da fare..."""
Ushiromiya Jessica,"""... Non è stato... piacevole..."""
,Siccome Jessica è stata quella che li ha affrontati e li ha sbattuti fuori con parole di astio... la sua coscienza deve tormentarla molto in questo momento.
Ushiromiya Natsuhi,"""Quindi, come spiegate quella lettera? Nessuno potrebbe averla piazzata là eccetto quelle quattro persone che stavano dietro di noi. Me ne sono accertata con i miei stessi occhi."
Ushiromiya Natsuhi,"... Se quei quattro sono innocenti, come è stata messa lì quella lettera, in una stanza chiusa con otto persone?"""
Ushiromiya Battler,"""... Hai ragione... se la metti in questo modo, quei quattro sembrano davvero sospetti. ... Però"
Ushiromiya Battler,"... È tutto inutile. Aah, è tutto inutile..."""
Ushiromiya George,"""Inutile?... Cosa?"""
Ushiromiya Battler,"""Giusto. ... Potrebbe non valere più niente, ma lasciami capovolgere la scacchiera ancora. ... In altre parole, se uno di quei quattro era veramente il colpevole, non sarebbe strano?"""
Ushiromiya Jessica,"""... Esattamente... piazzare apertamente quella lettera sul tavolo non equivarrebbe a confessare che uno di loro era il colpevole?"
Ushiromiya Jessica,"... Hai ragione, è strano. ... Se lo avessero fatto, potresti pensare che la avrebbero inserita nella fessura della porta, ad esempio, per far sembrare che qualcuno l'avesse messa dall'esterno! Già, avrebbero dovuto capire che sarebbero stati sospetti se non avessero fatto in modo di far sembrare che il colpevole fosse fuori dalla stanza!"""
Ushiromiya Battler,"""Sì, esattamente. {n}Se il colpevole è uno di quei quattro, mettere quella lettera in mezzo al tavolo sarebbe sia rischioso che senza senso."
Ushiromiya Battler,"... Ma, lasciando da parte chissà quale trucco abbiano usato per piazzarla lì, se assumiamo che il colpevole sia uno al di fuori di quei quattro... in altre parole, qualcuno che si trovava fuori dalla stanza, allora avevano molto da guadagnare da quella lettera..."""
Ushiromiya Natsuhi,"""... Smettila, Battler-kun. ... In questo momento, è un problema secondario."""
,Natsuhi-san capì immediatamente a cosa stavo mirando.
,"... No, forse lo aveva capito molto prima di me, e si è semplicemente trattenuta..."
Ushiromiya Battler,"""... Se il colpevole si trovava fuori dalla stanza... allora una volta che ci saremmo chiusi in una stanza chiusa dove il colpevole non potrebbe toccarci, per loro sarebbe la fine. ... Giusto. È come la teoria che proposi su come il Nonno possa essere scomparso dalla sua stanza, no?"
Ushiromiya Battler,"... Quella teoria per cui il Nonno ha lasciato la stanza di sua propria volontà. ... Se il colpevole avesse usato qualche strategia per attirarlo fuori, e il Nonno fosse uscito di sua volontà, allora..."""
,"Pensandoci... quando abbiamo trovato il cerchio magico dello scorpione sul pomello dello studio, Maria lo ha detto."
,... Beatrice non può passare attraverso questa porta.
,Ma potrebbe indurre qualcuno a uscire di propria volontà.
