Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya George,"""... Erika-chan, huh. È una ragazzina strana. ... Per qualche ragione, sembra che non riesca ad andare d'accordo con i ragazzi giovani oggigiorno."""
Shannon,"""*giggle* Anche tu sei ancora piuttosto giovane, George-san."""
Ushiromiya George,"""Hahaha... credo che sia perché sono sempre stato il più anziano dei cugini... {n}mi ha sempre fatto sentire come se non fossi più uno dei giovani."""
,"Nel roseto piovoso George e Shannon erano in piedi. Nonostante stesse ancora piovendo a dirotto, non c'era quasi vento."
,La scarsa protezione fornita dal pergolato era più che sufficiente per ospitare questo incontro segreto tra innamorati.
,"In seguito a quel litigio con quella Erika, avevano deciso di giocare un po' a carte per cambiare atmosfera."
,"Quando smisero, Shannon ritornò alla stanza dei domestici... e subito dopo, George lasciò la sua stanza per incontrare Shannon all'ora che avevano deciso."
Shannon,"""Credo che i ragazzini intorno all'età di Erika-san abbiano momenti molto difficili accettandosi."""
Ushiromiya George,"""... Già, è vero. Intorno a quell'età, la maggior parte dei ragazzini sono determinati a liberarsi dal guscio dell'infanzia che attaccano in tutte le direzioni con i loro becchi. Quando escono fuori, saranno finalmente abili di spiegare le loro ali e volare in alto. ... Anch'io ero in quel modo. Quando ero ancora dentro il guscio, ero un debole, deplorevole uomo che non meritava alcun rispetto."""
Shannon,"""N-Non è vero..."""
Ushiromiya George,"""No, va bene così. Me ne rendo conto da solo. A quei tempi, potrei essere stato il più vecchio dei cugini, ma ero ancora un pigro uomo senza speranza. ... E non era solo con i cugini. A casa, a scuola... ero in quel modo ovunque."""
,... Odiavo essere così.
,Volevo rompere quel guscio e diventare uno splendido adulto come mia Madre e mio Padre.
Shannon,"""Ma alla fine... hai rotto quel guscio, George-sama. ... Ogni volta che ti ho incontrato in questi pochi anni trascorsi, sei cresciuto senza farti riconoscere."""
Ushiromiya George,"""Grazie."""
Shannon,"""... Qualcosa ti ha spinto a decidere?"""
Ushiromiya George,"""Di rompere il mio guscio?"""
Shannon,"""Sì. ... Non riesco ad immaginare che sia cresciuto così rapidamente, come una farfalla che esce dal suo bozzolo, soltanto andando in giro senza uno scopo. {n}Ho pensato che deve esserci stato qualche punto di cambiamento che ti ha fatto diventare così determinato."""
Ushiromiya George,"""... Mi sono innamorato di te, e sono cresciuto grazie al potere dell'amore... è ciò che ti ho detto finora. Haha... ma la verità è che il punto di cambiamento è stato un'emozione molto più negativa."""
Shannon,"""Impossibile... è difficile credere che qualcuno che è sempre allegro e vivace come te possa avere emozioni negative."""
Ushiromiya George,"""Beh... i miei genitori mi insegnarono a trattare bene una ragazza. E pensai di essere riuscito a vivere in quel modo."""
Shannon,"""Sì. Penso che tu sia un gentiluomo veramente meraviglioso..."""
Ushiromiya George,"""Ma era sbagliato."""
Shannon,"""...?"""
Ushiromiya George,"""Non sapevo come interagire con il sesso opposto. Le evitavo eccessivamente... e pensavo di essermi sempre comportato in una maniera da gentiluomo, della serie ""prima le ragazze"", probabilmente in realtà avevo soltanto paura di interagire con le ragazze."""
,"Ovviamente, George voleva essere intorno alle ragazze quanto qualsiasi ragazzo."
,"Tuttavia, non sapeva come interagire con loro. Voleva agire come un gentiluomo, evitare che provassero antipatia per lui, e trattarle con cura."
,"Di quei sentimenti, solo le parole ‘trattare bene una ragazza’ avevano la precedenza, sbocciando in una subconscia paura delle donne..."
Ushiromiya George,"""Potresti chiamare un uomo del genere ‘signorile’ o ‘una tarda fioritura’. ... Ridicolo. Ero solo un codardo. A causa di ciò, iniziai a chiedermi perché non riuscissi ad avere una fidanzata se ero così signorile, e alla fine arrivai alla conclusione che tutte le donne nel mondo non avevano gusto, e iniziai a odiarle tutte... stupidamente. ... Ecco che aspetto ha un uomo veramente patetico."""
,Quanti anni fa è stato quando me ne sono accorto? Probabilmente quando ero nella scuola media.
,"A quel tempo, supponevo che ero ovviamente il più signorile dei cugini, quindi sarei ovviamente stato popolare con le donne."
,"Tuttavia, la realtà era completamente diversa."
,"A scuola, ero quasi completamente senza speranza."
,"... Lungi dall'essere un leader, ero il ragazzino maltrattato che veniva spinto qua e là da tutti."
,"A quel tempo, immaginai che fossi solo un uomo capace e adattabile, che poteva essere in perfetta sintonia con i suoi dintorni. ... Che stupido."
,"Certo, potrei aver ottenuto qualche dose di fiducia dalle ragazze."
,"... Tuttavia, non solo non ce ne era nessuna che sarebbe diventata la mia fidanzata, c'erano molte poche ragazze che avrei potuto addirittura chiamare amiche."
Ushiromiya George,"""Ovviamente. ... Ero un uomo che stava sempre dietro le ragazze, con il pretesto di ""prima le ragazze"". Chi avrebbe mai voluto stare dietro un uomo talmente negativo, immotivato? ... È buffo. Non l'avevo neanche capito, e pensavo di essere un ragazzo abbastanza attraente."""
Shannon,"""... In qualche modo posso capire come ti sentivi. ... Solo perché qualcuno mette tanto duro lavoro per sembrare attraente al sesso opposto, non funziona necessariamente come aveva pianificato."""
Ushiromiya George,"""Oh? ... è successo anche a te, Shannon?"""
Shannon,"""Ovviamente. ... Una volta, volevo farmi notare da un ragazzo così tanto che provai a truccarmi anche se non sapevo come e mi misi in imbarazzo... Eheheh, ricordo un sacco di fallimenti imbarazzanti."""
Ushiromiya George,"""La persona che mi fece finalmente riprendere dal mio concetto e mi aprì gli occhi... sei stata tu, Shannon. ... No, siete stati entrambi."""
Shannon,"""... Quale fu il punto di cambiamento per te, George-san?"""
Ushiromiya George,"""Haha... invidia, probabilmente."""
