Speaker,Italian (Ars Magica) (Old) (ITA)
,Degli uomini in abiti da lavoro stavano stendendo una grossa tela su una sezione dell'atrio.
,"Dal modo in cui misuravano il muro e disponevano gli strumenti, si poteva vedere che stavano pianificando un qualche progetto di costruzione."
Ronoue Genji,"""Questo è della massima importanza per il Padrone. Assicuratevi di non danneggiarlo."""
,Il presidente della compagnia di costruzione annuì diverse volte per mostrare che aveva capito.
,"Quindi, sei giovani lavoratori portarono dentro un grande oggetto rettangolare avvolto in un lenzuolo bianco..."
,"""Ook, attenti qui! Posatela dolcemente... dolcemente, ho detto."""
,"""Questo punto va bene?"""
,"""Ottimo, cominciamo."""
,"Apparentemente, stavano mettendo qualcosa di grande sul muro dell'atrio..."
Ushiromiya Natsuhi,"""... È qui che vuole appenderlo?"""
Ushiromiya Krauss,"""È quello che vuole. Del resto, questa villa è poco più che un giocattolo di nostro Padre."""
,Natsuhi fece un profondo respiro.
,"Nonostante questo fosse un capriccio di Kinzo, un uomo che rispettava molto... sembrava opporsi all'idea di appenderlo qui nell'atrio, il volto della villa."
,"Quando il lenzuolo bianco venne rimosso, si potè vedere una donna occidentale che indossava un magnifico abito..."
,Era un enorme ritratto di una donna...
Ushiromiya Kinzo,"""Sta andando bene?"""
Ronoue Genji,"""Sì. Avranno finito entro questa sera."""
Ushiromiya Kinzo,"""Vorrei vederlo appeso lì alla vista di tutti il prima possibile. Voglio che lo supervisioni, amico mio."""
Ronoue Genji,"""Lasciatelo a me."""
Ushiromiya Krauss,"""... Padre. Sembra essere uno splendido ritratto."""
Ushiromiya Kinzo,"""Sì. Un effetto eccellente. Sono soddisfatto."""
Ushiromiya Natsuhi,"""... Questa è la tua benefattrice, la donna che ti ha dato l'oro, giusto?"""
Ushiromiya Kinzo,"""Sicuramente. ... Se non avessi incontrato Beatrice, non sarei qui, né lo sarebbe la famiglia Ushiromiya, né, ovviamente, questa villa. È semplicemente naturale, che il suo ritratto venga esposto nel miglior punto possibile."""
,"Ora che l'aveva detto così schiettamente, non c'era modo di contraddirlo."
,Krauss e Natsuhi potevano solo fare spallucce.
Ronoue Genji,"""... Padrone. La lastra con l'epigrafe è qui. Vorreste per favore controllare per vedere se tutto è in ordine?"""
Ushiromiya Kinzo,"""Ben detto. Ogni parola deve essere corretta..."""
,Epigrafe...? Krauss e Natsuhi piegarono la testa e seguirono Kinzo.
,Il capo dei lavoratori posò una lastra avvolta in un lenzuolo.
,"Gli altri pensarono che ci potesse essere il nome del quadro e la spiegazione, ma sembrava che ci fossero un bel po' di parole..."
Ushiromiya Natsuhi,"""... Padre. Cos'è questo...?"""
Ushiromiya Krauss,"""Ammira... il fiume di ayu che scorre attraverso la mia amata terra natia...?"""
Ushiromiya Kinzo,"""Heh. ... heheheheheheh. Leggetela e interpretatela come volete."""
Willard H. Wright,"""... Quindi, raggiungiamo finalmente la comparsa dell'epigrafe e del ritratto."""
Ushiromiya Lion,"""Non so molto di questa epigrafe. Non esiste nel mio mondo."""
