Speaker,Italian (Ars Magica) (Old) (ITA)
,La clinica che Nanjo aveva aperto e che aveva passato a suo figlio esisteva ancora a Niijima.
,"L'anziano dottore era il figlio di Nanjo, ma l'atmosfera intorno a lui era molto diversa."
Nanjo Masayuki,"""Mi dispiace molto dirti questo dopo aver fatto tutta questa strada, ma non ho niente in particolare da dirti."""
,Il figlio di Nanjo lo disse con molta indifferenza.
Nanjo Masayuki,"""... Dopo che l'incidente su quell'isola fu occupato dalle trasmissioni in una maniera così indiscreta, anche mio Padre, che era il dottore e amico del Sig. Ushiromiya, era stato avvicinato da molti con un interesse del tutto deplorevole."
Nanjo Masayuki,"Tutto questo è stato senza prove, e inoltre, influenzarono tutti i precedenti successi di mio Padre. Provo ancora un grande risentimento contro tutto questo."""
Ushiromiya Ange,"""... Penso che sia comprensibile. La stessa cosa è successa a me. Costantemente da quando avevo sei anni."""
Nanjo Masayuki,"""Vero. Le mie scuse."""
,Il dottore finalmente ricordò che anche Ange era una vittima esposta agli sguardi curiosi come lui lo è stato.
Nanjo Masayuki,"""In quel caso, puoi capire probabilmente perché non voglio avere niente a che fare con quell'incidente. ... Quello è stato uno sfortunato incidente. Gli unici che vogliono fare confusione facendolo essere un crimine sono gli irresponsabili programmi TV e le riviste. Sono più che stufo del loro atteggiamento."""
,... Nanjo era stato riempito di attenzioni per essere uno dei pochi amici di Ushiromiya Kinzo.
,"A causa di quello, c'era probabilmente un aggressivo e persistente assalto da parte dei Witch Hunters e dalla stampa per usare anche il figlio di Nanjo, essendo un parente sopravvissuto, come una fonte di informazioni."
,"... Il dottore andò avanti e avanti, criticando la stampa indignato."
Ushiromiya Ange,"""Capisco veramente come ti senti. Per una persona come me, che era stata osservata anche nella sua vita privata, e che la sua privacy, somiglianze, e persino i suoi diritti umani possano essere stati violati, è molto facile percepire la tua rabbia."
Ushiromiya Ange,"... E per quella ragione, io voglio sapere, più di qualsiasi altra cosa, cosa diavolo è successo nell'incidente che ha rovinato la mia vita. Quindi sono venuta qui."
Ushiromiya Ange,"... Sono qualcuno nella tua stessa situazione. Non un editore di riviste o un giornalista. Per favore, non farti l'idea sbagliata."
Ushiromiya Ange,"Non sto facendo questo per divertimento. ... Smetta di guardarmi dall'alto in basso. Se facciamo un confronto di quale vita è stata incasinata di più per quell'incidente, lei non è niente in confronto a me."""
Nanjo Masayuki,"""... Nn..."""
,Ange parlò bruscamente.
,"Il dottore, che non aveva immaginato una risposta così forte, non poteva fare a meno di tacere."
,"... Dalla prospettiva di Ange, il piagnucolio del dottore era veramente sciocco."
,Non voleva davvero essere guardata dall'alto in basso. Era l'ora di fargli capire quanti giorni sono passati per lei pima che arrivasse su quest'isola.
,"Il dottore capì che aveva detto qualcosa di sbagliato e rimase in silenzio per un po', sembrando disagiato."
Ushiromiya Ange,"""So che probabilmente è doloroso ricordare cosa è successo a quel tempo, ma se c'è qualcosa che sa, per favore me lo dica non importa cosa sia. Ovviamente, farò silenzio su di essa."
Ushiromiya Ange,Sono venuta qui per portare una risoluzione alla mia vita. ... Ho 18 anni. Quell'incidente ha portato via 12 anni della mia vita. E probabilmente continuerà a prenderne.
Ushiromiya Ange,"... Da quel giorno di quando avevo sei anni, sono rimasta gettata nell'oscurità. Sta dicendo che nonostante quello, non ho ancora il diritto di sapere...?"""
Nanjo Masayuki,"""... No... come sono maleducato. Sembra che dato che tutti gli altri che sono venuti erano persone di indole cattiva, Mi sono istintivamente messo in guardia. Le mie scuse per la mia maleducazione."
Nanjo Masayuki,"... Capisco. Se giurerai di non dire una parola a nessuno, ti dirò tutto."""
Ushiromiya Ange,"""Grazie, Dottore. ... Allora se è possibile. Per favore mi dica tutto quello che può."""
Nanjo Masayuki,"""... Come sai, mio Padre non era solo il medico privato del Sig. Ushiromiya, ma anche suo amico attraverso il gioco degli scacchi. Quella relazione fu molto lunga, che risale al tempo in cui il Sig. Ushiromiya costruì la sua villa."""
Ushiromiya Ange,"""Quanto erano vicini?"""
Nanjo Masayuki,"""Molto vicini, sembra. Sembra che la connessione degli scacchi permise a mio Padre di stare abbastanza spesso alla villa del Sig. Ushiromiya."
Nanjo Masayuki,"... Anche se non posso essere io a parlare, il Sig. Ushiromiya era estremamente lunatico. E mio Padre era un uomo estremamente magnanimo, che eccelleva nell'interagire con umani come lui. Non è difficile da immaginare che era un raro amico per l'isolato Sig. Ushiromiya."""
Ushiromiya Ange,"""Quel giorno era il giorno della conferenza di famiglia. ... Alla conferenza Ushiromiya, l'eredità e come sarà distribuita erano duramente chieste, ed era trattata quasi come una conferenza finanziaria. Quindi il Dottor Nanjo doveva aver ottenuto una fiducia così grande che gli era stato anche chiesto di essere presente, giusto...?"""
Nanjo Masayuki,"""Mio Padre era un semplice dottore, quindi non riesco ad immaginare che fosse in una posizione di consigliare la distribuzione dei beni di una famiglia grande e ricca come la famiglia Ushiromiya."
Nanjo Masayuki,"Più spesso ero chiamato per aiutare, perché la salute del Sig. Ushiromiya non era al meglio a quei tempi. ... Come caro amico di Kinzo, sono sicuro che mio Padre terrebbe la bocca chiusa, e gli era stato affidato di non far trapelare i segreti della conferenza di famiglia"""
Ushiromiya Ange,"""... Ushiromiya Kinzo non era in pessima salute a quel tempo? Sono state lasciate delle cartelle cliniche?"""
Nanjo Masayuki,"""Forse li ha portati il giorno dell'incidente. Mi dispiace dire che l'intera cartella dei grafici medici del Sig. Ushiromiya è andata persa. Era un paziente di mio Padre, quindi non conosco i dettagli."""
Ushiromiya Ange,"""Intorno al tempo dell'incidente. Ha notato qualcosa di strano?"""
Nanjo Masayuki,"""... Ci potrebbe essere stato. ... Però, sembra eccessivamente somigliante ad un malinteso, Quindi non ho veramente voglia di parlarne."""
Ushiromiya Ange,"""... Che cos'è? Me lo dica per favore."""
,"Per un po', tergiversò, ma dopo averlo detto, non sarebbe riuscito ad ingannare Ange evitando l'argomento."
,"Alla fine si arrese, e dopo aver fatto giurare di nuovo il silenzio ad Ange, le disse..."
Nanjo Masayuki,"""La verità è che, diversi giorni dopo l'incidente, ricevetti qualcosa per posta a casa mia."""
Ushiromiya Ange,"""... Posta?"""
Nanjo Masayuki,"""Era molto curioso. Il mittente sarei dovuto essere io, ma non lo ricordavo. Qualcuno aveva falsato il mio nome e la mandò."
Nanjo Masayuki,"La destinazione era le Isole Rebun a Hokkaido. ... Escludendo i Territori Settentrionali, era alla punta più in Nord del Giappone. Il destinatario apparentemente era un residente dell'Isola Rebun, ma... il nome era di mio Padre."
Nanjo Masayuki,"... Però, sembrava che ci fosse stato un problema con l'indirizzo del destinatario, quindi era stata timbrata come Indirizzo Sconosciuto, e ritornata al mittente, ‘io’."""
,Era... un racconto molto strano.
,"Il nome del figlio di Nanjo era scritto sul mittente. ... Però, ha detto che non ha mandato la lettera."
,"In breve, quello significa che qualcuno aveva falsato il suo nome e l'aveva mandata."
,"Il destinatario era ‘Nanjo Terumasa’, sull'Isola Rebun di Hokkaido."
,"Ma il numero civico scritto su di esso non esisteva, era stato incapace di mandarlo e invece ritornò al ‘mittente, il figlio di Nanjo’..."
Ushiromiya Ange,"""... Cosa c'era dentro?"""
Nanjo Masayuki,"""... Ti chiedo sinceramente di tacere su di esso. È estremamente fastidioso anche per me. Però, non posso gettarla via..."""
,Il dottore si alzò e guardò una libreria.
,"Lì, un gruppo di dizionari che poteva essere solo ornamentale era impacchettato, significando che dovevano mostrare niente di più che il proprietario era un intellettuale."
,"Quando tirò fuori vari volumi da lì, una grande, busta marrone era nascosta dietro di loro."
,La prese e la lanciò sulla scrivania.
,"Era stata attentamente sigillata con del cellofan, e il suo colore sbiadito e la secchezza dissero che era stata chiusa 12 anni fa..."
Nanjo Masayuki,"""Molto sinceramente... chiedo il tuo silenzio."""
,"Essendo così persistente da dare noia, il dottore rimosse il sigillo con un tagliacarte."
,"... Dopo, quando aprì la busta, una busta postale già aperta uscì fuori."
,"La busta aveva un peso, suggerendo che all'interno ci fosse qualcos'altro che una lettera."
,... Il destinatario... era certamente Nanjo Terumasa. Soltanto vederla... era un enorme shock.
,"Dopo quell'incidente, il corpo di Nanjo non era stato trovato, ed era stato ritenuto come morto dopo essere scomparso sotto circostanze misteriose."
,"... E nonostante quello, questa lettera era indirizzata ad un Nanjo esistito a Hokkaido. Qualcuno potrebbe pensare che aveva falsato la sua morte ed era scappato ad Hokkaido."
Ushiromiya Ange,"""... Il Dottor Nanjo era veramente a Hokkaido? Oppure, c'era un'altra persona con lo stesso nome e cognome a Hokkaido?"""
Nanjo Masayuki,"""Se mio Padre in qualche modo scappò dall'incidente e visse a Hokkaido, quello avrebbe reso noi della sua famiglia molto felici, nonostante la situazione."
Nanjo Masayuki,"Ho anche pensato quella possibilità all'inizio. ... Però, l'indirizzo destinatario della lettera non esiste. In breve, questa busta era posta che non avrebbe avuto modo di raggiungerlo."""
Ushiromiya Ange,"""... C'è la possibilità che il mittente sbagliò a scrivere l'indirizzo giusto?"""
Nanjo Masayuki,"""Ovviamente, non posso negarlo. Però, giudicando dal numero civico della casa, lo trovo molto difficile."""
Ushiromiya Ange,"""... Hokkaido, Isola Rebun, Stato Rebun, Rebun City, 1-2-34-567. ..."""
,"Fino a Rebun City, è tutto a posto."
,"... Ma non posso allontanare il pensiero che il seguente numero sequenziale, 1234567, era un po' insicuro."
,Sembrava un qualche numero falso che aveva fatto qualche bambino.
Nanjo Masayuki,"""Probabilmente hanno scritto un numero senza senso che chiaramente non esiste. Penso sia naturale assumere che, dall'inizio, questa busta era stata inviata ad un destinatario che non esisteva e che non aveva possibilità di essere spedita."""
,"Se l'indirizzo del destinatario non esiste, la posta è generalmente restituita al mittente."
,"Ma anche nel caso di un indirizzo incompleto, l'ufficio postale locale spesso cortesemente, e al meglio delle sue abilità, cercherà di scoprire se l'indirizzo che intendeva il destinatario esiste."
,"Quando non lo riescono ancora a trovare, la posta certe volte è ritornata dopo vari giorni di indagini."
,"Sembra che la stessa cosa sia accaduta a questa lettera, e il francobollo era stato timbrato il 3 ottobre."
,Era stato timbrato a Niijima. Niijima era molto lontana dell'Isola Rebun.
,"In più, la destinazione era anche senza senso. ... Ci è voluto più di una settimana per ritornare la posta."
,"... In altre parole, c'era un'alta possibilità che il ritorno della lettera al destinatario dopo un certo periodo di tempo... era l'obiettivo iniziale."
,Perché fare qualcosa del genere...?
,"Anche dopo aver chiesto cosa ci fosse all'interno, questa busta è già avvolta nel mistero..."
Ushiromiya Ange,"""... E dentro?"""
Nanjo Masayuki,"""Va' avanti."""
,"Dopo aver ottenuto il permesso del dottore, aprii la busta già aperta."
,"Dall'interno arrivò una piccola, lettera piegata, e una piccola chiave con una piccola placca numerata. Dopo, una carta magnetica scivolò fuori."
,Sulla placca c'era inciso A112. ... Non sapevo cosa significasse.
,La carta magnetica era nera come la pece e aveva dei caratteri in oro incisi su di essa.
,"‘Members’ era scritto in inglese. Il design nero, con lettere dorate della carta lo fece sembrare come qualcosa di alta classe."
,"... Ma ovviamente, non avevo la più pallida idea di che tipo di carta fosse solo da quello."
,"... Aprii la lettera. I suoi contenuti erano estremamente brevi, e c'era scritto solo questo:"
,07151129.
,"C'era anche scritto il nome di una certa grande banca conosciuta in tutto il Giappone, insieme alle parole ‘Sede Centrale’."
,... Tutto qui.
Ushiromiya Ange,"""Questa è...?"""
Nanjo Masayuki,"""... Sono una carta, una chiave, e un PIN per un box di cassette di sicurezza. {n}E non era neanche un normale box di cassette di sicurezza. Era uno inquietante, che era apparentemente riservato solo a clienti speciali."""
,"Dopo aver finito di mettere in ordine i suoi affari in seguito al funerale di suo Padre, aveva visitato la banca."
,"... PIN e chiave e carta. Non c'era dubbio che qualcosa di grande importanza era tenuto lì, ed era naturale che era stato curioso di sapere cosa potesse essere."
,"All'inizio, non sapeva cosa fare. ... La carta non era qualcosa che possedeva originariamente."
,"Quando fece appello al suo coraggio e mostrò la carta a un bancario, fu passato a un impiegato di status chiaramente alto, e venne guidato ad una grande camera blindata nel quarto seminterrato."
,La sicurezza nella via era stretta.
,"Il dottore aveva già depositato oggetti di valore come trascrizioni immobiliari in box di cassette di sicurezza prima, ma questo era qualcosa ad un livello completamente differente..."
Nanjo Masayuki,"""... A differenza delle procedure alle cassette di sicurezza che usavo, se hai una carta, un PIN, e una chiave, non hai bisogno di confermare la tua identità con questo sistema."
