Speaker,Italian (Ars Magica) (Old) (ITA)
,Il mondo diventò bianco...
,"No, non era bianco. ... Era il colore dell'oro più luminoso possibile."
,Lì... c'era il bellissimo roseto della famiglia Ushiromiya.
,"Tuttavia, i fiori sulle rose erano dorati."
,... Anche il nettare era del colore dell'oro. Lo stesso vale per le farfalle che lì si riunivano.
,... Questa è... la Terra Dorata...
,La terra promessa in cui le streghe del Mariage Sorcière venivano alla fine guidate...
,"Qui, tutti i desideri sono avverati, e nascono tutti i sogni e la magia."
,... In quel giardino di rose dorate... c'erano due... e solo due... streghe.
,"Io, l'ospite non invitata, apparvi, facendo tremare di agitazione quell'atmosfera."
,... Come se un vento di disgrazia avesse scosso le rose dorate.
,"L'incredibile, bellissima scena formata dai petali dorati di rosa dispersi dal vento era senza dubbio qualcosa non di questo mondo..."
,"Le due che stavano facendo una passeggiata su un sentiero di rose dorate mi notarono, e ne furono sorprese."
Ushiromiya Maria,"""... Ange...? ... Beato, è Ange...!!"""
{f:5:Beatrice},"""... Come hai fatto ad arrivare qui...? ... Lasciaci sole. Io non inviterò più nessuno qui."""
,Beato parlò in maniera fredda. ... Sembrava una persona completamente diversa dalla donna sfacciatamente schernente che era una volta.
,"Aveva chiuso il suo cuore, e si era rinchiusa in un mondo in cui era da sola con Maria Onee-chan."
,"Un mondo dove potesse essere sempre sola con una amichevole Maria Onee-chan, insegnandole la magia mentre bevevano il tè."
,"... Nessuno a metter loro fretta, nessuno a farle trattenere."
,Un mondo dove non esisteva una sola persona che potesse far loro del male.
,"Sì, per loro due, quello era un piccolo, perfetto universo..."
Ushiromiya Ange,"""... Scusa. ... Non posso permettere che tu ti rinchiuda qua. ... Non possiamo continuare il gioco se tu non torni indietro."""
{f:5:Beatrice},"""Ho detto che ho smesso perché mi ero stancata. Non ritornerò mai più alla partita."""
Ushiromiya Maria,"""... Beato starà sempre qui con Maria. Qui berremo tè insieme, e penseremo a molti modi di giocare...! Anche tu puoi giocare con noi, Ange."""
{f:5:Beatrice},"""... MARIA. Credo che questo non debba succedere. Io sono soddisfatta finché ho solo te. Dì anche tu che ti va bene fino a quando avrai me."""
Ushiromiya Maria,"""... Già. ... Grazie. La sola persona di cui Maria ha bisogno così tanto sei tu, Beato. Quindi, starò con te. Noi sole siamo sufficienti."""
{f:5:Beatrice},"""... MARIA... grazie... sono riconoscente..."""
,"Beato strinse forte Maria, creando persino un piccolo, caloroso universo tra loro mentre univano le braccia..."
,"... Era probabilmente la nascita del più piccolo universo al mondo. ... Il più piccolo universo nel mondo, a cui una coppia che ha bisogno l'uno dell'altra può dar vita..."
,"Non importa quanto piccolo fosse, era un mondo completo. ... Tuttavia, io dovevo distruggerlo. ..."
Ushiromiya Ange,"""... Scusa... ma io non posso lasciare che succeda. Sono venuta per distruggere questa Terra Dorata della Mariage Sorcière."""
{f:5:Beatrice},"""... Perché... distruggerai... il mio mondo...? S-Stai dicendo che questo mondo sta creando problemi a qualcun altro che non sia me e Maria...?!"""
Ushiromiya Ange,"""Tu hai lasciato aspettare Onii-chan tutto questo tempo, in un gioco che tu hai iniziato, e da esso te ne sei andata senza finirlo! Se non ritorni al tuo posto, la sfida non finirà per tutta l'eternità...!!"""
{f:5:Beatrice},"""... Hahahahaha, ha...! Non c'è più un solo giocatore in quella partita. Battler è scomparso, e l'ho fatto anche io, venendo qua. Quel gioco è già finito."""
Ushiromiya Ange,"""Non è finito! Tu hai iniziato il gioco, giusto?!! Assumiti la responsabilità e portalo a termine fino alla fine!"
Ushiromiya Ange,"Sconfiggerai Battler, e darai vita al mondo che veramente desideri?! O sarai sconfitta e tutto ciò che hai avvolto nella tua magia sarà libero?!! Prenditi le tue responsabilità fino alla fine!!"""
Ushiromiya Maria,"""... No, Ange. Beato trascorrerà il suo tempo in questo mondo, da sola con Maria per l'eternità. ... E anche Maria, fino a quando ha Beato, non ha bisogno di nient'altro. ... Qui, tutti i desideri sono avverati. Qui c'è tutto."""
,... Questa Terra Dorata non è fatta da nient'altro che la cristallizzazione dei pensieri di Maria Onee-chan e Beatrice.
,... Per trascinare fuori Beato da questo mondo... io dovrei... distruggerlo...
