Speaker,Italian (Ars Magica) (Old) (ITA)
Ushiromiya Battler,"""Al decimo crepuscolo, il viaggio avrà fine, e raggiungerai la capitale ove l'oro risiede. Certo che sei diligente, Maria. Hai fatto un buon lavoro prendendo nota di tutto questo."""
Ushiromiya Maria,"""Uu-! Maria dimentica un sacco quindi deve ricopiare pari pari! Mamma mi ha detto di ricopiare pari pari!"""
,"C'era un blocco note nella borsetta che Maria si portava sempre dietro, su cui era stata copiata l'epigrafe di Beatrice."
,"Grazie a ciò, fummo in grado di riflettere sull'enigma dell'iscrizione mentre camminavamo lungo la spiaggia."
,"Jessica e gli altri avevano già provato a risolverlo più volte, e se ne erano già stancati."
,"Tuttavia, visto che questa era la prima volta per me, ero così esaltato che non riuscivo a fermarmi."
,Stuzzicava davvero il mio senso di romanticismo maschile!
Ushiromiya Battler,"""Cominciamo dal primo verso. Ammira il fiume di ayu che scorre attraverso la mia amata terra natia. Dove hai detto che era la terra natia del Nonno?"""
Ushiromiya Jessica,"""Ho sentito che, prima della guerra, la famiglia Ushiromiya possedeva una villa vicino Odawara. Quindi, detto questo, chiunque vorrebbe saperne di più sul fiume di ayu che scorre attraverso Odawara, giusto?"""
Ushiromiya Battler,"""Perché quel fiume sarebbe il punto di partenza. Chiunque cerchi la terra dorata ne seguirebbe il corso e cercherebbe la chiave. Qual è il nome del fiume in Odawara? Ci nuotano degli ayu?"""
Ushiromiya George,"""Per esserci ayu in Odawara, dev'essere l'Hayakawa. È famoso per la sua pesca nei torrenti montani."""
Ushiromiya Maria,"""Uu-. Maria odia il pe-sce."""
Ushiromiya Battler,"""Ihihi, Maria, capirai quando sarai più gran~de! Lecca lecca lecca il pesce salato arrostito! Yummy~! Anche se abbiamo appena mangiato, mi sta già tornando la fame."""
Shannon,"""... Umm, devo portare dei biscotti?"""
Ushiromiya Battler,"""Huh? Oh, scusa. Non intendevo questo, non farci caso!"""
,"Shannon-chan, dal momento che non aveva faccende pomeridiane da svolgere per un po', ci stava fedelmente tenendo compagnia."
,"Pensavo che, come domestica, accompagnarci l'avrebbe costretta a prendersi cura di noi e farla stancare, ma sembrava non fosse così nel suo caso."
,"... Al contrario, sembrava che si stesse divertendo unendosi alla conversazione con persone di un'età simile alla sua."
,"Quando ho chiesto, mi è stato risposto che era una lavoratrice live-in. Quindi normalmente, l'unica persona a lei vicina in età era Jessica."
,"Capisco, dev'essere abbastanza stancante."
Ushiromiya Battler,"""D'accordo, ho capito che questo fiume pieno di ayu vicino a Odawara è l'Hayakawa. In tal caso, dobbiamo seguirne il corso! Non si trova niente se si scende lungo il fiume Hayakawa?"""
Shannon,"""Ummm... se lo segui verso valle, arrivi all'oceano."""
Ushiromiya Battler,"""Ma certo, si arriva alla foce del fiume! E il terzo verso dell'iscrizione era ‘Seguendone il percorso, vedrai un villaggio.’ Fra l'altro, dall'antichità, le foci dei fiumi sono state punti cruciali nei trasporti, e anche le grandi città tendono ad essere costruite lì. Quella sarebbe la nostra prossima meta."""
Ushiromiya George,"""Hmmmmmm. È una teoria piuttosto buona. Proprio come immaginavi, in tempi antichi, c'era una vecchia città molto prosperosa lì. Ed è dove si trova il castello di Odawara."""
Shannon,"""Ah, credo di essere stata in gita al castello di Odawara una volta. Era davvero bellissimo."""
Ushiromiya Jessica,"""Sì, anch'io sono stata al castello di Odawara. Anche se vivo in una casa in stile occidentale, è proprio vero che i giapponesi si sentono rilassati con lo stile giapponese!"""
Ushiromiya Maria,"""Uu-. Secondo Maria, i castelli sono noio-si. I parchi giochi sono meglio. Uu-!"""
Ushiromiya Battler,"""Capisco, capisco. Ok, ok! Se troviamo l'oro, il grande Battler-sama farà riservare generosamente un parco a tema intero per un giorno e ti ci farò giocare~!"
Ushiromiya Battler,"... Comunque, il castello di Odawara. L'oro nascosto del castello di Odawara... Oho?! Suona bene, eh?!"""
Ushiromiya Jessica,"""Hahahahaha! Beh, due anni fa siamo arrivati a quel punto. Il villaggio lungo il fiume dove nuotano gli ayu in Odawara. Abbiamo capito che era probabilmente da qualche parte vicino al castello di Odawara."
Ushiromiya Jessica,"Il problema è la riga successiva. D'accordo, vediamo dove lo strano ragionamento di Battler può portarlo."""
,"Jessica fece un ampio sorriso. Sembrava stesse dicendo che, se l'indovinello avesse potuto essere risolto così facilmente, lei avrebbe trovato la soluzione tempo fa."
,"... Dannazione, lo troverò di sicuro e lo terrò tutto per me!"
Ushiromiya Battler,"""Il quarto verso. ... In quel villaggio, cerca la costa di cui i due ti parleranno. ... Non so cosa significhi ‘i due’, ma comunque, la costa. ... Che significa vicino alla costa?! No, aspetta... c'è nessun posto qua vicino con ‘costa’ nel nome?"""
Shannon,"""Ummm... ho sentito che c'è un posto chiamato {c:86EF9C:Sogakishi} in Odawara."""
