Speaker,Italian (Ars Magica) (Old) (ITA)
,"""Davvero! Perché i ragazzi diventano dei perfetti idioti quando sono in gruppo?!"""
,La stanza di Jessica si riempì di risate.
Ushiromiya Jessica,"""Diavolo, è stata davvero una gran presa di coscienza...! Pensavo che questo ragazzo fosse un po' figo, un po' maturo. E poi l'ho visto con altri ragazzi della sua classe, parlando di cose sconce con una risata spaventosa!"""
Shannon,"""È vero che i ragazzi si comportano sempre da bambini quando sono assieme."""
,"""Beh, non che le ragazze siano molto meglio!"""
,"""""Ahahahahahahahaha!!"""""
,La divertente chiacchierata tra ragazze continuò senza fine.
,"Quella notte, Krauss e Natsuhi erano fuori fino a tardi per una riunione su Niijima."
,"Normalmente, Natsuhi controllava sempre, quindi Jessica si assicurava sempre di essere rigida con le domestiche giovani, ma quando Natsuhi non era attorno, Jessica non lo faceva mai."
,Aveva invitato le domestiche coetanee nella sua stanza e stavano chiacchierando rumorosamente...
,"A quell'età, tutti vogliono imparare qualcosa sull'amore."
,"A causa dei modi rigidi e severi con cui Jessica era stata cresciuta, lei si divertiva ancora di più a parlare d'amore..."
,"""Ma lei è davvero incredibile, Milady. A quest'età! Non ci sono ragazzi di cui è interessata?"""
Ushiromiya Jessica,"""B-Beh, mi piacerebbe innamorarmi, ma non ce ne sono di buoni... q-qui intorno...!"""
,"""Credo che lei debba essere più propositiva. Ora può essere rilassata, ma non durerà molto, ok? Una volta che qualcuna delle sue amiche inizierà ad uscire con qualcuno, il suo mondo si capovolgerà."""
Ushiromiya Jessica,"""È... è impossibile che succeda... nessuna delle mie amiche è una traditrice... {n}C-Credo."""
,"""Ah, no, no, no! La comparsa dell'amore è quel momento in cui non si può contare sull'amicizia tra ragazze! Se incontrasse qualcuno che le piace, tradirebbe le sue amiche e uscirebbe col ragazzo senza pensarci due volte, no?!"""
Ushiromiya Jessica,"""A-Ahahahahahahahahahahaha... C-Che mi dici di te, Shannon...?! Non è giusto che sia solo io quella a parlare!"""
Shannon,"""Io, umm... non ho nessuno che mi piaccia qua attorno..."""
,... Non qua attorno.
,"Lui è lontano, molto lontano... e come Orihime e Hikoboshi, non riesco a vederlo molto spesso."
,In realtà... non so nemmeno quando potrò vederlo di nuovo.
,"... Tuttavia, io credo che un giorno verrà per me. ... Ci credo."
Ushiromiya Jessica,"""Non tradirmi, va bene, Shannon?! Se avremo dei ragazzi, li avremo assieme, ok?! Ok? Ok? Abbiamo promesso, ok?!"""
,"""Beh, potrà non crederci, ma non è raro per le ragazze come Shannon-chan cominciare a capire prime delle altre! *giggle*giggle*!"""
Ushiromiya Jessica,"""Shannon, confessa!! Non stai uscendo con nessuno, vero?! No, vero?!"""
Shannon,"""N-No. Davvero..."""
Ushiromiya Jessica,"""Davvero?!"""
Shannon,"""D-Davvero..."""
Ushiromiya Jessica,"""Avremo dei ragazzi nello stesso momento, ok? Non importa cosa succede, va bene?! Tutti coloro che mentiranno mangeranno pesci-istrice!!"""
Shannon,"""S-Sì... lo prometto..."""
,"""Sembra che sta dicendo una bugia! Scommetto che Shannon-chan sarà la prima di tutte! Posso dirlo con certezza. Sono sempre quelle tranquille ad essere le prime...!"""
Ushiromiya Jessica,"""Shannon, come hai potuto?! Confessa, confessa!!"""
Shannon,"""P-Per favore la smetta, Milady...! F-Fa il solletico...! A-Ahahahahaha...!!"""
,"... E così, un altro pomeriggio di domenica trascorse."
,Riuscii a liberarmi dalla lotta e guardai il cielo attraverso la finestra.
,"... Battler-san starà chiacchierando felicemente con i suoi amici da qualche parte, come sto facendo io?"
,Come io sto pensando a te in questo modo... tu stai pensando a me...?
,"Ma se me lo chiedessi, sarebbe come ammettere che non mi fido di te."
,... Io aspetterò.
,"E, quando verrai per me, io annuncerò immediatamente il licenziamento dal mio lavoro."
,Mi sono già preparata a farlo. ... Ma... tu non sei ancora venuto.
,"Non è perché tu non verrai... ma perché io non sono ancora abbastanza determinata, giusto?"
,"È perché non ho ancora chiaramente concepito un futuro con te, giusto?"
,Io aspetterò. ... Non importa quanto.
,"... Fino a quando tu verrai per me, su un cavallo bianco..."
,Io farò sempre tesoro della nostra promessa. La promessa della nostra preziosa risoluzione...
,"""No, mai fare una promessa con un ragazzo. Non si può contare su di loro!"""
,"Pensando che mi avesse letto nel pensiero, mi voltai indietro."
,"Ovviamente, non l'aveva fatto..."
