Speaker,Italian (Ars Magica) (Old) (ITA)
,"L'entrata della villa era chiusa a chiave, ma Erika possedeva un passepartout, perciò riuscì ad aprirla senza troppi problemi."
,"Aveva costretto Krauss e gli altri a prendere i passepartout dai domestici, e in quell'istante, aveva utilizzato qualche trucchetto per sottrarne uno..."
Dlanor,"""ALLORA. Da dove COMINCIAMO?"""
Furudo Erika,"""Perché chiederlo? ... Andiamo a sentire la risposta di Battler-san."""
,"Sogghignando, Erika irruppe nell'atrio e attraversò la sala da pranzo... più in fondo... più in fondo."
,... Si diresse nella stanza dove Battler giaceva morto.
,Battler avrebbe potuto rimandare la decisione di mantenere o meno i sigilli sino a che Erika non avesse controllato di persona.
,"Tuttavia, qualora Erika li avesse controllati... il Game Master avrebbe dovuto mostrare cosa gli fosse successo."
,All'interno del gioco della strega in cui si trovavano... il semplice fatto di andare a controllare lo stato dei sigilli rappresentava un attacco.
Dlanor,"""... Siete PRONTO, Lord BATTLER?"""
Ushiromiya Battler,"""Certo. ... O come diresti tu... forza, fatti avanti."""
Furudo Erika,"""{p:0:＜}Good{p:0:＞}! Allora mostraci la tua risposta. Dunque... i sigilli sono spezzati oppure no? La stanza chiusa è rimasta intatta... o no...?!"""
,"La pedina che Erika teneva in mano... era la regina bianca, che rappresentava lei stessa."
,Il suo bersaglio... era la posizione di Battler. Sfrecciò...
,Erika si precipitò nel corridoio con un sorriso stucchevole e si avvinghiò alla porta come fosse un ragno.
,"E poi, esaminò attentamente i sigilli che aveva disposto precedentemente."
Furudo Erika,"""... Heh... heheheheheheheheeheheheheheehheh! ... Ne sei sicuro...? {n}Ne sei sicuro... Battler-saaaaaaan...?!"""
{f:5:Beatrice},"""V... Va tutto bene, Battler-san...?"""
Ushiromiya Battler,"""... Sì, non posso tornare indietro adesso. ... Dopotutto, nonostante sia rinchiuso qui dentro... ci sono vari modi per porre la lettera."""
{f:5:Beatrice},"""Però, Erika probabilmente entrerà nella stanza degli ospiti. E a quel punto, noterà il tuo cadavere. ... Che cosa farai?! Se il cadavere fosse lì, allora non ci sarebbe alcun problema. ... Il contenuto della lettera verrebbe meno, ma non dovrebbe rappresentare una penalità. ... Eppure... hai intenzione di lottare a testa alta...!"""
Ushiromiya Battler,"""Ci sono momenti... quando un uomo viene affrontato... in cui è necessario che risponda, a prescindere dall'avversario."
Ushiromiya Battler,"... Io non devo... arrendermi ora. ... Accolgo la sfida. Posso cercare una via d'uscita più avanti...! Sono riuscito a farlo l'ultima volta nello studio di Kinzo...! ... Non preoccuparti... posso farcela...! Posso farcela!! Forza, Erikaaaaaaaaaaaa!!!"""
Dlanor,"""{p:1:Abbiamo confermato che i sigilli della stanza degli ospiti sono INTATTI.} {p:1:Dal momento in cui Lady Erika ha confermato l'esistenza di Battler, questa stanza chiusa è rimasta INALTERATA.}"""
Furudo Erika,"""{p:0:＜}Good{p:0:＞}!! Sto per rompere i sigilli!! Strappa, squarcia!! Heh, hehihihihihihihihihihihi!!!"""
,Erika distrusse il sigillo di nastro adesivo sulla porta in estasi...
,Sembrava quasi che la stupratrice intellettuale avesse finalmente messo a nudo la sua vera natura.
Furudo Erika,"""... Ok... sto aprendo... sta' a guardare... ecco esposto... lo scenario di Battler...!! Hehihihahahaahaaaaaaaaahhh!!!"""
,Come una canaglia che importuna un'ingenua ragazza... Erika spalancò la porta avidamente e senza alcuna pietà.
,"E così, alla fine... l'interno della stanza degli ospiti di Battler veniva osservato da Erika."
,Battler era costretto a mostrarlo.
,"... C'era un cadavere, oppure no?"
Furudo Erika,"""{p:0:＜}Come ooooooooooooooon{p:0:＞} Battleeeeeeeeeeeeeeeer!!"""
Ushiromiya Battler,"""Aaaaaaaaaaahhh, ecco la mia risposta!!"""
,Battler afferrò una pedina nera dalla scacchiera e la sollevò.
,... Aah... quella pedina...
,Beato non aveva ricordi del tempo in cui era lei l'esperta di questo gioco.
,"Eppure... per qualche ragione, realizzò che si trattava di una mossa a cui non si poteva porre rimedio."
,"Una volta che questa pedina viene mossa, non si può più tornare indietro...!!"
,Uwaaaaaaaaaaaaaaaaaaahhhhh!!
,... La stanza degli ospiti venne ricoperta da un'oscurità silenziosa.
