Speaker,Italian (Ars Magica) (Old) (ITA)
,"Erika stava sonnecchiando sul letto, quindi quando qualcuno bussò alla porta, ci mise un po' a rendersene conto."
,Guardò l'orologio e vide che non era passato molto tempo da quando si era coricata.
Furudo Erika,"""... Sì, chi è? Spero che abbiate una buona ragione per bussare alla porta del detective a quest'ora..."""
Furudo Erika,"""Già. ... ho una cosa da dire prima di iniziare questo gioco."""
Ushiromiya Battler,"""Oh, quella roba sulla dichiarazione da detective. Fai pure."""
Furudo Erika,"""No, voglio dire l'opposto. ... Ti sto proponendo di alzare la posta in gioco."""
{f:5:Beatrice},"""... Alzare... la posta...?"""
{f:5:Lambdadelta},"""Di che stai parlando? Sembra interessante. Che intendi dire?"""
{f:5:Bernkastel},"""... Semplice. Battler ha umiliato Erika nell'ultimo gioco. Quindi, se Erika fa lo stesso stavolta, finiremmo soltanto in parità."""
{f:5:Beatrice},"""L'ultimo gioco non è stato un pareggio...?"""
{f:5:Bernkastel},"""Abbiamo sprecato un'opportunità di vincere facilmente, no? Se quella non era una sconfitta, non so dirti cosa fosse. Giusto, Erika...?"""
Furudo Erika,"""S-Sì, mia padrona. Se non avessi fallito così miseramente, avremmo vinto sicuramente quel gioco..."""
{f:5:Lambdadelta},"""... Ooooh, capito. Quindi questa volta combatterai intenzionalmente con uno svantaggio senza fare la proclamazione da detective... e vincere nonostante ciò...! Hai intenzione non solo di cancellare la sconfitta del gioco precedente, ma di ribaltare completamente il punteggio, giusto?"""
{f:5:Beatrice},"""I... Intendi partecipare al gioco che Battler-san ha creato con tutto il suo cuore e la sua anima con uno sciocco handicap del genere...? Non solo è da presuntuosi, è parecchio scorretto...!"""
Ushiromiya Battler,"""... Certo che lo è. Suona più come una scusa nel caso in cui perdessero."""
{f:5:Lambdadelta},"""Vero, puoi vederla anche così. Se vincessero, sarebbe una grande vittoria, ma se perdessero, Erika avrebbe una bella scusa. Non è un po' antisportivo?"""
{f:5:Bernkastel},"""Non preoccuparti, è una scommessa bilanciata per entrambe le parti. {n}Se vinceremo questo gioco come umani senza la proclamazione da detective, sarà impossibile per Battler e gli altri raccogliere i pezzi dell'Illusione della Strega."
{f:5:Bernkastel},"... D'altro canto, se Erika perderà, quella schifezza di detective verrà spedita nell'abisso dell'oblio, col peggior Frammento possibile."""
Furudo Erika,"""..."""
