Speaker,Italian (Ars Magica) (Old) (ITA)
,"""Le voci dicono, Ange-chan, che sei saltata giù dalla cima di un grattacielo?"""
Ushiromiya Ange,"""Le groupie stavano cominciando a diventare fastidiose, così ho pensato di seminarle."""
,"Ange e un vecchio signore vestito con un costoso completo erano da soli in una moderna, enorme stanza."
,"Vi erano installati tutti i macchinari più moderni per le presentazioni, ma non rovinavano l'atmosfera raffinata e composta della sala conferenze, e questo era più che sufficiente a rendere chiaro il tema affaristico della stanza."
,"Tuttavia, ciò non interessava minimamente ad Ange."
,"Sedeva senza prestarci attenzione su una sedia di alta classe su cui sedeva probabilmente un qualche dirigente con uno stipendio di diverse decine di milioni di Yen, sembrando distaccata dal mondo."
Ushiromiya Ange,"""È successo perché sapevo che erano in corso lavori per riparare le scale e c'era una rete di sicurezza sotto."""
,"Ange ne parlava come se non fosse un grosso problema, ma in realtà, era stato un ‘miracolo’ tra i miracoli."
,"Pensare che si era lanciata attraverso vari strati di reti di sicurezza disposte per il progetto di riparazione, che era atterrata su uno striscione colorato che adornava l'altro e che era scivolata... solo per essere dolcemente raccolta da un ultimo striscione e mettere piede al suolo senza un graffio, lasciando quel posto con nonchalance... ridicolizzava i film di Hong Kong."
,"""Che tu sapessi che ci fosse o no una rete, era un enorme grattacielo di 200 metri, giusto? Se le cose non fossero andate come avevi previsto, ci sarebbe un bel casino da risolvere ora."""
Ushiromiya Ange,"""... Ho pensato che se fossi morta, sarei morta e basta, qualcosa del genere. {n}Beh, comunque, stavo testando un po' la mia fortuna. È tutto a causa del mio fervore giovanile."""
,"Come per dire che ne aveva abbastanza di quell'argomento, Ange si chiuse freddamente nelle spalle."
,"Vedendo ciò, il vecchio signore, che stava ammirando il mondo attraverso una fessura nelle tende, sghignazzò."
,"""Quindi stavi mettendo alla prova la tua fortuna...! Accidenti, sei davvero la nipote di Kinzo-san. Il coraggio di mettere la tua vita nelle mani del caso. ... Anche la Presidentessa era una persona in grado di mettere in gioco la sua vita come se nulla fosse, quindi è questo il sangue degli Ushiromiya?"
,"... Diventerai davvero grande in futuro. Non dirò nulla di male. Perché non lasci perdere questa commedia della fuga da casa e torni alla famiglia Sumadera?"""
Ushiromiya Ange,"""Ho sentito dire che Mamma non era in buoni rapporti con la sua famiglia. {n}Non voglio vivere da persone che ho incontrato per la prima volta ad un funerale."""
,La famiglia Sumadera era la famiglia di mia Madre.
,"Era una vecchia famiglia di Kyoto, e paragonata alla schiettezza di Mamma, incredibilmente rigida."
,"L'unica persona nella famiglia Sumadera con cui sono stata in buoni rapporti era il Nonno, che viveva da solo con la scusa di essersi ritirato."
,"Anche Mamma interagiva solo col Nonno, ma non curava per niente il resto della sua famiglia, come se ci fosse una grande ostilità."
,Anche io andavo soltanto a casa del Nonno ogni volta che andavo a giocare da loro.
,"Quando ero giovane, non avevo completamente capito, ma avevo sentito dire che il Nonno, come uomo che si era unito alla famiglia della moglie, era in una posizione estremamente debole, e anche la sua relazione con la Nonna non era buona."
,"... Forse si potrebbe dire addirittura che era davvero odiato dalla Nonna, ed era confinato in casa."
,"Non è difficile immaginare che a causa dell'affetto per il solo Nonno, anche Mamma era probabilmente odiata dalla famiglia Sumadera."
,"Come sua figlia, anche io probabilmente sono piuttosto odiata."
,"E tuttavia, sono comparsi per la prima volta al funerale di Mamma, parlando senza vergogna di come mi fossi fatta grande, come se potessero comportarsi come una famiglia dopotutto questo tempo..."
,"Dopo la morte di Eva oba-san, erediterò tutto il patrimonio della famiglia Ushiromiya."
,"Se non fosse quello il loro obiettivo, non avrebbero detto per nulla al mondo parole così disgustose."
,"""... Beh, non è che non riesca a comprendere il tuo desiderio di auto abbandono Ange-chan, ora che sei tutta sola."""
Ushiromiya Ange,"""Non è auto abbandono. È solo che, ora che quella palla al piede di Eva oba-san si è finalmente tolta dalle scatole, sono andata a fare una spensierata passeggiata. ... Tutti gli altri ne stanno facendo un problema troppo grande."""
,Ovviamente l'obiettivo di tutti è l'immenso patrimonio degli Ushiromiya in mio possesso.
,"Probabilmente pensano che se riescono a diventare i miei guardiani, saranno in grado di fare ciò che vogliono di quella fortuna."
,Quante persone hanno cercato di comportarsi come parenti per avvicinarsi a me?
,"""Anche tu, Ange-chan. Se c'è qualcosa di doloroso per te, per favore vieni a parlarmene se è di aiuto, ok? Perché penso a te come alla mia vera nipote, Ange-chan."""
Ushiromiya Ange,"""... Ahah. ... Diciamo che per ora non ti ringrazio. ... Più che altro, torniamo a quello di cui parlavamo."""
,"""Ange-chan. Non importa quante volte me lo chiedano, non nascondo nulla. {n}La Presidentessa era l'unica sopravvissuta su Rokkenjima quel giorno. È morta senza dire nulla."
,"Io stesso non ci capisco nulla. Vedi, è tutto avvolto nell'oscurità."""
,"Il vecchio signore era uno dei leader che, dopo la morte di Eva, era stato incaricato di gestire il complesso affaristico da lei costruito."
,La persona da lui chiamata Presidentessa era Ushiromiya Eva.
,"La sua compagnia un tempo era in buoni rapporti con la compagnia di Hideyoshi, e aveva buoni rapporti anche con Hideyoshi ed Eva."
,"Per questa ragione, dopo che Eva perse Hideyoshi, egli divenne l'unica persona a cui Eva avrebbe lasciato capire le sue vere intenzioni."
,"Quando il cuore di Eva venne lacerato dalla perdita della sua famiglia, e per questo si scaricò su Ange egli agì da mediatore tra le due, quindi anche se Ange non si fidava di lui, lo trovava una persona piuttosto facile da interrogare..."
,"""Quell'omicidio... no, quell'incidente. Se lo chiamo omicidio, avrò dei problemi. ... Ho le stesse domande del pubblico e dei talk show."""
Ushiromiya Ange,"""... Al momento dell'incidente, perché Eva oba-san era a 2 kilometri dalla villa, tutta sola? E in una notte di tempesta."""
,"""A quel tempo, Kinzo-san era insicuro su chi scegliere come prossimo successore. ... Pubblicamente doveva essere il figlio maggiore, Krauss-san, ma Kinzo-san non si fidava molto di lui."""
Ushiromiya Ange,"""... E per decider equamente un successore tra i quattro figli, creò quel gioco-test chiamato enigma dell'epigrafe...?"""
,"""È così apparentemente. ... Probabilmente Kinzo-san aveva intenzione di rendere Eva la nuova capofamiglia sin dall'inizio."
,"Voleva ritirare la sua regola secondo la quale il figlio maggiore sarebbe stato il successore, e al posto di Krauss-san, lasciare la famiglia alla brillante e diligente Eva-san."
,"... La nuova regola sul concedere l'eredità a colui che avesse risolto l'epigrafe era probabilmente una farsa per rubare il ruolo a Krauss-san."""
Ushiromiya Ange,"""Cosa intendi dire... con farsa?"""
,"""Non c'era nessun bisogno di risolvere l'epigrafe. Dopo essere stata esposta per un certo periodo, Kinzo-san avrebbe chiamato Eva-san, che voleva davvero come successore, dandole la risposta. In altre parole, proprio questo era la prova della successione alla guida della famiglia."""
Ushiromiya Ange,"""... Non hanno parlato di questo nei talk show, vero?"""
,"""Beh, è perché andando troppo avanti con la storia della successione, le teorie della cospirazione si farebbero troppo insistenti. Nemmeno io sono uno stupido. Non uscirei dalla mia strada per dire cose che potrebbero creare equivoci, capisci?"""
,Questa era la sua teoria.
,"A quel tempo, il capo della famiglia Ushiromiya, Kinzo, la cui vita era ormai al termine, aveva il problema del suo successore."
,"Normalmente, il successore dovrebbe essere il figlio maggiore, Krauss, scelto dallo stesso Kinzo."
,"... Ma ultimamente, Kinzo aveva iniziato a pensare ad Eva come un capo più appropriato."
