Speaker,Russian (RU)
,"Книга единственной правды, запечатанная Баттлером в кристалле."
,"Не сняв печать, я даже не смогу вставить ключ в замочную скважину."
{f:5:Ange Beatrice},"""......Ты же можешь снять эту печать?"""
{f:5:Bernkastel},"""Конечно."""
,"Они были в обширном, тускло освещённом пространстве."
,Если описывать одной фразой...... оно напоминало траншею на дне океана.
,"Нет, не совсем так. Это была...... библиотека."
,Но число книг и высота полок значительно превосходили все существующие книги и полки в мире людей.
,"Если высота — мера величия, ...тогда боги однозначно должны быть гигантами выше гор."
,Это место выглядело достаточно большой и великой библиотекой для таких богов.
,Каждая книга была не больше книги мира людей.
,Но полки с ними стояли как стены долины...... или как глубоководная океанская траншея.
,"Поэтому...... Энджи и другие выглядели не иначе как маленькими бабочками, залетевшими в эту обширную библиотеку."
,"......Как глубоководные рыбёшки, плавающие в океанской яме."
{f:5:Bernkastel},"""Это больше лёд, чем печать. ......Если положить его под лучи солнца, забрав у Баттлера, он со временем растает сам по себе."""
{f:5:Ange Beatrice},"""А просто разбить нельзя?"""
{f:5:Bernkastel},"""......Ты бы стала размораживать рыбу молотком?"""
{f:5:Ange Beatrice},"""Извини, я всегда была ужасна в домоводстве."""
{f:5:Bernkastel},"""......Котята, растопите эту печать."""
,"В ответ на шёпот {f:5:Бернкастель} из тёмной океанской ямы глубоко под ними......появились и собрались, словно стая рыб, несколько изумрудных бликов."
,"{f:5:Бернкастель} бросила им книгу единственной правды, и только спустя секунды стая рыб собралась вокруг книги и унесла её."
,"Те несколько секунд дали понять, насколько глубока траншея книжных полок."
,Энджи снова поразилась этой невообразимо обширной и благочестивой библиотеке...
{f:5:Bernkastel},"""Можно просто дать им разобраться с остальным."""
{f:5:Ange Beatrice},"""......И ты действительно дашь мне посмотреть, что там?"""
{f:5:Bernkastel},"""Если таково твоё желание, я его исполню. И, конечно же, я не смогу прочитать её сама без твоего ключа."""
,Энджи молча сжала золотой ключ в кармане...
,Это путешествие было таким долгим и странным.
,"В поисках правды 12‐летней давности я покинула дом...... встретила председателя Оконоги, встретила Амакусу..."
,......И в какой‐то момент это приключение охватила иллюзия ведьмы.
,Но я здесь.
,Дневник Уширомии Евы здесь.
,"Правда, написанная внутри него, прямо передо мной."
{f:5:Bernkastel},"""Отдохни пока. ......Даже у меня не так много свободного времени, чтобы тратить его всё на тебя."""
{f:5:Ange Beatrice},"""......Я не так уж и устала."""
{f:5:Bernkastel},"""Эрика. ......Подай Энджи чай."""
Furudo Erika,"""Да, госпожа!"""
,Эрика появилась из ниоткуда и поклонилась своей госпоже.
{f:5:Ange Beatrice},""".........{f:5:Бернкастель}. Если ты планируешь использовать меня и украсть ключ с книгой...... я это так не оставлю."""
Furudo Erika,"""Ка... как вы разговариваете с моей госпожой?!"""
{f:5:Ange Beatrice},"""Извини. После долгого опыта с ведьмами я решила не доверять обычным словам."""
{f:5:Bernkastel},"""......Хорошо. Я пообещаю красной правдой.{p:1:......Когда печать книги единственной правды растворится, ты, Энджи, будешь первой, кто её прочитает}. ......Сойдёт?"""
,"Некоторое время Энджи обдумывала слова ведьмы, выискивая в них подвох..."
,"Не может быть большей гарантии, чем красная правда, сказанная ведьмой. Энджи достаточно хорошо это понимала."
,"Если начать сомневаться даже в этой красной правде...... во всём мире не останется ничего, чему можно доверять."
,Если засомневаешься даже в этом...... сама правда больше не будет правдой.
{f:5:Bernkastel},"""......Тебя всё ещё что‐то не устраивает?"""
{f:5:Ange Beatrice},"""Н‐н...... ......Нет, устраивает."""
,"Если она хочет прочитать книгу единственной правды, ей понадобится помощь {f:5:Бернкастель}."
,"Энджи наконец поняла, что ничего не приобретёт, продолжая жаловаться и всё больше раздражая ведьму..."
{f:5:Ange Beatrice},"""......Когда рассеешь барьер, сразу же позови меня."""
{f:5:Bernkastel},"""Непременно. Мне тоже хочется как можно скорее прочитать книгу. Я мигом позову тебя."""
,Берн отвернулась от них и испарилась в тёмной траншее книжных полок.
,"Энджи увидела, как стая изумрудно‐зелёных рыб появилась и последовала за {f:5:Бернкастель}. ......Может, они её приспешники?"
,"Когда Энджи смотрела на изумрудные огни, напоминающие некий вид глубоководной рыбы, её ткнули в спину."
Furudo Erika,"""Пойдёмте, товарищ Энджи."""
{f:5:Ange Beatrice},"""......От этого жуть берёт, зови меня просто Энджи."""
Furudo Erika,"""Тогда вы называйте меня госпожой Эрикой."""
{f:5:Ange Beatrice},"""......Пойдёмте, товарищ Эрика."""
,Они поплыли в указанную Эрикой сторону.
,"«Поплыли» лучше описывало то, что они делают, нежели «полетели»."
{f:5:Ange Beatrice},"""......Что это за место? Оно слишком большое для библиотеки."""
Furudo Erika,"""Вряд ли вы сможете запомнить его название, так что, может, остановимся на библиотеке?"""
{f:5:Ange Beatrice},"""Я решу, что могу или не могу запомнить. Скажи мне."""
