Speaker,Russian (RU)
Ushiromiya Rudolf,"""М‐да, м‐да, какая жалость, что Анеки так ненавидит сигареты."""
Ushiromiya Hideyoshi,"""Извини. Она с прошлого вечера в дурном настроении. Ты не мог бы не обращать внимания?"""
,Рудольф и Хидэёши вышли на палубу и достали сигареты.
,"Ева всегда ненавидела запах сигарет, но когда пребывала в дурном расположении духа, то реагировала на него ещё острее."
,"Когда они решили скоротать время до прибытия на остров за расслабленным курением сигарет, она пригрозила им и выгнала на палубу."
,"Хидэёши попытался воспользоваться своей зажигалкой, но из‐за сильного ветра на палубе у него ничего не получалось.{n}Рудольф стильным жестом достал Зиппо и дал Хидэёши прикурить."
Ushiromiya Rudolf,"""Когда ты начал курить, Хидэёши нии‐сан?"""
Ushiromiya Hideyoshi,"""Сразу после войны. Поначалу я их сворачивал. А затем перешёл на то, чем торговал. Аха‐ха‐ха‐ха‐ха‐ха‐ха."""
Ushiromiya Rudolf,"""Стало быть, ты встретился с Анеки уже будучи курильщиком. Держу пари, она всё время говорила тебе бросить это дело."""
Ushiromiya Hideyoshi,"""Я никогда её не слушал. Аха‐ха, похоже, мужчина временами должен проявить упрямство."""
,"Хидэёши от души рассмеялся, а Рудольф лишь усмехнулся."
,"Обруганные Евой, они удручённо выбежали на палубу. Она определённо доминировала над ними."
Ushiromiya Hideyoshi,"""...Она обычно не столь вспыльчива. ...Нет, обычно она более добрая, тихая женщина. Но она меняется каждый год с наступлением этого дня."""
Ushiromiya Rudolf,"""Правда? По мне, так она та же Анеки, которую мы давно знаем."""
Ushiromiya Hideyoshi,"""...Верно. Она вновь стала Евой из семьи Уширомия. ...Но она так отличается от той Евы, которую знаю я."""
Ushiromiya Rudolf,"""..................Что ж, я могу понять, чего она не в духе. ...Это семейное собрание будет тем ещё геморроем."""
Ushiromiya Hideyoshi,"""...И не говори. ...Этот план по выбиванию денег из Краусса нии‐сана. Хоть мы и называем грядущее мероприятие семейным собранием, на самом деле это лишь грызня между братьями и сёстрами."""
,"До семейного собрания брат и сёстры втроём заключили тайный союз, не включавший Краусса."
,В сложившейся ситуации все они крайне нуждались в больших денежных суммах.
,"И единственным, кто мог бы выручить их, был Краусс, говоривший от имени главы семьи Уширомия с тех пор, как Кинзо заперся в своём кабинете."
,"Брат и сёстры уже давно ощущали, что Краусс в корыстных целях воспользовался потерей Кинзо интереса к своему богатству и начал растрачивать это богатство для собственных целей."
,"Пока у его брата и сестёр всё шло хорошо, они притворялись, будто не замечают, пусть даже и находили это отвратительным... Но теперь, когда им потребовались деньги, они не могли молча принять этот факт."
,"Ева позвала Рудольфа и Розу в союз, и они замыслили путем интриги забрать эти деньги у Краусса."
Ushiromiya Hideyoshi,"""...Рудольф‐кун, мы с тобой оба президенты компаний. Мы несём ответственность за благосостояние наших работников."""
Ushiromiya Rudolf,"""Роза тоже президент. Ну, в качестве хобби."""
Ushiromiya Hideyoshi,"""Верно, прости. ...Короче говоря, на всех нас лежит тяжкое бремя."""
Ushiromiya Rudolf,"""...Теперь, когда я бросил перчатку перед правлением, я должен добыть деньги, даже если это означает, что мне придётся встать на колени или хлебать грязь."""
Ushiromiya Hideyoshi,"""Аналогично. ...Я не могу предать тех работников, доверявших мне и следовавших за мной так долго. ......Вот почему я обязан выбить деньги из Краусса нии‐сана, даже если придётся взять его за горло ."""
Ushiromiya Rudolf,"""Анеки всегда была не в ладах с Аники. ...А сейчас она должна открыто выступить против него. Полагаю, этого достаточно, чтобы сделать её раздражительной."""
Ushiromiya Hideyoshi,"""Как я и думал. Значит, Ева всегда была в плохих отношениях с Крауссом нии‐саном?.."""
Ushiromiya Rudolf,"""Она об этом не рассказывала? Это была серьёзная вражда."""
Ushiromiya Hideyoshi,"""Она бы не рассказала мне о своём прошлом, даже если бы я спросил. Наверное, она не желает вспоминать."""
Ushiromiya Rudolf,"""...Анеки всегда была умна и смотрела в корень. Её оценки тоже были хороши. По сравнению с ней Аники был лишь посредственностью. ...Даже то, что она находилась рядом с ним, уже оказывало на него достаточное давление, но Анеки продолжала хвастаться этим, загоняя Аники в тупик."""
Ushiromiya Hideyoshi,"""...Вот глупая... Почему она загоняла его в угол с такой неприкрытой враждебностью? Этим ничего не добьёшься."""
Ushiromiya Rudolf,"""Ха‐ха‐ха, и впрямь."""
Ushiromiya Rudolf,"""...Анеки сожалеет о том, что родилась женщиной. ...В конце концов, она, наверное, так и не смогла простить Аники в силу того, что он унаследует главенство просто потому, что он — мужчина. ...Так что она всегда хвасталась отцу, что она превосходит Аники в каждой мелочи."""
Ushiromiya Hideyoshi,"""Отец действительно старомодный человек. Его ценности разделяют мужчину и женщину. Думаешь, отец слегка недолюбливал Еву из‐за её страсти выделяться?.."""
Ushiromiya Rudolf,"""....................."""
Ushiromiya Krauss,"""Считаешь ли ты, что образование для женщины — как сахар в чёрном чае? Без него вкуса нет, но избыток портит чай."""
,"...Поскольку чай можно пить и без сахара, это было почти то же самое, как сказать, что женщина не нуждается в образовании."
