Speaker,Russian (RU)
,......Баттлер ничего не делал — только лениво смотрел в окно.
,Спору между родственниками не было конца......
,Первым делом все столпились у кабинета.
,"Но, сколько бы они ни стучали, его хозяин ни разу не откликнулся."
,"Ева и ещё некоторые сказали, что нужно открыть дверь вторым ключом, который у Генджи."
,"Однако Нацухи в мгновение ока ответила, что Кинзо был в особенно плохом настроении и забрал обратно ключ, ранее данный Генджи. А значит, оба ключа у него. Поэтому они не могли открыть дверь."
,"После того как она пообещала завтра утром несмотря ни на что дать им встретиться с Кинзо, они наконец вернулись в столовую."
,"Но, конечно же, спор продолжился и после их возвращения туда."
,"Группа Евы хотела быстро получить большую сумму и угрожала Крауссу, пытаясь заставить его выплатить деньги."
,"......Видимо, разгадка Баттлером эпитафии поставила под угрозу позицию Краусса как следующего главы, что дало остальным сильный толчок."
,"С другой стороны, Краусс и Нацухи основывались на том, что не было указано, будто право собственности на золото перейдёт к разгадавшему эпитафию."
,"Это не скрытое золото, а простые запасы Кинзо, которые до сих пор являются его собственностью, поэтому вполне естественно, что оно будет разделено только после смерти Кинзо, вместе с остальной частью наследства."
,"Они утверждали это, а группа Евы продолжала настаивать на встрече с ним."
,......С самого начала было ясно.{n}Исход их спора может решить только Кинзо...
,"Очевидно, что это противостояние между группой Евы, желающей быстро получить наличные, и Крауссом, который скрывал недостаток средств, но всё ещё не нуждался в деньгах немедленно."
,"Смутно слушая их разговор...... Баттлер поразился тому, насколько огромные долги у них были несмотря на их привычный богатый вид..."
Ushiromiya Krauss,"""Вы ведь уже говорили это. Достаточно, давайте отдохнём. Мы все снова и снова повторяем одно и то же."""
,На часах была почти полночь.
,"Безусловно, прекрасное время для отдыха."
,Обстановка немного смягчилась...
Ushiromiya Hideyoshi,"""Согласен. Взять перерыв было бы хорошо для обеих сторон. ...Поэтому почему бы нам не записать остальное. С меня хватит споров по поводу того, что было или не было сказано."""
Ushiromiya Eva,"""Действительно. Нам и в самом деле не обойтись без записи процесса, иначе брат и дальше будет запросто отрицать сказанное ранее."""
Ushiromiya Kyrie,"""Не хотелось бы делать письменную запись, да и её можно подделать."""
Ushiromiya Rudolf,"""Верно. ......Брат, не хочешь их завести?"""
Ushiromiya Krauss,"""Набор кассет? ...Вот как. Так мы можем продолжить запись, не тратя время на писанину, и подделать её будет невозможно. Справедливо для обеих сторон."""
Ushiromiya Natsuhi,"""Только не испортите ничего!.. Там драгоценные кассеты отца!"""
,Достойный набор кассет идеально сочетался с этой величественной столовой.
,Приятным воскресным утром иногда проигрывались знаменитые ленты или записи.
,А сейчас они играли роль нейтральных и беспристрастных хранителей записи собрания...
,Рудольф выборочно перебирал кассеты в поисках пустой плёнки.
,"И каждый раз, находя кассету с 'высокой' музыкой, он усмехался и думал о напыщенности этого."
Ronoue Genji,"""Прошу прощения. ......Вы звали?"""
Ushiromiya Rosa,"""Мы берём перерыв. Не могли бы вы сделать нам какие‐нибудь напитки? Печенье было бы тоже кстати."""
Ronoue Genji,"""Конечно. Сейчас же будет сделано......"""
Ushiromiya Rosa,"""И...... простите. У вас не найдётся лекарства от простуды? Кажется, у меня температура."""
Ushiromiya Krauss,"""Тогда не перенапрягайся. Иди поспи."""
Ushiromiya Eva,"""Если действительно хочешь, почему бы не вздремнуть, Роза? Хотя я бы не вышла из такого важного собрания из‐за обычной простуды."""
Ushiromiya Krauss,"""Правда? Позволь и мне взять перерыв. Нацухи, почему бы и нам не сделать паузу."""
Ushiromiya Natsuhi,"""............Да, дорогой."""
,"Чувствуя, что он имел в виду стратегическое совещание, Нацухи встала."
,"......Даже если нет, она так отчаянно рвалась хотя бы на мгновение выйти из этой комнаты, что приняла бы любое оправдание."
,Краусс и Нацухи покинули столовую...... и напряжение в комнате окончательно спало.
Ushiromiya Battler,"""............Эх."""
Ushiromiya Kyrie,"""Ты отлично справился, Баттлер. ......Представляю, каково тебе. Считай это частью взросления и смирись."""
Ushiromiya Battler,"""И сколько ещё я буду тут сидеть без дела?"""
Ushiromiya Kyrie,"""......Кто знает. Ты ведь словно наш личный переносной алтарь. ......Засыпаешь?"""
Ushiromiya Battler,"""Хех, почти как в школе."""
Ushiromiya Kyrie,"""Думаю, отец сегодня в любом случае не покажется. Когда Краусс и остальные вернутся, я предложу тебя отпустить."""
Ushiromiya Battler,"""......Рассчитываю на вас."""
,*тук*тук*.
,Вместе раздались тихие стуки и слабый звон китайского фарфора.
Shannon,"""Прошу прощения......"""
Kanon,"""Мы принесли чай."""
