Speaker,Russian (RU)
Ushiromiya Rosa,"""Где ты, {f:5:Беатриче}?! Покажись!!! {f:5:Беатриче}‐е‐е‐е‐е‐е‐е!!!"""
,"Роза, наконец, достигла часовни. Она водила ружьём вокруг себя, выкрикивая имя ведьмы, но ей просто‐напросто некому было ответить."
,"Слегка поморщившись, она подошла к столу, где всё ещё находились трупы её братьев и сестры, и протянула руку к золотому слитку."
,"Он был довольно увесист, но Роза не остановилась.{n}Она завернула его в плед, и взвалила на плечо."
Ushiromiya Rosa,"""По крайней мере... даже один... Даже этот единственный слиток должен стоить больше 10 миллионов"""
,"Не отпуская ружьё, Роза несла золото.{n}...Её плечи, казалось, вопили от напряжения, но она не подавала виду."
Ushiromiya Maria,"""......Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи. Это произойдёт очень скоро. ...Очень скоро, дверь в Золотую Землю откроется."""
Ushiromiya Rosa,"""Прекрати смеяться этим жутким голосом! Где {f:5:Беатриче}?! Да, ты же должна знать, она где‐то здесь, верно?!! Ты знаешь, ведь так?! Где же?!"""
Ushiromiya Maria,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи. Я не знаю. Даже если ты не будешь её искать, ты сможешь встретиться с ней в Золотой Земле. ...Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи, ай."""
Ushiromiya Rosa,"""Прекрати этот смех!!! ......А‐а‐ах, я уже почти готова расхохотаться! Ну конечно же, это точно была ведьма, несомненно ведьма! Я не отдавала себе отчёта, я думала, что это был человек, называющий себя ведьмой, но я ошибалась!!!"""
Ushiromiya Rosa,"""...Это на самом деле была ведьма! Я не поведусь на такое! Ты здесь, верно?! Выходи, покажи себя!!! {f:5:Беатри‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐иче}!!!"""
Ushiromiya Maria,"""Я же сказала тебе, она появится очень скоро. Дверь в Золотую Землю будет открыта. ......Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи..."""
Ushiromiya Kinzo,"""...........Правильно. Разве это не замечательно! Я не против пожертвовать ладьей! Ты, женщина, являешься королём, которого нельзя достать, если не готов потерять всё, что имеешь. Я загоню тебя в угол, {f:5:Беатри‐и‐и‐и‐иче}. Хи‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!"""
{f:5:Beatrice},"""По крайней мере называй меня королевой. Хо, какой блестящий ход. Так твоя кровь, нет, кровь Уширомия не желает сдаваться."""
Ushiromiya Kinzo,"""......Как приятно! Действительно, изысканная ночь. Ку‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!!"""
