Speaker,Russian (RU)
{f:5:Bernkastel},"""......Эрика, Дланор."""
Furudo Erika,"""Да, госпожа."""
Dlanor,"""Вы звали?"""
{f:5:Bernkastel},"""......Останьтесь в этом фрагменте и объясните всё в остальных играх с первую по четвёртую. Жалкой ведьмы на короткий миг, утверждавшей, что иллюзия ведьмы реальна, больше нет. Раскройте всю правду."""
Furudo Erika,"""*хи‐хи*! Как скажете, госпожа. Нет такой загадки, которую я, Фурудо Эрика, не могу разгадать."""
{f:5:Bernkastel},"""......Разумеется. Именно поэтому ты моя фигура, мой двойник. *хи‐хи*хи‐хи*хи‐хи*!"""
,{f:5:Бернкастель} широко и жутко улыбнулась... и Эрика разделила её улыбку.
,"......Иллюзия ведьмы {f:5:Беатриче} исчезла, и теперь результаты всех предыдущих игр будут переписаны."
,Она сокрушена всеми возможными способами...... и осталась только откровенная истина.
,Такая слабая правда для Эрики была всё равно что рыба на разделочной доске...
Furudo Erika,"""Предыдущие четыре игры можно объяснить с Нацухи в роли убийцы или же с определёнными отклонениями, основанными на этой схеме. Больше никто не посмеет сказать, что преступление совершила ведьма {f:5:Беатриче}. Я соберу всё воедино и подарю вам первоклассную историю."""
{f:5:Bernkastel},"""*хи‐хи*...... Не пропускай ни одного фрагмента легенды Беато. Слухи среди служащих, разговоры о необъяснимых событиях, словно эта легенда тому причина, иллюзия ведьмы наряду с иллюзией Кинзо. ......Раз и навсегда разберись со всем этим."""
Furudo Erika,"""Разумеется. Сейчас и начну. ......Мебель теперь под стражей. Мы спешим идентифицировать их сосуды."""
,Семь сестёр чистилища уже были взяты под стражу.
,"Шумных сестёр, служивших Беато, теперь ждало лишь опровержение их существования."
,На какой иллюзии они основаны и что позволило им 'появиться'?
,......Всё будет раскрыто...... и опровергнуто.
Dlanor,"""Айзерн Юнгфрау уже начали расследование. Судя по последним данным, высока вероятность, что они были созданы в 1960 в окрестностях Нью‐Йорка. Помощник уже отправлен на место."""
{f:5:Bernkastel},"""1960‐е? Семь сестёр чистилища <made in USA>? Пф‐ф, *хи‐хи*хи‐хи*хи‐хи*...... Хвастаются про связь с царём Соломоном и служение тысячелетней ведьме, когда на самом деле они полнейший обман. И кто это был?.."""
Furudo Erika,"""Согласно докладу...... некая группа мошенников продавала фальшивки богатым поклонникам оккультизма."""
Dlanor,"""Обманутые миллионеры перепродавали подделки, выдавая те за настоящие, поэтому есть вероятность, что эти подделки ложно обожествляли энтузиасты в этой {f:5:области}. Мы спешим найти подтверждения и уточнить детали."""
Furudo Erika,"""Так Уширомия Кинзо был простаком, платившим большие деньги за любой фальшивый оккультный объект?"""
{f:5:Bernkastel},"""......*хи‐хи*хи‐хи*, аха‐ха‐ха‐ха‐ха‐ха!.. Так вот кто такие Семь сестёр чистилища?.. Как странно, аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха! Полнейший обман, как и иллюзия ведьмы Беато."""
Furudo Erika,"""Дешёвые, поддельные сувениры, называющие себя семью смертными грехами. ......Впрочем, я всегда знала, что они не более чем пресс‐папье, которые продают в сомнительных сувенирных лавках."""
{f:5:Bernkastel},"""*хи‐хи*хи‐хи*! Пресс‐папье!.. Аха‐ха‐ха‐ха‐ха‐ха‐ха‐ха‐ха!!! Вы уже столкнули Сестёр с правдой?"""
Dlanor,"""Пока нет."""
Furudo Erika,"""Они до сих пор всерьёз верят, что их создал великий волшебник более тысячи лет назад. ......Хотелось бы предстать перед ними сразу с полными доказательствами и правдой, и пусть знают, что они обыкновенные пресс‐папье стоимостью менее 30 долларов США."""
{f:5:Bernkastel},"""Интересно, какие у них будут лица, когда они потеряют всякую надежду. ......*хи‐хи*, жду не дождусь. Не забудь позвать меня. Я приду посмотреть с лучшим чёрным чаем и черносливом."""
,"Иллюзия Беато уже уничтожена, и доказано, что всё — результат {y:0:Человеческих}{n:0:человеческих} заблуждений."
,"Какой бред сотворил их, и что, в первую очередь, привело к их появлению?{n}Когда всё будет идеально доказано и брошено им в лицо..."
,......Иллюзия исчезнет и окончательно разрушится.
,Вот что они имели в виду...... под казнью.
Dlanor,"""......Казнь не шоу. Общепринято не выставлять её на публику."""
Furudo Erika,"""Великая леди {f:5:Бернкастель} — член сената — проверяет, хорошо ли Верховный суд исполняет свои обязанности. Ты, простой инквизитор ереси, хочешь помешать этому?.."""
{f:5:Bernkastel},"""Да, именно. Я просто понаблюдаю, как представитель сената, чтобы убедиться, что вы исполняете все надлежащие процедуры. ......*хи‐хи*хи‐хи*хи‐хи*."""
Furudo Erika,"""Сейчас мы готовимся заключить под стражу {f:5:Вергилию}, Ронове и Гаап. Расследование ведут сёстры Чиесты императорской гвардии."""
Furudo Erika,""".........Естественно, этих троих, связанных с {f:5:Беатриче}, мы тоже задержим и казним."""
{f:5:Bernkastel},"""Дланор. Какова истинная сущность сестёр Чиест?"""
Dlanor,"""......Мы предполагаем, что их сосуды — оружия, используемые в совершении преступлений. Старший помощник Гертруда собрала специальную команду. В настоящее время мы расследуем все случаи."""
Furudo Erika,"""Я тоже с нетерпением жду казни сестёр Чиест!.. По одному? Или всех сразу?"""
{f:5:Bernkastel},"""Никто не настолько глуп, чтобы сразу класть в чайник всю банку чайных листьев. Нужно наслаждаться медленно, по одной ложке за раз."""
Furudo Erika,"""*хи‐хи*хи‐хи*! Так и есть. Давайте казним их в определённые дни. Мебель и ведьм — одного за другим. Я каждый день буду показывать вам по казни."""
{f:5:Bernkastel},"""Прекрасно. .........Всё‐таки их так много. Думаю, мы сможем развлекаться целые две недели."""
