Speaker,Russian (RU)
,Quadrillion.
,На Роккенджиме это слово есть только в одном месте.
,"Золотые бабочки пролетели от тени до тени, избегая капель дождя."
{f:5:Beatrice},"""......Если не ошибаюсь, наверное, здесь."""
,"......Часовня.{n}Таинственная постройка — одна из старейших на Роккенджиме, — которую построили одновременно с особняком."
,"Она называлась часовней, но Кинзо ни разу не молился в ней, а членам семьи не разрешалось туда входить."
,"Был строгий приказ не приближаться к ней без причины, и её назначение всегда оставалось загадкой."
,Но все эти тайны спустя несколько десятилетий наскучили.
,"В какой‐то момент все забыли о том, что вообще есть такая часовня, и больше никто на Роккенджиме не думал об этом здании......"
,"Разумеется, Беато тоже."
,"Она ненавидела скуку и не желала приближаться к тем местам, в которые люди никогда не ходят."
,"Её последним воспоминанием было время, когда она пошла туда посмеяться над Шаннон, когда та убиралась."
{f:5:Beatrice},"""......Никаких сомнений. Вот оно. ......Quadrillion."""
,Беато посмотрела...... на верхнюю часть двери часовни.{n}Над аркой виднелся рельеф.
,Там были написаны английские слова.
{f:5:Beatrice},"""'Благословлён ты будешь лишь в вероятности один к квадриллиону'. ......Хе‐хех. Так вот какова, по‐твоему, вероятность того, что эту загадку разгадают?.."""
,Эту часовню построили давным‐давно.
,"Если здесь есть такой механизм, как я представляю...... Кинзо, должно быть, подготовил загадку эпитафии много десятилетий назад."
,Он наверняка всё то время планировал использовать её как ритуал для выбора достойного преемника.
,......Однако сейчас это ритуал открытия дверей в Золотую Землю и моего возрождения.
,"Когда я щёлкнула пальцами, земля вздулась, и выросло несколько змееподобных мёртвых деревьев."
,"Они скрутились вокруг друг друга, образовав лестницу, опирающуюся на дверь."
{f:5:Beatrice},"""Если моя догадка верна...... в этом рельефе есть некий механизм."""
,Я медленно поднялась по лестнице.
,Из‐за размера двери рельеф был очень высоко.
,"Вблизи он выглядел гораздо крупнее, чем с земли."
{f:5:Beatrice},""".........Кстати, когда бы мы ни убирали часовню... один только этот рельеф Генджи всегда чистил самостоятельно. ......Я постоянно задавалась вопросом, почему он не оставлял нечто столь незначительное младшим служащим."""
,"Мне казалось это странным, но не более."
,"Господин дорожил этим рельефом, поэтому за ним ухаживал сам глава слуг. ......Я всегда принимала такой предлог."
,Но теперь я понимаю.{n}В этом рельефе что‐то есть.
,"И Генджи чистил его сам, чтобы никто другой случайно это не обнаружил......"
{f:5:Beatrice},"""Так я приношу в жертву из слова 'quadrillion' шесть букв, избранных ключом?.."""
,Кончики моих пальцев коснулись буквы 'q'.
,"Вскоре мои пальцы были все в пыли. Но я быстро поняла, что тут что‐то нечисто."
{f:5:Beatrice},"""......Только не говорите, что эту букву... ......Нет...... так и должно быть. По‐другому приносить в жертвы нельзя......"""
,"Беато схватила букву 'q' и, чуть повертев...... с лёгким стуком вытащила её."
{f:5:Beatrice},"""Так я и... знала......"""
,"Вот 'q', которую я вытащила. И эта часть — клин...... нет. Ключ."
,"К задней части 'q' был прикреплён ключ, который был вставлен в замочную скважину в рельефе."
{f:5:Beatrice},"""......Вот как... Тогда я знаю, что делать дальше. ......Ладно, ключ 'q' — неверный ответ. Хватит с тебя."""
,Беато беспечно бросила ключ 'q' в сторону.
,Вот и первая жертва.
,"Она продолжала вытаскивать ключи шести букв, представляющих 'ключ'."
{f:5:Beatrice},"""......Что ж, 'а' тоже будет жертвой. ......И обе 'i'. ......А затем 'n'."""
{f:5:Beatrice},"""Осталось принести в жертву только 'l'...... но, к сожалению, их здесь две."""
,"Были две 'l'. Я не знала, какой нужно пожертвовать."
,"Я вытащила обе, но ключи были разных форм."
,"Поэтому одна — правильный ответ, а другая — неправильный."
{f:5:Beatrice},"""Впрочем, здесь всего две. ......Если ошибусь, можно будет попробовать с другой."""
,"Если, конечно, ошибка не активирует ловушку, взрывающую весь остров."
,"Считая, что беспокоиться — пустая трата времени, я выбрала правую 'l' и вытащила её."
,В слове осталось пять букв.
{f:5:Beatrice},"""И на этом первые сумерки окончены. ......Теперь вторые."""
,"На вторые сумерки оставшиеся разлучат двоих, которые близки друг другу."
{f:5:Beatrice},"""Близки 'd' и 'r'. Что означает разлучить их?.. Вытащить?"""
,Но так останется всего три буквы.
,"К этому моменту я смогла предположить, что означают слова 'пробьёшь и убьёшь'."
{f:5:Beatrice},"""Пробей и убей может означать, что нужно повернуть ключи и вытащить их. В таком случае, части с переходом от головы к ногам должны означать, что нужно двигаться слева направо."""
,"Тогда на доске должно остаться пять букв.{n}Другими словами, 'разлучить' не означает убить."
{f:5:Beatrice},"""Тогда можно истолковать 'разлучить' как оставить между 'd' и 'r' пустое пространство. ......Но как? Опять есть два способа?.."""
,Мне убрать 'd' и передвинуть её влево?{n}Убрать 'r' и передвинуть вправо?
,"......Поразмышляв, я поняла, что неверны оба варианта."
{f:5:Beatrice},"""Нет. Не так. Я ошиблась, убрав ту 'l'."""
,Недавно я убрала правую из двух 'l'.{n}Но если бы я убрала левую...
,......Выглядело бы так.
,"Выстроив их так, легко увидеть следующий шаг.{n}'r' смещается вправо."
,"И все буквы распределяются равномерно.{n}Должно быть, так."
{f:5:Beatrice},"""И следующая часть...... тоже сложная. ......Восславьте моё имя?.."""
,"Уже ясно, что это игра слов."
,"Те, кто остался, восславят имя благородное моё."
,"Как быть с оставшимися пятью буквами? Может, изменить их порядок, чтобы составить слово?"
{f:5:Beatrice},"""......'u', 'd', 'r', 'l', 'o'.........Что делать с этими пятью буквами?"""
,Восславьте... моё имя.
{f:5:Beatrice},"""Хех. ......Как я могу застрять, зайдя так далеко?.. Как эти пять букв должны восславить имя?!"""
,Его зовут Уширомия Кинзо.{n}'u' — часть Уширомия?..
,"Нет, несколько букв не совпадают, и их слишком мало для Ushiromiya..."
{f:5:Beatrice},"""Одно абсолютно... 'Моё имя' относится к Кинзо. ......Тогда разве 'u' всё‐таки не означает Ushiromiya? Как заглавная буква. ...Раз так, то что означают 'd', 'r', 'l' и 'о'? Уж точно не Кинзо. 'r' и 'о'...относятся к Роккенджиме?.. Владелец Роккенджимы, Кинзо............ Хм‐м, букв не хватает......"""
,Эта загадка ввела меня в полное замешательство.{n}Но осталось всего пять букв.
,Из них не составишь так уж много комбинаций. Можно попробовать методом исключения.
,"Надумав повозиться с ними, я вытащила 'u'."
,"...Осталось четыре буквы. 'd', 'r', 'l' и 'о'."
{f:5:Beatrice},"""............"""
,"Моё предположение, что 'u' относится к Уширомия, было словно знаком небес."
,"Убрав 'u', я подумала составить слово из оставшихся четырёх букв."
,"'d', 'r', 'l' и 'о'."
,"Четыре буквы закружились у меня в голове, изменяя порядок...... и составили единственное английское слово, способное 'восславить' Кинзо..."
{f:5:Beatrice},"""Lord. ......Лорд!.."""
,"Я абсолютно ни на чём не основывалась. ......Скорее, меня осенило."
,"Я быстро переставила буквы, пока это озарение меня не покинуло."
{f:5:Beatrice},"""'l', 'o', 'r', 'd'! Лорд! 'u'! Уширомия! ......Лорд Уширомия?!"""
{f:5:Beatrice},"""К четвёртым...... голову пробьёшь......... охо?!"""
,"Это ключ, поэтому он бы не повернулся, если бы был неправильным."
,Но он повернулся. Мне удалось его пробить!..
,"Я со щелчком пробила первую букву, 'l'...... и вытащила её."
{f:5:Beatrice},"""Далее пятые сумерки?.. Пробьёшь грудь...... и убьёшь!.."""
,'o' была с лёгкостью пробита и вытащена.
,Затем 'r'. Потом 'd'. И наконец'u'.
,"Повернув ключ 'u', я почувствовала сопротивление, как будто активировался некий механизм."
,Я ждала изменений...... но ничего не происходило.
,"Однако я поняла, что что‐то произошло.{n}Должно быть, где‐то открылась потайная дверь."
,......Ожидание ничего не даст.
,"Здесь я сделала всё, что могла......"
,Из quadrillion вытащены все буквы.
{f:5:Beatrice},"""К девятым сумеркам же...... возродится ведьма, и кто в живых остался — будет мёртв......"""
,"Так значит, ведьма... я...возродилась?.."
,Десятые сумерки.{n}Конец пути настанет — в столицу золотую ты войдёшь......
,Спустившись с лестницы и оглядевшись...... я сразу же заметила небольшое изменение.
{f:5:Beatrice},"""......Эта статуя льва........."""
,В какой‐то момент статуя льва перед часовней развернулась в другую сторону.
,......Ничего себе.
,Кинзо создал такой экстравагантный механизм ещё когда только начал застраивать остров?..
,"Я подошла к статуе льва и посмотрела на неё.{n}За исключением того, что она смотрела в другом направлении, ничего не изменилось.{n}Выходит, лев смотрит на что‐то конкретное?.."
,Я последовала за его линией видимости...... и увидела другую статую льва.
,Эта статуя тоже изменила направление.
{f:5:Beatrice},"""Вот как...... Ориентируйся по львам? ......Замысловато как всегда, Кинзо."""
,Я больше не жаловалась.
,"......Я почувствовала долю уважения и благоговения к Кинзо, создавшему столь сложный механизм так, что его за все эти годы не обнаружили."
,Статуи львов стояли словно охранники при входе и по углам часовни.
,"Направление, в котором они смотрели, изменилось, указывая за часовню."
,Там что‐то есть.
{f:5:Beatrice},"""..................Хо......"""
,Больше не было ничего удивительного.
,После того устройства в буквах. После львов‐ориентиров.
,"Появление зияющего тайного прохода с лестницей, ведущей во тьму ниже...... меня уже не удивило."
{f:5:Beatrice},"""Значит, Кинзо...... это и есть вход в Золотую Землю?!"""
Ushiromiya Lion,"""......Ты нашла его?.. Золото...... дедушки?.."""
Clair,"""Да. ......Потребовались годы, чтобы достичь... Золотой Земли."""
Willard H. Wright,"""Если верить предыдущим играм, там была подземная почётная комната с десятью тоннами золота, так?"""
