Speaker,Russian (RU)
Ushiromiya Ange,"""Амакуса, сделай одолжение, выключи, а?"""
Amakusa Juuza,"""Ой‐ой, пардон, виноват. Вам не нравится {nobr:М. Закки}?"""
Ushiromiya Ange,"""Просто я не в настроении."""
,Амакуса выключил радио.
,"Мир весёлых звуков тут же поглотил шум моря, а океан закрасил его своей серостью..."
Captain Kawabata,""".........Ты видишь? Там, где тогда была гавань."""
Ushiromiya Ange,"""........................"""
,"Капитан катера указал мне, но я никак не могла вспомнить сцену двенадцатилетней давности."
,"......Я полагала, что, несомненно, смогу сразу вспомнить, как всё было тогда, но воспоминания пока так и не вернулись ко мне."
,После того инцидента остров оказался закрытой местностью и одичал.
,"......Такого, впрочем, вполне следовало ожидать, но от этой неудачи на душе у меня почему‐то стало горько и больно."
,".........Ах, но, по‐крайней мере, я помнила одну вещь."
,"Такие звуки, наверное, можно услышать где угодно на море, но эта деталь врезалась мне в память."
,Крики... чаек. Я помню... их.
,"......Когда я была маленькой, мне редко доводилось плавать по океану."
,"Поэтому всем, с чем у меня ассоциировался океан, были Роккенджима и семейное собрание."
,"В общем, он являлся символом счастливого времени, проводимого с моей семьёй."
,"Однако теперь я начинаю сомневаться, а было ли то время счастьем."
,"В дни, когда я была гораздо моложе, такая поездка воспринималась мною как отдых вместе с семьёй, однако теперь, принимая во внимание ситуацию, с которой приходилось иметь дело моим родителям, я понимаю, каким испытанием это было для них, сидящих на пороховой бочке под названием делёжка наследства."
,"Я помню, как всюду хихикала, совершенно не понимая их положения и чувств."
Amakusa Juuza,"""Роккенджима, значит... Начало всего и последняя остановка всех путешествий."""
,"Амакуса, стремясь выразить мои потаённые чувства, пытался звучать важно."
,"Катер медленно обогнул остров. Пока менялся угол обзора, я надеялась, что мои воспоминания о силуэте острова в то время вернутся хотя бы отчасти, но в итоге, хоть небольшой залив и оказался полностью скрыт скалами, я так ничего и не вспомнила."
Ushiromiya Ange,""".....Капитан, насчёт той вещи, о которой вы упоминали — о другой гавани. Пожалуйста, расскажите о ней поподробней."""
Captain Kawabata,"""Хм‐м‐м. .......На Роккенджиме предположительно имелась лишь одна гавань. Но это официально для широкой публики."""
Ushiromiya Ange,"""Позади острова есть другая, скрытая гавань. ......Как и с самим Роккенджимой. Второе лицо, о котором никто не знает..."""
Captain Kawabata,"""............Роккенджима является островом, принадлежащим семье Уширомия. Но у него есть другое лицо, как у острова, являющегося личной собственностью Кинзо..."""
Amakusa Juuza,"""Значит, на этом острове существует две гавани и два особняка. Немало же он времени потратил всего лишь на содержание любовницы."""
Ushiromiya Ange,"""И кто же знал о существовании другой гавани?"""
Captain Kawabata,"""Мало кто. Кинзо‐сан, дворецкий Генджи‐сан. Те из нас, кто управлял суднами, а также очень узкий круг старших слуг. ......Также среди посвящённых числились предыдущий владелец Клиники Нанджо и старушка Кумасава. Если считать поименно, выходит не так много людей, но на любом собрании всегда был кто‐то, кто бы знал."""
Ushiromiya Ange,"""Прошу вас... поведайте мне о том другом особняке."""
Captain Kawabata,""".....Мне лишь рассказывали, что существовал особняк, называющийся Кувадориан. Поскольку мне не разрешалось покидать судно, мне так и не довелось хоть разок увидеть его."""
Amakusa Juuza,"""То есть он находился так далеко, что его нельзя было разглядеть из гавани?"""
Captain Kawabata,"""Не знаю. .....Но уж то, что он был скрыт, это точно. Похоже, он был построен таким образом, что его нельзя было увидать снаружи. В общем, Кувадориан являлся крупнейшим секретом этого острова."""
Ushiromiya Ange,"""Существует теория, согласно которой {f:5:Беатриче} жила в Кувадориане, либо была заточена там. А что вы думаете, Капитан?"""
Captain Kawabata,"""......Я возил в Кувадориан самые разные предметы, среди которых имелось довольно много вещей высокого класса, предназначенных исключительно для женщин. ......Я тоже уверен, что та теория правдива."""
Amakusa Juuza,"""То есть вы, Капитан, не встречались с {f:5:Беатриче} лицом к лицу?"""
Captain Kawabata,"""Не‐а. Приезжал и уезжал 20 лет, да так ни разу её и не увидел."""
Amakusa Juuza,"""Двадцать лет!.. Уф, получается, ей было как минимум 20 с хвостом. Да уж, девочкой не назовёшь."""
Captain Kawabata,"""И вдруг однажды *бах*, поездки в Кувадориан внезапно прекратились. Это случилось примерно 30 лет назад... Где‐то в {ruby:эра Сёва, 43:1968‐м}, кажется."""
Ushiromiya Ange,"""*Бах*? Что вы подразумеваете под 'внезапно'?"""
Captain Kawabata,""".....Мы плавали в тыл по расписанию, привозя еду и увозя всякий мусор. .....О, под тылом я имею в виду гавань на стороне Кувадориана."""
Ushiromiya Ange,"""Я понимаю. А потом что?"""
Captain Kawabata,"""Как вдруг однажды к нам поступило срочное сообщение от Генджи‐сана. Он сказал, что пока мы не получим иных указаний, нам больше не нужно выполнять рейсы."""
Amakusa Juuza,"""И как, дали вам иные указания?"""
Captain Kawabata,"""Да нет. Короче говоря, однажды меня внезапно уведомили, что от меня больше не требуется совершать регулярные рейсы в тыл острова и отвозить туда еду. ......Поначалу я решил, что меня уволили."""
Captain Kawabata,"""Но я быстро обратил внимание. .....А по реакции слуг, знавших о Кувадориане, я смог более и менее понять, что случилось."""
Ushiromiya Ange,""".......{f:5:Беатриче} умерла, поэтому больше не нуждалось в еде и уходе других людей?"""
Captain Kawabata,"""Вот я так и подумал. После этого меня больше не просили плавать в тыл. Однако потом Генджи‐сан нанёс мне визит с глазу на глаз и крайне настойчиво попросил, чтобы я не разглашал ничего, относящегося к тылу острова, пока я жив."""
