Speaker,Russian (RU)
,На огромной кровати были рассыпаны миленькие мармеладки самых различных цветов и шоколад в форме монеток.
,"Вилка застряла в песочном печенье, выглядывающем из подарочной коробки, а ещё там на приставном столике стояли графины с напитками самых странных цветов, выстроенные в линию."
,Но цвет почти выпитого напитка в чашке был ядовитым и ни в одном из графинов не было напитка такого цвета.
,"Судя по всему, кто‐то забавлялся, смешивая различные напитки."
,"Это было очень забавно, вне зависимости от полученного вкуса."
,"Вдобавок, на пушистой кровати лежало несколько ярких, больших подушек, словно вытащенных из сна."
,"И на этой кровати, по виду напоминающей предмет из детских снов, лицом вниз лежала {f:5:Бернкастель}, а вверх лицом — {f:5:Лямбдадельта}, сжимающая подушку и расслабляющаяся..."
{f:5:Lambdadelta},"""Аха‐ха‐ха‐ха‐ха, прошлый раз пощекотал нам нервы, не находишь? Я и вправду забеспокоилась, когда Беато сказала, что остановит игру."""
{f:5:Bernkastel},"""...........Какая невоспитанная ведьма, начать подобную игру, чтобы закончить, просто выбросив."""
{f:5:Lambdadelta},"""Разве Энджи не оказалась хорошей фигурой? После того, как Беато сбежала, та притащила её назад и заставила продолжить игру. Жаль только, что она придала Баттлеру несколько больше энтузиазма, чем следовало."""
{f:5:Bernkastel},"""............Потому что она знала, что на Баттлера сильно воздействуют искренне выраженные эмоции."""
{f:5:Lambdadelta},"""И не говори. Он выглядел так, будто мог даже дать поблажку своему противнику Беато."""
{f:5:Bernkastel},"""............Я боялась, что, как и в прошлой игре, он мог бы, в худшем случае, посочувствовать Беато и увести игру в странном направлении. .........Энджи была козырем для возвращения Баттлера обратно на нужный путь, когда он неправильно понял свою цель."""
{f:5:Bernkastel},""".........Честно говоря, перед тем как разыграть её, я хотела, чтобы она поддержала его чуть подольше. Но она воспользовалась этим сразу же. Что за потраченная впустую фигура, потребовавшая столько подготовки."""
{f:5:Lambdadelta},"""Эхе‐хе‐хе‐хе! Хорошо, что она была ограничена правилом о неразглашении своего имени! Если бы не это условие, тандем из сестры и брата проглотил бы Беато и одержал победу в мгновение ока."""
{f:5:Bernkastel},"""............Я считала, что у них будет шанс одновременно надавить на неё, но твоя отметка была настолько ограничивающей, что я не смогла использовать её лучшим образом. ......А‐а‐ах, какой потраченной впустую оказалась эта фигура."""
{f:5:Lambdadelta},"""Разве не очевидно, что такой нечестной фигуре сразу же нужно будет покинуть поле? Что ж, в итоге она хорошо справилась с работой по предотвращению остановки игры, и это тоже выгодно для меня. То, как она повела себя, чтобы наши интересы совпали, и делало её действительно прекрасной фигурой."""
{f:5:Bernkastel},"""............Она была наивным ребёнком, как и Баттлер, поэтому было легко заставить её поступать так, как я говорила. .........Из придурков и импульсивных личностей получаются лучшие фигуры. ......А‐а‐ах, мне действительно невыносима потеря такой фигуры."""
{f:5:Lambdadelta},"""Сейчас этот ребёнок стал фаршем! Эй, давай потом сделаем из этого гамбургеры{p:0:☆} Хотя подожди, тебе же больше нравились гиоза? Интересно, какова на вкус младшая сестрёнка, *хи‐хи*, вот умора!"""
{f:5:Bernkastel},"""..................Тебе действительно так хорошо, что ты аж само спокойствие? Благодаря Энджи Баттлер встряхнулся. Я надеюсь, что он начал ловить Беато по горячим следам, что является огромным плюсом в мою пользу, а? Я имею в виду, разве на этот раз Баттлер не разгадал почти все загадки?"""
{f:5:Lambdadelta},"""Чего‐о? Ага, как же! Почти вся голубая правда Баттлера мимо цели! Беатин едва теплящийся красный полон дыр. Будь у неё хоть какие‐то мозги, она бы легко ускользнула, сотворив подходящую паутину из извращённой логики."""
{f:5:Lambdadelta},"""......Да, меня это здорово бесит. Будь я на её месте, я бы как следует разрубила все Баттлеровы аргументы красным."""
{f:5:Bernkastel},"""............О, неужели? А я была уверена, что все они являлись правильными. ......Ну, правда я не совсем уверена насчёт части с маленькими бомбами."""
{f:5:Lambdadelta},"""Не вся голубая правда Баттлера оказалась эффективной. ......Беато ясно заявила в отношении первой игры, что {p:1:личности неопознанных трупов гарантированы}! Это заявление отметает рассуждения Баттлера о том, что преступником в убийстве Евы и Хидэёши в закрытой комнате являлся некто, притворившийся трупом."""
{f:5:Lambdadelta},"""Далее, Канон мог умереть от несчастного случая в котельной, однако *хи‐хи*! Какой такой несчастный случай способен вогнать кинжал в его грудь? Ты что, кретин? Я разрублю этот аргумент тем красным драгоценным мечом."""
{f:5:Lambdadelta},"""{p:1:Канон не умер от несчастного случая}! Что же касается следующего, то есть убийства троих человек, включая Генджи, мысль, что они одновременно застрелили друг друга по часовой стрелке — это просто курам на смех. {p:1:Генжи, Кумасава и Нанджо не убийцы}!"""
{f:5:Lambdadelta},"""Теория о последней ловушке X для убийства Нацухи тоже нелепа. {p:1:Предмет, выстреливший в Нацухи, не являлся ловушкой, то было настоящее убийство из поднятого ружья с нажатым курком}! *хи‐хи*, как печально!"""
{f:5:Bernkastel},"""......Не вредничай. Зачем говорить такое красным. Это дитя пытается представить случившееся так, словно она отразила пулю Нацухи магией и убила её."""
{f:5:Lambdadelta},"""Охо‐хо‐хо‐хо, ай‐яй, как я могла, это точно! Даже голубая правда касательно второй игры была слишком наивной."
{f:5:Lambdadelta},"""{p:1:Когда шестерых убили в часовне, преступник находился внутри часовни}! Этот парень пытается объяснить вещи направо и налево использованием ловушки X. Что за ловушка Х, шаблон в каких‐то странных детективных романах?"""
{f:5:Lambdadelta},"""Также смех вызывает утверждение, что в случае убийства Нанджо и Кумасавы в комнате для прислуги, кто‐то унаследовал имя Канона. {p:1:Единственный, кто может носить имя Канона — это он сам}! {p:1:Другой человек не может взять это имя}!"""
{f:5:Lambdadelta},"""А эта теория о заимствовании универсального ключа у Розы для комнаты Нацухи тоже никчёмна!"""
{f:5:Lambdadelta},"""{p:1:После того как все ключи оказались у Розы, ни один ключ не покидал её рук}! {p:1:Кроме, конечно, того раза, когда она послала Баттлера отпереть комнату Нацухи}. Я могу и дальше продолжать в том же духе, стоит слегка взглянуть на эти аргументы — и вот что получается, что скажешь?"""
{f:5:Bernkastel},"""...........Какой там 'слегка взглянуть', ты только что отмела голубую правду Баттлера о первой и второй игре на игровой доске. ......Ну и ну, м‐да. Услышь тебя Баттлер, он бы в обморок грохнулся."""
{f:5:Lambdadelta},""".....Не находишь? Беато совершенно не была загнана в угол. .........Видать, всё‐таки эта девчонка замечательная актриса."""
{f:5:Lambdadelta},"""Уверена, она задумала сделать вид, будто загнана в угол в этой игре, а потом в следующей игре *бах*, как разрежет аргументы Баттлера одним ударом красного, оставив того в удивлении и шоке."""
{f:5:Lambdadelta},"""*хи‐хи*, затем она, бьюсь об заклад, вновь скажет эти слова с широкой улыбкой. 'Ведьмы никогда не попадают в переплёт'! Пфф, *хи‐хи*хи‐хи*хи‐хи*!"""
{f:5:Bernkastel},"""............То есть вся эта трагедия, будто бы Беато загнана в угол, была актёрской игрой?"""
{f:5:Lambdadelta},"""Так разве не очевидно! Она ещё та актриса! Хоть и не будучи загнанной в угол, она смогла вызвать ощущение изумительной кульминации последнего эпизода!"""
{f:5:Lambdadelta},"""Ей спокойно можно присудить награду за лучшую актрису второго плана этого года! О, но, разумеется, главной звездой являюсь я! Или ей можешь быть ты Бе~рн!"""
{f:5:Bernkastel},"""............В конце она заявила что‐то вроде 'убей меня' и выложила крупную загадку. Не была ли она её последним оплотом, ведь Беато исчезнет навсегда, если эта загадка окажется разгаданной?"""
{f:5:Lambdadelta},"""*хи‐хи*хи‐хи*! Не может быть, ты тоже повелась, Берн?"""
{f:5:Lambdadelta},"""Какой там последний оплот! Беато всё ещё держит в рукаве яркий скрытый ход. ......Когда она вытянула обе руки, чтобы выдать последнюю загадку, ты заметила, что её правая рука обвисла?"""
{f:5:Bernkastel},"""......Теперь, когда ты об этом упомянула, да, заметила. .........Так у этого жеста было именно такое значение."""
{f:5:Lambdadelta},"""А то! У этой девчонки скрытых ходов что грязи! И ни одна из загадок не была разгадана!"""
{f:5:Lambdadelta},"""Это напряжение, словно её просекли и следующий эпизод станет последним... Она воистину гений актёрского мастерства. Да, мне прямо сейчас хочется увидеть, как она ввергнет Баттлера в пучины отчаяния!"""
{f:5:Lambdadelta},"""Она ведь в прошлый раз очень вдохновилась стратегией 'Северного ветра и солнца', верно? Уверена, Баттлер вновь ощутит симпатию к Беато и попадётся на удочку! Потому что единственная женская слеза способна одурачить мужчину — вот это то, что я называю экономической выгодой!"""
{f:5:Bernkastel},"""............А попадётся ли Баттлер вновь на ту же уловку? Мне тоже следует настропалить его, чтобы он не испытывал симпатий. ......Хотя фарш из Энджи, судя по всему, отлично справился с этой задачей."""
{f:5:Lambdadelta},"""Заряд сил от гамбургера с начинкой из Энджи? Охо‐хо‐хо‐хо‐хо‐хо! Разумеется, я тоже не собираюсь проигрывать. С этого момента я буду основательно поддерживать Беато и подбадривать её в мере достаточной для соперничества с Баттлером."""
{f:5:Lambdadelta},"""......Беато не проиграет. Ведь я угрожаю ей чудесным наказанием в случае её поражения{p:0:♪}"""
{f:5:Bernkastel},"""...........Твои наказания за проигрыш — противнейшая штука, так что слегка поумерь пыл."""
{f:5:Lambdadelta},"""Я уже решила, какое наказание устроить тебе, Берн. Хочешь услышать? Хочешь услышать?"""
{f:5:Bernkastel},"""Нет."""
{f:5:Lambdadelta},"""Дава~~ай, спроси меня{p:0:☆} Знаешь что, знаешь что? Я заточу тебя в чудесном, чудесном замке."""
{f:5:Lambdadelta},"""Замок этот будет окружён белоснежными стенами длиной в 12 километров по бокам. Высотой в 10 метров. Магия и трюки запрещены! Уж такую преграду тебе не перепрыгнуть, верно?"""
{f:5:Bernkastel},"""1,440,000,000 кубических метров? .........Можешь дальше не распинаться, я уже знаю, что ты хочешь сказать."""
{f:5:Lambdadelta},"""Эхе‐хе‐хе‐хе! И это место начнёт засыпаться драгоценными камнями, по одному каждый день! И я буду держать тебя взаперти, пока замок не окажется набит ими битком, а ты будешь насмерть погребена под ними. Ну разве это не замечательное и романтическое наказание за проигрыш?"""
{f:5:Bernkastel},""".................Если ты умножишь длину стен на 5 и высоту уменьшишь до одной десятой от их длины, то я не возражаю, если ты заточишь меня там прямо сейчас."""
{f:5:Lambdadelta},"""Правда?! Тогда получается 3,600,000,000 кубических метров, не так ли?! Время протяжённости наказания будет увеличено более чем вдвое, хорошо?! А‐а‐ах, я смогу держать тебя в плену столь долгое время?! Ты мне очень нравишься, Берн, люблю тебя{p:0:♪}"""
,"{f:5:Лямбдадельта} игриво прильнула к {f:5:Бернкастель}, зевающей со скучающим видом, и коснулась её подбородка, словно лаская кошку..."
{f:5:Lambdadelta},"""Ты ставишь на победу Баттлера. А я ставлю на вечную ничью между ними. ............Не получается ли, что никто не ставит на победу Беато?"""
{f:5:Bernkastel},"""...............Я бы не сделала этого. Её шансы победы равны нулю."""
{f:5:Lambdadelta},"""Охо‐хо! Как печально слышать от Ведьмы Чудес об отсутствии шанса на чудо! Хотя я бы тоже на неё не поставила, а? Абсолютно точно!"""
{f:5:Bernkastel},"""......Как печально слышать от Ведьмы Абсолюта, что ей абсолютно не видать победы."""
,"Они захихикали вместе, что было необычно для них..."
{f:5:Lambdadelta},"""Интересно, как разрешится эта игра?"""
{f:5:Bernkastel},"""............По крайней мере, правда в том, что этого мы предугадать не можем. ...Потому‐то это и весело."""
