Speaker,Russian (RU)
,"Со смертью Джессики стало очевидно, что преступник скрывался где‐то рядом, и что он попытается забрать и наши жизни, возникни у него такой шанс."
,"По словам Генджи‐сана, катер прибудет завтра утром."
,"На катере есть радио.{n}Вероятно, так мы сможем немедленно связаться с полицией."
,Все мы собрались в гостиной и решили спокойно ждать завтрашнего дня.
,"Я предложил, что нам следует обыскать особняк в поисках информации о преступнике, но тётя Роза отказала, объясняя, что если нам удастся припереть преступника к стенке или, возможно, спровоцировать его, это может привести к третьему убийству."
,"...Вероятно, это было верно.{n}Если кучка дилетантов вроде нас будет вести расследование, то это ни к чему не приведет."
,"Наиболее разумно сосредоточиться на самозащите, не делая ничего ненужного, и оставить это полиции на послезавтра."
,"Сначала мы были напряжены, но, кроме тёти Розы, большинство провело весь день смотря телевизор и соскучились, поэтому наше чувство опасности заметно утихло."
,"Когда мы поразмыслили над сложившейся ситуацией и о том, что шестеро взрослых определённо были убиты вместе в первом убийстве, у нас сложилось впечатление, что использовался некий обманный метод, вроде яда."
,"А во втором убийстве считалось, что те двое стали жертвами, так как оказались, к несчастью, отделены от нас."
,"Из этого мы предположили, что преступников не было много, и они не были способны убить всю группу, собравшуюся в гостиной."
,"В этот момент в гостиной находятся девять человек: Джордж‐аники и я, Мария, тётя Роза, Генджи‐сан, Года‐сан, Шаннон‐сан, Кумасава‐сан... а также доктор Нанджо."
,"Более того, тётя Роза даже была вооружена ружьём."
,"Несомненно, когда так много людей находятся в этой комнате, они не смогут запросто разделаться с нами."
,Это чувство безопасности с течением времени позволило нам постепенно восстановиться после утреннего шока...
,"Кстати, только что завершился наш обед.{n}Однако этот обед из консервов сильно отличался от умело приготовленного Годой‐саном ужина прошлым вечером."
,"...Тётя Роза также подозревала, что для убийства тех шестерых был использован яд.."
,"...Отсюда мы, вероятно, не можем отрицать возможности, что преступник прокрался на кухню во время утренней неразберихи и подмешал яд в ингредиенты."
,"......Тётя Роза приказала всем нам до прибытия полиции не есть ничего, кроме безопасной еды, вроде консервов."
,"Как повар, Года‐сан, должно быть, чувствовал себя очень огорчённым."
,"Года‐сан, как будто желая так или иначе продемонстрировать свои умения, предложил хотя бы принести тарелки и сложить консервы на них."
,"Сперва тётя Роза с подозрением отнеслась к этому, обследуя каждую из принесённых тарелок, но ей не удалось найти ничего, на что можно было бы пожаловаться и комбинированный ужин из консервов шеф‐повара Годы был одобрен."
,"Года‐сан сказал что‐то о том, что вкусом нужно наслаждаться не только языком, но и глазами."
,"...Понятно. Это те же консервы, которые мы ели на завтрак, но ощущения от них совсем иные..."
Ushiromiya Maria,"""У‐у, Баттлер. Смотри, смотри. Это 'Загадка о волках и овцах'. У‐у."""
