Speaker,Russian (RU)
,"...Забыть о том, чего ожидали взрослые.{n}Хотя бы для нас, детей, это должны были оказаться несколько дней веселья и укрепления нашей дружбы."
,"Однако когда мы проснулись, невероятно жестокая реальность поджидала нас..."
Ushiromiya Jessica,"""............Ик... ик!.."""
Ushiromiya George,"""........................"""
,Джордж‐аники и Джессика оплакивали смерти Шаннон‐чан и Канон‐куна.
,...Прямо сейчас все выжившие собрались в фойе на первом этаже домика для гостей. Нас было двенадцать.
,"...Невероятно, правда?{n}Ещё вчера нас было 18.{n}...И за одну ночь треть от этого количества рассталась с жизнью..."
,"Я вскоре протрезвел от своего возбуждения, и от недостатка сна из‐за событий, случившихся так рано утром, всё начало казаться мне слегка нереальным."
,"...Мне хотелось думать, что всё это лишь дурной сон...Идя на поводу у своего дешёвого эскапизма, я повторял это снова и снова."
,"Мария вновь заснула на диване, где сидела Роза."
,"...Дело тут не в стальных нервах, скорее всего, она действительно не выспалась."
,Взрослые сжимали часть дедушкиной коллекции — короткоствольные ружья.
,"...Являясь остатками эпохи одержимости вестернами, всего было четыре ружья."
,"Они были разделены между братьями и сёстрами: дядей Крауссом, тётей Евой, моим отцом и тётей Розой."
,"Бумажные коробки полные пуль лежали на столе, и братья и сёстры молча заряжали их."
Ushiromiya Rudolf,"""...От этого становится слегка жутковато. Даже сейчас, когда я прикасаюсь к одному из них, мне кажется, что отец вот‐вот заорёт 'Не трогай это!' и ударит меня."""
Ushiromiya Krauss,"""Чем не здорово? ...Сколько их сейчас не трогай, никто больше тебя не ударит."""
Ushiromiya Rosa,"""...Поверить не могу. ...Что отца...постигла такая участь..."""
Nanjo Terumasa,"""Я полагал, конечно, что если дело касается Кинзо‐сана, то он вряд ли бы умер спокойно в своей постели... Но всё равно... Это слишком ужасно..."""
Ushiromiya Eva,"""Эй. Я вот думаю, а это действительно отец?.. Мне кажется, что это мог быть труп другого человека, чтобы одурачить нас..."""
Ushiromiya Natsuhi,"""...Нет, без сомнения, это действительно отец. Ты ведь видела его пальцы ног? В обычном обществе сыщется не так уж много людей с шестью пальцами на обеих ногах."""
Ushiromiya Kyrie,"""Но... Мы не можем сказать, что их так мало. Я слышала, что многопалость не редкое заболевание. Он ведь был человеком, любившим крупные розыгрыши? ...Он мог приготовить труп с тем же самым числом пальцев на обеих ногах."""
Ushiromiya Natsuhi,"""Вздор. С чего бы ему делать что‐либо подобное?!"""
Ushiromiya Hideyoshi,"""...Я бы согласился, будь это обычный человек. ...Но мы же сейчас говорим об отце. Нельзя с уверенностью утверждать, что сказанное Кирие‐сан — глупость."""
Ushiromiya Rudolf,"""...Потому что трудно сказать, чьё это тело, когда труп настолько обожжён. Однако должны быть различные способы исследовать его: от его зубов до структуры костей. Если полиция проведёт расследование, они сразу же узнают, чьё это было тело."""
Ushiromiya Krauss,"""Проблема в том, что телефонный мастер нам сейчас нужен куда больше, чем полиция."""
Ushiromiya Rosa,"""...Лодки, наверное, не придут при таком тайфуне. ...Стало быть, они придут завтра?"""
Ushiromiya Natsuhi,"""Скорее всего, катер придёт завтра к девяти. Тогда, полагаю, мы сможем связаться с полицией."""
Ushiromiya Eva,"""...Как мы, так и преступник. ...Значит, пока тайфун не прошёл, этот остров заперт."""
,"...Уже из разговора родителей вы, должно быть, уловили общую суть, но позвольте мне объяснить всё равно."
,"Сперва, ранее этим утром."
,"В различных местах особняка, один за другим, были обнаружены шесть трупов: дедушки и всех слуг."
,"Сначала дедушка в котельной, полностью сожжённый."
,"Слуги скончались, запертые в различных комнатах по всему особняку, на дверях в которые были нарисованы магические круги."
,"Причина смерти слуг была неопределённой, но согласно диагнозу доктора Нанджо, имелась высокая вероятность того, что их проткнули чем‐то копьеподобным......... или, возможно, застрелили из ружья."
,Вот почему взрослые начали вооружаться Винчестерами.
,"А беспорядочней ситуацию сделало то, что телефоны перестали работать. Было неясно, молния ли стала причиной поломки, либо преступник как‐то разладил телефонную связь."
,"Как бы то ни было, поскольку контакт с внешним миром прервался, мы не могли связаться с полицией."
