Speaker,Russian (RU)
,"Тихо, тихо. ......Падал дождь."
,"Дождь печали капал по внешним стенам часовни, тихо смывая пыль мира живых."
,Двери были открыты.
,На свадьбу туда пускали бы только по приглашениям.
,"Однако на похоронах двери открыты для всех, кто вспомнит покойного."
,"......Поэтому, стало быть, там проводились похороны."
,"К часовне подошла тень, держащая зонтик."
,......Уилл.
Willard H. Wright,"""............"""
,При входе в часовню стояла приёмная стойка.
,"Как только тень приблизилась, Канон, сидящий за стойкой, встал и встретил его поклоном."
Kanon,"""......Добро пожаловать. Мы записываем имена всех скорбящих. Распишитесь здесь, если вы не против..."""
Willard H. Wright,"""Извини, но я не скорбящий. ......Я пришёл встретиться кое с кем."""
,"Вы пришли на похороны, чтобы с кем‐то встретиться?.. В глазах Канона появилось сомнение."
,Уилл достал из кармана конверт и показал ему имя отправителя.
Kanon,"""......Прошу прощения. Входите."""
Willard H. Wright,"""Спасибо. ......Я возьму одну?"""
Kanon,"""......Благодарю вас. ......Уверен, она будет рада."""
,"Канон передал жёлтую розу, которые выдавали всем скорбящим."
,Уилл взял её...... молча склонил голову и вошёл в часовню.
,"В часовне собралось несколько человек, похожих на семью покойной, и все они, казалось, предавались воспоминаниям об усопшей."
Ushiromiya Kinzo,"""О‐о‐о‐о‐о‐о‐о... Беатри‐и‐и‐и‐иче... Почему, почему‐у‐у‐у‐у, ...о‐о‐о‐о‐о‐о......"""
Ushiromiya Natsuhi,"""Отец, держитесь...... Почему бы вам не отдохнуть в зале ожидания..."""
Ronoue Genji,"""............"""
Ushiromiya Rosa,"""Я убила её... Я!.."""
Kumasawa Chiyo,"""Абсурд!.. Как такое возможно, госпожа Роза?.."""
Ushiromiya Kyrie,"""Отец так ревел."""
Ushiromiya Rudolf,"""......'Беатри‐и‐и‐иче'."""
Ushiromiya Eva,"""Когда мама скончалась, он столько не рыдал."""
Ushiromiya Hideyoshi,"""Эй. Сейчас не время для таких слов."""
,"Некоторые всхлипывали, не в силах скрыть слёзы, а некоторые тихо вспоминали былое."
,......Все они вспоминали покойную по‐своему...... казалось бы.
,"Когда Уилл подошёл к алтарю, несколько человек обернулись.{n}Разумеется, никто из них не знал его."
,"Не обращая на это внимания, Уилл встал перед гробом на алтаре, словно погребённом под жёлтыми розами."
,......В гробу не было трупа.
,Будто вместо тела...... там лежала одна толстая книга с экстравагантным переплётом.
,Всё вокруг неё было заполнено множеством жёлтых роз.
,На обложке книги были напечатаны слова.
,'{f:5:Моей дорогой Беатриче}. 5 {f:5:октября} 1986'.
Willard H. Wright,"""......Мисс {f:5:Беатриче}. Простите, если 'миссис'. ......Я никогда не встречал вас. Но позвольте мне выразить соболезнования."""
,"Он взял розу, полученную за приёмной стойкой, и положил её в гроб."
,"......С {f:5:Беатриче} его абсолютно ничто не связывало.{n}Тем не менее, раз он пришёл на похороны, ему нужно было проявить хотя бы минимум уважения к усопшей."
,В рамках этого Уилл помолился за прохождение покойной в загробный мир......
