Speaker,Russian (RU)
Clair,"""...........На этом...... моя история окончена."""
{f:5:Bernkastel},"""O, ......уже? Но разве следующие два года не забавны?.."""
Willard H. Wright,"""Нам они ни к чему. ......В прошлых играх все мы слышали о твоём внутреннем конфликте и о том, как ты страдала, поэтому тебе не нужно говорить больше."""
Ushiromiya Lion,""".........Ты имеешь в виду...... конфликт вещей с неполными душами?"""
Clair,"""Проводилась дуэль. Исход был почти решён. .........Но 1986 год...... оказался невероятно безжалостным."""
Willard H. Wright,"""......Сдаётся мне, ты прокляла свою судьбу."""
Clair,"""Да. .........Если бы это случилось на год раньше. ......Или же год спустя."""
Willard H. Wright,"""Дуэль бы разрешилась, хотя, может, по‐другому."""
,Клэр молча опустила голову.
,......Если бы только мне дали время... Или если бы у меня не было времени беспокоиться...
,Я... ненавижу всё. Почему...... именно 1986‐й?
Clair,"""Я...... решила всё бросить."""
Ushiromiya Lion,"""......Бросить......"""
Clair,"""Подобно церемонии, в которой я унаследовала всё от предыдущего главы...... я решила предаться судьбе, известной как чудо."""
,"Вернее, я предалась выбору рулетки."
,"Я... мы...... даже не могли решить свою судьбу, так пусть судьба всё решит за нас."
,"Возможно, один из нас найдёт то, что ищет.{n}Или, может, все объединятся и освободятся.{n}Или же вдруг кто‐нибудь положит конец этой глупости."
Clair,"""......Какую бы судьбу рулетка ни выбрала, я планировала подчиниться её решению. Я не стану противиться судьбе. ......Всякий раз, когда я пыталась, судьба была бессердечна ко мне........."""
,"Клэр опустила голову, и капнула единственная слеза..."
,"{y:0:Люд}{n:0:люд}и беспечно говорят, что их возможности безграничны.{n}Однако Ведьма Бесконечности...... знает, как на самом деле ограничены эти возможности."
,Поэтому из своей ограниченной судьбы она попыталась сотворить бесконечность.
,"Доверив свою судьбу Богу, она попыталась сотворить бесконечность."
,"Но это ещё не значит, что она смирилась со своей судьбой.{n}Она раскрутила рулетку судьбы с непоколебимой и абсолютной волей."
,"Абсолютная судьба, где никто абсолютно точно не спасся бы, не будь эпитафия разгадана."
,И всё это было заперто на острове. Включая Клэр.
,"4 и 5 октября 1986 года были отъединены абсолютной и определённой волей...... и она предалась этому короткому промежутку времени и многим судьбам, которые могли быть выбраны на этом острове."
Clair,"""......На этом моё признание окончено. ......Этого должно быть достаточно, чтобы выяснить мотив. ......Я не скажу больше, если вы до сих пор не понимаете. Всё равно... меня не каждый смог бы понять."""
Willard H. Wright,"""Да. ......Незачем говорить больше."""
Clair,"""......Увидев, как я блуждала в тупике судьбы......... Лион. Ты понимаешь, какая мечта ты для меня?"""
Ushiromiya Lion,"""..................Я... другой возможный вариант тебя."""
Clair,"""Я завидую твоему счастью, но ещё больше...... сама преисполняюсь счастьем. ......Будущее, которое ты представляешь, одно из возможных. ......Сейчас...... это само по себе моё спасение."""
Ushiromiya Lion,"""......Я........."""
Clair,"""......Живи достаточно счастливо за нас обоих. Я рада, что встретила тебя... под конец. ......Примите мою благодарность, леди {f:5:Бернкастель}."""
{f:5:Bernkastel},"""......Я лишь провожу твои похороны. Не нужно меня благодарить. ......Что ж, пора заканчивать. Пора отправить покойного в загробный мир."""
Clair,""".........Да. Ведь мы на моих похоронах. Мне пора вернуться туда, где мне место."""
Ushiromiya Lion,"""............"""
Clair,"""Не делай такое лицо. И радуйся тому, что ты не я. Всё‐таки меня тоже это радует."""
Ushiromiya Lion,""".........Я буду жить. ......Буду жить за нас обоих..."""
Clair,"""Спасибо. ......Живи счастливо. И однажды найди себе замечательную пару. ......Я надеюсь, что ты проживёшь свою жизнь как {y:0:Человек}{n:0:человек} и не пробудишься ведьмой...... что у тебя будет целая и единая душа... и что ты будешь искренне любить одного человека... ......Дай бог, чтобы у тебя была именно такая жизнь."""
Ushiromiya Lion,"""......Да......"""
Clair,"""Уилл. Спасибо, что наблюдаете. ......Вы не тот, от кого я так ждала понимания...... но вы спасли моё сердце."""
Willard H. Wright,"""Я... понимаю тебя. Я не пренебрегаю сердцем."""
Clair,"""......Спасибо. .........Поэтому, раз теперь у меня есть великолепный наблюдатель, понимающий меня...... я хочу доверить вам свои последние мгновения."""
Willard H. Wright,""".........Ты уверена?"""
Clair,"""Да. ......Для меня главное — понимает ли меня человек, а не то, насколько хорошо я его знаю."""
,"......Тот, кто должен был понять, не понял. ......Незнакомый мне человек понял."
,"В этом нет ничего печального. Наоборот, я благодарна за это чудо. Он смог понять даже если никак со мной не связан."
Clair,"""Вы хороший наблюдатель... и единственный, кто сумел понять меня. ......Эта связь достаточно сильна."""
Willard H. Wright,""".........Понял."""
Clair,"""Я вверяю своё сердце вам...... безымянный и замечательный наблюдатель."""
Willard H. Wright,"""............"""
{f:5:Bernkastel},"""......Лион. Отойди."""
Ushiromiya Lion,"""Э? ......А что будет?.."""
{f:5:Bernkastel},"""В детективном жанре не может быть смерти, пока детектив не проведёт последние обряды."""
Willard H. Wright,"""......Остановить твоё сердце будет достаточно?.."""
Clair,"""Когда оплакиваешь покойного, который был тебе дорог, в гроб кладёшь только его сердце?"""
Willard H. Wright,"""......Ясно. ......То, что родилось из земли, вернётся в землю. ......Я верну всех вас в землю."""
Clair,"""Земля к земле. Пепел к пеплу, прах к праху. Иллюзии к иллюзиям. И мечты к мечтам."""
Willard H. Wright,"""............Да."""
Clair,"""......Тогда начнём. ......Моё... захоронение."""
Willard H. Wright,"""Как только будешь готова."""
Clair,"""Давайте начнём. ......Словно заканчивается моя последняя игра."""
,"За спиной Уилла собрался свет, и на его месте материализовался меч."
,Уилл...... медленно вытащил его.
,"Кромешно тёмный кончик меча, способного с точностью отделить правду от вымысла, раз рассёк воздух, оставив чёрный след, а затем ещё раз, оставив белый след."
Willard H. Wright,"""......Я отделю правду от вымысла. .........Начинай."""
,"Следуя примеру Уилла, похожий меч появился в руке Клэр."
,"Его кончик блеснул серебром, противоположно мечу Уилла."
Clair,"""Первая игра, первые сумерки. Шесть трупов в садовом сарае."""
Willard H. Wright,"""Иллюзии к иллюзиям. ......Труп, неспособный вернуться в землю, возвращается в иллюзии."""
,"Чёрный, как смоль, разрез Уилла под углом пересёк тело Клэр."
,"Лезвие прошло сквозь неё, будто она была водой...... но его кончик рассеял жёлтые лепестки."
Clair,"""Первая игра, вторые сумерки. Два трупа, которые близки друг другу, в закрытой комнате, запертой на цепочку."""
Willard H. Wright,"""Иллюзии к иллюзиям. ......Иллюзорная цепь может сдержать лишь иллюзии."""
,"Тонкое, как бритва, чёрное пятно снова рассеяло жёлтые лепестки..."
Clair,"""Первая игра, четвёртые сумерки. Пожилой глава из закрытого кабинета похоронен в палящей печи."""
Willard H. Wright,"""Иллюзии к иллюзиям. ......Пусть иллюзорный человек отправится туда, где ему место."""
