Speaker,Russian (RU)
,В золотом розарии дул тоскливый ветер...
,Шаннон и Канон уже закончили отступать на 19 шагов и по‐прежнему стояли спиной друг к другу.
,"......Когда демоны, отводящие испытание, дадут сигнал, они оба повернутся...... и решат исход."
,"У каждого в руке был дуэльный пистолет, данный демонами."
,"Пули...... обещали верную смерть, куда бы ни попали."
,Эта дуэль не закончится...... пока один из них не умрёт......
Ushiromiya George,"""............"""
Ushiromiya Jessica,"""............"""
,"Джордж и Джессика...... просто молча наблюдали за теми, кого любят..."
,Они уже доверили им все свои мысли... и судьбы.
,Наблюдать за своими партнёрами... сейчас единственный для них способ выразить своё доверие.
Shannon,"""............"""
Kanon,"""............"""
,Шаннон и Канон... молча стояли спиной друг к другу.
,"Они уже разобрались с мыслями, скопившимися за столько времени."
,Когда они в следующий раз посмотрят друг на друга... ......Им останется только нажать на курок.
,Одна Беато относилась к этому поединку нерешительно и неуверенно.
,Чем ближе был этот момент...... тем меньше она понимала.
,"Любовь между Джорджем и Шаннон не стояла на пути любви между Джессикой и Каноном, или наоборот."
,"......Почему, когда счастье могут обрести обе стороны...... им приходится убивать друг друга?.."
{f:5:Beatrice},"""......Я не понимаю. ......Я просто...... не могу понять!.."""
{f:5:Beatrice},""".........Младшая сестра... Нам позволено лишь наблюдать..."""
{f:5:Beatrice},"""Зепар, Фурфур!.. Зачем...... зачем нужна эта дуэль?! Это не испытание любви! Вы и вправду демоны! Вы просто получаете удовольствие от наблюдения за тем, как распадается одна из пар!"""
Zepar,"""Помолчи."""
Furfur,"""Ты мешаешь влюблённым."""
{f:5:Beatrice},"""Им мешаете только вы!!! Один проиграет! Пара этого человека будет горевать! Если бы не вы, никому бы не было грустно!"""
,"""""Ошибаешься."""""
Zepar,"""Если бы мы не устроили эту дуэль‐"""
Furfur,"""Распались бы обе пары. Она необходима."""
{f:5:Beatrice},"""Я...... с самого начала не могла с этим смириться!.. Вы сказали, что без чуда магии их любовь не может быть успешной! Что ещё нужно для любви, кроме пары, любящей друг друга?! Эта дуэль бессмысленна!"""
{f:5:Beatrice},"""Поэтому остановитесь! Шаннон, Канон! Зачем вам сражаться друг с другом насмерть, если вы когда‐то были близки как настоящие брат и сестра?! Я просто......... не понимаю!!!"""
,Все они слышали крик Беато.{n}......Однако их выражения не изменились.
Zepar,"""......Верно. Впечатляет, что ты заметила."""
Furfur,"""Такова правда любви."""
{f:5:Beatrice},""".........Что?!"""
Zepar,"""Обычно для любви нужны лишь двое влюблённых."""
Furfur,"""Поэтому, когда их *не двое*...... приходится устраивать дуэль, чтобы их стало *двое*."""
