Speaker,Russian (RU)
,На шахматной доске стояли две белые фигуры.
,"......Бесчисленные чёрные, окружавшие их, были собраны в кучу, даже не поставленные на клетки."
,Затем {f:5:Бернкастель} опрокинула две белые фигуры...... и убрала их с доски.
{f:5:Bernkastel},"""Ничего, что мы заканчиваем на таком месте?"""
{f:5:Featherine},"""......Нет. Всё‐таки я больше привыкла слушать твоё чтение, моя мико."""
{f:5:Bernkastel},"""Как ты и пожелала, я выскребла даже внутренности кишок. Этого хватило, чтобы ты проверила свои ответы?"""
{f:5:Featherine},"""Да. ......Я довольна. Воспользовавшись раскрытым тобой ответом как ключом, я пройду сквозь все предыдущие истории, открывая закрытые комнаты как сундуки."""
{f:5:Featherine},"""......Искать ключ интересно. Но ещё интереснее вставлять его во все замки. Ты хорошо справилась, моя мико. Теперь я буду наслаждаться мышлением в одиночку. Этого достаточно......"""
,"Ведьма театра с довольной улыбкой села обратно в кресло‐качалку, будто наслаждаясь приятным послевкусием."
,В игровой доске больше не было нужды.
,"Ей просто нужно было вернуться в свой разум, сквозь весь набор историй, чтобы проверить, верна ли её теория."
,"Казалось, это оставило её в приятном опьянении ещё лучше самого дорогого вина......"
{f:5:Bernkastel},"""......Ты со мной закончила?"""
{f:5:Featherine},"""Ты хорошо постаралась, моя мико. Я освобождаю тебя от твоей обязанности. ......Я вернусь к дремоте. Хотелось бы насладиться этим приятным сном ещё несколько веков."""
{f:5:Featherine},"""А когда мне надоест...... ты найдёшь ещё одну историю, чтобы развлечь меня. ......На эти века, которые пройдут в мгновение ока, я дарую тебе свободу."""
{f:5:Featherine},"""Хе‐хе‐хе‐хех...... Великолепно, {f:5:Бернкастель}, моя милая, милая мико......"""
{f:5:Bernkastel},"""......Не скажу, что мне не всё равно. Иссохни и умри наконец. Пока на всё остальное время."""
{f:5:Featherine},"""Ты называешь несколько простых веков 'всем остальным временем'? *хи‐хи*хи‐хи*...... ............"""
,Сознание {f:5:Фезарин} медленно померкло.
