Speaker,Russian (RU)
,"""""Теперь пусть пара обменяется кольцами!"""""
,......Беато взяла руку Баттлера...... и надела на его палец кольцо с печатью однокрылого орла.
Ushiromiya Battler,""".........Ты уверена?.."""
{f:5:Beatrice},"""Вы уже территориальный лорд. ......Это кольцо принадлежит вам, Баттлер."""
Ushiromiya Battler,"""......Точно?......Это же твой мир...... твоя история..."""
{f:5:Beatrice},"""Да. .........Я создала эту историю потому, что пожелала быть с вами. ......А значит, цель этого мира выполнена. ......Поэтому теперь...... я хочу, чтобы вы дописали...... историю о нас."""
Ushiromiya Battler,"""............"""
{f:5:Beatrice},"""......Хе‐хех, издеваешься?*хи‐хи*хи‐хи*, я лишь перекладываю на тебя утомительную работу территориального лорда. Быть женой гораздо легче, когда нужно только хвастаться!.."""
{f:5:Beatrice},"""Мне просто нужно подождать, пока ты напишешь новую историю. И в каждой твоей новой истории я буду играть кого пожелаешь. .........Хоть злую ведьму, хоть противника. ......Любимую...... или жену."""
Ushiromiya Battler,"""Мои истории очень насыщенны. Ты будешь занята от рассвета до заката."""
{f:5:Beatrice},"""Хм...... Звучит неплохо..."""
,Беато отдала кольцо территориального лорда......
,"Баттлер дал ей серебряное кольцо с гербом, которое могла носить только жена территориального лорда."
,Затем они обменялись кольцами...... и их свадьба завершилась.
,Пара развернулась к толпе гостей...... и высоко подняла свои кольца.
,Для них прозвучал гром аплодисментов......
Zepar,"""В память событиям этой ночи великий территориальный лорд признает достижения указанных людей."""
Furfur,"""Пусть названные выйдут вперёд."""
,"Баттлер кивнул, и Беато назвала имя первого гостя, заслужившего признание."
{f:5:Beatrice},"""......Канон. Пройди вперёд."""
Ushiromiya Jessica,"""Ка... Канон?!"""
,"Выкрикнула девушка, пробившись сквозь толпу и сняв козлорогую маску."
,"Перед Баттлером и Беато собралось облако золотых бабочек...... и приняло облик Канона, стоящего на коленях перед двумя благородными."
,Канон уже умер и исчез.{n}......Но в Золотой Земле все мёртвые воскресают.
Kanon,"""Канон на месте......"""
{f:5:Beatrice},"""Когда мой муж оказался в опасной ловушке, ты спас его и проявил самопожертвование, решив остаться в вечной тюрьме вместо него. Твоя преданность заслуживает награды. Поэтому мы позволим тебе возродиться и вместе с тем продолжить службу."""
Kanon,"""......Да. Это честь для меня... и счастье!"""
Ushiromiya Jessica,"""Канон...... Ё... ...Ёшия! Ёшия! Ува‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!"""
,Джессика бросилась вперёд и в рыданиях упала на грудь Канона.{n}Канон мягко потрепал её по голове и обнял......
Ushiromiya Battler,"""Ты будешь служить не как мебель, а как человек. ......Понимаешь, что это значит?"""
Kanon,""".........Да."""
,Взглянув на рыдающую Джессику...... он снова посмотрел на Баттлера и решительно кивнул.
{f:5:Beatrice},"""Теперь следующая пара. Уширомия Джордж и Шаннон! Пройдите вперёд!"""
,"""""Да."""""
,Джорджа и Шаннон вызвали следующими.
,"Вероятно, они уже приготовились. Они смело вышли вперёд и преклонили колено."
Ushiromiya George,"""Уширомия Джордж на месте."""
Shannon,"""Шаннон на месте......"""
{f:5:Beatrice},"""Вы продержались до самого конца в испытаниях Зепар и Фурфур. Ваши великие достижения и привязанность, решимость и благородство — пример для подражания и заслуживают награды. Поэтому ваше свидетельство о браке подписано самим территориальным лордом!"""
,"""""Для нас это честь и счастье."""""
{f:5:Beatrice},"""Никто не сможет возразить этому свидетельству! Пусть семьи признанных от всей души благословят их союз!"""
Ushiromiya Battler,"""Ну что, раз им больше ничто не мешает, давайте бросать на них рис и праздновать. Эй, поздравляю вас!"""
,"Когда территориальный лорд, празднуя, захлопал в ладоши, аплодисменты разнеслись по всему собору."
,Затем козлоголовые в первом ряду один за другим сняли маски...
Ushiromiya Eva,"""......С‐слушай внимательно! Я никогда не прощу тебя, если ты пересолишь суп мисо! И Джордж может легко потолстеть, поэтому избегай сахара‐"""
Ushiromiya Hideyoshi,"""Джордж! Когда мужчина женится, он должен дорожить женой даже больше, чем родителями! Что бы твоя мама ни говорила, обязательно защити Шаннон!"""
Ushiromiya George,"""Да, конечно!"""
Shannon,"""Джордж!.."""
Ushiromiya Eva,"""Д‐Джорджа нужно будить в 7:00! Я никогда не прощу тебя, если ты дашь ему проспать! И не забудь, что мыть ему спину и чистить его уши тоже обязанности жены!"""
Ushiromiya Natsuhi,"""П‐правда?.. Я... я не знала..."""
Ushiromiya Krauss,"""...Э... это уже зависит от семьи......"""
Ushiromiya Kyrie,"""Рудольф, а ты дорожишь своей женой?"""
