Speaker,Russian (RU)
Ushiromiya Ange,"""День после Рождества не Рождество. Такое невозможно."""
Ushiromiya Kinzo,"""Хе‐хе‐хе‐хех. Очень жаль. Неверно."""
Ushiromiya Ange,"""Э? Почему?!"""
Ushiromiya Eva,"""Энджи, в какое время дня начинается новый день?"""
Ushiromiya Ange,"""В полночь, 24:00."""
Ushiromiya Eva,"""Вот видишь. Разве полночь — это ночь?"""
Ushiromiya Ange,"""......A."""
,Понятно. Первая ночь была сразу же после полночи на 25 декабря.
,Время сразу после предыдущего дня кончается и начинается Рождество.
,"Это точно день Рождества, и он наступает ночью."
Ushiromiya Ange,"""А затем наступает утро 25‐го, и когда солнце снова садится, опять наступает ночь на 25‐е......"""
Ushiromiya Eva,"""Именно! Ты поняла."""
Ushiromiya Kinzo,"""Хо‐хо‐хо! Жаль, что ты не поняла чуть быстрее."""
,Дедушка засмеялся как Санта‐Клаус.
,"Тётя Ева попросила его посчитать ответ правильным, раз в итоге я поняла, но дедушка покачал головой."
Ushiromiya Eva,"""Да ладно тебе!.. Не будь таким суровым дедушкой."""
Ushiromiya Ange,"""Зато теперь я поняла, как нужно. Я отгадаю следующую."""
Ushiromiya Kinzo,"""Да‐да. Так держать. Как и ожидалось от моей внучки."""
Ushiromiya Ange,"""Спасибо, дедушка! Теперь я точно готова. Я их все отгадаю!"""
Ushiromiya Kinzo,"""Да. Постарайся. У меня припасён для тебя поистине велколепный подарок."""
,"Поклонившись дедушке, мы с тётей Евой поспешили туда, где собрались все остальные."
Ushiromiya Ange,"""О, ясно. Возможно!.."""
Ushiromiya Eva,"""Да, верно. Ведь в каждом дне две ночи."""
Ushiromiya Ange,"""Точно! 25 декабря начинается в 0:00. Полночь — ночное время, так что это первая ночь. Затем наступает утро и, когда снова настаёт ночь, до полуночи это всё ещё тот же день!"""
Ushiromiya Eva,"""Именно. И обе эти ночи — ночи на Рождество."""
Ushiromiya Ange,"""Эхе‐хе‐хе‐хех. Я удивительна? Удивительна?!"""
,С радостной улыбкой тётя Ева энергично погладила меня по голове.
Ushiromiya Kinzo,"""Ва‐ха‐ха‐ха! Замечательно, Энджи. Я пытался сделать загадку сложной, но ты разгадала её как ни в чём не бывало."""
Ronoue Genji,"""Поздравляю, госпожа Энджи. ......Вот медаль за первую отгаданную загадку."""
,"Генджи протянул медаль золотого цвета.{n}Дедушка улыбнулся мне, побуждая взять её."
Ushiromiya Ange,"""С‐спасибо!"""
Ushiromiya Kinzo,"""Продолжай в том же духе. Что ж, это вся моя загадка. Иди туда и спроси загадку у любого, кого выберешь."""
,Медаль была тяжёлой и золотистой.
,"Если я многое отгадаю, у меня может лопнуть карман."
,"Я соберу столько, чтобы можно было похвастаться перед всеми!"
,"Поклонившись дедушке, мы с тётей Евой поспешили туда, где собрались все остальные."
,Кинзо с тёплым взглядом посмотрел вслед Энджи.
Ushiromiya Kinzo,"""Я сделал загадку слишком простой?.."""
Ronoue Genji,"""Нет. Она была такой, какой должна была быть."""
Ushiromiya Kinzo,""".........Генджи. Я... справился с ролью хорошего дедушки?.."""
Ronoue Genji,"""Разумеется."""
Ushiromiya Kinzo,"""Энджи юна. К тому же, она часто заболевает и не может приехать на Роккенджиму. ......Она... плохо меня запомнит."""
,Маленькие дети жестоки по‐своему.
,Они считают доброту естественной.
,"И думая, что доброта совершенно естественна...... они быстро о ней забывают."
Ronoue Genji,"""......Это ничем не отличается от признательности родителям. Возможно, пройдёт много лет, прежде чем госпожа Энджи поймёт."""
Ushiromiya Kinzo,"""Думаешь, она...... в конечном итоге вспомнит, что я был весёлым дедушкой?"""
Ronoue Genji,"""......Да. Обязательно."""
Ushiromiya Kinzo,""".................."""
,Кинзо помрачнел.
,"......В итоге даже Энджи станет старше и услышит, как в основном общественность относится к Уширомии Кинзо."
,"Уширомия Кинзо, известный общественности, полностью отличается от Кинзо, играющего со своими внуками."
,"Когда она узнает, ......Энджи вспомнит лицо тирана Кинзо, известного миру, или же это мягко улыбающееся лицо?"
Ushiromiya Kinzo,"""......По возможности я бы надеялся, что она вспомнит мою улыбку...... но, наверное, это слишком большая просьба."""
Ronoue Genji,"""............"""
{f:5:Beatrice},"""Ничего не поделаешь. Таковы дети."""
Ushiromiya Kinzo,"""О, Беато."""
{f:5:Beatrice},"""Дети просто проглатывают доброту, и её не остаётся в их памяти. К тому времени, когда пройдёт 12 лет, она непременно узнает о том, каким причудливо эксцентричным был Уширомия Кинзо. Твоей улыбке суждено быть закрашенной этим и забытой."""
Ushiromiya Kinzo,"""......Скорее всего. Сколько бы я ни баловал её, моя любовь не будет вознаграждена."""
{f:5:Beatrice},"""И всё же, точно так же, как далеко не сразу вспоминаешь, чем обязан родителям, ......однажды Энджи тоже обязательно вспомнит. ......Она вспомнит улыбки, которые ты показал ей."""
Ushiromiya Kinzo,"""Хмф...... Пусть забудет. Одна её улыбка — лучший прощальный подарок, который я мог бы взять с собой, когда придёт моё время. Такова... суть невознаграждаемой любви."""
{f:5:Beatrice},"""Наверное, деды всегда остаются без награды."""
Ushiromiya Kinzo,"""О, но я вознаграждён. Всего лишь вспомнив улыбку Энджи, этой ночью я могу с радостью предаться сну. Ва‐ха‐ха‐ха‐ха‐ха‐ха......"""
,"Кинзо с одиноким смехом развернулся, взмахнув накидкой."
,"Это вся любовь, которую он мог предложить Энджи как дедушка."
,"Часть него хотела быть вспомненной, но он знал, что не должен желать этого."
,Именно так... работает невознаграждаемая любовь.
,"Посмотрев в спину Кинзо, Беато снова пристально посмотрела в спину Энджи."
{f:5:Beatrice},""".........Энджи. ......И всё же, вспомни однажды. ......Вспомни улыбку, которую Кинзо когда‐то показал тебе."""
,"И, чью загадку мне выбрать следующей?"
,"Я брошу вызовы многим‐многим людям, мне дадут много‐много медалей за отгаданные загадки, и я получу удивительный подарок, который смогу показать всем."
,Вон там дядя Краусс и тётя Нацухи.
,Смотрят сюда и улыбаются. Они наверняка придумали интересные головоломки.
,Вон дядя Хидэёши манит меня к себе.
,Он весёлый дядя и точно придумал весёлый вопрос.
,"Напротив него — мама и папа.{n}Они машут мне, говоря вдоволь повеселиться."
,......Папа должен знать много безумно сложных вопросов. Может быть трудно.
,Вон там тётя Роза и сестрёнка Мария.{n}Вместе читают книгу загадок в поисках вопроса.
,"Мария то и дело поглядывает на меня, говоря «Ки‐хи‐хи‐хи‐хи»."
