Speaker,Russian (RU)
Ushiromiya Kinzo,"""............Ясно. Значит, началось."""
Ronoue Genji,"""...Да."""
Shannon,"""........................"""
,"Хоть Кинзо и узнал о шести смертях, но не выказал никаких эмоций."
,"Глядя в окно он... ухмылялся так, словно его соперник по шахматам только что сделал эффектный ход."
,"...Сложно было представить отца, который вёл бы себя так, потеряв почти всех своих детей."
Ronoue Genji,"""......Роза‐сама приказала Канону и Годе вызвать полицию. Потом она приказала нам следовать вашим указаниям, господин... ......Что нам делать?"""
Ushiromiya Kinzo,"""............Этот остров уже отрезан от реального мира. Телефон им не поможет."""
Ronoue Genji,"""Мне остановить их?"""
Ushiromiya Kinzo,"""......Пока вращается рулетка, они могут тратить время как угодно. Пусть делают, что хотят."""
Ronoue Genji,"""............Хорошо."""
Shannon,"""...М‐м‐м... Мне что‐нибудь передать Розе‐сама?"""
Ushiromiya Kinzo,"""Я же сказал, пусть проводят время как им вздумается! Они могут петь, если хотят, могут танцевать, если хотят! Они даже могут обняться и прыгнуть в котёл с кипящей водой! Пока не умрет 13 человек, они свободны делать что угодно. Если им слишком скучно, они могут попробовать выяснить, почему человек, зная, как поступать себе во благо, поступает наоборот, или ещё что‐нибудь! Это разгадка тайны человека и вселенной!"""
Shannon,"""С‐слушаюсь!.. М‐мои извинения!.."""
,Шаннон съёжилась от страха из‐за его внезапной вспышки ярости. ...Генджи жестом попросил её не говорить лишнего.
,Шаннон уже и сама сожалела об этом...
Ushiromiya Kinzo,"""Однако. ...Вы также вольны в своих действиях. ......Генджи. И Шаннон. Вы хорошо служили мне до этого дня."""
Shannon,"""В‐ваши слова слишком добры для меня... но, м‐м‐м..."""
Ronoue Genji,"""Мы мебель, поклявшаяся служить господину. ......Не важно, что произойдёт, мы всегда будем на вашей стороне. ......До самого конца."""
Ushiromiya Kinzo,"""............ ............Я хочу рассказать вам... обо всём. ......Шаннон. Я оставлю завещание. Запиши, что я скажу. ...Генджи, налей мне как обычно, пожалуйста."""
Shannon,"""А!.. С...слушаюсь!"""
,"Нанджо часто рекомендовал Кинзо написать завещание, но тот всегда впадал в бешенство при упоминании об этом."
,"......Поэтому было естественно полагать, что слово ""завещание"" никогда не будет произнесено Кинзо."
,Шаннон на мгновение даже не поверила своим ушам.
,"Она быстро нашла лист бумаги и присела за стол. Генджи же, как и было приказано, наливал зелёную, вредную выпивку..."
Shannon,"""Я готова."""
Ushiromiya Kinzo,""".........Хм‐м. .........С чего бы мне начать? ...Стоит ли мне рассказать про свою жизнь? ......Было бы забавно оставить записи запомнившихся мне игр."""
Ushiromiya Kinzo,""".........Это воистину забавно, читать записи старых игр, случившихся более века назад... путешествовать в поисках мыслей тех игроков. .........И будет ли запись моей жизни так же манить отправиться в путешествие на поиски моих мыслей? ......Хмф."""
,"Кинзо важно расхаживал по комнате, заложив руки за спину, и решал, как начать говорить..."
Ronoue Genji,"""Господин. .........Вот, прошу."""
Ushiromiya Kinzo,"""Хм‐м. Спасибо, друг мой. ............Тогда так. Если я говорю о моей жизни, я должен начать с момента, когда я встретил эту ведьму."""
Ushiromiya Kinzo,"""...Шаннон, пиши. ......Моя встреча с {f:5:Беатриче} произошла очень давно. Какой же год это был?.. ...Думаю, после войны..."""
,"Некоторое время спустя мы успокоились, и каждый из нас поклялся родителям, что мы обязательно поймаем преступника."
,"Честно говоря, нам до сих пор было тяжело."
,"...Даже сейчас, если проявим слабину, мы можем сорваться как Джессика, и выплеснуть ярость через насилие."
,"Вернувшись, Года сообщил, что сейчас за Джессикой присматривает Канон‐кун."
,"...Видимо, она находилась в состоянии крайнего эмоционального напряжения."
Ushiromiya Rosa,"""......Ясно. Спасибо. ...Должно быть, ребёнок может лучше понять чувства другого ребёнка. ......Нам, скорее всего, будет лучше оставить их наедине."""
Nanjo Terumasa,"""Роза‐сан... ......Здесь я больше ничего не могу сделать. ......Телефон не работает, но завтра прибудет катер, и мы, вероятно, сможем связаться с полицией. Мы должны оставить это место как есть для расследования."""
Gohda Toshiro,"""...Я согласен с доктором Нанджо. ......Если вы останетесь в таком месте надолго, это будет вредно для здоровья. ......Давайте вернемся и заварим чёрного чаю..."""
Ushiromiya Rosa,""".........Хорошо. ...Я согласна. ......Баттлер‐кун, Джордж‐кун, вы готовы? Запрём эту комнату. Нам нужно оставить это место как есть до тех пор, пока не прибудет полиция."""
Ushiromiya George,"""Вы правы. .........Баттлер‐кун, ты в порядке?"""
Ushiromiya Battler,"""......Да. ...Я успокоился. ......Теперь все нормально."""
,"Полиция наверняка найдет какие‐либо доказательства при расследовании. ...Но нам не хватило свойственного зрелости терпения, чтобы дождаться этого."
,"...Я сам исследовал часовню, пытаясь вычислить преступника до того, как появится полиция."
,"......И мне удалось выяснить... Как это ни прискорбно, совсем ничего.{n}......Я не смог найти ни единой зацепки."
Ushiromiya Rosa,"""Ладно... Уходим отсюда. ...Мария, идём. ......Не надо смотреть на это!"""
Ushiromiya Maria,"""......У‐у."""
Gohda Toshiro,"""Идёмте, идёмте, Мария‐сама. Давайте вернемся... Здесь холодно."""
Ushiromiya George,"""............Папа, мама. ......Спасибо вам за всё. Я стану, я обязательно стану мужчиной, который не предаст твоих ожиданий, отец..."""
,Джордж высказал свои прощальные слова родителям.
,......После чего Баттлер решил сделать то же самое.
Ushiromiya Battler,"""...Отец, Кирие‐сан."""
,"Глядя на их лица... Можно было подумать, что они спят... Но это было столь горькое зрелище..."
Ushiromiya Battler,""".........По крайней мере, вам позволено покоится в таком спокойном месте. .........Я обязательно поймаю того, кто сделал это... Обязательно..."""
Ushiromiya George,"""......Что... это? Что за отвратные письмена... Это нарисовал убийца?"""
Nanjo Terumasa,"""Это просто... просто ужасно..."""
,"Когда дверь в часовню оказалась закрыта, мы впервые увидели эти письмена."
Gohda Toshiro,"""Это похоже на то, что мы видели в первый раз. ...Нарисовано, скорее всего, преступником..."""
Ushiromiya Battler,"""...Если убийца — ведьма, то это магический круг для призыва демона или чего‐то ещё?"""
Ushiromiya Maria,"""Ки‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи‐хи... Это седьмой магический круг солнца. Вы даже этого не знали? Ки‐хи‐хи‐хи‐х‐их‐их‐и‐хи‐хи‐хи‐хи‐хи‐хи. Ай."""
Ushiromiya Rosa,"""Эй! Разве я не говорила тебе не смеяться этим противным тоном!"""
Ushiromiya Battler,"""Мария, продолжай. ......Что это значит?"""
Ushiromiya Maria,"""Это магический круг для избавления от физических или ментальных уз. ......Текст вокруг на иврите гласит: 'Господь освободил меня от оков. И я преподнесу ему жертву в благодарность, и буду славить имя Господне'."""
Ushiromiya George,"""......Жертву в благодарность?.. Значит, убийство отца и остальных было пожертвованием для этого магического круга?!"""
Ushiromiya Rosa,"""Успокойся, Джордж‐кун!.. Преступник пытается спровоцировать нас. ...Это ничего не значит. Даже мысль об этом заставляет сердце сжиматься."""
Ushiromiya Battler,"""......Здесь ещё написано кое‐что по‐английски. ...'СЧАСТЛИВОГО ХЭЛЛОУИНА, МАРИЯ'. ......Понятно. И ключ от этой комнаты был передан Марии... так?"""
Ushiromiya George,"""...Но это же часовня. Может быть, имеется в виду не Мария‐чан, а Дева Мария. ......В таком случае это может быть богохульством во имя Хэллоуина."""
Ushiromiya George,"""Говорят, что ведьмы, общающиеся с демонами, клянутся вечно осквернять имя Господне. ......При таком раскладе это действительно похоже на убийство ведьмой."""
Ushiromiya Rosa,"""...А вы многое знаете. ......Вы слышали это от Марии?"""
Ushiromiya George,"""......Да, что‐то типа того."""
Ushiromiya Battler,"""Значит, часовня. ......Они взяли на себя хлопоты, чтобы позвать их в часовню и убить... ............Тётя Роза, у этой часовни есть какое‐то особое значение?"""
Ushiromiya Rosa,"""Что ты имеешь в виду... под особым значением?"""
Ushiromiya Battler,"""Ну, м‐м‐м... они привели сюда шесть человек и позаботились о создании таких вычурных декораций."""
Ushiromiya Battler,"""...Мы не можем точно сказать, позвала ли она их сюда перед тем, как убить, или убила их, а потом перенесла тела. Но в любом случае, на это потребовалось бы уйма сил... Почему преступник хотел, {i:чтобы шесть людей умерли именно здесь?}"""
Nanjo Terumasa,"""......И правда. При такой вычурности имеется большая вероятность, что полиция найдет какое‐нибудь важное доказательство."""
Nanjo Terumasa,"""......Преступник никак не мог не осознавать этого. ...Так зачем преступник потратил столько сил на такое, вот в чём вопрос..."""
Ushiromiya Battler,"""И вот тогда возникает один серьёзный вопрос... Какое значение имело это место?"""
Ushiromiya Rosa,"""......Эта часовня... была важна для отца. ......Когда я была ребёнком, мне строго воспрещалось заходить в неё."""
Ushiromiya Maria,"""У‐у. ...Мария однажды тоже пришла сюда, за что меня отругали... У‐у..."""
Ushiromiya George,"""Часовня не простая?.. Она имеет отношение к главе семьи Уширомия?"""
Ushiromiya Rosa,"""Не знаю. ......Отец считал эту часовню святой и так дорожил ей, что несколько раз менял внутреннее убранство."""
Ushiromiya Rosa,"""...Но, как всем известно, отец был неверующим, причём настолько, что даже практиковал чёрную магию. .....Мне ни разу не доводилось слышать, чтобы он приходил сюда помолиться Богу."""
Gohda Toshiro,"""......Насколько я знаю, господин никогда не приходил сюда. Мы даже называли её 'запретной часовней'... м‐м‐м, и я всегда считал её пугающей, что‐то вроде дома с призраками."""
Ushiromiya Rosa,"""Хоть отец и не посещал её сам, он зачем‐то приказывал слугам убираться в ней несколько раз в год. Как будто он содержал её в чистоте, чтобы можно было воспользоваться ею в любой момент."""
Ushiromiya Battler,"""И тем не менее, это — 'запретная часовня'... ......Ихи‐хи! Может быть, это неприлично, но разве нет какой‐нибудь интересной истории или зацепки о ней? Доктор Нанджо, вы ведь старый друг дедушки, да? Вы слышали что‐нибудь про это?"""
Nanjo Terumasa,"""............Я слышал об этом очень давно, но забыл, что он тогда сказал, чтобы избежать этой темы. ......Да, он сказал что‐то вроде..."""
Nanjo Terumasa,"""Однажды он тоже сможет получить благословение в ней. Но пока чуда не случится, этот день никогда не придёт."""
Ushiromiya Battler,"""Что это значит? .........Что ему делать в часовне? Он же не имел в виду собственные похороны, да?"""
