Speaker,Russian (RU)
,"С того времени, как группа Рудольфа покинула домик для гостей, прошло уже 30 минут."
,"По любым меркам, они значительно задержались.{n}...И у Краусса с Нацухи, ожидавших их возле входа, уже истекало терпение."
,"Дверь была закрыта на цепочку. Это была мера предосторожности на тот случай, если на группу Рудольфа будет совершено нападение, и они лишатся главного ключа."
,По этой причине им пришлось дежурить у входа в ожидании возвращения остальных...
Ushiromiya Natsuhi,"""......Они и вправду задерживаются. Тебе не кажется, что с ними могло что‐нибудь случиться?.."""
Ushiromiya Krauss,"""............Хм‐м..."""
,"Краусс перевёл взгляд с часов на дверь, изо всех сил пытаясь сохранять хладнокровие."
Ushiromiya Natsuhi,"""Может... что‐то произошло, что помешало их возвращению..."""
Ushiromiya Krauss,"""...Страшная мысль, но судя по всему, нам следует быть готовыми и к такому варианту. ......Всё‐таки это было действительно безрассудно."""
Ushiromiya Natsuhi,"""О... об этом я и говорила!.. Почему они вышли наружу, когда им было известно, насколько это опасно!... Как глупо! Для чего выходить на улицу, когда на Розу‐сан совсем недавно напали?!!.."""
Ushiromiya Krauss,""".........Сделанного не воротишь. ...В любом случае, получается, что здесь, в домике для гостей, трое взрослых. Я, ты и Ева, лежащая с высокой температурой."""
,"В этот момент раздался громкий звук распахнувшейся двери коридора, и до них донёсся испуганный голос Евы."
,"...Этот голос взывал к имени Хидэёши. ......Могло показаться, что из‐за высокой температуры ей привиделся дурной сон, и спросонья она стала взывать к имени своего мужа."
Ushiromiya Natsuhi,"""Ева‐сан... В чём дело, ты в порядке?.."""
Ushiromiya Eva,"""Гд... Где мой муж?! Моего мужа здесь нет!!! Он ведь обещал, что будет со мной всё это время! Он ведь обещал, что всё время будет держать меня за руку!!!"""
,"...Краусс буквально остолбенел от такого напора эмоций, которых она никогда раньше не проявляла при нём, но Нацухи хорошо понимала её чувства."
Ushiromiya Natsuhi,"""......У... успокойся... Хидэёши‐сан ушёл вместе с Рудольфом‐саном и Кирие‐сан, и сейчас они находятся снаружи."""
Ushiromiya Eva,"""Снаружи?!?!?! По‐по‐почему, почему он вышел наружу после того, как пообещал, что будет со мной всё это время?! Тебе нельзя выходить наружу, ведьма снаружи, ты не должен идти, тебя убьют!!! Ва‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐аххх!!!.."""
Ushiromiya Krauss,"""...Ева, держи себя в руках. ......Хидэёши‐сан вернулся в особняк с Рудольфом и Кирие‐сан."""
Ushiromiya Eva,"""Зачем он отправился в особняк?!! Почему он вышел наружу, даже понимая, что здесь безопасно?!! Почему он вернулся в особняк?!!"""
Ushiromiya Krauss,"""..................Они отправились набрать достаточно еды, чтобы продержаться до завтра. ...Хидэёши‐сан был обеспокоен твоим здоровьем и сказал нам..."""
Ushiromiya Eva,"""Когда они вернутся?! Когда они вернутся?! Не выходи наружу, не ходи в розарий, не ходи в особняк!!! Ведьма здесь, Золотая Ведьма ищет повсюду! Если она найдёт тебя, то тебя убьют, тебя обязательно убьют!!! Когда мой муж должен вернуться?!"""
Ushiromiya Natsuhi,""".........Они вышли ровно тридцать минут назад. Мы ожидаем их возвращения."""
Ushiromiya Eva,"""Тр‐тридцать минут?! Разве это не странно? Почему у них ушло так много времени, чтобы отправиться в особняк, чтобы забрать еду и вернуться?! И почему вы двое просто стояли здесь всё это время?!"""
Ushiromiya Eva,"""Мы должны собраться!!! Мы должны быстро отправиться туда, где они!!! Хи‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и‐и!!!"""
,"Еве, похоже, приснился ещё тот кошмар. ...А поскольку он продолжился, даже когда она проснулась, она больше не могла скрыть замешательства."
,"Нацухи пыталась успокаивать её, но всё что она сделала, это заставила эмоции Евы вспыхнуть с новой силой."
,"...Наверное, эта вспышка достигла их ушей. Баттлер и прочие дети, которые должны были отправиться на второй этаж, выглядывали через слегка приоткрытую дверь вестибюля."
,"Краусс, Нацухи, Ева. А также Баттлер, Джордж, Джессика, Нанджо.{n}...Все в домике для гостей собрались у входа и осознали сложившуюся ситуацию."
Ushiromiya George,"""Я поддерживаю маму. Нам следует пойти, чтобы проверить папу и остальных."""
Ushiromiya Battler,"""Да, это верно. Тем более, есть вероятность, что их груз слишком тяжёл и им трудно его перемещать. Им могут понадобиться дополнительные руки."""
Nanjo Terumasa,"""......Р‐Роза‐сан не так давно подверглась нападению. ...Нельзя исключать возможность повторения трагедии. Нам следует проявить осторожность и..."""
Ushiromiya Eva,"""Не будь дураком!!! Что ты подразумеваешь под осторожностью?! Ты хочешь сказать, мы должны наблюдать, как мой муж умрёт, хотя он, возможно, умоляет о помощи?! Я сама схожу и посмотрю, а трусы могут оставаться здесь!!!"""
,"Взволнованная Ева подняла ружьё.{n}Судя по её настрою, никому не под силу было остановить её."
,"...Джордж, осознавший это первым, поднял голову."
Ushiromiya George,"""Я тоже иду. Ты тоже, верно, Баттлер‐кун? Чем больше людей, тем лучше!.."""
Ushiromiya Battler,"""Р‐Разумеется!!! Тётя Ева, мы идём, даже если ты против этого."""
Ushiromiya Jessica,"""...Я... я тоже иду!.. Я не собираюсь одна прятаться в укрытии!.."""
Ushiromiya Natsuhi,"""Джессика, тебе нельзя выходить наружу!!! Оставайся здесь со мной. Хорошо?!"""
,"Это походило на признание того, что те трое уже в любом случае были мертвы, поэтому выходить наружу не имеет смысла."
,"Нацухи также понимала, что сейчас творилось на душе у Евы, насколько разрывается её сердце, но сказала свои слова твёрдо, как мать Джессики."
Ushiromiya Eva,"""..................Ты права. Всё верно. Нии‐сан с семьёй должны охранять домик для гостей."""
Ushiromiya Eva,"""Это проблемы наших с Баттлером‐куном семей. И мне интересно, пойдёт ли доктор Нанджо. На всякий случай."""
{f:5:Virgilia},""".........В холле особняка Баттлер, Ева, Джордж и Нанджо обнаружили трупы Рудольфа, Кирие и Хидэёши."""
Ushiromiya Battler,""".........С четвёртых по шестые сумерки? А значит, у трупов должны быть пробиты лоб, грудь и живот теми демоническими кинжалами?"""
{f:5:Virgilia},"""Да. ......Демонические кинжалы были вонзены в них: один — в лоб Рудольфа, один — в грудь Хидэёши и один — в живот Кирие."""
{f:5:Virgilia},"""Одежда троицы оказалась потрёпанной, и это наводило на мысль, что они боролись и убегали. Поскольку трупы не были найдены в непосредственной близости друг от друга, можно было предположить, что при встрече с преступником они пытались как‐то сопротивляться."""
Ushiromiya Battler,""".........С кинжалами во лбу, груди и животе. ......Кошмарно, как и всегда..."""
Ronove,"""........................"""
,"Хотя Ронове и понимал, что это будет излишним, он подумал, что ему следует рассказать об этом Баттлеру."
,...В действительности же ведьма умертвила их гораздо более жутким способом.
,"......Беато посоветовала ведьме сдерживать себя, и именно поэтому трупы были оставлены подобным образом."
,"Новая ведьма, посчитав, что главное, лишь бы были вонзены кинжалы, наверняка бы просто воткнула кинжалы в гору мяса, по форме ни чем не похожую на {y:0:Челове}{n:0:челове}ка."
,"С трупами Розы и Марии всё могло оказаться и того страшнее. ...Если бы они были убиты так, как того хотела Золотая Ведьма, тогда насколько ужасно должны были бы выглядеть их трупы?"
,"Беато изменила убийство в ""лучшую сторону"", следуя словам Баттлера."
,"И, желая отдать должное проявленной Беато скромной заботе, он решил рассказать об этом Баттлеру."
,"...Но глаза Баттлера дали ему понять, что вреда это принесёт больше, чем пользы. Для людей разрыв между живыми и мёртвыми слишком велик."
,"Рассказ о том, что она обеспечила им более лёгкую смерть, и что он лишь хочет дать Баттлеру понять чувства Беато, мог бы побудить демона простить её, но оказать такое же воздействие на {y:0:Челове}{n:0:челове}ка данный рассказ никак не мог."
,"Осознавая это, Ронове промолчал, даже зная про скромные усилия, приложенные Беато..."
Ushiromiya Battler,"""Как и обычно, начнём с проверки, являются ли трупы настоящими. ......Ронове, пожалуйста, объяви это красным."""
Ronove,"""........................"""
Ushiromiya Battler,"""Эй, ты не расслышал? ...Пожалуйста, объяви это красным. Повтори: 'Рудольф, Кирие, и Хидэёши мертвы'."""
Ronove,"""............Прошу меня извинить. Я отказываю в повторении."""
Ushiromiya Battler,"""С чего бы это?.. Вот так неожиданность... Ты что‐то задумал?.."""
,В настоящий момент объявление красным о смерти жертв являлось необходимой данностью.
,Отказ сделать это был почти равносилен признанию поражения по умолчанию.
,"...Поэтому, когда Ронове отказался от инициативы в своём первом ходе, Баттлер был просто озадачен."
Ronove,"""Мои извинения. Посредник вроде меня, говорящий от имени миледи, должен отказаться от совершения хода на данной стадии. ...Соответственно, {i:я} не могу повторить это красным. ......Единственный, кому это разрешено... сама миледи."""
Ushiromiya Battler,"""..............."""
{f:5:Virgilia},"""...Он всё верно говорит. Ронове — всего лишь посредник со стороны Беато. ......Если Ронове оставит должность посредника, а Баттлер‐кун не признает Беато в качестве соперника... Будет назначен новый посредник."""
Ronove,"""......В новых посредниках нет нужды. ......Прошу вас, Баттлер‐сама. Пожалуйста, примите миледи в качестве вашего оппонента ещё раз."""
Ushiromiya Battler,"""............Извини, но это тот совет, к которому я не могу прислушаться. ......Я точно не приму эту мерзкую жестокую тварь в качестве своего оппонента. ...Я не собираюсь сдаваться в этой игре лишь из‐за своего неприятия её."""
Ronove,"""Относительно вашего суждения по поводу её неадекватности, я хотел бы извиниться за миледи. Позвольте мне дать слово, что миледи больше не станет совершать неадекватных поступков."""
Ushiromiya Battler,""".........................Что‐то я сомневаюсь."""
{f:5:Virgilia},"""...Баттлер‐кун. Я тоже извиняюсь, как наставница этого ребёнка. Она безропотно всё выслушала, так почему бы тебе не простить её лишь этот раз?"""
Ushiromiya Battler,"""......Эй, эй, да будет вам. Вас послушаешь, так это я тут плохой парень."""
Ushiromiya Battler,"""...И сколько бы, {i:вы, ребята}, не извинялись, всё пройдёт мимо моих ушей. ......Если бы Беато сама лично сказала это... Ну, не то чтобы я её не выслушаю."""
{f:5:Virgilia},"""............Понимаю. Если таково твоё единственное условие, чтобы вновь принять это дитя, пускай же тогда это дитя извинится."""
{f:5:Virgilia},""".........Ронове. Позови её. Ты не возражаешь, Баттлер‐кун?.."""
Ushiromiya Battler,"""............Да ну вас. ...Поступай как знаешь. Однако не надейся, что я могу простить её. ......Зови эту надоедливую ведьму."""
Ronove,"""...Премного вам благодарен, Баттлер‐сама. ......Тогда я позову её. ......Миледи, Баттлер‐сама вызывает вас."""
,"В воздухе возникла стая золотых бабочек, которые обернулись в форму Беато."
,"...Она выглядела гораздо более смиренной, чем та, которой она была до этого."
{f:5:Beatrice},"""............Ты звал меня, Ронове?"""
{f:5:Virgilia},"""...Я полагаю, ты слышала. ......Не полагается ли тебе лично кое‐что сказать?.."""
Ushiromiya Battler,"""........................"""
{f:5:Beatrice},"""....................."""
,"Со стороны казалось, что Беато слегка съёжилась под холодным взглядом Баттлера."
,"Несколько раз Беато предприняла усилия, пытаясь протолкнуть слова из своего рта, но всё было тщетно, и она смотрелась нелепо, словно человек, пытающийся замерзшими руками зажечь спичку в лютую зиму..."
,"Пока она пыталась сделать это, ситуация на игровой доска продолжала развиваться..."
,В холле они только что обнаружили трупы новых жертв и подавленные плакали...
Ushiromiya Battler,"""......Папа...Кирие‐сан... о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о... о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о..."""
Ushiromiya Eva,"""Дорогой... дорог‐о‐о‐о‐о‐ой... у‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а!!!.."""
Ushiromiya George,"""...Мама... возьми себя в руки... я тоже... сломан... и подавлен!.."""
Nanjo Terumasa,"""...............Судя по всему, они умерли мгновенно. ...Я даже уверен, что явись мы в тот момент, когда они только упали, и это было бы слишком поздно..."""
Ushiromiya Eva,"""Нет, это ошибка!!! Они точно были живы!!! Ему проткнули грудь чем‐то подобным!.. Мой муж погиб, мучаясь от ужасной боли!.."""
Ushiromiya Eva,"""Если бы мы пришли раньше... они точно были бы спасены! Они обязательно бы оказались спасены!!! У‐у‐у‐у‐у‐ва‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а‐а..."""
Ushiromiya George,"""......Это так тяжко... и для тебя тоже, Баттлер‐кун... крепись..."""
Ushiromiya Battler,"""............Я в порядке... всё нормально, Аники... Просто дай мне ещё немного поплакать... ......Мне даже получше, чем остальным... Мне даже следует печалиться меньше всех!.. Поэтому, если ты дашь мне ещё немного поплакать... я буду в порядке..."""
Ushiromiya George,"""Это неправда... ......Я могу понять, как сильно потеря обоих твоих родителей терзает твоё сердце... ...У меня ещё осталась мать. ...Это гораздо лучше, чем у тебя, Баттлер‐кун..."""
Ushiromiya Battler,"""Нет, ты ошибаешься! Тебе тяжелей всего, Джордж‐аники... Я понимаю, Аники..."""
Ushiromiya Battler,"""...В нашей группе... тебе горестней всех, и это так сильно терзает тебя! Я понимаю это... поэтому я не могу сдержать из‐за этого слёз!.. О‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о!!!"""
Ushiromiya George,"""......Почему... ты утверждаешь, что мне приходится тяжелей всего?.."""
Ushiromiya Battler,"""Для меня папа и Кирие‐сан... были людьми, с которыми я бы в итоге расстался с возрастом и по обретении независимости и самостоятельности. Поскольку они родители, предопределено, что они умрут раньше своих детей. ...Но так сложилось, что это произошло немного раньше!.."""
Ushiromiya Battler,""".........Но у тебя всё по другому, Аники. Тебе не пришлось бы расставаться со своими родителями. .........Вам следовало бы всю жизнь прожить вместе... И ты ведь даже Шаннон‐чан тоже лишился, верно?!!"""
Ushiromiya George,"""........................"""
Ushiromiya Battler,"""Нет такого, что каждая человеческая жизнь имеет разный вес. Будь это ребёнок или старик, все они одинаково ценны!.."""
Ushiromiya Battler,"""......Но всё же, чем больше человек живёт... тем больше будущее, созданное вами... и тем печальнее факт смерти!.."""
Ushiromiya Battler,"""Аники, ты ведь был помолвлен с Шаннон‐чан, верно? Ты обещал, что в будущем вы создадите свою семью и дом, верно?! .........Если сравнить с тем, каким огромным будущим это было... сравнить, каким большим было это счастье... то моя боль тут и рядом не стоит!.."""
Ushiromiya Battler,""".........Поэтому тебе простительно плакать, плакать сильнее, Аники!.. И всё же... лишь поскольку ты следуешь роли старшего брата перед нами, кузенами... тебе приходится держаться собранным!......"""
Ushiromiya George,"""............Хватит уже... Баттлер‐кун."""
,Джордж попытался спокойно улыбнуться.
,"......Но... он уже не в силах был остановить горькие слёзы, оставлявшие следы на его лице."
Ushiromiya George,"""......Да как же мне... не грустить, верно?.. .........Я рисовал столько картин будущего вместе с Шаннон. Мы говорили о мечтах, которым не суждено было исполниться даже за тысячу жизней."""
Ushiromiya George,"""......Из тех мечтаний... даже самое первое... внести её в мой семейный регистр, не смогло исполниться... так что как же мне... не грустить, верно?.."""
Ushiromiya Battler,"""По сравнению с этим, я... я!.. Я уже говорил, я больше не имею права плакать! Когда ты сдерживаешь себя, Аники, я не имею права проливать слёзы!!!"""
Ushiromiya George,"""......С тобой то же самое. ...Мы оба чувствуем боль от потери близких нам людей. Поэтому нет такого правила, что тебе нельзя плакать больше меня, Баттлер‐кун."""
Ushiromiya George,""".........И... для меня тоже... нет такого правила... которое гласит... что я больше других должен сдерживать {i:свои} слёзы."""
Ushiromiya Battler,"""...Аники... Аники‐и!!!.. О‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о!!!"""
Ushiromiya George,"""Шаннон, с которой мы говорили о будущем, мертва. Отец тоже мёртв. .........Как горько... как горько...О‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о‐о!!!"""
,"Баттлер и Джордж крепко обняли друг друга за плечи, проливая водопад слёз по тем людям, которые были им дороги..."
Ushiromiya Battler,"""............Ты понимаешь, почему я говорю Джорджу‐аники, что ему гораздо тяжелее?.."""
{f:5:Beatrice},"""Я ......я слышала, поэтому понимаю. ......Сила горя прямо пропорциональна тому времени, которое они могли прожить после..."""
Ushiromiya Battler,"""......Разумеется, ты не можешь так просто вычислить его. .........Мы, {y:0:Люд}{n:0:люд}и, отличаемся от вас, ведьм. ......С момента обретения жизни и до самой смерти, мы живём отмеренный нам срок жизни изо всех сил."""
Ushiromiya Battler,""".........Я не прощаю тех, кто игнорирует это. ......Кроме того, я однозначно не прощаю тех, кто глумится над людьми, считая их игрушками. ...Такой особе, как ты, который даже не ведомо само понятие смерти, возможно, этого не понять."""
{f:5:Beatrice},"""........................"""
Ushiromiya Battler,"""......Это не просто время жизни, которое мы собираемся прожить. ......Смех над людьми, живущими изо всех сил... Именно это больше всего я и не могу простить."""
Ushiromiya Battler,"""Джордж‐аники проживал жизнь, отчаянно стараясь изо всех сил. ...Сегодня он наверняка был героически готовым жениться на Шаннон‐чан. ......Это совершенно отличается от меня, радовавшегося встрече с кузеном и кузинами по прошествии столь долгого времени."""
{f:5:Beatrice},"""Н... но всё же..."""
{f:5:Virgilia},"""Беато. Пока что помолчи и слушай."""
{f:5:Beatrice},"""............Х...хм‐м."""
Ushiromiya Battler,""".........В некотором смысле, мне понятны твои оправдания. ...Ты говоришь, что тебе необходимо продолжать убийства согласно эпитафии для твоего собственного воскрешения."""
Ushiromiya Battler,"""......Поэтому, исходя из обстоятельств твоей стороны... Я могу немного понять твои убийства. ......Поскольку для тебя это — необходимые действия. ......В таком случае все дальнейшие лишние действия являются лишь проявлением твоего бессмысленного и жестокого хобби."""
Ushiromiya Battler,"""......Другими словами, если убийство шести человек в первые сумерки было для тебя 'необходимой мерой', тогда весь этот показ изуродованных лиц и распоротых животов с полным набиванием их сладостями был совершенно излишним, являясь лишь твоим жестоким увлечением. .........Я определённо не могу простить эту твою сторону."""
{f:5:Beatrice},"""............Хм‐м..."""
Ushiromiya Battler,"""Когда тётю Розу неоднократно убивали самыми ужасными способами... я слышал, ты говорила: 'в конце она снова вернётся к жизни, так что не имеет значения, как она убьёт её'... или что‐то вроде. {f:5:Вергилия} мне рассказала."""
{f:5:Beatrice},""".........Ну, это... э‐э... м‐м‐м..."""
Ushiromiya Battler,"""Эта идея, что ты можешь убивать их сколько угодно раз до тех пор, пока имеешь возможность воскресить, выливается в совершенно излишние действия игры с чужой жизнью, не так ли?"""
Ushiromiya Battler,""".........Если тебе нужно убить, делай это моментально! Не играй с ними!!! Если не собираешься убивать, то не издевайся над ними!!! Ты корыстно воспользовалась тем фактом, что в твоей власти сила над человеческими жизнями, тем самым позабыв саму сокровенность жизни. Поэтому я не могу принять тебя!.."""
Ushiromiya Battler,"""Я определённо не могу принять в качестве своего соперника особу, которая не осознаёт ценность жизни и горе, когда этой жизни лишаются!"""
{f:5:Virgilia},"""............Вот почему магия бесконечности известна как чёрная магия. ...Ведьма Бесконечности ничем не ограничена. ......Она понятия не имеет об ограничениях и потерях, которые несут в себе ломание и убийство."""
{f:5:Virgilia},"""...По этой причине Ведьмы Бесконечности иногда начинают забавляться, перепрыгивая пропасть между жизнью и смертью, словно играя в игру."""
{f:5:Virgilia},""".........Это очень, очень жутко. Поэтому, сама, будучи Ведьмой Бесконечности и по собственному желанию, {i:я никогда не стремилась достичь твоего уровня}."""
,{f:5:Вергилии} давно хотелось сказать Беато эти слова.
,"Но Беато была слишком молода, чтобы послушно выслушать их. Её натура была крайне неусидчивой. ...Она оказалась одержима этим омерзительным удовольствием."
{f:5:Beatrice},"""......Мне наказывали не разбивать вазу. ...Но это лишь подогревало моё желание, чтобы она разбилась."""
{f:5:Beatrice},""".........Затем я получила магию бесконечности. ...И будучи уверенной, что мне по силам всё исправить, независимо от того, насколько сильно она оказывалась разбита... Я была удивлена тем, сколько веселья приносило разбивание вазы..."""
{f:5:Virgilia},"""Это называется запретный мёд. Люди не могут его попробовать. Для них он навечно остаётся недосягаем. .........Это действительно грустно."""
Ushiromiya Battler,""".........Я хотел бы спросить у тебя, {f:5:Вергилия}. Почему существует то, что вы называете магией бесконечности? ...И для какой цели она существует в этом мире?"""
{f:5:Virgilia},"""Магией бесконечности тут дело не ограничивается. ...Вся магия существует, чтобы принести счастье в человеческий мир."""
{f:5:Virgilia},"""......После всего случившегося тебе, возможно, будет трудно поверить, Баттлер‐кун... Но чтобы принести благо в человеческий мир, мы, ведьмы, должны стать мостом между людьми и теми, кто не является людьми, и продолжать учиться."""
Ushiromiya Battler,"""......Каким образом возрождение мёртвых и их многократное убийство может помочь человеческому миру?"""
{f:5:Virgilia},"""Когда ваза как предмет является носителем важной памяти о чём‐либо, то если восстановление её вернёт всем прежние улыбки, я была бы готова восстановить её магией сколько угодно раз. Однако я бы не стала восстанавливать её для того, чтобы снова разбить. ......Я бы восстановила её, чтобы сделать людей счастливыми."""
Ushiromiya Battler,"""В таком случае... Беато, ты с треском провалилась в качестве Ведьмы Бесконечности."""
{f:5:Beatrice},"""........................Хм‐м‐м..."""
Ushiromiya Battler,"""......До настоящего момента, я, временами, кое о чём задумывался. .........Почему я продолжаю участвовать в этой странной игре против тебя?"""
Ushiromiya Battler,"""......Это не та игра, цель которой заставить меня сдаться. ......Не является ли она для тебя испытанием для обретения звания Ведьмы Бесконечности {i:в его истинном значении}?"""
{f:5:Beatrice},"""...Я... не знаю на этот счёт. ...Причина, по которой я предложила тебе эту игру, заключалась в, м‐м‐м, просто в поиске способа убить время... Никто этого не ожидал."""
Ushiromiya Battler,"""Я только что услышал определение ведьмы от {f:5:Вергилии}. Согласно этому определению, ты, Беато, даже не ведьма. Ты лишь ученица в процессе своего обучения и та, кто ошибочно понимает свою силу."""
