Speaker,Russian (RU)
Ushiromiya Natsuhi,"""......Первый день мы кое‐как пережили."""
,Нацухи была в кабинете.
,"Когда она пробормотала себе под нос, появились золотые бабочки и приняли человеческий облик..."
{f:5:Beatrice},"""Лучше не быть оптимистами. ......Не думай, что мы сможем пережить и завтра, просто сидя здесь."""
Ushiromiya Natsuhi,"""......Выходит, одни слова, что отец в плохом настроении и отказывается выходить, их всё‐таки не обманут."""
{f:5:Beatrice},"""Да... Похоже, за прошлый год они что‐то заподозрили. Из‐за этого токсин распространился и всё больше обволакивает кабинет..."""
Ronove,"""Вероятно, это не только из‐за тех, кто что‐то подозревает с прошлого года."""
{f:5:Virgilia},""".........Верно. Такой сильный токсин нельзя объяснить только этим. ......Должно быть, кто‐то ещё с прошлого года подозревает, что господин Кинзо умер, и на собрании этого года пытается раскрыть всё."""
Ushiromiya Natsuhi,"""Значит...... в прошлом году они не были полностью обмануты?"""
Ronove,"""...К сожалению, это лучшее, что можно предположить в сложившейся ситуации. Тайфун будет и завтра. Катер не приедет до послезавтра. Короче говоря, мы должны продержаться ещё как минимум 36 часов..."""
{f:5:Beatrice},""".........Ты не видишь, Нацухи, но барьер этой закрытой комнаты когда‐то был очень прочным. Однако за сегодня он был изношен настолько, что почти раскрошился, как сухие листья в ожидании бури."""
{f:5:Virgilia},"""Нет, буря уже здесь. .........Госпожа Нацухи. Я предлагаю перейти от барьера закрытой комнаты к чему‐нибудь другому."""
Ushiromiya Natsuhi,"""Что значит 'к чему‐нибудь другому'?.. Хотите изменить наш план?.."""
Ronove,"""Именно. ......Госпожа {f:5:Вергилия} и я восстановим барьер, похожий на прошлогодний."""
{f:5:Beatrice},"""Мы выведем Кинзо из кабинета и проведём его по канату от тени до тени, куда не дойдёт токсин, как и в прошлом году. Это опасно, но я хочу предложить то же самое."""
Ushiromiya Natsuhi,"""О чём ты говоришь?.. Вы хотите настолько изменить план?!"""
{f:5:Virgilia},"""Когда понимаешь, что не можешь выдержать осаду, нужно рассмотреть вариант отказаться от замка..."""
