Speaker,Russian (RU)
Ushiromiya Jessica,"""...Мария до сих пор не вернулась. ......Тётя Роза опять её ругает, что ли?"""
,"С того времени, как они встретили Марию в аэропорту, она всё время продолжала шуметь про Хэллоуин."
,"...Но возможно, она позволила себе слишком много вольностей, и вела себя слишком шумно на самолёте, и на катере, и во время завтрака, поскольку Роза сделала ей несколько замечаний."
,"В такие моменты тётя Роза редко ругала её на людях.{n}...Скорее всего, она позвала бы Марию в укромное место, и отругала бы её, когда они остались одни."
,"А раз Марию куда‐то позвали, они подумали, что она получает нагоняй."
,"Взглянув на часы, они увидели, что те показывают шесть вечера.{n}Трудно было себе представить, что Марию отчитывали всё это время."
,"Может быть, началось какое‐нибудь аниме, которое Мария смотрела каждую неделю. Должно быть она всё это время находилась в гостиной особняка."
Shannon,"""Наверно, Баттлер‐сама уже проснулся, и они играют вместе."""
Ushiromiya George,"""Это потому, что Мария‐чан думает о Баттлере‐куне, как о новом друге. ...Я уверен, она получила массу удовольствия, когда играла в Хэллоуин с Баттлер‐куном в аэропорту."""
Ushiromiya Jessica,"""Баттлер и сам здорово дурачился. Даже несмотря на то, в какую каланчу он вымахал, с тех давних пор он ничуть не изменился."""
Shannon,"""Согласна. ...У меня такое чувство, будто Баттлер‐сама остался таким же добрым, каким был шесть лет назад."""
Ushiromiya George,"""Шаннон, ты ещё помнишь Баттлера‐куна шесть лет назад?"""
Shannon,"""Да. Поскольку он был, довольно‐таки энергичным. *Хи‐хи*."""
Ushiromiya George,"""Я тоже помню, как мы играли шесть лет назад. Шаннон вела себя совсем как старшая сестра."""
Ushiromiya Jessica,"""Это точно. Мне даже кажется, будто тогда она была более спокойной и рассудительной, чем теперь. Аха‐ха‐ха‐ха!"""
Shannon,"""Р‐раньше я, м‐м... вела себя неподобающе для моего статуса... м‐м, это было довольно грубо с моей стороны..."""
Ushiromiya George,"""......Нет ничего зазорного в том, чтобы так себя вести. Забудь о работе, пока у тебя перерыв, как и сейчас. Я хочу чтобы ты провела время с нами, ведя себя как наш друг."""
Ushiromiya Jessica,"""Правильно. ...Во время работы ты будешь Шаннон, а в остальных случаях — Саё. ......Ты не рабыня, ты просто работаешь служанкой, верно?"""
Ushiromiya Jessica,""".........Шаннон, нет... Саё, я думаю о тебе, как о моей самой старой подруге."""
Shannon,"""............Большое вам спасибо, миледи."""
,"Похоже, что Шаннон поняла скрытый намёк в словах Джессики.{n}......Потому что она знала некоторые подробности истории Джессики и Канона от них обоих."
Ushiromiya George,"""..............."""
,"Очевидно, что Джордж тоже был более и менее осведомлен об этой истории."
,"Когда Джордж подошел к окну, он поднял глаза на затемнённое дождливое небо..."
Shannon,"""...Хотя Канон‐кун ещё молод, полагаю, он начинает понемногу взрослеть в своём образе мышления."""
Ushiromiya Jessica,"""Э‐э, ха‐ха‐ха‐ха... Да ладно, забей на это."""
Ushiromiya Jessica,"""Ну‐у, м‐м‐м, думаю бывали случаи, когда я проникалась атмосферой... Просто, м‐м‐м... глядя на вас обоих, м‐м‐м, я немного позавидовала, отчего меня порой стало одолевать чувство спешки."""
Ushiromiya Jessica,"""......Д‐да мои дела не так уж и важны. Что важнее, так это как дела продвигаются у вас? Похоже, что пока всё пучком, а? Хе‐хе!"""
Shannon,"""Э‐э... я... я думаю..."""
Ushiromiya George,"""Да. Всё идёт очень даже неплохо."""
,"Шаннон не могла подобрать слов, алея, как маков цвет, тогда как Джордж дал незамедлительный и чёткий ответ.{n}Эта беспечность делала очевидным столь идеальное развитие их отношений, что любой мог бы им позавидовать."
Ushiromiya Jessica,"""Хе, я уже ревную. ......Так значит, Шаннон подумывает в скором времени уволиться и закатить вечеринку?"""
Shannon,"""Я... мне трудно сказать... я... м‐м‐м..."""
Ushiromiya George,"""Действительно, трудно сказать, верно? Откуда же я узнаю?"""
,"Джордж рассмеялся, словно он подкалывал Шаннон, и ещё больше прижался к ней.{n}...Возможно, так они обычно флиртовали, когда оставались наедине.{n}Джессике оставалось лишь горько улыбаться и говорить, да, да, спасибо, хватит уже."
Ushiromiya George,"""У меня есть мечта. Это не только амбиции стать лидером в области своего бизнеса. У меня также есть мечта создать семью с партнером, с которым я могу провести свою жизнь."""
Ushiromiya George,"""...Я хочу завести как минимум двух детей. А ещё хочу заниматься спортом, которым может заниматься вся семья. И ещё много‐много чего. Я часто говорю с Шаннон об этих вещах. .........Хотя каждый раз, когда я завожу об этом речь, Шаннон смеётся и говорит, что я забегаю вперёд."""
Ushiromiya George,"""...По какой‐то причине, принимая во внимание мой возраст, я начал мыслить спокойно, словно я уже пожилой человек. ......Здоровые, выросшие дети, и бегающие вокруг внуки. Если бы только я мог провести остаток моей жизни в размеренном темпе и в таком окружении, и вместе с Шаннон навсегда."""
Ushiromiya Jessica,"""Ты определённо забегаешь вперёд. ......Но, как бы правильнее выразиться, это так похоже на тебя, Джордж нии‐сан."""
Shannon,"""Быть окружённым такой семьёй было бы так замечательно. ......Идеальная семья, которую я представила в своём сознании, выглядит именно так."""
,"...Для Шаннон, выросшей в институте благосостояния, такой гармоничный образ семьи наверняка был тем, о чём она могла лишь мечтать."
,"......И Джордж, обещавший, что он исполнит её желание, несомненно был достойным её человеком, чтобы прожить с ним свою жизнь..."
,"Шаннон была дорогой подругой Джессики. ......Джордж, вне всяких сомнений, наиболее подходил на роль того, кому можно было доверить будущее её подруги."
Ushiromiya Jessica,"""Ну, не хотела бы спускать вас с небес на землю, ребята... Но если забыть о дяде Хидэёши, что скажет тётя Ева? Разве её не трудно будет переубедить?"""
Shannon,"""..............."""
