Speaker,Russian (RU)
Kumasawa Chiyo,"""Ну же, теперь можно. Давайте поспешим."""
{f:5:Beatrice},"""На... надеюсь, отцу нравятся сладости......"""
Kumasawa Chiyo,"""О, да, нравятся. По правде говоря, он в них себя не ограничивает. Хо‐хо‐хо."""
,"Дождавшись, когда хозяин кабинета выйдет, туда вошли Беато и Кумасава."
,"Они быстро убрали со стола книги, поставили туда принесённую корзинку и открыли её."
,"Там...... было немного милого печенья, вырезанного в форме бабочек."
,Они положили красивую тарелку и аккуратно украсили её им.
,"До того скромное украшение, что можно и не заметить. От этого так и веяло таким чувством."
{f:5:Beatrice},"""Ты не жалеешь усилий ради любимого отца."""
{f:5:Beatrice},"""Это...... всё, что я сейчас могу сделать."""
{f:5:Beatrice},"""Кто бы мог подумать, что я дам Баттлеру печенье... Почему я, правительница ночи, делаю столько для такого редкого гостя?"""
,Дверь кабинета с грохотом распахнулась.
,Вошли Баттлер и Генджи...
,"Когда он увидел Беато, его глаза на секунду расширились, но вскоре выражение Баттлера снова опустело."
Ushiromiya Battler,"""......Что вы здесь делаете?"""
{f:5:Beatrice},"""Отец...... простите. Я пришла не мешать вашей важной игре......"""
Ushiromiya Battler,"""Как вы вошли?.. Разве кабинет не был заперт?"""
Ronoue Genji,"""......Прошу прощения. Они хотели удивить вас подарком, и я одолжил им ключ."""
Kumasawa Chiyo,"""Взгляните!.. Госпожа {f:5:Беатриче} пекла это печенье со всей душой, надеясь, что вам понравится."""
{f:5:Beatrice},"""Меня научили Генджи и Кумасава... Не знала, что Генджи так хорош в выпечке печенья."""
Kumasawa Chiyo,"""Хо‐хо‐хо. В последнее время он этим особо не занимался, но давным‐давно Генджи много чего готовил. Со сладостями он был особенно хорош!.."""
Ushiromiya Battler,"""Печенье?.."""
{f:5:Beatrice},"""Д‐да. Подарок для вас, отец. Я искренне молюсь за вашу победу в этом важном поединке..."""
,"Когда Баттлер посмотрел на тарелку с красивым печеньем на столе кабинета и на карточку с пожеланием, лежащую рядом с ней, его лицо скривилось в сложном выражении, в котором можно было разглядеть как печаль, так и гнев..."
Ronoue Genji,""".........Господин..."""
,Генджи побудил его сказать Беато слова благодарности...
,Баттлер понимал.{n}......У него не было причин отвечать на её доброту недовольством.
,"И всё же, хотя логически он это понимал...... Баттлер не мог не испустить короткий раздражённый вздох."
Ushiromiya Battler,"""......Спасибо, я очень благодарен. ......Но мне не нравится сладкое. Уберите."""
Kumasawa Chiyo,"""Го... господин..."""
Ronoue Genji,"""............"""
Ushiromiya Battler,"""Не вынуждайте меня повторять. ......Уберите."""
Kumasawa Chiyo,"""Го... господин, может, хотя бы попробуете?.. Госпожа {f:5:Беатриче} так старалась, делая его для вас..."""
Ushiromiya Battler,"""......Я благодарен за её чувства. ......У меня сейчас разгар важной игры. Это последняя игра, ...и она важна как для меня...... так и для Беато. Поэтому, пожалуйста. Постарайтесь не беспокоить меня больше, чем необходимо."""
Kumasawa Chiyo,"""Нельзя же так жестоко!.. Я рада, что вы благодарны за её чувства, но почему вы не можете выразить их, попробовав один маленький кусочек?!"""
{f:5:Beatrice},"""............Отец..."""
,Беато грустно посмотрела на него.
,"......Баттлер опустил голову, чтобы избежать её взгляда."
,"Его выражение ранило Беато даже сильнее, чем все предыдущие выражения..."
Ronoue Genji,"""..................Кумасава, уберите."""
Kumasawa Chiyo,"""Господин!!!"""
Ushiromiya Battler,"""............"""
,"Кумасава вцепилась в Баттлера, но он повернулся к ней спиной..."
{f:5:Beatrice},"""......П‐простите... ......Давайте уберём, Кумасава..."""
Kumasawa Chiyo,"""Я не позволю. Делая этот подарок, госпожа {f:5:Беатриче} старалась изо всех сил, чтобы поддержать вас единственным способом, которым могла. И говорить ей убрать, даже не попробовав... Как можно так оскорблять женщину?!!"""
Ronoue Genji,""".........Кумасава."""
Kumasawa Chiyo,"""Если называете себя мужчиной, вы должны хотя бы попробовать, когда женщина вам готовит! Если вы и вправду намерены разбить её чувства подобным образом, я, Кумасава, не отступлю, даже если умру! Нет, не отступлю!!!"""
{f:5:Beatrice},"""Ку... ......Кумасава...... вы уже достаточно для меня сделали......"""
Kumasawa Chiyo,"""Я не позволю! Господин, вы что, думаете, оно отравлено?!"""
Ushiromiya Battler,""".................."""
,......Да. Если бы Беато пришла дать мне печенья......
,"......Конечно же, я бы подумал, что она его отравила......"
,"Она спросила, думаю ли я, что оно отравлено?"
,"Неужели вы думаете...... что в печенье, разложенном так аккуратно и симпатично...... может быть нечто странное?.."
,"И...... кто бы мог подумать, что...... {i:Беато} сделает нечто подобное......"
,"Из‐за этого...... Баттлер не мог смотреть на невинную реакцию Беато, свободной от любых вредных мыслей об отравлении печенья......"
,Беато молча начала убирать...... то и дело всхлипывая.
,"Кумасава продолжала смотреть на Баттлера, но потом коротко вздохнула и стала помогать Беато с уборкой."
,Однако из её выражения не исчезла твёрдость.
{f:5:Beatrice},""".........Прошу прощения, отец. ...Я пойду."""
Ushiromiya Battler,"""Не называй меня так......"""
{f:5:Beatrice},"""............"""
Ushiromiya Battler,"""Не называй меня отцом. ......Беато никогда не называла."""
{f:5:Beatrice},"""Д‐да, как пожелаете......... Простите."""
,"Опустив голову так низко, что подбородок коснулся груди, Беато выскочила из кабинета."
,"Бросив взгляд на Баттлера, Кумасава последовала за ней."
,"Она чуть яростно распахнула дверь, и их шаги быстро исчезли вдали..."
Ushiromiya Ange,"""..................Хотя я его младшая сестра, даже не знаю, как реагировать."""
{f:5:Featherine},"""Будь на её месте не Беато, ты бы посчитала его истинным врагом женщин, правда?.."""
Ushiromiya Ange,"""......Понятия не имею, почему братик и Беато так дружелюбны между собой. Сейчас я считаю Беато нашим злейшим врагом, которого нужно одолеть. ......И всё же... Как женщина...... не могу сказать, что мне понравилась реакция братика."""
{f:5:Featherine},"""Хотя я понимаю чувства Баттлера. ......До чего печальное положение дел."""
,"Я до сих пор не понимаю, какая между ними была вражда или связь."
,"Но братик, возможно, считает Беато...... дружественным соперником, если не больше."
,"Его причина победить Беато — не уничтожить врага из ненависти. ......Кажется, будто он искренне хочет ответить на её вопросы."
,"Да. Нельзя отрицать, что их борьба основана не на ненависти, а на более сильной эмоции."
Ushiromiya Ange,""".........И к тому же...... Беато осталась преданна братику даже после такого холодного обращения. Я согласна с другой, старшей сестрой {f:5:Беатриче}. ......Не понимаю, почему она так преданна ему."""
{f:5:Featherine},"""Хотя на это может уйти тысяча лет, то единственное, что ты не понимаешь, должно быть передано Золотой ведьме {f:5:Беатриче}, которую мы так хорошо знаем..."""
Ushiromiya Ange,"""......Да. Знаю. ......Узнать эту Беато всё равно что узнать ту Беато. ......И это может объяснить самую главную фигуру этой безумной игры, если не саму игровую доску..."""
{f:5:Featherine},"""Какая загадочная ведьма......"""
,Даже эти слова {f:5:Фезарин} сказала с уверенной улыбкой.
,"Её саркастичная уверенность, будто она уже знала ответ, осталась неизменной."
Ushiromiya Ange,""".........{f:5:Беатриче}. Я хочу кое‐что спросить."""
{f:5:Beatrice},"""Д‐да, что вы хотите узнать, Энджи?.."""
,"Когда Энджи обратилась к ней, Беато, читавшая фрагмент книги в тени кабинета, вскочила с места."
Ushiromiya Ange,"""......Почему ты называешь Уширомию Баттлера 'отцом'?"""
{f:5:Beatrice},"""По... потому что он создал меня, фигуру..."""
Ushiromiya Ange,"""......Тогда почему ты так преданна ему? Фигуры обязаны подчиняться своему создателю?"""
{f:5:Featherine},"""Нет такого обязательства. ......Фигуры — инструменты... как ножи. ......Если Владелец игры использует их как надо, они весьма полезны. Но могут и навредить, если использовать их неправильно. ......В качестве оружия используют инструмент или же в качестве инструмента, воля самого инструмента здесь ни при чём. Важен лишь результат."""
Ushiromiya Ange,"""В таком случае, почему ты так преданна братику? Словно...... это твоя цель как фигуры."""
{f:5:Beatrice},"""Д... .........да. ...Это цель, давшая мне начало."""
Ushiromiya Ange,"""Её поставил тебе братик, благодаря которому ты появилась на свет?"""
{f:5:Featherine},"""Нет. ......Как Владелец игры, Баттлер просто поставил на доску 'фигуру с этой ролью'. ......А дал начало этой фигуре... первый Владелец игры, создавший эту игру, — сама {f:5:Беатриче}..."""
Ushiromiya Ange,"""......А‐а‐а, становится запутанней. ......В общем, ты называешь братика 'отцом', но он не в прямом смысле твой отец. ......Ты просто называешь его так ласково, потому что чувствуешь, что должна посвятить себя ему."""
{f:5:Beatrice},"""Д‐да. ......Думаю, так и есть. Отец поставил меня на игровую доску. Без этого очередь моей фигуры никогда бы не настала. Поэтому то, что я сейчас здесь и могу посвятить себя своей цели... Всё благодаря отцу."""
Ushiromiya Ange,"""......Ясно. Так вот почему для тебя логично называть его отцом. ......Тогда кто сказал тебе посвятить себя братику?......Гх, должно быть, первый Владелец игры, — сама Беато. ......А‐а‐а, как запутанно."""
{f:5:Featherine},"""Ты хочешь спросить её, почему она должна служить Уширомии Баттлеру, так? Но она не может ответить. Ей просто дали цель. ......Причины знает только та, кто поставила ей эту цель."""
Ushiromiya Ange,""".......Вот как. 'Рассмотри и это, дитя человека'?......То есть, у тебя уже есть идея, и ты смеёшься над моим замешательством."""
{f:5:Featherine},"""*хи‐хи*хи‐хи*. Всё‐таки ты идеально подходишь на роль моей мико..."""
{f:5:Beatrice},"""......Я...... сделаю всё ради отца. ...Приносить ему счастье — моя единственная радость. ......И........."""
,Беато вдруг запнулась.
Ushiromiya Ange,"""Что? И что?"""
{f:5:Beatrice},"""И......... если... ......отец однажды признает мои старания...... я буду очень рада..."""
{f:5:Featherine},"""Пф........."""
Ushiromiya Ange,""".........Что за... Если бы ты хотела лишь служить ему, я бы сказала, что ты просто очередная мебель ведьмы...... но ты ждёшь от него признания своих усилий? Такое меньше походит на мебель и больше..."""
,Энджи остановилась на полуслове.
,......Такое меньше походит на мебель и больше......... на простую девушку......... влюблённую в братика.
,............Я... не понимаю.
,"Поступками этой Беато руководит... сила девушки, любящей братика."
,Но тогда при чём здесь эта {i:Беато}?
,"Если братик нравился первой Беато, ей следовало самой любить его и делать всё ради него."
,Почему для этого она создала 'фигуру себя' — отдельную сущность?..
,"Так...... даже если она привлечёт внимание братика, оно будет приковано к её фигуре...... а не к создателю этой фигуры."
,"Если бы мне кто‐то нравился, я бы, наверное, хотела делать для него всякое."
,"И, конечно же, сама."
,"В конце концов, я бы хотела, чтобы он заметил {i:меня}."
,"Словно эта любовь обречена на отсутствие награды...... Как бы преданна она ни была, ей никогда ничего не получить с этого.{n}И она делает так по собственной воле..."
,Поступки Беато ничем не отличаются от поступков влюблённой девушки.
,"Она преданно делает ради него всё возможное, мечтая, чтобы в конечном итоге её доброту признали."
,......Зачем Беато создавать такую фигуру?..
,Объяснение романтическими терминами слишком запутанное? Тогда попробуем объяснить на примере еды.
,"Это так же бессмысленно, как создавать 'фигуру, которая съест за вас еду'."
,"Сколько бы фигура ни ела за вас, голод не исчезнет, верно?"
,"Именно вы хотите есть.{n}Нет причин создавать фигуру, делающую это за вас."
,"Для большинства дел в мире можно найти кого‐то, кто сделает их вместо вас. Однако нет никакого смысла давать другому человеку любить и есть за вас."
,Да. ......Эта Беато была создана как 'фигура'...по невозможной причине......
,"......Хотя на первый взгляд она похожа на обычную девушку......... чем больше я о ней узнаю, тем меньше понимаю...... как мнимое число......"
{f:5:Beatrice},"""......Отец ненавидит, когда я его так называю. ......И 'я', которая ему нужна, не называла его так."""
Ushiromiya Ange,"""Верно. Прежняя ты разговаривала со всеми без всякой вежливости."""
{f:5:Beatrice},"""......... Но...... лишь из‐за этого я не могу относиться к отцу так неформально. ......Я бы хотела постараться...... начать называть его Баттлером."""
Ushiromiya Ange,"""Удивительно, что после такого холодного обращения тебе ещё не расхотелось."""
{f:5:Beatrice},"""......Оте......... нет...... Баттлер сейчас в разгаре важной игры. Противник — грозная леди Эрика, фигура великой леди {f:5:Бернкастель}."""
{f:5:Beatrice},"""......Его плохое настроение объяснимо: я объявилась в важный момент его игры, когда он уже начал подходить к критической части...... и назвала Баттлера так, как он не хотел, чтобы я его называла..."""
Ushiromiya Ange,"""............"""
,Даже после такого холодного обращения Беато по‐прежнему хотела посвятить себя Баттлеру.
,"Хотя постороннему кажется, что её просто‐напросто унижают...... её это нисколько не смущает."
,Влюблённые девушки и вправду слепы......
Ushiromiya Ange,"""......Или же это я не {y:1:вижу}{n:1:вижу}, потому что во мне нет любви?"""
{f:5:Featherine},"""Иногда любовь может сделать видимым {y:1:невидимое}{n:1:невидимое}."""
,"Беато вновь погрузилась в книжный фрагмент, написанный прежней Беато."
,"......Она искала информацию о Беато, которая нужна Баттлеру."
,"Энджи пожала плечами, как бы говоря, что не понимает.{n}Увидев, {f:5:Фезарин} засмеялась, будто намекая, что 'невинной молодой женщине' не понять.{n}Энджи что‐то нерадостно пробормотала."
,"Беато, сидящая в тени библиотеки, не обращала на них никакого внимания......"
,Всех остальных Баттлер выпроводил...... и в кабинете остался только он.
,Эта тускло освещённая комната была бесцветна.
,"Но...... совсем ненадолго, когда туда поставили тарелку с печеньем, там стало чуть более оживлённо..."
,Взгляд Баттлера упал на стол...... где больше ничего не лежало.
,И тогда там вновь появилась тарелка с печеньем.
,Но......это была иллюзия.
,"На печенье можно смотреть, но его нельзя трогать, а уж тем более есть..."
,"Захотев, Баттлер сможет 'дотронуться до него' или 'съесть'...... но это будет пустая имитация."
,"Вкус и прикосновение будут такими, какие хочет Баттлер."
,"......Он уже не мог узнать, каким было это печенье."
Ushiromiya Battler,""".................."""
,На приёмном диване напротив Баттлера...... в облаке медленно собрались золотые бабочки...... и приняли облик прежней Беато.
{f:5:Beatrice},"""{os}Ну дава~й, всего кусочек{p:0:☆} Я не каждый день делаю печенье своими руками!.. Не бойся, я уверена, что оно съедобно.{es}"""
Ronove,"""{os}Пу‐ку‐ку‐ку! После таких слов, миледи, оно выглядит ещё сомнительнее.{es}"""
Ushiromiya Battler,"""......Не то слово. ......Любое твоё печенье обязательно оказалось бы отравлено."""
{f:5:Beatrice},"""{os}Шокирует, что ты так думаешь. Даже если я что и подложила в них, они ничем не хуже обычных. Ухья‐хья‐хья!{es}"""
{f:5:Virgilia},"""{os}Ты постоянно так делаешь, поэтому Баттлер ни за что не согласится съесть их.{es}"""
Gaap,"""{os}Э? В еду часто что‐то бросают, правда? Ногти, волоски, волшебные талисманы, частицы любви... Эхе‐хе‐хе‐хе‐хех! Что бы вы подложили?{es}"""
Beelzebub,"""{os}Да‐а, мэм! Я бы не стала ничего класть, а просто съела бы всё!{es}"""
Satan,"""{os}Как же иначе. Почему ты так предсказуема?!!{es}"""
Asmodeus,"""{os}Говорят, девушки должны ухватиться за все три мешка{p:0:☆} Первый — желудок, да? Следующий — бумажник, а третий?! *хи‐хи*{p:0:☆} {es}"""
Mammon,"""{os}Сумев привлечь внимание парня, я бы захотела, чтобы он пожертвовал мне своё тело, сердце и душу! Вот почему я вливаю в готовку всю свою силу и привязанность.{es}"""
Belphegor,"""{os}Хе‐хех, и вообще, давать съесть приготовленную тобой пищу — лобовая атака, прошедшая сквозь века.{es}"""
Lucifer,"""{os}Чушь. Как жалко, что вы не можете очаровать, не полагаясь на такие дешёвые приёмы.{es}"""
Leviathan,"""{os}О‐о~? А тебе, значит, это удавалось, сестра?{es}"""
{f:5:Beatrice},"""{os}Баттлер, в них нет ничего странного, откуси кусо~чек. Не думай, что ещё получишь шанс съесть моё печенье ручной работы{p:0:☆} {es}"""
,".........Другого шанса... скорее всего, не будет."
,Я медленно протянул руку...... к иллюзии тарелки с печеньем......... и дотронулся до неё.
,За секунду перед этим она превратилась в облако золотых бабочек...... и исчезла во тьме кабинета.
,Иллюзии Ронове и {f:5:Вергилии} тоже пропали.{n}...Но на диване ещё оставалась иллюзия Беато.
{f:5:Beatrice},"""......Что‐то не устраивает?"""
Ushiromiya Battler,"""............Мне правда нужно отвечать?"""
{f:5:Beatrice},"""*хи‐хи*хи‐хи*хи‐хи*. ......Чем больше новая 'я' отличается от той, которая тебе была нужна...... тем лучше ты понимаешь, что я никогда не возрожусь...... да?"""
Ushiromiya Battler,""".................."""
{f:5:Beatrice},"""*хи‐хи*хи‐хи*! Упустив хорошую женщину, никогда не получишь второй шанс. И ты только сейчас наконец понял, какой хоро~шей я была."""
Ushiromiya Battler,"""......Заткнись. Какое облегчение...... если ты больше никогда не появишься."""
{f:5:Beatrice},"""Хмф........."""
,Беато растянулась на диване и посмотрела в потолок.
,Баттлер тоже отвернулся и подошёл к окну. ......На время повисла тишина.
{f:5:Beatrice},"""Думаю, ты понимаешь, но......"""
Ushiromiya Battler,"""......Понимаю."""
{f:5:Beatrice},"""Та 'я', которую ты ждал, уже исчезла."""
