Speaker,Russian (RU)
{f:5:Beatrice},"""Идиот! Разве не очевидно?! Будет весело убить её и увидеть твою страдальческую физиономию, какая ещё может быть причина? Кья‐ха‐ха‐ха‐ха‐ха!"""
{f:5:Beatrice},"""Смотри, смотри, не отворачивайся, наблюдай. Смотри, смотри, смотри, смотри! Вот магия, а вот вещь, как бы ты ни пытался опровергнуть меня и магию. Смотри, смотри. Смотри, смотри, смотри, смотри! Гья‐ха‐ха‐ха‐ха‐ха‐ха!"""
{f:5:Beatrice},"""......Извини, Баттле‐ер. Было интересно. ...Но всё‐таки, я просто делала то, что говорила мне наставница, а как сработало! Какой бы я ни была до этого {ruby:цунцун:злой} и какие бы глубины жестокости ни демонстрировала, стоило только мне стать более {ruby:дере:мягкой} и неумелой, как шкала твоего расположения ко мне взлетела, да‐а? Кья‐ха‐ха‐ха‐ха‐ха!"""
,"Дул тоскливый, пустынный ветер.{n}Сверкающие лепестки на кустах роз были... золотого цвета."
,"Золотых бабочек, некогда круживших по этому золотому розарию, словно развевающиеся лепестки роз... больше нигде не было видно..."
,Хозяйка Золотой Земли — Золотая ведьма {f:5:Беатриче}.{n}Её можно назвать бесчеловечной и жестокой. Высокомерной и несправедливой.{n}А ещё — наивной и простой.
,"Того её смеха, который по мере продолжения всё больше и больше терял свою изящность...... теперь уже не было слышно."
,"Золотая ведьма {f:5:Беатриче}... сидела на стуле как кукла, украшенная столь же прекрасно, как сам золотой розарий."
,......Она не отдыхала там.
,Её глаза были пусты. Она не отвечала ни на какие вопросы.{n}И всё же ей не было позволено спать.{n}{f:5:Беатриче} сидела как кукла......
,"Её волосы были распущены, и {f:5:Вергилия} аккуратно расчёсывала их гребнем."
,"Начни Беато жаловаться на свою причёску, сразу стало бы ясно, что она всё та же Беато."
,"......Но она не отвечала и никак не реагировала.{n}Поэтому казалось, будто {f:5:Вергилия} расчёсывает светлые волосы большой куклы..."
,Рядом с ними стоял стол.
,"На нём была шахматная доска... с сочетанием чёрных и белых фигур, сошедшихся в решительной битве."
,"Вот только чем‐то эта игра отличалась от обычных шахмат.{n}...У них было много общего, но это точно были не шахматы."
,"На другой стороне...... продумывая следующий ход, на стуле сидел молодой человек."
,"...Нет, пожалуй, он не думал о следующем ходе."
,"Время от времени он переставлял фигуры, каждый раз пересматривая ситуацию."
,"Возможно, воссоздавал предыдущие расстановки, выискивая мысли, скрытые за сделанными ходами."
,В прошлом... Кинзо — глава семьи Уширомия — однажды сравнил изучение шахматных расстановок с путешествием по разуму старых мастеров.
,Уширомия Баттлер... был в путешествии.
,"Путешествии в поисках мыслей Золотой ведьмы, которые привели её к созданию такой расстановки и к таким ходам."
,"Баттлер взял чёрную фигуру, которая должна была быть передвинута вперёд, и вернул её на прежнее место, глубоко вздохнув."
,"Его фигуры были белыми. Но на этой шахматной доске он играл чёрными. Восстанавливая расстановку, он пытался играть со стороны Беато..."
Ushiromiya Battler,"""......Чем больше я это делаю, тем меньше понимаю твои ходы."""
,"Даже Баттлер... не ожидал, что Беато ответит на это высказывание."
,"Нет...... думая, что ещё может быть шанс на её ответ, ...он сказал это, будто разговаривая сам с собой."
,В глазах Беато...... ничего не отразилось.{n}И с её губ ничего не слетело.
{f:5:Beatrice},"""........................"""
,"Попросив его убить её......... Золотая ведьма превратилась в труп, отказавшийся от жизни."
,"Она не спала.{n}......Она не могла отступить от этой игры, и поэтому ей нельзя было спать."
,"Так что, должно быть, она слышала.{n}Но...... слова не достигли её сердца."
,"Сейчас Золотая ведьма не глумилась над ходами Баттлера, не хвалила их и не принижала."
,Теперь {f:5:Беатриче} была...... не более чем живой куклой.
,"И всё же, она время от времени поднимала на него взгляд. Пустой, но, тем не менее, взгляд."
,"Иногда она, казалось бы, делала какой‐то жест или даже шевелила губами."
,Но Баттлеру её жесты так ничего и не передали......
Ushiromiya Battler,"""Как ты решилась на этот ход в такой ситуации? ......Я совсем не понимаю... твоих ходов."""
{f:5:Beatrice},"""....................."""
{f:5:Virgilia},"""......Беато. Баттлер с тобой разговаривает..."""
{f:5:Beatrice},"""....................."""
Ushiromiya Battler,"""...Скажи что‐нибудь. Можешь захихикать или захохотать. ......Я не против даже если ты засмеёшься тем своим пронзительным смехом."""
,......Можно ли верить?.. Тот пронзительный смех Беато... никогда больше не будет услышан.
,"Но даже если она не могла ответить, его голос непременно достиг её.{n}......Баттлер говорил потому, что верил в это.{n}Поэтому он сказал то же самое ещё раз..."
Ushiromiya Battler,"""Как ты решилась на этот ход в такой ситуации? Я совсем не понимаю... твоих ходов."""
{f:5:Virgilia},"""..................Так ты не понимаешь о чём она думает?"""
,Ответила {f:5:Вергилия} вместо своей ученицы.
,"До этого момента она старалась не говорить за Беато.{n}Ведь был шанс, что та каким‐то образом ответит, и {f:5:Вергилия} не хотела отнимать его."
,"......Баттлер должен был терпеть тишину...... до тех пор, пока Беато не ответит сама."
,{f:5:Вергилия} больше не могла на это смотреть...
,"Кроме того, Баттлер хотел поговорить с ней.{n}Они верили, что смогут достучаться до сердца Беато......"
Ushiromiya Battler,"""Да. Понятия не имею. ......Чем больше я влезаю в её шкуру и передвигаю так фигуры, тем меньше понимаю."""
,"Серийное убийство согласно эпитафии. Приняв его за условие победы, я хотел восстановить расстановку с точки зрения стороны ведьмы....... но никак не смог соотнести её с ходами Беато."
,"В прошлых расстановках я видел несколько непостижимых ходов, явно противоречащих условию победы..."
Ushiromiya Battler,"""......Ничего не понимаю. Дорога сквозь ход её мыслей слишком запутана."""
{f:5:Virgilia},"""Но ты всё равно не сдашься."""
Ushiromiya Battler,"""Да. .........Я обещал."""
,{a:c: Убей... меня. ...Дай мне умереть......}
Ushiromiya Battler,"""Я обещал дать ей обрести покой. ......И только я могу сделать это."""
,"...Правую лодыжку Беато сковала тяжёлая, холодная стальная цепь."
,Она не была ни к чему привязана и потому не сковывала её движений.
,"Однако эта цепь была символом. Проявлением ограничения, не позволяющего ей покинуть игру без победы или поражения..."
,"И, вероятно, эти кандалы причиняли ей боль.{n}Беспощадно холодные, они снова и снова мучили её во сне наяву."
{f:5:Beatrice},"""............Гх‐х............ а..."""
,"Поэтому в её пустом выражении не было облегчения.{n}Её веки иногда подрагивали, будто она видела дурной сон... и время от времени она мучительно вздыхала."
,"Если я не выиграю...... Беато никогда не освободится от проклятия, не позволяющего ей обрести покой......"
{f:5:Virgilia},"""...Ты не торопишься? Пятая игра уже началась."""
Ushiromiya Battler,"""..................Мне всё равно."""
,"Почему я должен принимать участие в игре без Беато в роли моего противника?..{n}Если это единственная альтернатива, тогда восстанавливать предыдущие расстановки, путешествуя в поисках мыслей Беато, куда более полезное занятие......"
{f:5:Lambdadelta},"""Я буду следующим Владельцем игры. Возражения? У тебя же их нет?"""
{f:5:Bernkastel},"""......У меня их тонны. Беато признала поражение, и сейчас она без сознания. Разве она не проиграла по умолчанию и для неё не наступил 'game over'?.."""
{f:5:Lambdadelta},"""Признаю, с Беато случилось много всего, и кажется, будто она сейчас в нокауте. Но это не значит, что она потеряла желание бороться. Вот почему я веду себя как её помощник. Дошло?"""
,"Беато лежала в кресле почти так, будто спала."
,Но она не спала...... и не бодрствовала.
,"Она была не более чем живой куклой, которая отказалась от победы, попросила Баттлера провести её последние обряды и всё бросила..."
,"Естественно, если все просто соберутся вместе, следующая игра... пятая игра не будет готова."
,"Поэтому {f:5:Лямбдадельта} сменила Беато как следующий Владелец игры и объявила, что подготовит новую игру."
Ushiromiya Battler,"""Хватит дурью маяться. Эта игра между мной и Беато. Не знаю, кто вы такие, но я не позволю вам продолжать без нас."""
{f:5:Lambdadelta},"""Твоего мнения никто не спрашивал. Как поступишь, Берн? Согласишься? Или нет?"""
{f:5:Bernkastel},"""........................Ладно. Можешь занять её место."""
