Speaker,Russian (RU)
,Члены семьи Уширомия отдыхали в зале ожидания.
,"Был накрыт лёгкий шведский стол, но уже не такой свежий и не особо привлекательный."
,Однако прожорливым детям он всё равно понравился больше всего.
,Кузены расселись вокруг него с Марией в центре.{n}Взрослые родственники тоже образовали группу в другом углу.
,"Быть может, из‐за отсутствия Кинзо, все выглядели чуть более расслабленными."
Ushiromiya Natsuhi,"""......Лион. Где тебя носило?......А это кто?"""
Ushiromiya Lion,"""Мама... Кто‐то же должен был занять нашего гостя. Уилл, это моя мама, Нацухи."""
Willard H. Wright,"""Представляться не обязательно. Просто пусть выскажет своё слово."""
Ushiromiya Natsuhi,"""Э? Вы что‐то сказали?"""
Ushiromiya Lion,"""Нет, ничего. Это Уилл. Он знал покойную."""
,Лион беспечно и с улыбкой сглаживает слова Уилла.
Ushiromiya Lion,"""Он хочет больше узнать о Беатриче. ......Ты что‐нибудь о ней знаешь, мама?"""
Ushiromiya Natsuhi,"""...............Лион. Покойная была благодетельницей главы. Ни больше, ни меньше. Эти похороны — ритуал, на котором глава возвращает ей должное при её жизни. Это всё, что я слышала, и больше нечего добавить."""
Ushiromiya Lion,"""......Спасибо, мама. Уилл, это всё, что известно моей матери."""
,"Нацухи отвергла скандал о том, что {f:5:Беатриче} была любовницей Кинзо."
,"Однако при этом она достаточно хорошо понимала, что такое возможно."
,"Нацухи была в плохом настроении и больше не хотела об этом говорить, поэтому пришлось положить конец этому разговору до того, как Уилл опять скажет нечто грубое."
Ushiromiya Lion,"""Уилл. Эта часовня принадлежит семье."""
Willard H. Wright,"""Ты к тому, что мне нужно следовать семейным правилам?"""
Ushiromiya Lion,"""Говори как полагается гостю семьи. И позволь мне быть посредником во всех твоих разговорах. Я прошу тебя следовать двум этим правилам."""
Willard H. Wright,"""Постараюсь."""
Ushiromiya Lion,"""......Из‐за этой ведьмы {f:5:Бернкастель} мы попали в ту ещё передрягу, поэтому я помогу тебе. Но не забывай, что мы с тобой на равных."""
Willard H. Wright,"""А я посчитал тебя всего лишь благовоспитанным, богатым ребёнком. У тебя есть характер."""
Ushiromiya Lion,"""Мне нужно готовиться взять на себя будущее семьи Уширомия, как‐никак."""
Willard H. Wright,""".........Ясно. Давай разгадаем это дело, Ватсон."""
Ushiromiya Lion,"""Радует, что могу помочь. Не хотелось бы заставлять твою дорогую кошку Диану ждать. Тебе пока не нужно её кормить?"""
Willard H. Wright,"""Я сегодня оставил ей больше еды, так что нет. .........Не ожидал, что ты поймёшь, что Диана — кошка."""
Ushiromiya Lion,"""Женщина, царапающая диваны, когда ты задерживаешься, была бы чересчур эксцентричной."""
Willard H. Wright,"""......Хмф."""
Ushiromiya Lion,"""И? Кто будет первым, с кем ты поговоришь?"""
Willard H. Wright,"""Кто угодно. Все. ......Вон те — родственники Краусса, так?"""
Ushiromiya Lion,"""Справа налево: там — тётя Ева, дядя Хидэёши."""
Ushiromiya Lion,"""Вон там — дядя Рудольф, тётя Кирие."""
Ushiromiya Lion,"""A там‐"""
Willard H. Wright,"""Уширомия Роза. ......В детстве она заблудилась в лесу и наткнулась на женщину в скрытом особняке, называющую себя {f:5:Беатриче}."""
Ushiromiya Lion,"""......Знаю, что больше не стоит удивляться, но тебе и вправду известно всё."""
Willard H. Wright,"""Так ты тоже знаешь эту историю?"""
Ushiromiya Lion,"""Она сегодня рассказывала. ......Кажется, это беспокоило её, поэтому пришлось сделать вид, что я ничего не знаю."""
Willard H. Wright,"""Просто образец для подражания. ......Представь меня. Я хочу спросить об этом."""
Ushiromiya Lion,"""Ты просишь образца для подражания, который притворился, что не слышит, потому что это может быть больной темой?"""
,Даже такое возмутительное высокомерие ничто по сравнению с Кинзо.
,"Бормочет про себя Лион, а затем пожимает плечами и кивает Уиллу."
Ushiromiya Eva,"""О, кто у нас тут. А с тобой кто?.."""
Ushiromiya Lion,"""А, тётя Ева. Это Уилл. Он пришёл положить цветы для покойной."""
Willard H. Wright,"""Неважно. Расскажи мне всё, что знаешь о...... нгх..."""
Ushiromiya Lion,"""Он хочет узнать об отношениях покойной с семьёй Уширомия."""
,"Ущипнув Уилла за зад, говорит Лион с яркой улыбкой."
,"Тот молча возмущается, словно говоря 'Даже если это было чтобы заткнуть меня, больно', но Лион его игнорирует и улыбается Еве, как пример для подражания."
Ushiromiya Eva,"""'Об отношениях с семьёй Уширомия', ...говоришь..."""
Ushiromiya Hideyoshi,"""Точнее сказать, 'о её отношениях с отцом'."""
Ushiromiya Rudolf,"""Тут мы можем быть откровенны. Она была его любовницей."""
Ushiromiya Kyrie,"""Если будешь так её называть, Нацухи опять накричит на тебя. Он 'обязан' ей, верно?*хи‐хи*."""
Ushiromiya Hideyoshi,"""Да, конечно. Ва‐ха‐ха‐ха."""
Ushiromiya Lion,"""......Как видишь."""
Willard H. Wright,"""Меня интересует только Роза, гх‐х‐"""
Ushiromiya Lion,"""Тётя Роза...... вы сказали, что встречали Беатриче."""
Ushiromiya Rosa,"""............"""
,Всё это время тётя Роза склоняла голову.{n}От моих слов она вздрогнула.
Ushiromiya Eva,"""Она сегодня выпалила это ни с того ни с сего. С трудом верится."""
Ushiromiya Rosa,"""Это правда!.. Я убила Беатриче!"""
Willard H. Wright,"""Дело закрыто."""
Ushiromiya Lion,"""Не забегай вперёд."""
,Роза зарыдала и положила голову на стол. Кирие и Хидэёши попытались её утешить......
Ushiromiya Eva,"""Роккенджима покрыт густым лесом. Мы знаем только его крошечную часть. Особняк, розарий и маленькую дорожку к гавани."""
Ushiromiya Rudolf,"""С давних пор ходят истории о том, что отец построил где‐то в обширном лесу никому не известный скрытый особняк, где жила его любовница."""
Ushiromiya Hideyoshi,"""Роза, наверное, случайно наткнулась на этот особняк......"""
Ushiromiya Lion,"""Но почему тётя Роза говорит, что убила Беатриче?.."""
Ushiromiya Rosa,"""Если бы я не вывела её, она бы не умерла!.. Она была такой невинной, как цыплёнок. Я вывела её, и она просто послушно шла следом! Она шла за мной, ни в чём меня не подозревая!.. И из‐за того что я заставила её пойти по такой опасной дороге..."""
Willard H. Wright,"""Ты сказала ей спуститься со скалы, надеясь, что она поскользнётся и упадёт?"""
Ushiromiya Rosa,"""У меня не было такого намерения! Я просто подумала, что ей бы захотелось увидеть океан!.. Нет, просто по той дороге было тяжело идти, и я посчитала, что проще сначала спуститься со скалы!.."""
Willard H. Wright,"""Я бы не сказал, что ты убила её. Это был несчастный случай."""
Ushiromiya Rosa,"""С ней бы ничего не случилось, не поведи я её за собой, так?! Это моя вина! А потом я бросила её всю в крови и убежала домой!"""
Willard H. Wright,"""Ты не виновата. {f:5:Беатриче} никогда прежде не видела океан. ......Ты показала ей в самый первый раз. Просто она была так взволнованна, что оступилась."""
Ushiromiya Rosa,"""......О... откуда вы знаете?.."""
Willard H. Wright,"""{f:5:Беатриче} должна быть благодарна тебе. Она бы не стала держать обиду."""
Ushiromiya Rosa,"""............ Правда? ......Это... правда так?.."""
Willard H. Wright,"""Она сама умоляла показать ей мир за изгородью. Ты исполнила её мечту, хоть и ненадолго. На месте {f:5:Беатриче} я бы поблагодарил тебя за этот миг. Ей было бы жаль, узнай она, что ты всё это время страдала из‐за этого."""
Willard H. Wright,"""......{f:5:Беатриче} благодарна тебе. Ты показала ей, что море синее."""
Ushiromiya Rosa,""".........Это...... правда?.."""
Willard H. Wright,"""Гарантирую."""
,Открыто и смело заявил Уилл.
,"Никто не знал, как Роза восприняла эти слова."
,"Но...... их, похоже, хватило, чтобы она вспомнила достать носовой платок из кармана и протереть глаза."
Ushiromiya Rosa,"""......Спасибо."""
Willard H. Wright,"""Эти слова {f:5:Беатриче} шепчет тебе даже сейчас."""
Ushiromiya Rosa,""".........Спасибо......"""
,Роза снова протёрла глаза платком и опустила голову.
,"Больше было похоже не на приступ рыданий, а на то, что она в душе говорила с Беатриче из того дня...... в последний раз."
Ushiromiya Lion,"""......И как только ты можешь в открытую говорить такие безответственные слова."""
Willard H. Wright,"""Безответственные или нет, какая разница, если так я могу её утешить?"""
Ushiromiya Lion,"""............ Не стоило тебя недооценивать."""
,Сколько лет Роза мучилась?
,"В первый раз...... Роза смогла взглянуть в лицо той невинно улыбающейся Беатриче, впервые в жизни увидевшей океан."
,Только она могла простить Розу.
,Теперь они вдвоём наконец могли поговорить......
Ushiromiya Rosa,"""......Не знаю, кто вы, но спасибо. ......Кто знает, простит ли она меня."""
Willard H. Wright,"""Ты беспокоилась об этом почти 20 лет. Очень долго. Она бы сказала, что ты уже достаточно настрадалась."""
Ushiromiya Lion,"""......Верно, тётя Роза. Чем вы печальнее, тем печальнее Беатриче."""
Ushiromiya Rosa,""".........И тебе тоже... спасибо. ......Не знаю, буду ли прощена...... но я спрошу её в душе, простит она меня или нет. ......Спасибо вам обоим. Извините, что показала себя с такой неловкой стороны."""
Willard H. Wright,"""И ты извини, что говорю это сразу после таких красивых слов...... но я бы хотел, чтобы ты рассказала мне. Расскажи, что тогда случилось."""
Ushiromiya Lion,"""......Уилл!"""
Ushiromiya Rosa,"""Спасибо, но всё хорошо. ......Я расскажу. То, что я так долго скрывала и молчала, наверное, мой самый большой грех."""
Willard H. Wright,"""Когда именно ты встретила {f:5:Беатриче}?"""
,"Услышав этот вопрос...... Роза прикрыла глаза, уходя в прошлое, которое не хотела вспоминать..."
Ushiromiya Rosa,"""......Около 20 лет назад. ......20...... хотя, может, 19 или 18. ......Простите. Я так долго заставляла себя забыть, что почти совсем забыла эту часть."""
Willard H. Wright,"""Это должно было быть в 1967."""
,Как гарантировал красной правдой Ронове в третьей игре.
Ushiromiya Rosa,"""То... точно...... Может, и в 1967. Я ясно помню картину произошедшего...... Никогда не забуду......"""
Ushiromiya Lion,"""Если вам тяжело вспоминать, не думайте, что вы обязаны рассказывать."""
Willard H. Wright,"""Да, проясни эту картину, если ты не против. .........Нгх! ......Чёрт возьми, больно, Лион."""
Ushiromiya Lion,"""Что?"""
