Speaker,Russian (RU)
Ushiromiya Rosa,"""Доктор Нанджо и Кумасава‐сан?! Что всё это значит?!"""
Ushiromiya George,"""Ах, Шаннон! Слава Богу, ты цела!.. Случись с тобой что‐нибудь, я!.."""
Shannon,"""......Джордж‐сама... У‐у‐у‐у‐у..."""
Ushiromiya Rosa,"""Джордж‐кун, угомонись на секунду! Убийство ведь совершилось у вас на глазах?! Вы видели преступника?! Или нет?!"""
Gohda Toshiro,"""Ну... м‐м‐м... как же мне объяснить?! Г‐Генджи‐сан."""
Ronoue Genji,"""............Даже мы не можем толком объяснить увиденное нами."""
Gohda Toshiro,"""Это действительно, м‐м‐м, случилось у нас на глазах! Это произошло прямо передо мной! Однако... это, м‐м‐м... что это было... Даже я не понимаю!"""
Ushiromiya Rosa,"""Что ты несёшь?! Вы не могли встретить никого, кроме ведьмы {f:5:Беатриче}, которая со вчерашнего дня находится неизвестно где, или без вести пропавшего Канон‐куна! Это был мужчина или женщина?! Хоть это‐то ты можешь мне сказать?!"""
Ushiromiya Battler,"""Тётя Роза, успокойся немного!.. Любой был бы сбит с толку, если бы двоих убили прямо перед ним! Года‐сан, Генджи‐сан. Можете не спешить. Расскажите нам всё, что произошло, по порядку."""
Gohda Toshiro,"""............Насчёт этого... как бы мне сказать..."""
Ushiromiya George,"""........................"""
,Доктор Нанджо и Кумасава‐сан были убиты.{n}Это мы уже поняли.
,"...И похоже, это произошло прямо у них на глазах.{n}Но они всё равно говорили сбивчиво."
,"Они признались, что без сомнения видели преступление собственными глазами.{n}Но стоило попросить их объяснить увиденное, как они вдруг замолкли."
,"Я мог понять, почему тётя Роза была раздражена и вспылила..."
Ushiromiya George,"""...Шаннон. Ты видела это? Как на доктора Нанджо напали."""
Shannon,"""Д‐да."""
Ushiromiya George,"""Расскажи мне. ...Что именно ты поняла. Что же случилось там?"""
Shannon,"""............Пришёл... с чёрного входа."""
Gohda Toshiro,"""...В‐верно. Кто‐то подошёл к чёрному входу. Гадая, кто бы это мог быть, я открыл дверь..."""
Ushiromiya Rosa,"""Кто‐то подошел с чёрного входа? Кто это был?!"""
Ushiromiya Battler,"""Дайте им договорить! Что потом?!"""
Gohda Toshiro,""".........Этот человек был... весь в крови и с глубокой раной. ...Мы перенесли этого человека в комнату прислуги, и доктор Нанджо сразу оказал ему первую помощь. ......Это была... очень глубокая рана."""
Ushiromiya Rosa,"""В который раз спрашиваю, о {i:ком} это ты говоришь?!"""
Gohda Toshiro,"""...Я не знаю! Разумеется... поначалу я думал, что это был он. Нет, я до сих пор так считаю!{n}Но... что же это такое было?! ...Я не знаю... не знаю!"""
,"В несоответствующей его крупному телосложению манере, Года схватился за голову и зачесал её..."
,"Я не понимал, путался ли он из‐за того, что не мог вспомнить, или же потому, что он увидел нечто ужасающее и не мог этого принять."
,И Шаннон выглядела так же.
,"Если бы она расслабилась хоть на секунду, увиденное ею буквально только что, растаяло бы подобно сну, и она уже не смогла бы вспомнить, что видела."
,......Вот как она выглядела.
,Один лишь Генджи как обычно сохранял спокойствие.
,"...Так что вопросы, естественно, сосредоточились на нём."
,"Однако даже Генджи помолчал какое‐то время, прежде чем раскрыть рот, чтобы собраться с мыслями."
Ushiromiya Rosa,"""Генджи‐сан. Вы ведь это видели? Кто был тот человек, пришедший через чёрный ход?!"""
Ronoue Genji,"""............Сперва... я считал, что этот человек — Канон."""
Ushiromiya Rosa,"""Вот видите!!! В конце концов, он оказался жив! Мои аргументы были верны!!!"""
Ushiromiya George,""".....Говоря 'сперва', вы имеете в виду, что потом ваше мнение изменилось, верно?.."""
Ronoue Genji,"""Да. .........Я не могу объяснить словами то, что произошло после этого. ......Он убил доктора Нанджо и Кумасаву... А затем исчез. В тот момент, это определённо был уже не Канон..."""
Gohda Toshiro,"""Да! Именно так! Всё как и говорит Генджи‐сан!!! Это действительно невозможно объяснить словами!"""
Ushiromiya George,"""......Ты придерживаешься такого же мнения?"""
Shannon,"""...Да............ Я лишь... могу сказать то же самое..."""
Ushiromiya Battler,"""........................"""
,"...Если истолковать рассказанное ими в положительном свете... То это значит, что выводы тёти Розы с самого начала были верны."
,"Канон появился на кухне с чёрного входа с серьёзной раной.{n}Затем его отнесли в комнату прислуги, где ему оказали помощь."
,......А потом случилось нечто ужасное.
,"Поскольку эти люди не могли себе представить, что Канон‐кун может быть способен на такое, у них появились сомнения, был ли это на самом деле Канон‐кун. Вот как всё складывается?"
,"Другими словами, это означает... Канон‐кун объявился.{n}Независимо от того, насколько озадачены они были, насколько сумбурны были их слова, вот что получалось в итоге."
,"Так что, как и думала тётя Роза, Канон‐кун нашёл способ выбраться из той комнаты, пока она была заперта?! Нет, это больше не имело значения."
,"Настоящая проблема заключается в том, что Доктор Нанджо и Кумасава‐сан оказались убиты."
,"Тётя Роза утверждала, что Канон‐кун стоял за всем этим с самого начала."
,"Независимо от того, насколько они были запутаны, и независимо от того, сколько раз они пытались это отрицать... Они на полуслове подтвердили, что это была правда."
,"......Но даже так, по какой то причине я чувствовал, что их смущение нельзя объяснить одной лишь путаницей..."
,......Что они видели?
,"Если верить им, они на самом деле видели {i:нечто неописуемое словами}?.."
,"Тётя Роза, наконец решившая, что мы больше ничего не добьёмся, даже если продолжим расспрашивать и дальше, закончила допрос, и сказала, что ей нужно осмотреть те два тела."
,Я тоже был в этом заинтересован.
,"Даже если эти люди ничего не поняли, поскольку запутались... То те из нас, кто спокойно осмотрит трупы, смогут что‐нибудь обнаружить."
,".........Но было немного удивительно, что тётя Роза подумала о трупах, как и я."
,"Даже в такой момент я всё ещё хотел самостоятельно выявить преступника, если мы обнаружим какие‐нибудь подсказки."
,"Но тётя Роза могла думать иначе. ......Разве план тёти Розы не ставил на первое место безопасность, чем поиск самого преступника?"
,"Я действительно не понимал, почему тётя Роза готова рискнуть, покидая наше убежище в гостиной из‐за того, что ей захотелось проверить тела."
Ushiromiya Rosa,"""Мы все вместе отправляемся в комнату прислуги. Если пойдём все вместе, так будет безопасней. Мария, хватит рисовать каракули!"""
Ushiromiya Maria,"""У‐у. Это не каракули‐и. Это решение загадки {f:5:Беатриче}. У‐у..."""
Ushiromiya Battler,"""Загадка {f:5:Беатриче}? Что же это, расскажи мне."""
Ushiromiya George,"""...Тётя Роза. Мы... м‐м‐м, Марию‐чан тоже собираемся брать?"""
,"Похоже, что Джордж‐аники был против идеи брать Марию‐чан на место кровавого преступления."
,"...Но учитывая тот факт, что Марию нельзя было оставлять здесь одну, взять её с собой было гораздо безопасней."
,"......В конце концов, это был лишь безответственный гуманизм Аники.{n}Мы решили, что все мы, включая Марию, отправимся в комнату прислуги."
,Диван в комнате прислуги был залит ярко‐красной кровью.
,"...Нет, не только диван. Вся комната была покрыта жуткой краской из бесчисленных кровавых пятен."
