Speaker,Russian (RU)
,"...Утверждение Хидэёши о том, что реклама способствует улучшению вкуса, оказалось недалёким от истины."
,"Дети и Нанджо, которых спровадили в домик для гостей, собрались в комнате, отведённой кузенам и кузинам, и ели торт, принесённый им Кумасавой на десерт."
,"Он оказался изумительно вкусным и высшего класса, щедро приправленный кремом и украшенный превосходными фруктами. Но хотя он и был очень вкусным, его вкус почему‐то не воспринимался в полной мере..."
Ushiromiya Jessica,"""Ха‐ха, без расхваливаний Годы‐сана у него самый обыкновенный вкус."""
Ushiromiya Battler,"""Да даже вздумай он его расхваливать, Кумасава‐сан всё равно бы сказала, что он сделан из скумбрии."""
Ushiromiya Maria,"""У‐у?! Правда?! Из скумбрии можно делать торт?!"""
Kumasawa Chiyo,"""Хо‐хо‐хо‐хо. Да, да, и этот торт тоже, если при приготовлении воспользоваться соком скумбрии, смешанным с мукой и яйцами, он получится таким воздушным. Хо‐хо‐хо‐хо."""
Ushiromiya George,"""Будь это правдой, то это было бы невероятным. Может быть, торт из скумбрии появится в новом меню в магазине отца."""
Ushiromiya Battler,"""Ва‐ха‐ха‐ха! Это потому, что скумбрия полна питательных веществ и способствует здоровому образу жизни. Она широко распространена среди женщин и стариков! Но я к ней и на пушечный выстрел не подойду!"""
Ushiromiya Jessica,"""Девушки не станут есть что‐то столь подозрительное."""
Nanjo Terumasa,"""Даже старики бы воздержались."""
Kumasawa Chiyo,"""Хо‐хо‐хо‐хо! Но ведь вкусно же?"""
,"Кумасава действительно поднимала настроение своими шутками про скумбрию, в которых она была особенно хороша. ...Но несмотря ни на что, звук проливного дождя настойчиво возвращал их мысли к таинственной гостье."
,"В итоге они снова засыпали Марию, единственного человека среди них, повстречавшего {f:5:Беатриче}, вопросами."
Ushiromiya George,""".........Мне до сих пор не верится... что эта история оказалась правдой."""
Ushiromiya Battler,"""Судя по твоим словам, похоже, ты уже не в первый раз слышишь об этой ведьме, о встрече с которой толкует Мария."""
Ushiromiya Jessica,"""...Да. Я думала, что это такая сказка для людей с богатым воображением."""
Ushiromiya Maria,"""Е‐е‐есть! {f:5:Беатриче} 'е‐е‐есть'! Каждый год, когда мы приезжаем на собрание семьи, она встречает Марию, и мы вместе играем!"""
Kumasawa Chiyo,"""Совершенно верно. Хотя {f:5:Беатриче}‐сама обычно не показывает себя, я слышала, что она может неожиданно возникнуть перед людьми с чистыми сердцами. Хо‐хо‐хо."""
,"{f:5:Беатриче} было имя, принадлежащее созданию из легенды о ведьме Роккенджимы."
,"Поскольку семья и прислуга публично признали образ ведьмы из фантазий Кинзо для поддержания у того хорошего настроения, так возникла легенда Роккенджимы или даже история о призраке..."
,"Для членов семьи, знающих подробности, легенда о Золотой Ведьме была весьма сомнительной вещью. ...Однако перед Кинзо они не смели сказать об этом."
,"Поэтому для тех, кто не знал подробностей, как, например, юная Мария, эта сказка была не чем‐то сомнительным, а самой настоящей легендой о ведьме."
,Поэтому Мария верила в легенду о ведьме. Она приняла эту историю за чистую монету.
,"...И это было естественно для девочки с богатым воображением, верящей в ведьм."
,"Поэтому ей никто ничего не говорил, чтобы не разрушить этот образ‐мечту.{n}...Совсем напротив, они заранее устроили всё так, чтобы Мария могла порадоваться своим фантазиям."
Ushiromiya George,"""...Так что даже когда Мария‐чан похвасталась нам той конфетой, которую дала ей {f:5:Беатриче}, ...Я думаю, что возможно кто‐нибудь подсунул её в сумку Марии‐чан."""
Nanjo Terumasa,""".........Я тоже так делал два или три раза, очень давно, тайно подкладывая куда‐нибудь конфеты. ...Возможно, Кумасава‐сан тоже, нет, вся прислуга и вся семья Уширомия не раз так поступали."""
Ushiromiya Battler,"""......Таким образом, если это доставит радость невинному дитю, иногда такое планируется заранее и куда‐нибудь кладутся конфеты. ......Если подумать, держу пари, ты постоянно так делаешь, верно, Джордж‐аники?"""
Ushiromiya George,"""............Кто знает."""
,Это признание нельзя было посчитать достаточно полным.
,"И Джордж признался, будучи предельно осторожным, чтобы Мария не узнала."
Ushiromiya Battler,"""Другими словами, это как с Санта‐Клаусом. Чтобы не дать детским мечтам разбиться вдребезги, родители идут на обман, оставляя подарок у кровати спящего ребёнка."""
Ushiromiya Jessica,"""......Я за то, чтобы защитить детские мечты. ...Пусть я и давно знаю, что никакого Санты не существует. ......Если это мечта, которой нет нужды рассеиваться, мне хотелось бы верить всю жизнь."""
Nanjo Terumasa,"""...Поскольку им известно, насколько жесток этот мир, взрослые хотят по крайней мере защитить чистые детские мечты."""
Ushiromiya Maria,"""У‐у! {f:5:Беатриче} существует! 'Существу‐у‐ует'!!!"""
Kumasawa Chiyo,"""Да, существует. {f:5:Беатриче}‐сама действительно существует, верно? Совсем недавно, когда я сушила скумбрию, чтобы приготовить чёрный чай, как вдруг..."""
Ushiromiya George,"""......Ну, что‐то вроде того. ...Будто бы."""
Ushiromiya Battler,"""Короче говоря, это ведьма, в которую, за исключением Марии, предположительно никто и не верил."""
Ushiromiya George,"""Эти слова не совсем точны. ......Дело не в том, что мы не верили, а в том, что все пытались заставить {i:её} не верить."""
,То есть суть заключалась в сохранении детской невинности Марии.
,"Но в действительности Санты не существует. Но если вы не хотите, чтобы они разочаровались, когда узнают об этом, то им с самого начала не следовало рассказывать подобную сказку."
,"...Рассуждал ли я так, поскольку мне было ещё далеко до полноценного взрослого?"
,"Баттлер, наконец, получил представление об истинной форме ведьмы Роккенджимы."
,".........Но в сложившейся ситуации это понимание было переосмыслено, и основы оказались перевёрнуты с ног на голову..."
Ushiromiya Battler,"""......Нам казалось, мы знали ведьму {f:5:Беатриче}‐сама, но вот она действительно появилась. Да уж."""
Ushiromiya Battler,"""Кроме того, судя по поднятому нашими родителями переполоху, не скажешь, что она является желанной гостьей. ......Складывается интересная ситуация."""
Ushiromiya George,"""На самом деле нет никаких оснований полагать, что женщины по имени {f:5:Беатриче} не существует. ......Это то, что дядя Рудольф назвал 'Доказательством дьявола'. ......Ни один из нас не знал, что женщина по имени {f:5:Беатриче} существует."""
Ushiromiya George,"""...Но это не обязательно означает, что мы можем отрицать вероятность существования {f:5:Беатриче}."""
Ushiromiya Jessica,"""......Доктор Нанджо, вы ведь уже долгое время являетесь дедушкиным другом, верно?"""
Nanjo Terumasa,"""............... ...Однажды мне довелось услышать об этом на собрании семьи от Краусса‐сана и остальных. ......Историю о том, что задолго до этого времени, возможно, у Кинзо‐сана была любовница, тайно родившая ему ребёнка."""
Ushiromiya Battler,"""Ясно. Головы наших родителей забиты мыслями о дележе наследства. Поэтому вполне очевидно, что раз объявилась дочь любовницы, это сулит им большие неприятности."""
Nanjo Terumasa,"""Краусс‐сан и остальные наверняка спросили Генджи‐сана об этом в первую очередь. Однако Генджи‐сан поклялся в верности Кинзо‐сану как его правая рука... И, возможно, является более близким другом для Кинзо‐сана, чем я."""
Nanjo Terumasa,"""......Генджи‐сан наверняка так ничего и не рассказал. ......Поэтому далее они решили опросить меня, как его старого друга..."""
Ushiromiya Battler,"""И что? ......Так, доктор Нанджо... у дедушки {i:была} любовница по имени {f:5:Беатриче}?"""
Nanjo Terumasa,"""............Была. ...Нет, я никогда не встречал её. ...Однако я слышал от Кинзо‐сана, что у него были отношения с такой женщиной. .........Он рассказал мне, что она скончалась очень давно."""
Ushiromiya Battler,"""......Она скончалась. ......И у неё был ребёнок от него?"""
Nanjo Terumasa,"""Вот этого я не знаю. ......Но Кинзо‐сан не устаёт повторять, что исследует, как возродить {f:5:Беатриче}."""
