Speaker,Russian (RU)
,"Я увидел, как тень — очевидно, принадлежащая водителю — открыла зонтик и подошла ко мне..."
,"""......Это твой сад?"""
,"Спросила меня тень.{n}Конечно же, я не смог ответить..."
,"""......Если да, то я прошу прощения. В день с такой хорошей погодой любой бы захотел вздремнуть в таком прекрасном саду. ......И всё же, если память меня не подводит..."""
,Тень присела на корточки и посмотрела мне в лицо. ......Это была женщина.
,"""Ты спишь на общественной дороге. Хочешь, чтобы тебя задавили?......Или тебя уже задавили? Так задавили или нет?"""
,Я...... сжал грудь.
,"Мне показалось, что нужно как‐то ответить и передать свои намерения."
,"Поэтому, наконец...... я сумел издать короткий стон."
,"""......Ясно. Значит, ещё не задавили."""
,И так...... я встретил Икуко.
,"""......Он в очень слабом состоянии. Кроме того, высока вероятность ухудшения памяти. Мы не узнаем наверняка до компьютерной томографии, но также не исключено повреждение мозга."""
,"""Повезло, что это все повреждения, с которыми мы имеем дело. Если бы он пробыл там дольше, всё могло бы быть гораздо хуже."""
,"""......Да. В любом случае, я рекомендую проверить это в крупной больнице."""
,"""Спасибо, доктор. ......Я попрошу вас не распространяться об этом. Здесь немного, но возьмите как компенсацию."""
,"""Я не вижу причин напрасно говорить об этом, но...... нет‐нет, я не могу взять столько..."""
,В итоге врач взял деньги и поклялся молчать.
,В конце концов Хачиджо вернулась.
,"""О, ты проснулся. Как ты себя чувствуешь?.."""
,"Я слабо кивнул, давая ей знать, что сейчас уже не так плохо."
,"......Но... где я?{n}Комната, о которой у меня нет никаких воспоминаний...... в доме, который я совсем не помню.{n}И что самое главное, женщина, которую я никогда не видел......"
,"""Сперва я представлюсь. Хачиджо Икуко. Можешь называть меня Икуко или же оставить формальное «мисс Хачиджо», мне всё равно."""
,......Хачиджо...... Икуко.
Hachijo Ikuko,"""Семья Хачиджо — крупные землевладельцы, достаточно хорошо известные в этих краях. ......В отличие от своих умелых братьев, я, так сказать, немного эксцентрична. Когда я причинила чересчур много вреда, у моих родителей наконец кончилось терпение, и они меня выгнали. Теперь я ограничиваюсь этим домом."""
Hachijo Ikuko,"""......Что касается хобби, мне нравится читать и писать детективные романы. Мой возраст... единственный секрет женщины.""""У меня душа девушки, но я приближаюсь к тому возрасту, когда называть себя так становится всё абсурднее. Хе‐хе‐хе‐хех."""
,"С затуманенным разумом было очень трудно разобрать, о чём она говорит."
,"Но...... я смог заметить, что она пыталась бодро поговорить со мной."
Hachijo Ikuko,"""......Так как тебя зовут?"""
,...............Меня...... зовут......
,..................
,"Логически я понимаю, что, раз я человек, у меня должно быть имя."
,И вроде бы оно действительно у меня было.
,"......Однако, как бы я ни пытался вспомнить его, у меня от этого лишь разболелась голова..."
Hachijo Ikuko,"""Ты помнишь что‐нибудь, помимо своего имени?.."""
,"""....................."""
,Кто...... я?..
,"Моя голова...... нет, даже моё сердце было смесью разорванной плоти, ......и я ничего не помнил, даже то, кто или что я..."
,Но я должен вспомнить.
,"У меня была какая‐то цель...... или, может, миссия."
,"Чтобы вспомнить это...... мне нужно сначала вспомнить, кто я."
,Кто я?.. Как меня зовут?.. Где я родился...... и когда мой день рождения?..
,"Мне нужно что‐нибудь вспомнить, что угодно........."
,..............................
,""".........Возраст......"""
Hachijo Ikuko,"""Возраст? *хи‐хи*. Мой маленький секрет."""
,""".........Восемнадцать..."""
Hachijo Ikuko,"""Я выгляжу на восемнадцать?!"""
,"""......Мне......... восемнадцать........."""
Hachijo Ikuko,"""О... о‐о, так это твой возраст!.. Я уж было подумала, что ты слишком лестен. Ха‐ха‐ха‐ха."""
,"Когда я спросил себя, сколько мне лет, в голове всплыло число 18."
,"Если честно, «18» будто было не к месту."
,"......Казалось, что мой разум моложе...... а моё жалкое тело гораздо старше."
Hachijo Ikuko,"""Ясно, так тебе 18. И это всё, что ты помнишь."""
,Я слабо кивнул.
,"Не думал, что можно чувствовать себя таким бессильным, ничего не зная о себе."
Hachijo Ikuko,"""В таком случае, пока ты не вспомнишь своё имя, давай дадим тебе имя «Тойя», которое пишется иероглифами «18». .........Хачиджо Тойя. Что скажешь? Да, звучит неплохо. Хороший выбор, да‐да."""
,Хачиджо...... Икуко довольно усмехнулась.
,С тех пор я взял имя Хачиджо Тойя.
,"Моя неспособность двигаться, по‐видимому, была связана с дорожным происшествием."
,"В тот день меня сбила машина, и Икуко забрала меня оттуда, где я лежал на улице."
,Если бы она не надавила на тормоза...
,"Она, наверное, поехала бы прямо вперёд, думая, что проедет по мёртвой собаке."
,"......Хотя это было грубо, позже я заподозрил, что меня сбила сама Икуко, но отказался от этого предположения, увидев совершенно неповреждённый передний бампер её машины."
,"Хачиджо Икуко жила в маленьком, но прекрасном особняке на вершине небольшого холма, в деревне с видом на море."
,"Также ей принадлежал холм позади неё, и она более чем могла в уединении любоваться четырьмя временами года."
,"Время медленно шло, моя реабилитация продолжалась, и способность двигаться постепенно улучшалась."
,Но...... повреждение мозга осталось.
,"Похоже, выяснить, кем я был...... будет очень трудно."
,"Вначале, когда я не мог вынести незнания своей личности, у меня часто так сильно болела голова, что казалось, будто она сейчас расколется."
,"......Но когда я постепенно принял то, что я новый человек с новым именем Хачиджо Тойя, ......головные боли стали возникать реже."
,"За всё время...... ко мне не вернулось никаких воспоминаний, за исключением того, что мне 18."
,"Однако я не смог вспомнить больше, даже не мог убедиться, что 18 — мой настоящий возраст, ......и в конце концов я перестал пытаться вспомнить прежнего себя."
Hachijo Ikuko,"""Доброе утро, Тойя. Прошлой ночью был такой шторм. Удалось выспаться?"""
Hachijo Tohya,""".........Заснуть было сложно. Поэтому я решил прочитать вашу рукопись."""
Hachijo Ikuko,"""Надо же. И где ты сейчас?"""
Hachijo Tohya,"""Я закончил."""
Hachijo Ikuko,"""......Вот так сюрприз. Ты прочитал всё за одну ночь?"""
Hachijo Tohya,"""Я сам удивился. ......Начав, я не успел осознать, как закончил. ......Будто я просто листал её...... или, может, пробегал взглядом по каждой странице......"""
Hachijo Ikuko,"""Видимо, у тебя талант в скоростном чтении. ......И как? Что скажешь?"""
Hachijo Tohya,"""Мне многое понравилось. Хотя стоит прояснить часть насчёт океанических течений, иначе будет несправедливо по отношению к читателю... О, но я подумал, что здорово, что вы пустили в начале предпосылку с кольцом."""
Hachijo Tohya,"""......Я даже хлопнул себя по лбу, когда перечитал эту часть. По‐моему, это чувство — лучшая часть детективного романа."""
Hachijo Ikuko,""".................."""
Hachijo Tohya,"""......Э‐э... я сказал что‐то оскорбительное?......Прошу прощения, если так."""
Hachijo Ikuko,"""Нет конечно! За что ты извиняешься?! Я просто удивилась, вот и всё. Твои детальные мнения так же ценны, как похвала... Из тебя мог бы выйти неплохой критик или даже писатель детективных романов."""
,...............Писатель... детективных романов. ......Критика.{n}............
,Из‐за мглы забвения.
,"Кажется, я помню...... как спорил и обменивался аргументами по поводу детективов."
,"Эти споры, о которых я, должно быть, узнал в прошлом...... вызвали у меня всплеск волнения."
,......Детектив. ......Споры...... Голова...... болит.........
,Я принял болеутоляющее и проглотил его с пресной водой из колодца.
,Кто же...... я.........
,"......Однако, сколько бы я ни думал, я не мог вспомнить."
,"Из того, что мне сказали, частоту головных болей можно уменьшить за счёт операции на головном мозге, но не было гарантии, что моя память вернётся."
,"Икуко сказала, что даст мне сделать операцию, если я хочу."
,Но я отказался.
,Даже если я не помню...... настоящий я всё ещё спит у меня в голове.
,"Я испугался, что...... операция может навредить тому мне."
,К этому времени я привык к головной боли.
,"......Пока я не заставляю себя вспоминать прошлое, головные боли не мучают меня каждый день."
,Поэтому...... понемногу я освободился от них... и привык к новой жизни Хачиджо Тойи......
,Постепенно мой интерес сместился на Икуко.
,Хачиджо Икуко.
,Очень странная женщина.
,"Во‐первых, она, судя по всему, была дочерью очень зажиточной семьи, как сама и сказала."
,Но она была довольно эксцентрична и из‐за «различных озорных проделок» оказалась на волоске от отречения.
,В результате ей отдали этот дом и приказали тихо жить здесь.
,"Она была не особо общительным человеком, поэтому с радостью приняла новое положение дел, живя как пожелает в особняке со слугой."
,У неё не было друзей. К ней никто никогда не приходил.
,"Когда меня не было рядом, она разговаривала только со старой чёрной кошкой по кличке Берн, которая была её домашним питомцем."
,Я не знаю её настоящий возраст.
,"Ещё не похоже, что она в том возрасте, когда пора выходить замуж, но с такой уединённой жизнью она вряд ли с кем‐нибудь встречается."
,"Иногда она говорит, что просто не встретила никого, кто стоил бы проблем, но, думаю, она уже не стремится выйти замуж."
,Её повседневная жизнь была очень проста.
,"Она либо читала множество детективов, которые ей покупали, либо сама писала детективы."
